SA4_CODE_2016,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Tot_Emp_15_19,M_Tot_Emp_20_24,M_Tot_Emp_25_34,M_Tot_Emp_35_44,M_Tot_Emp_45_54,M_Tot_Emp_55_64,M_Tot_Emp_65_74,M_Tot_Emp_75_84,M_Tot_Emp_85ov,M_Tot_Emp_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Tot_Unemp_15_19,M_Tot_Unemp_20_24,M_Tot_Unemp_25_34,M_Tot_Unemp_35_44,M_Tot_Unemp_45_54,M_Tot_Unemp_55_64,M_Tot_Unemp_65_74,M_Tot_Unemp_75_84,M_Tot_Unemp_85ov,M_Tot_Unemp_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Tot_Emp_15_19,F_Tot_Emp_20_24,F_Tot_Emp_25_34,F_Tot_Emp_35_44,F_Tot_Emp_45_54,F_Tot_Emp_55_64,F_Tot_Emp_65_74,F_Tot_Emp_75_84,F_Tot_Emp_85ov,F_Tot_Emp_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Tot_Unemp_15_19,F_Tot_Unemp_20_24,F_Tot_Unemp_25_34,F_Tot_Unemp_35_44,F_Tot_Unemp_45_54,F_Tot_Unemp_55_64,F_Tot_Unemp_65_74,F_Tot_Unemp_75_84,F_Tot_Unemp_85ov,F_Tot_Unemp_Tot
203,772,3347,10628,11890,11389,7576,1189,108,10,46911,2245,2361,1960,1631,1803,2508,1418,223,27,14171,139,152,315,347,391,453,150,19,3,1969,87,168,295,235,237,170,50,19,6,1265,3247,6026,13194,14099,13824,10703,2805,375,48,64319,214,492,617,479,531,442,10,0,3,2790,520,320,171,111,103,180,51,6,0,1469,732,810,783,588,635,624,62,7,3,4252,3976,6842,13980,14693,14460,11322,2865,387,53,68573,4376,1635,1748,1693,2042,4484,9770,5974,2309,34029,402,503,919,912,985,978,946,601,306,6547,8752,8977,16643,17300,17491,16783,13587,6955,2667,109156,278,2192,6217,5024,6277,3706,415,26,9,24134,3150,3257,4905,7295,7042,5487,1305,95,14,32555,182,226,920,606,451,493,148,10,4,3033,136,146,160,168,159,136,52,15,6,976,3740,5819,12197,13093,13930,9822,1911,150,38,60706,165,260,332,266,306,169,5,5,3,1510,564,321,341,371,285,235,34,3,0,2155,733,581,669,641,590,399,39,13,0,3661
204,862,2464,5440,5991,7166,5610,1316,211,57,29114,1248,692,877,954,1236,1772,1051,218,40,8092,71,83,189,222,267,423,182,35,10,1476,68,107,153,157,178,143,74,35,7,921,2247,3348,6654,7328,8842,7945,2626,492,114,39607,134,241,268,255,267,275,17,0,0,1462,209,70,54,53,67,125,34,3,0,613,345,307,328,304,331,400,52,3,0,2075,2594,3655,6987,7639,9176,8350,2674,497,114,41676,2464,587,719,901,1338,3113,6945,3968,1374,21406,329,336,611,679,811,960,813,516,265,5320,5382,4583,8309,9220,11323,12425,10432,4982,1754,68406,309,1196,2742,2964,4249,2993,480,66,16,15012,1784,1214,2633,3701,4129,3737,1037,117,20,18379,95,126,446,305,314,435,108,19,3,1852,79,71,108,112,132,109,54,18,8,699,2269,2611,5930,7079,8817,7269,1679,223,50,35941,96,154,184,160,177,132,5,0,0,913,220,108,151,188,164,169,22,0,0,1027,316,266,332,349,344,301,25,0,0,1936
205,978,3245,8400,8745,10063,7950,1753,257,47,41439,1903,1114,1506,1430,1886,2684,1569,316,52,12472,104,116,322,321,491,701,238,41,9,2335,114,140,232,227,242,206,118,38,16,1334,3102,4612,10455,10727,12684,11539,3682,655,122,57579,302,598,682,571,629,676,38,3,3,3498,351,154,129,103,119,222,55,0,0,1140,650,753,816,675,746,905,88,5,3,4638,3755,5361,11269,11400,13432,12440,3774,659,129,62216,3795,1002,1545,1798,2550,5565,12363,7046,2246,37898,486,542,1000,974,1372,1478,1484,929,389,8652,8033,6900,13812,14169,17348,19485,17619,8637,2763,108772,364,1849,4041,3909,5376,3839,621,74,18,20090,2567,2056,4406,5690,6624,5805,1463,185,17,28799,131,188,773,442,548,661,190,29,3,2961,121,113,128,150,201,208,80,39,15,1057,3184,4199,9351,10184,12751,10506,2356,332,51,52908,177,271,289,317,353,250,10,3,0,1667,402,223,351,335,276,307,36,4,4,1927,573,494,637,652,626,554,44,5,7,3591
206,353,6456,47344,30387,20598,11259,2701,289,69,119443,2367,7560,10968,4634,3512,3519,2310,431,69,35368,110,378,1093,717,540,392,180,32,6,3451,109,352,947,489,320,208,93,27,10,2561,2935,14741,60358,36231,24970,15367,5289,777,151,160826,138,844,2156,1317,1049,666,73,12,0,6257,1024,1906,1143,330,254,300,122,7,0,5093,1163,2756,3301,1646,1308,964,193,14,3,11350,4106,17494,63657,37877,26277,16332,5487,793,156,172179,7761,9774,6619,3161,3668,5857,9506,7054,3012,56412,956,2652,7434,4099,2862,2230,1580,925,416,23151,12815,29922,77711,45141,32810,24417,16573,8773,3585,251741,332,7300,42792,19575,13987,7600,1222,68,28,92903,3452,10192,15451,11314,8984,6400,2260,232,40,58323,141,512,2270,1665,590,514,164,19,10,5896,158,380,765,339,296,182,75,22,8,2217,4084,18387,61279,32900,23856,14697,3716,340,79,159332,125,748,1796,846,658,334,22,10,0,4535,1350,2269,1436,707,552,350,90,15,0,6759,1481,3022,3231,1554,1202,681,107,21,0,11299
207,290,3171,14425,15379,16605,10190,2184,229,20,62491,2663,4924,3669,1959,2339,2844,2274,473,66,21198,117,209,334,256,286,323,142,35,5,1704,64,188,350,260,259,162,75,18,6,1384,3131,8484,18777,17856,19492,13515,4679,754,98,86787,79,397,858,566,697,529,61,8,0,3199,933,960,427,144,147,212,81,11,0,2915,1011,1354,1287,713,844,742,144,16,0,6110,4143,9843,20061,18570,20337,14260,4827,770,101,92899,7697,4334,2709,1531,2009,4100,8837,8085,3557,42862,397,582,1164,888,1030,824,673,661,356,6580,12230,14761,23938,20987,23376,19181,14340,9515,4013,142342,142,2764,11090,7987,9526,5668,890,50,5,38111,3591,5301,5277,7797,9020,6017,2232,261,27,39513,113,253,912,703,402,405,163,16,9,2970,87,153,274,204,251,136,71,29,13,1220,3939,8464,17544,16685,19191,12232,3356,355,49,81820,60,284,616,371,366,171,12,3,0,1883,866,781,547,504,480,280,44,6,3,3513,927,1067,1160,876,843,456,50,6,3,5395
208,448,3350,16600,20886,20399,12058,2536,227,22,76525,2863,4305,3223,2186,2571,3236,2536,480,74,21473,113,170,381,392,365,404,175,33,7,2040,70,186,411,342,326,209,87,31,16,1668,3486,8015,20615,23806,23654,15906,5334,769,125,101708,121,441,773,621,763,535,66,5,3,3325,807,721,317,112,148,226,110,11,0,2448,926,1162,1089,732,907,758,178,20,4,5780,4419,9177,21700,24540,24566,16664,5514,788,123,107488,6980,2944,2033,1457,2038,4504,9399,7378,3885,40624,394,621,1427,1379,1365,1096,894,692,467,8342,11790,12743,25156,27381,27968,22264,15806,8859,4481,156447,189,2816,12697,10367,11799,6658,964,50,11,45552,3743,4896,6043,10420,10753,7197,2565,219,27,45852,159,214,1159,1027,506,490,169,21,5,3735,85,158,277,247,275,177,82,20,21,1333,4167,8088,20176,22059,23328,14512,3771,308,65,96470,79,256,627,411,403,232,19,3,4,2028,798,589,488,581,494,282,67,13,0,3311,883,847,1112,990,897,511,81,10,7,5341
209,1115,5489,23311,24554,21164,13219,2107,133,22,91122,3441,4812,5210,3580,3283,3373,1780,265,21,25767,143,248,547,520,507,529,154,17,3,2672,157,330,723,528,456,315,114,19,12,2659,4857,10884,29793,29182,25410,17444,4161,438,58,122228,351,839,1438,1054,872,653,47,0,3,5271,1086,843,525,253,197,247,82,9,0,3240,1439,1685,1970,1308,1068,898,128,8,3,8515,6297,12567,31760,30489,26477,18340,4294,443,65,130741,8101,3654,3846,3013,3634,6269,12915,8498,2966,52882,611,894,2159,1804,1566,1307,1087,776,398,10602,15007,17111,37769,35302,31682,25916,18297,9718,3427,194224,352,4094,14583,11168,11754,6642,763,40,11,49400,4741,6118,9162,12629,11133,7609,1698,133,18,53242,186,338,1800,1153,627,582,143,17,0,4853,136,229,466,372,364,218,59,29,3,1887,5424,10783,26004,25324,23883,15046,2657,220,40,109382,191,509,1013,644,601,255,20,3,3,3241,1196,781,784,785,563,336,29,3,3,4473,1388,1292,1797,1422,1160,591,51,7,3,7710
210,842,4382,16493,16347,14836,8567,1384,78,16,62946,2357,3407,3791,2667,2399,2086,1074,148,15,17950,92,188,443,383,352,389,105,11,0,1965,109,317,647,478,410,255,58,26,7,2306,3404,8292,21381,19870,17989,11296,2632,267,46,85178,323,779,1243,932,743,484,34,4,0,4539,859,518,321,190,190,177,50,9,0,2316,1179,1300,1566,1115,934,658,82,7,0,6855,4586,9591,22947,20990,18924,11960,2713,276,46,92027,6761,2442,3025,2755,3398,4964,8989,6374,2261,40967,545,718,1667,1431,1287,1069,896,617,285,8503,11887,12753,27632,25176,23610,17990,12600,7262,2587,141503,262,2911,9808,7550,8244,4245,484,27,0,33536,3144,3912,5808,7707,7073,4459,1005,71,10,33189,117,213,1096,694,399,383,85,4,3,3001,112,235,374,280,267,158,53,21,9,1505,3634,7268,17091,16227,15986,9244,1627,130,24,71229,209,461,760,508,436,204,3,0,0,2584,847,501,542,582,434,286,35,0,0,3225,1062,961,1306,1084,866,491,34,6,0,5808
211,1542,6712,21861,24408,24449,16239,2847,168,35,98259,4358,4429,3447,2988,3337,4186,2677,417,26,25863,196,233,500,568,576,729,283,46,8,3130,143,274,505,436,479,311,87,32,5,2276,6235,11649,26305,28396,28844,21463,5896,672,75,129527,295,750,971,773,869,722,69,4,0,4451,1174,534,250,168,166,254,97,10,0,2657,1474,1280,1218,944,1036,979,166,15,0,7105,7707,12929,27528,29334,29876,22440,6058,684,76,136634,8169,2402,2212,2252,2953,6258,14676,9413,3357,51695,501,615,1302,1339,1374,1248,1064,704,411,8554,16382,15936,31044,32923,34209,29952,21803,10807,3840,196894,520,4594,13312,10588,13420,8242,1019,45,11,51744,5865,5945,8342,13277,13475,9961,2553,203,23,59645,238,324,1668,1063,708,775,243,27,3,5039,157,196,357,323,366,243,80,44,11,1772,6774,11058,23681,25255,27967,19212,3894,312,46,118197,181,410,574,490,477,232,13,3,0,2388,1265,507,547,730,608,364,48,9,3,4077,1443,917,1122,1226,1086,592,58,10,5,6461
212,1851,9550,35893,36107,31423,18707,3060,194,46,136838,5152,7893,7794,5568,5076,4810,2423,429,43,39185,235,341,805,708,685,672,263,31,3,3735,228,620,1259,904,746,461,142,52,19,4425,7455,18400,45749,43284,37932,24651,5888,704,108,184179,571,1531,2367,1682,1537,1065,94,4,3,8860,2001,1474,733,362,337,413,137,22,0,5483,2566,3005,3103,2044,1873,1478,237,29,5,14344,10024,21403,48854,45329,39805,26130,6122,734,114,198523,14851,7806,6109,4756,5560,9590,18658,12773,4404,84506,1096,1553,3204,2694,2409,1973,1582,1187,534,16218,25975,30759,58168,52776,47774,37692,26360,14688,5048,299248,561,6105,20395,16725,17684,9405,1109,53,17,72063,6839,8691,13591,16017,13900,9159,2208,208,20,70639,267,459,2091,1197,793,735,187,22,3,5753,215,455,796,550,572,322,89,35,13,3059,7879,15715,36880,34486,32949,19630,3593,321,64,151513,353,955,1670,1250,959,533,13,0,0,5728,2070,1539,1415,1307,976,551,67,4,0,7934,2425,2490,3084,2554,1935,1084,77,11,0,13661
213,1485,8076,37776,39099,28570,16234,2190,95,26,133547,4493,7312,8521,5693,4610,4016,1605,154,16,36416,195,313,876,889,714,679,173,23,3,3869,199,573,1374,984,781,436,111,22,7,4490,6373,16280,48549,46656,34676,21362,4079,296,48,178323,623,1636,2797,2136,1776,1181,65,0,0,10227,1662,1295,747,375,339,433,95,8,0,4955,2288,2928,3546,2508,2121,1617,162,9,3,15184,8658,19212,52098,49172,36801,22981,4240,305,49,193504,12249,5404,6500,5309,5709,9502,16330,8710,2692,72404,1064,1586,3864,3207,2545,2068,1557,978,419,17286,21967,26202,62461,57686,45061,34544,22132,9988,3156,283202,533,5887,23337,18923,16498,8102,708,41,21,74036,5936,7689,13745,15862,12462,7639,1421,75,16,64847,207,410,2331,1556,745,631,125,9,10,6010,200,419,840,650,528,258,69,17,7,2994,6871,14415,40250,36986,30232,16629,2323,144,47,147887,403,1128,2046,1451,1195,639,23,0,4,6892,1723,1252,1669,1531,1025,708,58,7,3,7972,2124,2378,3721,2985,2224,1342,73,6,5,14864
214,1118,3901,10447,12373,12788,8617,1577,119,18,50967,2377,1840,1632,1602,1987,2574,1719,284,34,14050,106,106,275,281,372,467,199,28,3,1838,101,171,261,271,250,195,80,13,8,1341,3709,6016,12623,14528,15400,11849,3577,436,67,68196,215,423,539,509,516,479,39,0,0,2722,505,175,108,88,106,183,90,13,0,1265,725,593,648,592,624,659,126,9,0,3981,4431,6613,13269,15121,16015,12510,3700,449,67,72181,3831,1083,1201,1486,2136,4070,10511,7270,2649,34231,434,476,943,1000,1138,1065,994,759,337,7152,8695,8169,15407,17610,19290,17647,15208,8482,3054,113561,365,2410,5807,5338,7238,4386,572,33,8,26154,3146,2807,4691,7181,7297,5641,1735,130,14,32650,127,172,848,568,419,524,171,11,0,2841,110,135,188,191,202,143,65,15,9,1064,3751,5527,11536,13281,15158,10697,2544,193,33,62709,161,279,286,300,323,227,11,0,0,1584,632,233,326,407,342,281,57,4,0,2284,791,511,617,709,668,511,64,6,0,3869
215,652,2031,4993,4938,5939,5085,1167,219,33,25061,1071,617,825,676,927,1289,806,203,32,6448,70,61,145,151,218,322,144,27,6,1145,57,84,159,139,156,154,65,41,20,862,1856,2793,6122,5905,7237,6855,2177,482,91,33523,159,263,374,258,297,252,15,0,3,1621,188,72,84,76,70,93,32,3,0,619,344,343,463,338,363,341,49,3,3,2244,2205,3138,6586,6238,7605,7192,2227,489,92,35764,2227,550,919,1092,1524,2799,5598,3754,1450,19918,282,339,725,591,804,855,834,537,245,5209,4716,4026,8228,7916,9933,10849,8657,4780,1789,60891,241,1212,2380,2312,3471,2521,409,57,9,12612,1506,1075,2278,3006,3388,2932,822,103,21,15121,74,98,390,202,239,364,116,15,3,1510,52,55,104,91,98,123,49,31,5,612,1878,2440,5147,5613,7199,5945,1388,210,41,29860,91,142,168,155,149,94,3,3,3,803,203,97,158,141,127,109,12,3,0,853,289,238,324,292,282,200,17,4,3,1653
216,615,1760,4251,4500,5275,4136,874,129,23,21565,1007,491,676,636,753,1056,647,139,23,5434,72,73,144,163,198,309,107,17,0,1084,88,96,119,124,122,103,44,25,11,734,1785,2410,5186,5432,6350,5606,1682,313,57,28819,144,217,296,213,240,157,3,0,0,1277,196,70,64,45,48,93,14,0,0,532,341,290,364,255,296,247,17,3,0,1811,2120,2697,5546,5687,6642,5851,1702,317,61,30626,2006,518,791,918,1207,2120,4941,3354,1122,16972,263,251,527,524,661,703,699,452,192,4268,4388,3473,6865,7124,8508,8672,7338,4123,1372,51868,245,978,2220,2152,3082,1991,281,31,8,11004,1398,867,1962,2649,2940,2425,630,82,14,12972,66,103,337,231,232,302,78,8,4,1353,82,68,72,80,104,79,46,18,4,560,1796,2022,4590,5108,6367,4798,1031,145,31,25887,81,108,128,137,136,78,3,0,0,678,234,95,150,131,115,73,10,0,3,814,308,203,280,266,253,154,16,0,3,1496
217,562,1759,3959,4412,5253,4139,1025,178,32,21323,1110,582,708,708,856,1276,737,179,25,6188,58,61,124,168,244,316,124,23,6,1120,75,84,113,109,125,111,49,36,8,701,1804,2487,4908,5400,6485,5849,1927,415,74,29335,118,182,217,185,168,144,10,0,0,1023,137,78,46,43,54,79,17,3,0,460,255,256,268,234,224,221,28,3,0,1489,2055,2743,5169,5627,6707,6069,1960,418,73,30828,1676,403,474,598,987,2069,4544,2754,1021,14526,226,246,417,438,610,629,617,413,173,3781,3961,3392,6065,6667,8305,8772,7115,3585,1270,49132,252,875,1834,1824,2933,2041,372,60,8,10212,1393,989,1935,2891,3298,2744,722,91,19,14070,68,105,385,210,265,289,94,16,3,1447,74,54,67,80,86,91,52,26,9,544,1786,2023,4218,5012,6589,5162,1249,194,38,26274,68,104,104,97,133,90,0,0,0,595,147,66,94,104,107,95,12,3,0,627,216,179,194,205,236,182,7,3,0,1218
297,0,0,4,3,8,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,11,5,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,22,78,302,181,125,89,12,3,0,811,17,61,84,55,47,47,11,3,0,317,3,4,18,13,16,5,3,0,0,64,0,0,15,18,10,0,0,0,0,53,42,145,420,264,195,140,24,3,0,1242,12,33,94,56,54,22,6,0,0,274,12,26,32,13,10,6,3,0,0,91,27,56,123,68,63,24,10,0,0,367,68,202,545,333,260,169,35,3,0,1610,72,124,212,144,134,164,200,59,9,1119,41,121,296,337,236,133,45,13,0,1218,180,447,1052,813,628,460,283,72,9,3942,8,58,175,69,53,21,3,0,0,384,20,72,102,43,47,44,7,0,0,326,0,6,16,10,5,13,3,0,0,50,3,11,11,3,4,0,0,0,0,35,25,142,304,121,102,80,16,0,0,786,3,22,56,27,16,7,0,0,0,136,15,29,23,21,6,12,0,0,0,115,20,55,76,44,23,20,0,0,0,251
301,912,2969,8544,10838,11136,7173,1112,64,13,42753,2277,1611,1240,1160,1408,1624,927,124,17,10388,79,98,209,274,321,343,95,13,0,1429,76,105,184,181,192,98,37,5,4,890,3340,4780,10175,12459,13055,9235,2166,210,34,55456,306,467,490,390,450,434,35,0,0,2574,622,160,107,57,59,150,52,3,0,1207,928,622,596,446,506,588,84,4,0,3782,4272,5406,10771,12905,13566,9821,2247,209,38,59235,3056,670,785,934,1302,3286,7497,4291,1427,23247,223,253,539,652,728,702,537,397,263,4297,7547,6331,12096,14490,15592,13811,10285,4899,1719,86776,459,2108,5196,5998,7476,4157,445,30,8,25883,3083,2161,3432,5373,5133,3735,951,64,3,23937,90,162,663,417,322,364,72,5,0,2093,76,85,162,149,150,100,31,12,5,753,3710,4505,9450,11936,13082,8361,1492,109,16,52669,196,229,285,269,288,192,8,0,0,1469,523,163,235,319,247,178,25,4,0,1695,723,388,521,590,539,371,34,4,0,3169
302,541,3050,10896,10819,9085,5418,882,57,8,40758,1721,1899,2082,1361,1288,1256,689,112,12,10429,79,103,279,246,233,276,66,5,0,1289,52,116,237,201,145,91,27,16,3,882,2386,5174,13500,12625,10756,7042,1661,194,21,53354,215,426,589,475,479,318,18,3,3,2524,490,231,150,80,76,103,45,3,0,1183,705,655,743,551,557,424,60,5,4,3708,3092,5831,14243,13178,11309,7461,1724,202,23,57060,2480,812,1063,983,1278,2676,5397,3738,1516,19953,183,400,876,742,636,490,362,291,215,4200,5761,7045,16190,14902,13227,10625,7481,4229,1761,81219,271,2549,7774,6348,6235,3515,412,20,0,27120,2395,2439,3962,4773,3966,2786,760,73,3,21159,83,156,881,504,294,288,60,3,0,2275,42,78,179,155,136,74,20,12,7,704,2788,5216,12797,11783,10636,6662,1250,110,10,51257,100,224,381,271,261,157,10,7,0,1404,490,251,293,289,207,146,16,0,0,1691,588,473,671,558,467,301,23,4,0,3094
303,673,4451,17885,17162,13683,7965,1366,85,11,63276,2782,4486,5068,2745,2251,2037,1069,199,19,20656,122,176,451,332,287,295,95,12,3,1786,90,243,480,309,228,135,35,14,7,1542,3668,9354,23885,20551,16449,10437,2569,306,35,87254,299,767,1243,829,719,511,42,3,0,4410,943,791,520,210,137,178,56,5,0,2849,1236,1559,1764,1040,856,684,102,8,0,7254,4909,10917,25646,21593,17306,11118,2671,315,35,94514,5282,3545,3156,1797,2099,4125,7572,4895,1914,34378,484,823,1755,1194,1050,802,595,393,212,7298,10672,15282,30554,24577,20452,16045,10829,5601,2164,136193,426,3730,12638,9460,9156,4983,574,19,0,41003,3612,4913,7515,7710,6123,3994,1105,101,3,35076,134,246,1272,720,358,407,98,8,3,3239,80,182,292,208,192,119,41,10,10,1133,4252,9071,21716,18106,15830,9505,1825,134,13,80448,171,476,870,488,416,233,8,6,0,2670,903,784,728,514,360,227,29,0,0,3549,1082,1262,1599,1005,773,457,34,5,0,6218
304,409,2311,6910,8903,8589,5121,1071,81,6,33399,1826,2385,1417,1070,983,1097,935,174,13,9894,83,164,200,170,167,194,75,6,3,1071,76,98,120,109,107,68,22,11,6,611,2388,4952,8650,10252,9853,6481,2103,267,30,44975,134,356,403,357,350,293,26,6,0,1925,647,446,171,66,54,90,54,3,0,1533,783,798,576,419,407,379,82,10,0,3460,3176,5752,9225,10670,10265,6857,2183,280,30,48437,3479,2183,1264,701,687,1778,4414,2622,1020,18144,187,359,502,494,487,396,290,224,177,3108,6841,8295,10982,11863,11436,9027,6890,3123,1228,69686,206,1739,4661,4714,5340,3116,466,16,5,20265,2661,2871,2654,4458,3976,2666,958,82,5,20344,118,153,592,435,210,227,74,6,0,1813,96,73,78,94,85,58,19,8,3,506,3083,4833,7982,9705,9609,6069,1509,114,13,42924,70,172,264,236,204,114,6,0,0,1063,687,461,225,262,200,111,28,0,0,1971,752,637,492,499,404,224,38,0,0,3036
305,393,4231,17883,13205,10919,5840,1221,106,15,53817,1875,3853,4292,1798,1427,1409,923,194,19,15793,76,168,437,272,224,220,66,8,0,1469,55,153,350,192,127,86,28,14,3,1010,2398,8409,22957,15458,12703,7552,2245,325,35,72086,123,398,856,591,554,379,37,0,0,2935,566,643,423,140,87,128,48,5,0,2038,685,1043,1280,729,636,505,81,5,3,4970,3082,9453,24244,16190,13337,8055,2329,336,38,77064,3127,2607,2385,1282,1445,2465,3999,2350,848,20509,335,1085,2626,1630,1458,1019,652,308,169,9275,6545,13145,29254,19102,16244,11539,6977,2995,1051,106851,319,4236,14356,8013,7081,3800,561,24,4,38391,2675,4948,5787,5038,4231,2733,950,107,11,26477,117,217,884,611,310,229,80,5,0,2456,65,142,289,132,112,60,28,10,6,842,3179,9545,21317,13797,11736,6828,1610,147,18,68178,63,287,623,322,277,168,13,3,0,1756,584,674,579,342,202,134,23,3,0,2536,648,964,1206,662,478,302,34,9,3,4293
