SA4_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
214,1376,1296,1121,788,279,58,5942,102,728,1105,1100,1104,691,166,30,5033,1284,5458,6505,4913,3978,3162,1301,360,26959,1510,4115,4943,5009,4253,3180,1341,429,24769,4175,8994,8591,9340,7423,4771,2448,737,46482,511,454,480,461,360,248,76,20,2608,362,539,774,937,955,796,337,151,4851,5046,9995,9841,10736,8737,5819,2856,904,53938,74,167,240,281,330,424,255,96,1860,2570,2401,2679,3134,3338,3866,3346,1892,23217,10658,23826,26685,26468,22850,17926,9539,3770,141726
215,354,239,228,127,30,3,1319,38,296,358,435,407,181,32,9,1755,548,2409,2095,1579,1571,800,305,96,9412,433,1387,1666,1863,1885,1147,403,130,8918,2277,4363,3775,4350,3816,2143,811,220,21761,398,340,295,275,230,119,18,13,1684,193,291,355,431,436,267,82,20,2077,2871,4992,4428,5056,4484,2527,911,251,25523,57,87,76,107,121,122,71,31,670,1991,1892,1748,2240,2628,2705,2129,1237,16570,5998,11344,10737,11517,11322,7613,3882,1756,64162
216,331,294,223,121,28,10,1428,28,321,379,398,389,152,42,3,1717,451,2102,1935,1387,1262,704,229,57,8129,428,1376,1485,1647,1513,953,365,109,7873,2087,3767,3536,3907,3239,1910,823,217,19492,253,236,216,228,187,102,22,11,1249,151,245,303,344,302,251,93,38,1736,2498,4249,4052,4476,3732,2261,934,270,22470,28,104,90,78,88,118,80,34,611,1617,1425,1461,1777,2057,2235,1794,934,13292,5102,9955,9734,10054,9262,6539,3472,1418,55530
217,348,343,358,231,66,4,1633,23,274,376,421,426,203,42,14,1777,435,2036,2148,1686,1664,1002,299,106,9383,383,1137,1417,1702,1729,1108,408,128,8012,2058,3620,3572,3955,3199,1757,664,218,19040,294,271,220,204,202,100,15,3,1307,153,252,302,342,365,247,77,31,1769,2501,4150,4091,4497,3763,2100,753,256,22119,27,51,60,93,106,106,61,23,531,1482,1032,1144,1642,1968,2025,1603,869,11765,4882,8923,9591,10388,10020,6783,3230,1401,55218
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,4,3,5,10,0,0,0,25
299,63,20,20,14,0,0,238,0,36,18,19,14,3,0,0,91,121,360,126,75,68,33,4,3,792,61,119,74,59,51,22,9,0,404,107,219,155,124,108,52,11,0,777,18,14,12,5,3,3,0,0,60,7,24,18,14,16,9,5,0,101,138,255,188,152,125,61,12,0,932,3,8,10,0,3,8,0,0,42,309,513,497,343,235,114,29,13,2076,650,1413,971,670,526,263,61,19,4580
301,1560,1507,997,579,144,36,5636,75,472,762,871,722,309,100,24,3330,1435,4838,6068,4647,3247,1914,609,162,22923,1223,2875,4061,4357,3281,1769,697,193,18465,3663,6673,6808,7145,5989,3713,1531,447,35973,635,350,312,284,256,151,37,19,2051,304,420,650,769,801,537,213,104,3808,4605,7442,7769,8202,7050,4405,1788,571,41832,73,137,174,252,251,265,120,59,1317,1341,1380,1633,1856,1945,1964,1688,1227,13028,8796,17917,22030,21686,17482,11210,5146,2272,106538
302,2530,1623,1050,503,142,44,8202,99,846,1114,978,700,292,85,27,4141,2198,9407,8332,5013,3106,1551,658,183,30446,1330,3729,3731,3488,2436,1352,630,200,16894,3406,6241,5006,4773,3763,2169,1150,414,26919,547,379,272,246,176,95,23,6,1753,270,481,518,570,495,353,178,64,2924,4217,7098,5795,5594,4433,2618,1352,487,31593,84,229,215,214,192,183,131,59,1310,1605,2087,1763,1642,1446,1436,1537,1457,12977,9625,25624,23482,18544,13358,7928,4537,2450,105561
303,6374,3900,2331,999,272,65,22195,199,1795,1877,1667,1120,492,138,19,7307,6474,20579,14956,9213,5913,2868,999,291,61283,2951,5918,5432,4999,3498,2006,775,265,25843,4449,7298,6164,6024,4665,2734,1503,487,33311,859,454,384,330,235,126,35,12,2434,441,641,771,795,757,521,207,86,4223,5741,8394,7319,7147,5655,3384,1743,588,39969,246,543,425,391,357,266,137,66,2430,3128,4002,2795,2650,2232,2006,1819,1412,20042,19196,49026,39175,29962,21109,12024,5887,2695,179073
304,3968,3409,2494,1523,495,145,15020,109,817,1245,1267,963,512,141,27,5073,3566,8072,8824,6812,4633,2951,1059,355,36268,1299,1889,2642,3098,2348,1596,678,193,13739,2342,2962,2721,2831,2062,1318,622,224,15077,496,155,136,122,120,93,23,6,1150,191,218,332,400,397,379,157,77,2145,3027,3330,3182,3348,2581,1795,805,305,18378,126,121,166,206,175,160,124,51,1124,1450,1187,1126,1176,977,1042,935,967,8865,9720,18257,21158,19304,14167,9582,4233,2045,98470
305,5714,4350,2810,1199,295,50,21316,255,2000,1878,1780,1160,484,112,14,7684,6756,22198,13264,9233,5422,2692,767,220,60553,2331,4847,3664,3470,2361,1358,509,134,18681,3311,5830,3371,3069,2297,1198,556,198,19834,556,360,195,153,133,64,20,4,1489,317,547,492,414,453,302,108,47,2696,4187,6740,4057,3637,2892,1562,684,258,24017,198,411,292,241,217,167,121,39,1685,3350,5538,3354,2888,2363,1619,1012,798,20921,17420,48308,32220,25591,17225,9077,3504,1514,154864
306,1077,1072,840,440,118,19,4340,56,481,644,744,612,263,66,7,2879,1069,5111,4861,3967,3005,1658,511,116,20298,652,2790,3639,3849,3076,1692,525,133,16362,3598,7174,7459,7601,6629,3686,1358,271,37775,774,563,468,417,272,141,30,12,2677,307,530,728,802,713,440,162,39,3716,4682,8267,8654,8813,7608,4267,1552,315,44164,84,189,223,257,242,237,116,43,1389,3510,3726,3633,4065,3965,3264,1993,813,24975,10110,21289,22728,22778,19358,11821,4880,1453,114413
307,259,213,171,139,33,10,1060,28,155,186,235,239,93,29,0,966,407,1966,1842,1372,1119,704,259,45,7720,280,1037,1408,1633,1425,840,273,74,6964,2312,3891,3457,3367,2908,1625,568,100,18220,466,322,239,215,137,59,17,0,1463,174,276,366,444,332,236,102,25,1968,2954,4497,4060,4025,3378,1916,688,128,21654,31,57,61,70,93,76,44,14,449,1712,1519,1624,1915,2029,2035,1445,704,12981,5421,9455,9438,9471,8453,5802,2767,976,51787
308,741,622,460,190,45,10,2659,67,430,515,556,438,143,43,8,2194,925,4144,3838,2711,1979,896,284,66,14849,452,1926,2416,2684,2047,922,299,80,10820,4236,8957,7577,7281,5625,2616,1002,209,37519,957,613,407,340,221,99,13,4,2658,310,468,580,576,516,283,113,19,2863,5503,10035,8564,8203,6364,2999,1131,239,43038,85,154,176,180,175,129,62,13,975,3025,3154,3224,3518,3021,2250,1647,912,20750,10072,20415,19473,18479,14482,7532,3514,1324,95288
309,3939,3065,2250,1265,354,60,15029,240,1347,1607,1525,1359,656,172,36,6930,4970,15824,14292,9770,7166,4545,1613,437,58606,4182,9153,10485,10120,7451,4579,1628,464,48058,9363,16734,17153,16882,12822,8929,3819,1054,86754,1424,858,830,670,619,343,107,24,4874,891,1407,1918,1966,1827,1583,671,190,10462,11683,18998,19900,19518,15261,10857,4600,1272,102090,259,522,638,667,729,757,420,161,4154,6639,7439,6708,7021,6724,6529,4872,3277,49205,28292,57047,57571,51685,40938,29193,13642,5712,284084
310,1781,1161,789,375,103,13,5738,80,637,805,761,577,256,74,11,3198,1775,6988,6112,3809,2528,1419,460,127,23216,1848,4405,4813,4427,3169,1496,529,130,20829,6112,11297,9318,8653,6434,3583,1422,341,47153,1328,897,607,446,272,134,35,5,3725,566,900,993,939,788,458,171,59,4870,8008,13092,10918,10036,7496,4169,1627,403,55747,150,269,300,242,228,201,86,38,1513,4783,5298,4498,4125,3412,2959,2061,888,28024,16706,32138,29229,24568,18197,10873,4942,1614,138264
311,1277,895,617,320,76,17,4390,86,562,685,608,502,199,45,9,2691,1536,5869,5251,3365,2416,1394,397,71,20296,1921,4335,4613,4123,3039,1596,423,113,20160,6454,11179,10223,9347,7250,4278,1356,307,50386,1275,779,615,485,312,179,19,5,3658,560,885,1081,956,852,542,187,50,5121,8284,12838,11921,10778,8413,5001,1561,359,59160,138,283,277,311,321,259,106,34,1735,3824,3648,3457,3558,3236,2771,1727,707,22926,15864,28662,27483,23632,18541,11540,4330,1303,131354
312,393,377,281,117,24,10,1604,48,307,386,339,253,93,26,0,1443,785,3416,2693,1815,1354,543,176,52,10834,408,1641,2012,2065,1585,700,226,49,8684,3251,7541,6602,6139,4658,2217,723,160,31284,527,444,324,263,179,74,15,0,1832,242,408,474,513,379,238,71,7,2331,4019,8395,7397,6919,5208,2529,814,167,35445,40,115,124,149,120,112,51,19,725,2501,3280,2909,3124,2675,1910,1221,537,18160,7814,17532,15918,14774,11483,6005,2537,830,76891
313,536,632,562,403,107,23,2628,47,306,500,509,528,277,75,13,2254,819,2779,3297,2623,2220,1685,555,119,14101,1050,2526,3293,3622,2936,1971,688,170,16260,4466,7562,7668,7749,6354,4379,1804,449,40431,927,534,429,337,274,194,39,14,2745,407,518,703,740,743,631,236,57,4044,5805,8619,8797,8829,7367,5210,2080,519,47216,79,188,163,221,180,276,164,45,1319,2516,2456,2553,2651,2819,3217,2501,1777,20493,10344,17209,19137,19088,16608,13038,6174,2662,104266
314,1475,1249,758,359,58,12,4730,80,497,953,817,553,242,45,5,3187,1196,5075,6265,4087,2265,1184,314,76,20458,1134,3116,3983,3796,2451,1346,375,81,16283,3763,6918,6609,5669,4108,2379,782,155,30382,640,407,324,261,175,94,21,4,1919,313,461,611,614,528,358,103,26,3015,4712,7786,7544,6540,4810,2826,906,191,35322,79,137,182,197,200,160,72,22,1055,1379,1596,1556,1517,1247,1207,805,529,9841,8619,18994,21952,18214,12290,7320,2577,919,90876
315,203,176,136,31,6,0,773,17,170,173,140,116,27,5,0,648,398,1527,992,649,537,210,56,9,4375,168,620,728,887,674,227,63,14,3384,1402,2895,2386,2182,1589,686,178,32,11338,373,292,197,168,96,52,8,3,1191,118,166,177,203,170,76,17,7,936,1895,3348,2760,2551,1856,807,208,41,13468,27,45,54,54,53,32,18,10,288,1962,2034,1515,1528,1407,971,434,157,10009,4479,7944,6436,5989,4780,2298,804,221,32950
316,1654,1785,1680,1219,407,64,7854,75,618,1030,1406,1325,792,204,23,5480,1611,6516,8390,7039,5587,4153,1510,428,35229,1347,3731,5709,6532,5687,4062,1705,482,29254,5354,9610,10663,11646,9886,6631,2943,863,57587,1060,518,473,447,450,306,95,22,3368,495,707,934,1231,1332,1209,521,147,6575,6911,10828,12062,13316,11662,8145,3562,1026,67523,104,202,288,370,423,503,358,104,2347,2929,2656,3169,3662,3851,4302,3362,2286,26215,13029,25555,32302,34099,30217,23181,11102,4417,173906
317,944,883,715,385,109,12,3837,46,312,455,524,449,210,64,10,2068,1084,3792,3257,2505,2068,1135,464,125,14433,559,1722,1871,2151,1716,1067,409,111,9591,3269,5075,4100,3920,3195,1745,692,198,22207,658,368,220,196,143,77,22,3,1675,271,288,332,396,421,268,110,43,2130,4195,5734,4651,4512,3757,2093,821,250,26011,73,125,92,107,98,112,84,33,722,1780,1461,1372,1489,1541,1653,1454,1042,11793,7775,13891,12643,12171,10340,6652,3402,1579,68460
318,1121,1016,770,345,96,15,4300,97,574,626,597,434,184,39,11,2564,1572,5615,4587,3368,2368,1209,392,81,19189,864,2366,2916,3134,2365,1187,407,106,13339,4669,8566,7173,6780,5578,3006,1094,273,37138,960,498,356,272,221,82,26,5,2411,298,479,508,538,513,316,123,32,2802,5924,9545,8032,7588,6311,3406,1241,310,42356,85,161,161,184,177,151,85,16,1015,3497,3195,2774,2951,2651,2393,1607,714,19793,12076,22346,20223,18840,15068,8876,3871,1252,102558
319,608,584,582,403,108,10,2650,57,279,489,648,664,338,96,6,2582,688,3116,3537,3075,2988,1963,680,144,16195,556,1841,2826,3637,3734,2547,877,192,16211,4154,7197,7844,8697,9177,6877,2717,543,47216,1254,745,559,492,441,270,59,9,3831,355,561,754,885,1012,855,338,76,4840,5766,8499,9160,10079,10627,8003,3116,627,55882,84,151,142,238,308,389,191,59,1559,3140,2734,3055,3931,4750,5544,4059,1758,28960,10335,16942,19819,22194,23655,19180,9124,2797,124041
397,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,3,0,0,3,3,0,0,12,4,3,3,6,0,0,4,0,18,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,8,6,3,0,4,0,26,0,0,0,0,0,0,0,0,3,4,0,0,0,4,9,0,3,23,10,11,12,8,15,15,6,3,71
399,41,38,38,25,3,0,266,7,23,12,19,36,19,0,0,118,200,451,125,104,130,115,21,3,1147,88,128,95,109,218,128,18,0,779,151,340,256,316,418,356,61,8,1898,27,17,16,13,24,16,0,0,113,19,42,19,24,60,37,4,0,202,197,398,300,349,497,411,64,9,2221,16,24,9,18,19,20,7,0,113,331,585,474,448,481,334,102,17,2765,839,1709,1058,1085,1426,1050,215,24,7409
401,4622,3913,3074,1978,684,185,19139,115,1079,1499,1734,1779,1007,246,54,7518,4142,13258,11767,9174,7636,4991,1687,686,53332,1187,3079,3852,4956,4481,3238,1286,547,22626,2746,4938,4653,5845,4559,2845,1461,559,27603,525,426,370,318,243,161,55,16,2121,282,409,629,815,925,768,337,162,4326,3549,5773,5651,6979,5731,3776,1857,730,34047,164,272,313,355,338,385,231,128,2183,2480,2346,2051,2388,2438,2360,1904,1438,17413,11891,30240,29750,29512,25472,17726,7900,3775,156262
402,2776,1330,845,420,112,25,8856,117,867,1050,884,753,381,89,10,4146,2806,11130,8533,4726,3374,1950,645,176,33344,1498,5524,5999,5798,4575,2461,790,213,26857,7080,14299,11438,11515,8909,5664,2816,750,62475,1579,1611,1032,769,509,225,63,14,5795,565,1047,1222,1288,1101,793,305,98,6428,9224,16961,13692,13572,10518,6680,3187,865,74699,210,493,443,419,434,397,214,66,2672,3691,4244,3769,3819,3582,3503,3084,1700,27384,17691,42428,36269,30546,24080,15792,8109,3059,177963
403,3060,2406,2024,1200,384,70,11863,88,933,1441,1443,1495,827,183,35,6448,2911,10902,10331,7261,6213,3830,1317,511,43272,1056,4210,5422,6251,5585,3649,1321,496,28000,5139,10428,9382,9731,8332,5533,2583,899,52030,1020,918,757,574,474,274,77,21,4108,420,714,1070,1142,1200,1053,480,203,6279,6582,12052,11204,11457,10009,6860,3135,1124,62420,140,300,343,387,418,446,258,141,2435,2459,2567,2495,2723,3063,3252,2742,2118,21422,13370,33562,34306,31926,28803,20055,9335,4493,175852
404,2196,1228,869,422,120,23,7689,80,739,887,775,696,272,52,9,3506,2379,9340,6679,4171,3092,1625,545,197,28028,921,3325,3262,3499,2921,1608,536,208,16278,2948,6051,5119,5814,4599,2734,1530,602,29398,580,521,387,339,255,123,36,18,2262,269,472,650,725,639,444,195,82,3485,3798,7048,6150,6879,5501,3294,1760,711,35142,90,290,243,268,207,209,150,71,1533,1800,2063,1802,2098,1999,2008,1821,1419,15014,9209,25492,21217,18916,15288,9442,4989,2639,107199
405,217,181,214,125,35,3,937,15,133,188,230,322,133,35,4,1061,366,1434,1447,1104,1239,757,251,67,6658,166,734,1060,1485,1614,1011,283,92,6439,1506,3150,3023,3421,3272,2150,798,203,17520,323,341,277,232,166,101,26,13,1483,140,235,344,413,425,300,92,27,1967,1964,3727,3639,4074,3861,2553,914,242,20972,21,44,78,79,133,132,56,32,572,1043,751,904,1301,1644,1715,1238,705,9301,3583,6964,7532,8463,9020,6425,2805,1146,45935
406,162,132,123,66,13,0,701,19,113,137,148,164,88,11,4,679,281,1430,1121,789,630,319,89,23,4686,142,589,740,949,883,441,109,38,3885,1179,2793,2503,2690,2227,1219,540,137,13285,262,335,241,139,117,53,13,3,1157,108,191,262,248,248,132,48,15,1244,1540,3319,3003,3071,2590,1404,599,152,15687,33,68,63,72,56,64,36,10,403,1287,1434,1244,1466,1404,1175,826,425,9255,3313,7149,6464,6627,5846,3556,1681,653,35294
407,334,325,364,321,83,17,1760,25,186,263,392,511,291,71,10,1751,447,2224,2343,1785,1918,1509,492,133,10840,357,1225,1751,2289,2511,1938,617,164,10861,2882,5195,5003,5570,5007,3412,1447,409,28926,587,587,503,399,342,194,46,13,2675,264,424,603,663,644,580,213,59,3449,3741,6209,6108,6631,5987,4184,1701,480,35045,52,117,131,147,195,193,112,65,1011,1963,1749,1908,2374,2558,2955,2197,1351,17051,6611,12004,12846,13941,14052,11386,5277,2215,78327
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
499,14,7,15,4,0,0,59,0,8,3,6,7,0,0,0,24,31,92,38,20,19,16,0,0,219,14,27,22,40,16,23,3,0,145,34,97,50,70,79,57,11,5,402,11,6,4,4,0,0,0,0,25,3,9,3,12,15,3,0,0,47,50,115,57,88,91,66,11,5,482,6,9,0,3,3,5,0,0,27,84,122,129,152,93,54,15,6,651,185,393,264,317,247,159,30,10,1595
501,524,465,384,305,77,10,2096,32,314,506,499,455,197,55,3,2057,404,2797,3573,2679,2331,1354,510,102,13750,428,1626,2128,2485,2401,1540,542,144,11287,3014,5840,6139,5974,4697,2726,1000,257,29649,798,455,387,316,249,122,22,6,2362,241,385,590,658,655,496,156,38,3217,4049,6687,7113,6952,5600,3339,1178,298,35227,44,146,152,152,173,196,107,35,996,1943,1925,2128,2373,2510,2409,1764,893,15950,6922,13799,16132,15601,13852,9344,4224,1491,81362
502,258,246,161,147,39,13,1065,13,127,217,214,196,114,30,3,915,301,1207,1400,1136,910,649,315,81,6000,350,865,1096,1403,1234,1008,471,104,6524,1697,3095,2915,3144,2651,2003,1101,261,16862,375,233,169,138,121,74,31,6,1158,136,231,316,307,367,342,140,37,1877,2208,3561,3401,3595,3137,2420,1266,305,19901,33,44,87,102,95,152,93,23,626,852,886,953,1115,1233,1472,1256,607,8377,3774,6884,7411,7807,6962,5961,3470,1140,43409
503,3960,3320,2291,1361,486,122,15495,105,1107,1143,1223,985,449,118,38,5173,3917,13078,8728,7260,5336,3047,1210,430,42997,924,2545,2006,2317,2177,1599,819,305,12687,1172,2707,1594,1714,1429,902,500,188,10207,260,145,118,109,93,76,32,19,849,132,280,313,359,356,311,151,71,1969,1562,3131,2026,2176,1883,1291,686,276,13031,106,262,185,193,186,199,104,67,1305,1906,3769,2071,1834,1744,1550,1284,932,15081,8719,27637,20126,18323,14606,9493,4706,2163,105767
504,1788,1149,802,377,96,26,6168,76,762,974,881,630,243,70,3,3634,1944,8272,6830,4464,2892,1608,503,116,26628,1235,4040,4209,3813,2936,1624,587,145,18596,4054,8397,6950,6968,5473,3068,1262,282,36442,831,577,419,355,241,122,40,8,2589,298,634,790,873,725,497,199,51,4065,5179,9609,8156,8203,6431,3678,1493,344,43090,115,333,287,295,283,217,105,39,1670,2724,3736,3326,3085,2555,2279,1756,1163,20622,11369,28602,25559,21882,16520,10034,4605,1829,120407
505,4857,3393,2157,1013,301,66,16288,202,1976,2398,2232,1537,598,145,28,9113,5498,20809,18005,12233,7636,4160,1424,354,70119,2686,8738,9530,9311,6897,4097,1567,419,43259,7727,16774,14124,14259,10463,6037,2825,715,72922,1409,1043,873,711,511,271,93,32,4939,613,1291,1778,1944,1645,1171,500,173,9113,9748,19110,16769,16918,12616,7482,3419,923,86974,262,765,731,709,632,558,296,98,4049,4391,6121,5192,4987,4404,3991,3383,2283,34747,23038,61768,57480,49779,35880,21902,10526,4175,264558
506,5629,3269,1932,971,278,48,18467,222,1677,1777,1569,1254,521,128,26,7160,5457,21249,15298,9352,6086,3343,1217,286,62293,3029,8328,7463,6680,5486,3256,1256,343,35840,7543,14644,11691,11293,9205,5593,2414,661,63034,1584,1001,742,603,448,252,62,14,4709,597,1133,1441,1502,1327,924,423,134,7481,9720,16782,13879,13391,10974,6766,2902,808,75223,303,699,620,542,490,479,252,93,3480,5014,7025,5507,4812,4488,4025,3435,2415,36719,24000,61836,50169,39612,30711,19368,9471,4022,239187
507,3665,2873,2013,1052,281,61,12984,184,1383,1713,1716,1257,512,140,34,6933,3666,13751,12519,8810,5995,3167,1164,352,49421,1958,5557,6503,6489,4991,2853,1133,354,29837,6477,12904,11216,11125,7868,4535,2202,616,56938,1320,906,631,524,398,210,54,28,4062,514,951,1254,1381,1143,872,403,148,6668,8308,14760,13102,13034,9404,5613,2666,786,67669,162,429,501,528,504,399,198,94,2817,4169,5434,4604,4447,3852,3422,3179,2103,31213,18582,44226,42605,37886,28012,17015,8761,3782,200869
509,268,297,339,227,60,8,1383,15,204,318,318,378,167,36,7,1437,348,1861,2070,1775,1546,993,362,85,9050,282,954,1328,1763,1918,1262,447,116,8071,1962,3686,3447,3864,3687,2215,805,184,19851,555,349,261,228,206,109,36,7,1756,194,241,414,451,529,379,133,38,2384,2713,4281,4130,4543,4419,2695,976,227,23990,47,85,98,126,146,155,103,24,776,1641,1859,1884,2287,2555,2378,1604,753,14967,5050,9428,10087,11111,11301,7885,3586,1227,59672
510,415,244,160,53,8,0,1322,37,282,292,193,142,25,0,0,971,360,2633,1983,1086,666,184,23,5,6946,211,1371,1418,1127,705,177,23,0,5037,1385,5350,4231,3235,1865,403,80,8,16576,353,424,259,157,84,14,3,0,1286,108,318,336,283,180,44,3,0,1278,1850,6099,4829,3681,2132,459,90,9,19140,27,96,88,68,48,15,3,0,348,2044,3910,3103,2662,1698,623,179,62,14269,4536,14817,12122,9065,5546,1529,331,79,48039
511,358,263,201,72,13,3,1255,32,255,293,254,205,82,15,0,1140,394,2151,1859,1390,867,433,133,35,7267,292,1123,1355,1375,1185,557,213,35,6129,2003,4293,3671,3831,2888,1385,458,90,18616,520,357,264,234,173,78,22,0,1655,159,285,391,357,367,210,88,18,1881,2678,4943,4331,4423,3421,1672,569,114,22152,32,74,90,92,108,83,37,15,538,1939,2442,2199,2362,2103,1573,936,374,13927,5386,11323,10495,10160,8099,4485,1907,566,52414
597,4,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,10,8,5,0,0,3,0,31,0,13,20,17,9,0,0,0,55,0,41,39,32,11,0,0,0,134,0,3,3,0,0,0,0,0,5,0,4,3,3,0,0,0,0,13,6,49,46,34,10,0,0,0,145,0,0,0,0,0,0,0,0,0,7,29,20,24,9,0,0,0,87,11,106,100,83,31,4,3,0,338
599,24,17,15,12,0,0,117,0,15,5,6,16,6,3,0,48,58,227,89,47,63,35,10,0,522,20,73,35,51,77,42,3,0,308,78,227,166,169,202,103,17,3,969,20,16,13,9,12,5,0,0,65,7,29,11,15,29,19,0,0,114,108,273,191,197,236,123,14,3,1147,10,9,5,3,5,7,4,0,43,177,385,315,357,222,142,26,5,1633,374,1033,673,680,633,368,58,13,3820
601,2011,1785,1470,903,276,87,8647,87,755,912,1079,916,484,118,27,4376,1573,6119,5704,4429,4194,2501,869,347,25733,535,1959,2640,3078,2859,2060,936,315,14376,3029,6408,5388,5592,4910,2695,1349,414,29781,723,650,404,320,280,156,42,21,2599,264,449,550,634,743,495,253,124,3511,4012,7506,6343,6538,5932,3345,1651,561,35889,78,163,153,206,236,287,193,70,1379,2114,2101,1949,2211,2502,2491,1996,1041,16413,8504,20624,19713,19325,18103,12072,6043,2445,106815
602,577,596,568,430,103,16,2760,29,247,306,376,405,204,56,13,1638,647,2473,2523,2253,2109,1283,412,137,11841,313,984,1428,1799,1858,1291,541,132,8346,2083,3818,3558,4031,3660,2313,984,260,20703,508,447,328,267,203,105,24,12,1905,222,297,369,461,510,380,177,53,2471,2814,4561,4258,4765,4369,2800,1184,323,25077,47,78,95,89,123,150,94,42,717,1701,1296,1308,1710,1927,2211,1510,728,12394,5571,10088,10502,11589,11355,8369,3905,1393,62770
603,114,161,225,183,43,4,793,8,34,76,112,125,106,14,3,473,58,366,531,562,678,482,119,30,2824,41,224,358,561,615,486,154,24,2456,417,904,1025,1105,1169,691,241,53,5604,119,103,79,82,61,29,9,4,489,38,72,119,133,164,132,31,5,705,578,1076,1227,1323,1389,856,280,67,6801,3,20,27,32,50,41,24,10,207,418,275,394,532,693,765,425,151,3653,1108,2055,2721,3271,3775,2923,1059,282,17203
