SA4_CODE_2016,D_0_4_FPEFT_MPEFT,D_0_4_FPEFT_MPEPT,D_0_4_FPEFT_MPEAW,D_0_4_FPEFT_MPEHNS,D_0_4_FPEFT_MPET,D_0_4_FPEFT_MPULFTW,D_0_4_FPEFT_MPULPTW,D_0_4_FPEFT_MPUT,D_0_4_FPEFT_MPTLF,D_0_4_FPEFT_MPNLF,D_0_4_FPEFT_MPLFSNS,D_0_4_FPEFT_T,D_0_4_FPEPT_MPEFT,D_0_4_FPEPT_MPEPT,D_0_4_FPEPT_MPEAW,D_0_4_FPEPT_MPEHNS,D_0_4_FPEPT_MPET,D_0_4_FPEPT_MPULFTW,D_0_4_FPEPT_MPULPTW,D_0_4_FPEPT_MPUT,D_0_4_FPEPT_MPTLF,D_0_4_FPEPT_MPNLF,D_0_4_FPEPT_MPLFSNS,D_0_4_FPEPT_T,D_0_4_FPEAW_MPEFT,D_0_4_FPEAW_MPEPT,D_0_4_FPEAW_MPEAW,D_0_4_FPEAW_MPEHNS,D_0_4_FPEAW_MPET,D_0_4_FPEAW_MPULFTW,D_0_4_FPEAW_MPULPTW,D_0_4_FPEAW_MPUT,D_0_4_FPEAW_MPTLF,D_0_4_FPEAW_MPNLF,D_0_4_FPEAW_MPLFSNS,D_0_4_FPEAW_T,D_0_4_FPHNS_MPEFT,D_0_4_FPHNS_MPEPT,D_0_4_FPHNS_MPEAW,D_0_4_FPHNS_MPEHNS,D_0_4_FPHNS_MPET,D_0_4_FPHNS_MPULFTW,D_0_4_FPHNS_MPULPTW,D_0_4_FPHNS_MPUT,D_0_4_FPHNS_MPTLF,D_0_4_FPHNS_MPNLF,D_0_4_FPHNS_MPLFSNS,D_0_4_FPHNS_T,D_0_4_FPET_MPEFT,D_0_4_FPET_MPEPT,D_0_4_FPET_MPEAW,D_0_4_FPET_MPEHNS,D_0_4_FPET_MPET,D_0_4_FPET_MPULFTW,D_0_4_FPET_MPULPTW,D_0_4_FPET_MPUT,D_0_4_FPET_MPTLF,D_0_4_FPET_MPNLF,D_0_4_FPET_MPLFSNS,D_0_4_FPET_T,D_0_4_FPULFTW_MPEFT,D_0_4_FPULFTW_MPEPT,D_0_4_FPULFTW_MP_EAW,D_0_4_FPULFTW_MP_E_HW_NS,D_0_4_FPULFTW_MPET,D_0_4_FPULFTW_MPULFTW,D_0_4_FPULFTW_MPULPTW,D_0_4_FPULFTW_MPUT,D_0_4_FPULFTW_MPTLF,D_0_4_FPULFTW_MPNLF,D_0_4_FPULFTW_MPLFSNS,D_0_4_FPULFTW_T,D_0_4_FPULPTW_MPEFT,D_0_4_FPULPTW_MPEPT,D_0_4_FPULPTW_MPEAW,D_0_4_FPULPTW_MPEm_HW_NS,D_0_4_FPULPTW_MPET,D_0_4_FPULPTW_MPULFTW,D_0_4_FPULPTW_MPULPTW,D_0_4_FPULPTW_MPUT,D_0_4_FPULPTW_MPTLF,D_0_4_FPULPTW_MPNLF,D_0_4_FPULPTW_MPLFSNS,D_0_4_FPULPTW_T,D_0_4_FPUT_MPEFT,D_0_4_FPUT_MPEPT,D_0_4_FPUT_MPEAW,D_0_4_FPUT_MP_E_HNS,D_0_4_FPUT_MPET,D_0_4_FPUT_MPULFTW,D_0_4_FPUT_MPULPTW,D_0_4_FPUT_MPUT,D_0_4_FPUT_MPTLF,D_0_4_FPUT_MPNLF,D_0_4_FPUT_MPLFSNS,D_0_4_FPUT_T,D_0_4_FPTLF_MPEFT,D_0_4_FPTLF_MPEPT,D_0_4_FPTLF_MPEAW,D_0_4_FPTLF_MPEHNS,D_0_4_FPTLF_MPET,D_0_4_FPTLF_MPULFTW,D_0_4_FPTLF_MPULPTW,D_0_4_FPTLF_MPUT,D_0_4_FPTLF_MPTLF,D_0_4_FPTLF_MPNLF,D_0_4_FPTLF_MPLFSNS,D_0_4_FPTLF_T,D_0_4_FPNLF_MPEFT,D_0_4_FPNLF_MPEPT,D_0_4_FPNLF_MPEAW,D_0_4_FPNLF_MP_E_HNS,D_0_4_FPNLF_MPET,D_0_4_FPNLF_MPUEmpLfFTW,D_0_4_FPNLF_MPUEmpLfPTW,D_0_4_FPNLF_MPUT,D_0_4_FPNLF_MPTLF,D_0_4_FPNLF_MPNLF,D_0_4_FPNLF_MPLFSNS,D_0_4_FPNLF_T,D_0_4_FPLFSNS_MPEFT,D_0_4_FPLFSNS_MPEPT,D_0_4_FPLFSNS_MPEAW,D_0_4_FPLFSNS_MP_E_HNS,D_0_4_FPLFSNS_MPET,D_0_4_FPLFSNS_MPULFTW,D_0_4_FPLFSNS_MPULPTW,D_0_4_FPLFSNS_MPUT,D_0_4_FPLFSNS_MPTLF,D_0_4_FPLFSNS_MPNLF,D_0_4_FPLFSNS_MPLFSNS,D_0_4_FPLFSNS_T,D_0_4_FPT_MPEFT,D_0_4_FPT_MPEPT,D_0_4_FPT_MPEAW,D_0_4_FPT_MPEHNS,D_0_4_FPT_MPET,D_0_4_FPT_MPULFTW,D_0_4_FPT_MPULPTW,D_0_4_FPT_MPUT,D_0_4_FPT_MPTLF,D_0_4_FPT_MPNLF,D_0_4_FPT_MPLFSNS,D_0_4_FPT_T,D_5_9_FPEFT_MPEFT,D_5_9_FPEFT_MPEPT,D_5_9_FPEFT_MPEAW,D_5_9_FPEFT_MPEHNS,D_5_9_FPEFT_MPET,D_5_9_FPEFT_MPULFTW,D_5_9_FPEFT_MPULPTW,D_5_9_FPEFT_MPUT,D_5_9_FPEFT_MPTLF,D_5_9_FPEFT_MPNLF,D_5_9_FPEFT_MPLFSNS,D_5_9_FPEFT_T,D_5_9_FPEPT_MPEFT,D_5_9_FPEPT_MPEPT,D_5_9_FPEPT_MPEAW,D_5_9_FPEPT_MPEHNS,D_5_9_FPEPT_MPET,D_5_9_FPEPT_MPULFTW,D_5_9_FPEPT_MPULPTW,D_5_9_FPEPT_MPUT,D_5_9_FPEPT_MPTLF,D_5_9_FPEPT_MPNLF,D_5_9_FPEPT_MPLFSNS,D_5_9_FPEPT_T,D_5_9_FPEAW_MPEFT,D_5_9_FPEAW_MPEPT,D_5_9_FPEAW_MPEAW,D_5_9_FPEAW_MPEHNS,D_5_9_FPEAW_MPET,D_5_9_FPEAW_MPULFTW,D_5_9_FPEAW_MPULPTW,D_5_9_FPEAW_MPUT,D_5_9_FPEAW_MPTLF,D_5_9_FPEAW_MPNLF,D_5_9_FPEAW_MPLFSNS,D_5_9_FPEAW_T,D_5_9_FPHNS_MPEFT,D_5_9_FPHNS_MPEPT,D_5_9_FPHNS_MPEAW,D_5_9_FPHNS_MPEHNS,D_5_9_FPHNS_MPET,D_5_9_FPHNS_MPULFTW,D_5_9_FPHNS_MPULPTW,D_5_9_FPHNS_MPUT,D_5_9_FPHNS_MPTLF,D_5_9_FPHNS_MPNLF,D_5_9_FPHNS_MPLFSNS,D_5_9_FPHNS_T,D_5_9_FPET_MPEFT,D_5_9_FPET_MPEPT,D_5_9_FPET_MPEAW,D_5_9_FPET_MP_E_HNS,D_5_9_FPET_MPET,D_5_9_FPET_MPULFTW,D_5_9_FPET_MPULPTW,D_5_9_FPET_MPUT
204,672,109,4,5,795,9,3,8,805,70,0,875,2290,281,62,23,2653,24,3,22,2674,51,4,2732,524,46,46,8,623,8,0,4,628,6,0,636,48,3,0,30,81,0,0,0,81,0,3,86,3535,432,112,67,4152,33,6,38,4188,125,11,4322,26,5,3,0,40,5,0,5,42,7,0,54,78,4,0,3,87,8,0,8,97,0,0,101,110,11,3,3,122,18,0,18,138,7,0,154,3642,444,114,72,4273,50,6,56,4328,133,11,4475,1760,238,70,55,2119,63,8,73,2193,201,5,2396,13,0,0,4,18,0,0,0,15,3,17,36,5411,679,187,134,6410,118,18,134,6543,335,29,6911,1257,199,20,10,1490,15,12,30,1516,93,3,1616,2795,393,45,30,3270,28,4,34,3304,106,7,3414,106,13,34,5,159,0,0,0,160,6,0,160,41,8,0,35,85,0,0,0,85,0,0,84,4197,613,107,90,5001,52,13,66
205,779,146,20,9,952,14,10,28,983,82,0,1070,3584,416,77,32,4103,63,11,78,4179,104,11,4288,745,98,79,9,932,8,0,8,945,19,0,966,52,3,0,25,81,0,0,0,87,4,3,91,5162,666,178,74,6075,95,24,117,6189,212,15,6415,26,9,0,0,39,10,3,15,47,7,0,60,124,11,0,0,139,21,0,27,165,8,0,181,147,24,6,0,179,36,6,39,216,19,0,233,5306,690,183,72,6253,123,26,156,6402,232,16,6653,2890,438,79,108,3520,167,26,196,3717,401,3,4117,10,3,0,7,23,0,0,0,23,9,24,54,8211,1134,266,182,9793,296,55,354,10141,643,41,10820,1633,246,25,13,1923,20,13,38,1957,146,0,2105,4269,516,82,36,4907,65,17,84,4994,207,5,5207,202,30,46,3,281,7,3,6,289,17,0,311,41,10,0,51,109,0,0,0,109,10,7,124,6149,808,155,108,7224,92,34,125
206,3048,418,44,17,3525,83,20,106,3631,211,3,3847,6249,854,79,44,7222,86,17,105,7330,160,3,7490,1944,207,172,25,2348,23,8,25,2372,41,3,2418,71,9,4,63,144,3,0,3,144,7,8,156,11318,1481,302,143,13241,198,39,240,13479,422,18,13919,169,26,0,3,193,31,3,32,227,7,0,237,263,42,0,3,307,32,10,43,348,23,0,369,431,67,3,6,504,66,15,77,580,28,0,609,11752,1548,302,146,13747,261,53,314,14061,444,18,14524,4855,705,94,88,5736,203,62,262,5999,666,3,6670,23,7,0,32,57,3,0,3,60,12,44,116,16626,2257,392,269,19549,461,114,575,20124,1126,62,21311,3454,481,39,17,3991,90,23,113,4104,218,3,4335,6017,733,49,39,6838,64,25,97,6930,152,8,7087,198,25,56,0,277,5,0,5,281,10,0,293,47,4,3,56,108,0,0,0,111,11,0,118,9713,1242,142,108,11215,162,48,212
207,2193,255,16,11,2478,60,13,71,2554,161,0,2709,4487,501,44,35,5067,56,12,69,5133,92,0,5222,1129,116,95,3,1340,8,0,11,1350,20,0,1373,40,3,0,47,96,0,0,0,96,7,8,106,7846,874,159,99,8976,132,23,151,9133,281,7,9420,109,16,0,0,127,18,5,28,154,3,0,159,215,18,0,0,236,17,4,22,263,6,0,267,328,40,0,3,369,40,8,44,416,12,0,427,8173,911,158,100,9349,166,27,199,9543,288,7,9842,3862,458,93,56,4467,142,26,165,4639,429,3,5071,23,10,3,12,45,0,0,0,50,0,17,68,12058,1380,257,170,13862,310,55,367,14230,719,26,14978,3386,408,18,16,3828,112,22,138,3967,241,3,4203,6351,553,48,48,7006,75,21,95,7100,158,5,7261,172,22,45,0,246,0,0,0,243,6,0,255,50,10,0,52,106,0,0,0,110,9,7,125,9956,992,112,113,11182,192,47,239
208,2785,319,35,19,3161,76,18,97,3255,154,0,3412,7053,566,60,58,7741,66,14,79,7821,130,19,7964,1622,122,151,17,1905,27,0,25,1935,32,0,1969,85,7,3,58,159,7,0,7,164,11,6,171,11544,1022,243,151,12965,179,35,215,13173,319,19,13515,117,20,3,0,137,13,0,13,149,13,0,160,313,30,3,0,339,17,3,23,363,8,0,371,426,45,3,0,479,31,3,36,518,15,0,530,11972,1072,252,150,13445,215,38,247,13691,334,19,14052,4851,426,103,99,5476,102,16,120,5597,277,11,5881,23,3,0,22,51,0,0,0,51,0,29,81,16838,1503,353,276,18967,311,56,367,19334,612,62,20013,4347,549,42,25,4966,88,31,120,5087,252,7,5343,8892,653,52,63,9659,108,5,117,9778,131,19,9922,251,32,47,3,332,3,0,3,337,8,0,343,90,13,0,56,156,9,0,9,164,12,3,177,13585,1245,140,151,15114,208,39,246
209,3231,503,44,31,3813,102,32,133,3946,212,12,4167,8374,960,87,77,9502,91,16,112,9612,192,16,9814,2061,270,195,12,2539,39,3,37,2576,27,4,2606,118,20,4,101,241,3,4,7,245,14,5,266,13790,1749,332,223,16090,230,56,288,16385,442,30,16859,198,30,3,12,239,48,5,54,295,17,0,311,417,65,3,0,485,38,17,56,540,19,0,561,612,92,9,14,726,86,23,108,835,36,0,869,14407,1844,340,234,16818,317,81,399,17215,476,30,17731,7242,1199,163,218,8818,374,77,457,9269,1397,29,10693,39,7,0,27,74,3,0,3,80,13,76,159,21681,3045,501,474,25708,700,155,860,26567,1883,138,28580,4157,584,46,39,4826,116,27,146,4969,284,5,5259,9243,1015,88,90,10432,106,30,137,10573,232,18,10821,390,65,64,9,525,9,0,9,530,11,0,541,90,19,0,90,201,0,0,0,206,14,8,230,13885,1680,192,222,15986,232,56,294
210,2287,357,34,22,2707,61,16,78,2780,164,7,2953,5019,596,58,53,5731,92,24,109,5839,141,11,5992,1314,105,119,14,1553,25,0,25,1574,33,0,1606,76,12,0,67,160,4,0,4,168,10,3,180,8699,1073,214,162,10148,179,41,221,10363,351,14,10726,170,44,3,4,214,31,0,31,251,17,0,270,288,44,0,3,337,35,5,41,373,12,3,390,455,88,3,5,554,68,5,69,626,26,3,652,9156,1161,212,170,10696,246,44,290,10987,378,17,11385,6014,1419,160,241,7828,380,70,450,8276,1727,49,10055,32,18,0,33,85,6,0,6,90,13,72,174,15200,2601,373,440,18616,634,116,742,19357,2120,137,21615,2992,426,33,22,3473,96,37,134,3604,222,5,3825,5514,635,62,60,6274,117,32,147,6417,223,16,6655,208,48,33,4,296,3,0,3,300,14,0,307,62,21,0,81,168,4,0,3,168,16,5,194,8782,1119,132,170,10203,222,70,286
211,2753,368,45,20,3186,75,24,103,3286,189,0,3483,8556,792,103,61,9514,89,18,101,9617,152,8,9780,2072,154,186,17,2431,17,4,16,2448,41,0,2490,111,3,0,56,176,3,0,3,180,11,9,197,13492,1322,337,159,15304,179,50,227,15531,393,18,15939,126,17,0,7,143,28,0,28,172,12,0,184,358,36,4,4,406,15,3,19,426,7,0,431,487,57,4,6,549,39,3,41,591,23,0,619,13975,1377,339,163,15856,220,51,272,16126,413,18,16559,6730,740,172,106,7746,212,36,243,7997,499,12,8500,33,5,0,28,59,3,0,3,60,3,33,93,20735,2119,512,294,23664,435,87,516,24182,917,58,25153,3940,537,50,35,4554,96,23,116,4672,269,6,4949,10231,929,115,84,11357,102,19,122,11480,240,6,11722,368,53,73,6,501,3,0,3,506,9,4,516,94,7,0,72,173,3,0,8,179,6,4,194,14628,1529,245,193,16593,200,47,250
212,5738,775,61,39,6614,152,30,179,6795,367,13,7167,10388,1341,93,93,11915,158,43,194,12114,295,8,12419,2283,215,217,24,2745,23,3,30,2775,65,0,2837,196,33,3,169,396,8,0,15,411,18,23,453,18606,2369,382,319,21670,339,75,417,22091,747,39,22872,470,84,3,5,565,71,9,74,642,43,0,686,720,131,15,10,874,59,24,86,961,31,5,998,1193,213,18,21,1434,132,33,164,1602,73,5,1681,19793,2576,399,340,23109,469,108,581,23685,818,46,24554,12278,2250,283,368,15172,671,129,800,15973,2246,54,18275,68,19,0,69,150,3,0,3,152,19,147,314,32136,4847,678,771,38428,1146,238,1380,39810,3078,253,43144,7260,965,53,49,8333,213,55,267,8600,468,8,9078,11590,1484,116,108,13286,234,39,273,13565,423,7,13992,464,67,86,5,624,9,0,7,634,31,0,664,163,34,3,149,348,11,0,13,364,25,7,396,19477,2544,258,314,22592,469,96,561
213,6423,758,87,46,7312,223,30,255,7566,428,12,8010,10451,1335,124,92,12008,161,45,204,12210,367,8,12590,2687,275,290,25,3277,40,13,49,3322,65,0,3388,234,38,0,172,447,8,0,11,454,25,15,494,19793,2405,503,335,23040,424,94,516,23559,884,36,24479,538,93,3,16,648,139,11,154,799,53,0,853,887,147,10,16,1056,89,32,124,1184,32,3,1218,1424,235,12,32,1701,231,48,277,1980,88,3,2075,21221,2641,519,365,24747,653,139,791,25535,976,44,26553,13284,2432,343,399,16464,800,154,950,17419,2150,55,19620,86,18,4,72,177,9,3,7,188,13,203,397,34590,5095,865,836,41386,1468,292,1758,43141,3133,296,46576,7602,910,78,64,8649,269,53,320,8970,538,12,9519,10650,1428,111,115,12298,211,28,241,12537,439,14,12992,529,54,82,3,669,5,7,14,681,29,0,709,164,26,0,175,369,10,7,9,381,27,24,432,18940,2417,271,360,21988,493,90,584
214,1267,172,15,3,1459,26,6,30,1494,100,0,1594,4789,453,41,44,5322,45,4,50,5377,121,9,5502,932,76,112,8,1122,4,0,4,1128,18,3,1150,49,9,6,31,93,3,3,5,103,0,4,105,7040,716,169,87,8002,77,15,96,8098,237,15,8350,42,12,0,0,59,4,0,6,67,3,0,69,178,20,3,9,206,18,0,18,223,9,0,237,221,35,0,7,266,21,3,25,291,15,0,305,7261,745,172,95,8267,96,16,118,8390,250,15,8657,3439,363,70,75,3954,120,12,130,4085,283,8,4372,27,3,0,13,43,0,0,0,43,0,30,72,10725,1115,238,180,12261,218,37,250,12511,536,55,13107,2012,299,25,14,2347,50,5,55,2400,155,7,2560,5397,503,47,58,6003,49,5,53,6060,205,11,6275,187,29,56,0,271,4,0,4,276,10,0,291,47,4,0,52,99,3,0,3,106,0,5,107,7641,839,130,118,8727,111,9,118
215,550,74,4,4,640,16,3,15,655,27,0,687,2002,183,39,21,2244,22,5,32,2278,45,0,2318,431,30,44,8,519,5,0,5,529,15,0,543,26,5,3,29,62,0,0,0,62,0,3,68,3012,298,89,64,3457,48,14,57,3514,89,9,3613,24,3,0,0,22,4,3,7,30,5,0,41,46,8,0,0,60,11,7,13,77,3,0,82,68,11,0,0,86,18,4,20,110,8,0,117,3079,311,89,65,3544,60,15,77,3623,101,9,3728,1596,215,48,54,1916,108,21,126,2045,260,4,2311,14,0,0,0,12,0,0,0,11,0,19,37,4689,526,137,115,5471,173,38,206,5682,360,31,6078,999,119,12,5,1132,20,5,24,1158,59,0,1217,2512,253,40,30,2833,28,6,34,2867,83,0,2950,84,20,26,0,125,0,0,0,133,7,0,134,28,3,0,32,69,0,0,0,67,3,4,80,3623,394,78,70,4159,52,12,65
216,583,75,10,0,677,9,3,13,686,45,0,728,1782,188,46,11,2031,22,3,26,2054,56,0,2113,346,25,59,0,432,10,0,7,445,8,0,449,34,3,0,22,59,0,0,0,57,0,4,62,2752,298,114,32,3202,36,5,47,3245,103,3,3354,23,3,0,0,27,9,3,10,33,5,0,41,61,9,0,0,67,0,0,0,69,4,0,77,87,6,0,0,98,9,3,14,111,3,0,110,2837,307,117,39,3299,46,10,56,3353,110,3,3466,1344,238,44,45,1668,74,21,94,1762,346,10,2120,11,0,0,7,20,0,0,0,20,4,26,52,4192,543,165,80,4987,124,34,150,5135,459,38,5637,1035,108,16,4,1160,14,4,18,1180,69,3,1247,2129,205,49,15,2399,24,3,29,2431,74,0,2504,103,8,26,0,136,5,7,6,144,5,0,148,28,5,0,26,49,0,0,0,54,7,3,60,3291,320,89,45,3753,42,16,53
217,454,72,4,3,532,11,0,10,544,38,0,576,1869,175,26,12,2086,8,3,12,2100,42,3,2148,348,39,55,3,451,9,3,15,459,3,0,464,20,0,0,18,40,0,0,0,40,0,0,41,2696,287,86,40,3107,27,8,36,3142,84,3,3225,13,0,0,0,17,3,0,3,24,6,0,27,38,8,3,0,45,9,0,9,57,3,0,58,56,8,3,0,62,13,0,13,75,11,0,86,2747,295,91,40,3172,38,8,49,3216,86,3,3307,1296,184,45,55,1581,57,12,67,1651,109,3,1763,3,0,0,3,8,0,0,0,8,3,10,22,4046,484,135,99,4763,99,18,112,4875,198,12,5095,902,131,20,12,1060,11,6,14,1073,49,0,1127,2402,265,36,17,2723,13,0,17,2737,74,0,2810,100,14,20,3,133,4,0,3,136,0,0,139,31,0,0,19,55,0,0,0,55,0,0,59,3438,407,74,53,3972,27,6,30
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,1742,172,46,14,1966,51,5,52,2024,89,0,2116,3326,287,32,22,3664,42,4,45,3709,59,3,3773,856,68,75,11,1007,8,0,9,1016,20,0,1031,43,7,0,44,90,0,0,0,96,0,4,100,5967,530,143,92,6732,97,9,110,6848,164,9,7019,81,19,3,3,110,13,0,13,120,5,0,120,145,12,0,3,164,10,0,7,174,3,0,178,229,32,5,6,271,19,0,19,287,4,0,297,6198,563,152,98,7005,113,14,126,7133,173,9,7319,2246,254,71,49,2628,74,10,84,2713,174,9,2895,12,0,0,10,16,0,0,0,16,0,22,40,8459,820,223,152,9653,186,24,214,9861,347,46,10258,2752,268,31,18,3068,48,7,56,3124,125,4,3256,4287,364,50,26,4729,67,5,68,4805,90,3,4899,155,20,20,3,198,3,0,3,200,14,0,214,32,7,0,44,82,0,0,0,85,5,4,98,7223,660,102,92,8078,117,14,132
302,1761,244,17,11,2038,47,8,59,2098,110,4,2213,3110,339,37,22,3514,42,14,57,3568,89,7,3661,993,96,79,8,1182,7,0,7,1192,24,0,1219,57,10,0,33,98,0,0,3,95,3,3,107,5925,690,139,79,6828,104,20,125,6957,230,9,7203,104,12,0,0,123,14,3,17,143,6,0,148,147,15,3,3,165,16,5,23,190,10,0,201,249,32,3,9,294,31,4,38,328,18,3,350,6181,718,142,83,7121,134,31,168,7284,253,13,7547,2352,273,65,52,2742,92,13,107,2847,206,9,3059,14,0,0,11,25,0,0,0,25,0,23,53,8544,995,200,149,9893,229,41,269,10163,456,43,10662,2279,281,28,20,2603,72,12,89,2696,155,6,2858,3362,339,32,30,3762,64,9,73,3833,71,0,3906,153,17,19,0,187,3,0,3,194,4,0,197,47,12,0,40,99,9,0,8,103,3,7,116,5840,648,77,88,6648,146,26,173
303,2739,399,30,17,3188,93,25,125,3309,178,0,3492,5099,671,43,47,5848,69,12,86,5932,120,4,6056,1342,168,129,5,1640,11,0,14,1653,33,0,1684,71,9,3,52,136,3,0,3,141,11,5,156,9247,1246,204,116,10818,185,41,222,11041,341,12,11388,159,27,0,3,192,33,3,36,228,22,0,252,274,41,0,9,323,35,11,42,365,10,0,369,433,67,0,8,516,67,10,81,596,28,0,625,9686,1312,202,132,11328,252,49,299,11633,376,12,12013,4015,727,95,98,4932,225,52,279,5211,593,16,5817,21,3,0,13,48,0,0,0,48,3,26,78,13730,2037,301,246,16309,477,98,575,16890,974,51,17911,3550,542,32,28,4154,98,32,129,4279,233,0,4511,5428,599,39,36,6106,100,19,119,6224,137,3,6369,199,31,24,0,255,3,0,3,256,15,0,267,49,9,0,58,115,0,0,0,114,4,3,122,9228,1178,92,126,10623,204,47,254
304,1269,165,14,8,1454,27,10,43,1495,91,0,1587,2807,259,34,20,3126,28,3,33,3157,70,0,3219,819,65,73,6,961,17,0,19,979,16,0,999,20,0,0,22,37,3,0,5,45,0,3,43,4911,492,124,48,5579,79,21,97,5673,170,0,5853,62,8,0,0,71,17,3,18,91,4,0,101,126,20,0,3,149,5,3,6,154,4,0,162,188,28,0,3,219,23,4,29,248,8,0,254,5099,524,123,51,5800,102,27,124,5919,186,0,6106,2016,226,62,22,2322,54,19,70,2392,171,3,2567,3,0,0,4,8,0,0,0,8,0,0,12,7120,749,185,80,8127,152,38,190,8323,353,11,8689,2199,286,19,5,2518,75,8,85,2600,125,0,2722,3579,321,34,24,3957,79,12,88,4050,80,0,4126,169,14,18,0,199,3,0,3,198,7,0,206,24,3,0,33,63,0,0,0,63,0,3,69,5972,628,75,63,6739,153,22,171
305,1558,164,21,13,1755,43,5,46,1806,97,0,1907,2918,326,22,14,3283,42,10,48,3325,66,0,3392,852,83,75,10,1021,19,3,16,1041,16,0,1050,40,3,0,19,70,0,0,0,68,0,3,73,5376,573,117,57,6123,101,19,117,6238,177,5,6422,74,10,0,0,83,14,0,18,96,0,0,102,145,24,0,0,169,14,8,21,189,3,0,187,217,32,0,0,251,33,8,36,284,9,0,293,5593,602,117,57,6368,134,24,154,6522,188,5,6719,2276,199,51,33,2555,52,10,62,2621,280,3,2910,15,0,0,9,21,0,0,0,21,3,10,33,7875,801,175,100,8952,184,34,220,9172,471,13,9655,2169,228,22,5,2418,83,16,97,2517,130,5,2657,3342,285,23,18,3668,46,5,50,3720,72,0,3797,115,10,19,0,145,6,0,6,151,4,0,151,24,0,4,21,51,0,0,0,53,3,0,56,5650,526,62,41,6284,135,19,157
306,1337,210,36,8,1583,42,6,50,1632,115,3,1758,2621,397,50,33,3094,50,10,59,3152,114,3,3273,542,74,84,9,707,6,0,6,718,27,0,740,36,10,0,22,68,6,0,6,77,10,0,89,4534,679,172,67,5455,108,21,124,5576,275,6,5858,61,13,0,0,77,30,0,30,101,8,0,112,133,28,0,3,170,28,6,34,206,12,0,213,199,43,0,3,242,52,6,63,308,17,0,329,4728,719,173,72,5696,162,26,184,5887,294,8,6185,2102,446,111,68,2730,205,29,239,2968,469,15,3450,15,0,0,10,22,0,0,0,22,4,45,70,6847,1170,284,151,8453,364,55,427,8878,764,75,9708,2282,305,52,18,2653,70,24,95,2749,187,3,2931,3129,464,63,40,3694,84,5,86,3782,158,4,3945,119,11,31,0,162,5,0,5,167,12,0,182,40,10,0,48,100,3,3,8,108,19,4,132,5570,786,148,105,6612,163,28,196
307,683,75,11,5,775,15,3,18,792,35,3,826,1624,178,21,20,1835,16,4,23,1857,41,3,1908,338,27,33,0,403,0,0,0,407,13,0,418,17,0,0,19,32,0,0,0,36,3,0,42,2668,284,64,42,3050,37,4,44,3093,87,6,3190,36,5,0,0,40,4,0,4,46,13,0,56,50,10,0,0,61,4,0,4,64,9,0,69,80,15,0,0,102,12,0,12,111,19,0,126,2751,297,62,42,3154,42,4,54,3206,108,6,3319,1659,188,48,60,1961,99,8,113,2069,242,5,2316,6,3,0,0,16,0,0,0,16,3,11,28,4418,493,111,102,5127,149,17,166,5287,349,20,5659,1249,135,18,15,1417,22,5,25,1439,63,0,1501,2128,211,39,25,2404,19,0,20,2423,69,3,2496,99,11,14,0,126,0,0,0,125,10,0,138,20,0,0,31,57,7,0,7,57,3,0,67,3494,359,78,68,4001,40,4,53
