SA4_CODE_2016,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Ag_For_Fshg_15_19,F_Ag_For_Fshg_20_24,F_Ag_For_Fshg_25_34,F_Ag_For_Fshg_35_44,F_Ag_For_Fshg_45_54,F_Ag_For_Fshg_55_64,F_Ag_For_Fshg_65_74,F_Ag_For_Fshg_75_84,F_Ag_For_Fshg_85ov,F_Ag_For_Fshg_Tot,F_Mining_15_19,F_Mining_20_24,F_Mining_25_34,F_Mining_35_44,F_Mining_45_54,F_Mining_55_64,F_Mining_65_74,F_Mining_75_84,F_Mining_85ov,F_Mining_Tot,F_Manufact_15_19,F_Manufact_20_24,F_Manufact_25_34,F_Manufact_35_44,F_Manufact_45_54,F_Manufact_55_64,F_Manufact_65_74,F_Manufact_75_84,F_Manufact_85ov,F_Manufact_Tot,F_El_Gas_Wt_Waste_15_19,F_El_Gas_Wt_Waste_20_24,F_El_Gas_Wt_Waste_25_34,F_El_Gas_Wt_Waste_35_44,F_El_Gas_Wt_Waste_45_54,F_El_Gas_Wt_Waste_55_64,F_El_Gas_Wt_Waste_65_74,F_El_Gas_Wt_Waste_75_84,F_El_Gas_Wt_Waste_85ov,F_El_Gas_Wt_Waste_Tot,F_Constru_15_19,F_Constru_20_24,F_Constru_25_34,F_Constru_35_44,F_Constru_45_54,F_Constru_55_64,F_Constru_65_74,F_Constru_75_84,F_Constru_85ov,F_Constru_Tot,F_WhlesaleTde_15_19,F_WhlesaleTde_20_24,F_WhlesaleTde_25_34,F_WhlesaleTde_35_44,F_WhlesaleTde_45_54,F_WhlesaleTde_55_64,F_WhlesaleTde_65_74,F_WhlesaleTde_75_84,F_WhlesaleTde_85ov,F_WhlesaleTde_Tot,F_RetTde_15_19,F_RetTde_20_24,F_RetTde_25_34,F_RetTde_35_44,F_RetTde_45_54,F_RetTde_55_64,F_RetTde_65_74,F_RetTde_75_84,F_RetTde_85ov,F_RetTde_Tot,F_Accom_food_15_19,F_Accom_food_20_24,F_Accom_food_25_34,F_Accom_food_35_44,F_Accom_food_45_54,F_Accom_food_55_64,F_Accom_food_65_74,F_Accom_food_75_84,F_Accom_food_85ov,F_Accom_food_Tot,F_Trans_post_wrehsg_15_19,F_Trans_post_wrehsg_20_24,F_Trans_post_wrehsg_25_34,F_Trans_post_wrehsg_35_44,F_Trans_post_wrehsg_45_54,F_Trans_post_wrehsg_55_64,F_Trans_post_wrehsg_65_74,F_Trans_post_wrehsg_75_84,F_Trans_post_wrehsg_85ov,F_Trans_post_wrehsg_Tot,F_Info_media_teleco_15_19,F_Info_media_teleco_20_24,F_Info_media_teleco_25_34,F_Info_media_teleco_35_44,F_Info_media_teleco_45_54,F_Info_media_teleco_55_64,F_Info_media_teleco_65_74,F_Info_media_teleco_75_84,F_Info_media_teleco_85ov,F_Info_media_teleco_Tot,F_Fin_Insur_15_19,F_Fin_Insur_20_24,F_Fin_Insur_25_34,F_Fin_Insur_35_44,F_Fin_Insur_45_54,F_Fin_Insur_55_64,F_Fin_Insur_65_74,F_Fin_Insur_75_84,F_Fin_Insur_85ov,F_Fin_Insur_Tot,F_RtnHir_REst_15_19,F_RtnHir_REst_20_24,F_RtnHir_REst_25_34,F_RtnHir_REst_35_44,F_RtnHir_REst_45_54,F_RtnHir_REst_55_64,F_RtnHir_REst_65_74,F_RtnHir_REst_75_84,F_RtnHir_REst_85ov,F_RtnHir_REst_Tot,F_Pro_scien_tec_15_19,F_Pro_scien_tec_20_24,F_Pro_scien_tec_25_34,F_Pro_scien_tec_35_44,F_Pro_scien_tec_45_54,F_Pro_scien_tec_55_64,F_Pro_scien_tec_65_74,F_Pro_scien_tec_75_84,F_Pro_scien_tec_85ov,F_Pro_scien_tec_Tot,F_Admin_supp_15_19,F_Admin_supp_20_24,F_Admin_supp_25_34,F_Admin_supp_35_44,F_Admin_supp_45_54,F_Admin_supp_55_64,F_Admin_supp_65_74,F_Admin_supp_75_84,F_Admin_supp_85ov,F_Admin_supp_Tot,F_Public_admin_sfty_15_19,F_Public_admin_sfty_20_24,F_Public_admin_sfty_25_34,F_Public_admin_sfty_35_44,F_Public_admin_sfty_45_54,F_Public_admin_sfty_55_64,F_Public_admin_sfty_65_74,F_Public_admin_sfty_75_84,F_Public_admin_sfty_85ov,F_Public_admin_sfty_Tot,F_Educ_trng_15_19,F_Educ_trng_20_24,F_Educ_trng_25_34,F_Educ_trng_35_44,F_Educ_trng_45_54,F_Educ_trng_55_64,F_Educ_trng_65_74,F_Educ_trng_75_84,F_Educ_trng_85ov,F_Educ_trng_Tot,F_HlthCare_SocAs_15_19,F_HlthCare_SocAs_20_24,F_HlthCare_SocAs_25_34,F_HlthCare_SocAs_35_44,F_HlthCare_SocAs_45_54,F_HlthCare_SocAs_55_64,F_HlthCare_SocAs_65_74,F_HlthCare_SocAs_75_84,F_HlthCare_SocAs_85ov,F_HlthCare_SocAs_Tot,F_Art_recn_15_19,F_Art_recn_20_24,F_Art_recn_25_34,F_Art_recn_35_44,F_Art_recn_45_54,F_Art_recn_55_64,F_Art_recn_65_74,F_Art_recn_75_84,F_Art_recn_85ov,F_Art_recn_Tot,F_Oth_scs_15_19,F_Oth_scs_20_24,F_Oth_scs_25_34,F_Oth_scs_35_44,F_Oth_scs_45_54,F_Oth_scs_55_64,F_Oth_scs_65_74,F_Oth_scs_75_84,F_Oth_scs_85ov,F_Oth_scs_Tot
206,2935,14741,60358,36231,24970,15367,5289,777,151,160826,9,47,120,63,63,42,26,4,0,364,0,7,101,119,61,17,5,0,0,306,166,370,1649,1072,799,373,100,13,0,4543,3,59,465,320,161,55,8,0,0,1066,16,181,905,520,410,178,49,3,0,2267,40,291,1299,858,586,284,95,8,3,3474,1090,3550,5447,2111,1581,959,257,28,5,15019,1550,4120,5152,1246,778,411,99,14,3,13377,19,192,1032,770,610,287,57,4,0,2968,82,417,2006,1258,709,299,58,4,3,4838,28,543,3775,2457,1363,605,134,13,9,8928,31,327,1242,585,429,247,108,15,8,2998,100,1827,9978,5165,3007,1479,431,40,7,22028,54,651,2480,1172,847,523,146,13,3,5886,29,376,3178,2521,1926,1219,211,18,3,9480,302,1377,6736,4277,3888,3044,668,44,10,20343,127,1939,9870,5259,4328,3352,844,69,11,25805,203,788,1898,1060,658,341,112,10,3,5064,107,637,1955,1017,783,493,104,7,5,5100
207,3131,8484,18777,17856,19492,13515,4679,754,98,86787,7,18,27,31,53,21,25,4,0,187,0,0,20,49,28,14,3,0,0,114,196,185,501,642,715,372,112,12,0,2736,0,18,166,142,110,33,6,0,0,475,10,89,290,383,380,198,72,5,0,1430,47,200,502,638,641,263,69,11,0,2369,1170,2041,1718,1348,1638,963,266,30,0,9183,1342,1315,1060,674,733,371,69,8,0,5584,17,76,238,338,357,221,35,3,0,1278,72,168,444,403,327,175,37,0,0,1626,13,250,1236,1297,1093,472,104,9,3,4473,27,169,467,387,403,217,82,14,4,1762,84,816,2387,2236,2106,1105,326,30,0,9089,35,241,628,564,611,409,122,20,4,2641,12,141,648,909,1055,694,163,20,0,3643,303,748,2056,2084,3182,2475,593,60,4,11498,147,1125,3594,3234,4201,3297,911,66,5,16586,242,294,333,244,244,143,75,8,3,1591,96,288,605,480,601,411,132,9,0,2619
208,3486,8015,20615,23806,23654,15906,5334,769,125,101708,3,13,41,47,58,23,13,7,0,212,0,5,31,48,42,20,0,0,0,142,218,218,676,1029,1035,562,152,11,0,3908,0,28,195,243,148,69,8,0,0,688,21,75,444,509,573,277,82,8,0,1996,36,177,606,815,800,398,100,6,3,2941,1282,1855,2046,1680,1899,1229,376,27,3,10398,1374,1236,1054,636,619,333,92,9,0,5354,13,77,313,411,445,258,46,3,0,1564,57,174,480,574,466,194,31,3,0,1977,24,208,1267,1659,1257,575,126,12,5,5117,24,175,506,500,526,279,106,11,6,2141,80,663,2612,2938,2537,1295,397,35,3,10553,34,245,788,874,849,479,164,18,4,3451,20,188,919,1325,1369,847,153,8,0,4841,301,725,2558,3021,3834,2982,621,30,3,14077,170,1117,3892,3896,4764,3570,885,57,11,18354,247,324,364,393,422,187,77,14,0,2020,130,324,712,683,790,436,130,9,0,3217
209,4857,10884,29793,29182,25410,17444,4161,438,58,122228,11,45,95,115,110,78,41,13,0,506,3,6,20,33,25,14,0,0,0,102,280,323,953,1215,1281,828,144,15,3,5040,0,50,269,258,142,78,11,3,0,804,31,164,588,683,631,334,74,3,0,2504,53,200,606,644,639,355,52,4,0,2541,1812,2585,2632,2210,2346,1418,237,8,3,13258,1908,1560,1405,856,817,426,59,4,0,7043,32,197,680,663,645,377,48,3,0,2642,68,140,458,426,314,145,24,0,0,1575,25,304,1316,1280,950,425,75,5,3,4383,38,200,508,362,346,174,39,4,4,1668,62,584,2149,2110,1577,800,179,13,4,7491,42,332,1004,929,955,624,109,9,0,4002,39,264,1455,1861,1781,995,166,8,3,6578,259,932,3388,3719,3678,2600,381,16,8,14991,202,1758,6036,5766,5577,4189,743,39,4,24317,222,332,416,359,326,189,43,7,0,1903,129,434,1048,911,821,422,102,16,0,3877
210,3404,8292,21381,19870,17989,11296,2632,267,46,85178,9,28,50,64,71,43,26,0,3,292,3,0,17,18,10,6,0,0,0,53,159,210,669,853,994,577,96,11,0,3566,7,27,158,117,105,54,0,0,0,463,27,91,405,418,426,179,34,4,0,1588,37,141,369,439,368,211,42,3,0,1614,1206,1830,1722,1351,1664,899,150,14,0,8833,1420,916,953,639,665,360,53,8,0,5026,42,270,811,843,906,458,72,3,0,3395,63,105,256,227,146,60,12,0,0,869,20,228,1010,947,672,316,57,0,3,3245,28,126,342,294,244,145,22,0,0,1206,35,360,1335,1188,829,440,94,7,0,4285,25,239,713,641,705,364,99,6,0,2801,17,209,961,1201,1263,695,103,7,0,4462,128,611,2141,2290,2351,1498,203,12,7,9227,135,1130,3634,3338,3222,2109,362,18,0,13962,84,205,258,237,191,139,42,0,0,1157,70,243,638,531,506,306,57,7,0,2352
211,6235,11649,26305,28396,28844,21463,5896,672,75,129527,29,59,108,165,230,170,72,18,4,855,0,3,17,33,15,9,6,0,0,87,354,411,1038,1506,1900,1235,224,18,0,6698,4,44,201,214,153,63,12,0,0,695,45,233,694,753,846,505,95,11,0,3194,72,265,849,1045,1116,635,94,6,3,4092,2171,2662,2641,2373,2855,1962,425,31,3,15125,2399,1537,1086,911,894,527,95,11,0,7461,27,132,399,401,544,385,90,4,0,1982,98,167,427,403,355,230,40,0,0,1722,27,205,1075,1139,1026,555,83,4,3,4111,68,211,562,475,405,262,64,8,0,2062,75,614,2011,2227,1849,1071,293,19,0,8164,74,311,849,927,1065,761,182,12,0,4189,36,229,1037,1447,1493,1069,219,27,0,5550,310,842,3183,3572,4248,3142,495,26,6,15825,310,1855,5215,5320,6394,5085,993,53,7,25225,291,349,378,383,358,188,59,3,0,2014,176,560,1070,1018,1082,638,140,8,3,4690
212,7455,18400,45749,43284,37932,24651,5888,704,108,184179,37,82,252,282,337,238,90,39,5,1354,0,3,31,41,25,17,0,0,0,116,317,677,2211,2764,3164,1858,256,10,3,11255,8,55,333,266,201,91,17,0,0,974,45,266,938,1075,897,483,89,6,4,3800,75,380,1334,1398,1360,726,108,3,0,5392,2496,3733,4423,3521,3374,1962,313,26,0,19852,3047,2116,1937,1359,1184,647,93,5,3,10389,40,243,788,870,986,578,107,7,4,3623,91,203,517,431,353,138,32,3,0,1776,41,495,2027,1704,1300,568,95,4,3,6234,52,305,727,537,441,248,66,7,0,2385,90,829,2801,2444,1748,957,248,20,3,9138,78,510,1618,1382,1405,855,177,21,0,6052,22,277,1359,1552,1588,1006,217,12,3,6039,362,1187,3645,4093,4098,2571,415,37,5,16419,327,2560,8165,7510,7345,4942,879,44,3,31784,302,431,473,384,338,169,37,10,3,2153,189,648,1551,1252,1237,597,142,15,4,5635
213,6373,16280,48549,46656,34676,21362,4079,296,48,178323,10,45,162,170,170,113,20,0,0,709,0,3,35,41,34,19,3,0,0,139,257,401,1582,2119,2028,1067,112,10,3,7578,9,70,422,343,180,66,7,0,0,1097,39,247,841,901,702,331,51,0,0,3112,70,274,947,1060,955,438,51,0,0,3801,2156,3427,4311,3318,3111,1669,214,13,0,18227,2689,2100,2567,1487,1314,735,97,11,0,10993,68,494,1757,1846,1668,863,73,3,0,6780,93,205,801,709,373,160,17,0,0,2361,33,462,2734,2412,1310,529,56,0,3,7538,73,284,791,618,387,193,31,0,0,2380,71,684,3294,2815,1636,705,126,5,6,9339,69,563,1861,1495,1385,860,127,6,0,6375,36,345,1963,2568,2301,1301,210,4,0,8737,324,1137,4336,4449,3917,2239,297,22,7,16720,237,1964,7838,7212,6083,3834,538,19,12,27736,247,429,815,644,443,249,43,3,0,2867,150,589,1446,1216,968,531,98,5,0,5004
214,3709,6016,12623,14528,15400,11849,3577,436,67,68196,8,40,81,109,142,117,54,12,0,569,0,5,9,12,12,9,3,0,0,47,162,185,486,702,790,581,130,7,0,3039,3,15,68,66,84,45,7,0,0,293,16,99,355,500,495,287,68,7,3,1827,26,109,319,393,413,243,67,3,0,1576,1288,1345,1471,1453,1644,1255,288,17,0,8753,1367,860,652,611,594,416,87,12,0,4593,19,68,180,240,335,209,50,3,0,1101,31,84,120,145,121,66,18,0,0,590,11,85,345,375,386,229,61,4,0,1496,26,135,286,302,298,182,69,10,0,1306,32,195,692,968,870,562,183,12,3,3515,22,138,414,568,713,495,130,9,0,2487,70,186,626,732,850,547,110,15,0,3135,112,388,1479,1837,2150,1574,277,19,3,7829,158,950,2712,2975,3856,3009,655,33,3,14343,172,179,223,245,249,159,46,6,3,1276,109,276,594,505,559,310,94,0,0,2453
215,1856,2793,6122,5905,7237,6855,2177,482,91,33523,48,97,274,411,559,623,377,103,9,2503,0,3,14,17,12,15,0,0,0,55,106,114,194,207,277,197,45,8,0,1153,0,10,30,39,48,30,0,0,0,150,3,28,74,101,124,93,15,5,0,438,16,41,79,76,95,76,7,0,0,391,706,420,576,644,886,627,101,7,5,3968,595,334,411,331,413,339,70,3,0,2497,8,31,71,89,159,119,32,3,0,513,15,28,43,49,46,20,3,0,3,214,6,64,132,132,136,93,15,3,0,579,8,29,49,72,59,46,15,0,3,278,25,93,251,240,249,170,47,5,0,1080,17,77,202,208,299,254,42,10,0,1112,14,85,288,414,498,344,88,5,0,1744,36,211,705,826,1009,747,126,10,4,3682,131,565,1359,1337,1893,1779,250,12,3,7323,40,40,49,80,49,45,14,0,0,311,38,114,207,173,194,124,36,3,4,879
216,1785,2410,5186,5432,6350,5606,1682,313,57,28819,69,90,276,303,408,403,207,67,11,1830,0,0,4,0,3,3,0,0,0,11,113,118,233,336,389,285,31,3,0,1508,5,17,77,77,71,20,0,0,0,265,15,25,92,104,150,97,13,4,0,496,11,28,56,56,103,51,10,0,0,311,652,329,528,588,755,507,102,7,0,3474,529,289,320,305,369,286,59,4,4,2160,11,23,51,87,128,97,34,3,0,437,19,25,44,29,38,28,8,0,0,200,6,45,110,115,125,67,7,0,0,475,10,34,54,72,84,36,11,0,0,296,39,106,250,229,245,144,38,8,0,1046,14,68,162,181,227,166,33,8,0,861,11,36,198,278,313,205,45,0,0,1086,69,141,567,680,844,599,87,8,0,2995,71,422,1181,1288,1666,1467,229,12,6,6337,46,36,50,60,55,29,10,0,0,279,50,123,209,171,201,147,39,3,0,941
217,1804,2487,4908,5400,6485,5849,1927,415,74,29335,76,139,281,417,580,553,375,102,15,2525,0,3,11,5,11,3,3,0,0,35,104,149,248,211,285,174,23,4,0,1198,3,3,31,22,38,16,0,0,0,115,7,17,55,75,95,67,16,4,0,335,16,47,57,72,105,54,18,0,0,370,601,342,498,532,675,555,93,6,0,3310,568,380,370,357,402,281,76,4,0,2449,9,25,53,85,128,93,26,0,0,421,21,20,45,33,44,36,14,0,0,213,8,32,89,104,111,75,7,0,0,436,11,21,54,56,62,39,14,3,0,261,21,61,216,236,234,152,31,0,0,963,15,33,106,166,214,180,45,10,5,770,17,40,223,338,453,296,48,3,3,1427,72,134,475,713,948,673,86,4,4,3115,93,384,1103,1183,1805,1613,216,8,5,6417,40,48,46,68,66,36,22,3,0,332,40,87,164,197,155,107,40,0,0,793
297,0,0,4,3,8,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,42,145,420,264,195,140,24,3,0,1242,0,6,3,0,0,0,0,0,0,18,0,0,4,0,0,0,0,0,0,6,0,3,10,7,8,0,0,0,0,24,0,0,0,0,0,0,0,0,0,4,0,0,8,3,0,3,0,0,0,20,0,0,4,3,3,3,0,0,0,12,8,11,15,14,6,4,0,0,0,62,11,50,46,8,11,4,0,0,0,130,0,9,3,6,3,0,0,0,0,23,0,0,3,0,4,0,0,0,0,9,0,0,11,3,3,0,0,0,0,22,0,0,5,0,4,0,0,0,0,13,0,4,30,13,0,9,0,0,0,59,0,6,16,4,0,6,3,0,0,37,3,3,10,9,6,4,0,0,0,36,0,10,26,19,10,13,0,0,0,70,0,12,49,22,29,18,3,0,0,139,0,0,17,4,0,4,3,0,0,28,0,3,19,5,7,5,0,0,0,38
301,3340,4780,10175,12459,13055,9235,2166,210,34,55456,14,24,26,63,73,49,15,9,0,285,3,10,62,82,46,20,7,0,0,233,113,149,406,606,724,407,62,3,0,2474,8,10,50,81,86,32,7,0,0,275,40,98,348,451,456,266,45,0,0,1705,30,80,280,331,373,198,36,9,0,1337,1106,927,967,997,1199,815,146,14,0,6175,1348,580,450,393,341,249,49,0,0,3411,21,99,298,427,480,286,51,4,0,1685,42,55,127,114,137,83,11,0,0,571,20,96,490,559,440,268,27,0,0,1903,39,110,214,251,319,188,61,13,0,1191,92,281,645,948,797,427,104,6,0,3293,42,152,384,501,541,386,83,3,0,2092,21,117,628,939,998,578,65,0,0,3356,142,393,1087,1779,2038,1284,189,9,3,6919,274,858,2082,2368,2923,2167,370,11,0,11059,96,99,118,150,171,79,19,7,0,745,135,234,467,447,500,310,63,4,0,2155
302,2386,5174,13500,12625,10756,7042,1661,194,21,53354,3,6,22,38,20,11,3,4,0,111,0,10,128,92,39,20,0,0,0,292,64,91,319,326,374,246,51,3,0,1481,0,9,113,152,90,41,0,0,0,406,20,75,270,269,247,153,25,4,0,1078,15,65,211,245,224,119,30,3,0,913,867,1021,1105,710,739,520,118,5,0,5085,1036,756,826,411,359,203,47,5,3,3645,19,144,578,588,508,273,32,3,0,2149,34,79,190,145,120,74,10,0,0,652,13,113,645,579,412,213,36,0,0,2021,33,127,283,206,191,105,35,3,0,983,63,390,1202,1017,684,357,65,5,0,3794,28,171,541,448,386,282,57,5,0,1929,27,221,1081,1329,1098,618,81,5,0,4455,136,381,1296,1708,1785,1086,174,19,0,6575,207,1008,2893,2639,2555,1840,331,23,3,11490,66,120,212,176,135,90,39,0,0,837,74,281,512,368,358,213,63,4,0,1881
303,3668,9354,23885,20551,16449,10437,2569,306,35,87254,9,24,78,63,42,34,15,3,0,278,0,18,175,165,64,28,3,0,0,462,95,194,697,650,622,369,56,4,0,2700,3,14,112,123,92,55,3,0,0,397,43,129,400,434,355,211,44,0,0,1614,35,139,403,381,389,197,39,0,0,1579,1229,1852,1890,1099,1042,731,164,8,0,8019,1587,1438,1644,682,602,290,58,4,0,6319,23,131,493,437,435,231,48,4,0,1801,53,131,296,226,162,80,18,0,0,962,19,216,1026,931,600,301,41,0,0,3149,41,196,509,369,355,211,49,9,0,1742,107,780,2228,1741,1077,561,129,12,0,6637,56,327,916,705,563,377,88,9,0,3036,43,265,1402,1740,1415,756,86,7,0,5714,217,768,2473,2965,3164,1920,321,21,0,11849,290,1634,5055,3941,3657,2458,468,18,0,17529,149,193,345,240,163,115,39,3,0,1243,126,326,839,609,554,305,78,3,0,2851
304,2388,4952,8650,10252,9853,6481,2103,267,30,44975,12,11,18,33,39,22,10,7,0,152,0,15,105,123,79,29,0,0,0,359,79,82,149,217,227,135,27,3,0,918,0,11,65,100,70,29,0,0,0,270,12,60,145,200,192,100,25,0,0,744,21,58,137,157,171,97,25,0,0,669,796,991,644,507,583,370,137,4,0,4029,1184,703,423,224,210,113,28,9,0,2884,8,54,141,186,182,108,23,0,0,704,34,93,120,152,107,80,18,0,0,604,12,127,381,540,366,183,45,8,3,1670,36,87,150,171,230,148,61,4,0,882,95,470,936,1169,940,495,157,7,0,4269,28,146,276,332,290,168,62,3,3,1307,36,182,670,972,837,464,70,0,0,3236,282,556,1267,1920,2254,1541,340,20,0,8178,197,783,1726,1967,2153,1582,339,19,0,8775,81,117,133,140,126,79,31,8,0,720,98,176,291,297,335,169,54,8,0,1423
305,2398,8409,22957,15458,12703,7552,2245,325,35,72086,3,18,49,39,32,26,9,3,0,183,3,35,371,296,128,36,4,0,0,883,83,155,422,278,263,136,58,3,0,1398,4,19,158,170,97,38,5,0,0,495,20,128,410,348,241,128,29,5,0,1311,30,129,337,242,250,104,34,3,0,1131,734,1507,1483,639,635,445,147,11,0,5596,1229,1892,1887,505,301,217,51,0,3,6086,32,146,522,388,330,176,38,0,0,1633,44,194,391,255,179,91,21,0,0,1184,23,278,1093,829,552,227,37,9,0,3051,59,248,525,358,328,234,94,13,3,1874,110,1148,3100,2013,1379,619,150,16,0,8537,65,385,1148,604,427,214,63,3,0,2919,22,288,1324,1310,1175,584,88,5,0,4797,205,707,2262,1813,2148,1405,292,24,4,8860,192,1371,4079,2606,2366,1638,347,22,0,12625,116,253,443,257,198,124,43,3,0,1431,110,341,716,429,363,201,51,0,0,2209
306,2882,4257,10439,11409,12237,9436,2749,429,56,53894,75,197,397,312,406,338,159,38,6,1932,0,19,58,67,52,22,4,0,0,223,61,65,159,210,256,203,52,3,0,1015,4,10,26,50,43,25,0,0,0,159,28,61,197,278,314,184,45,3,0,1113,33,41,110,170,184,143,28,0,0,713,1118,710,1038,1135,1329,1009,263,18,4,6623,1065,685,1278,1026,934,641,144,17,5,5790,49,133,336,401,445,261,75,11,0,1710,23,54,68,69,67,29,3,0,0,319,17,70,235,231,250,137,25,0,0,965,39,82,189,231,255,224,69,13,0,1101,63,170,504,623,544,352,102,6,0,2368,44,149,441,511,604,432,97,4,0,2293,21,156,702,956,866,531,74,9,0,3315,90,305,1198,1770,2032,1362,202,21,0,6995,160,711,2154,2533,2836,2228,389,15,3,11035,76,78,192,194,186,128,28,8,0,888,117,193,426,500,428,269,73,4,0,2017
307,1828,2486,5355,5495,6384,5475,2166,506,96,29786,98,166,433,552,675,752,510,153,21,3358,0,19,65,53,37,22,0,0,0,193,42,87,180,208,228,154,34,0,0,924,0,9,33,42,35,19,4,0,0,137,21,56,131,131,143,85,21,5,0,586,28,44,78,123,88,59,15,3,0,440,499,319,480,540,632,418,102,13,0,3007,460,253,332,302,321,253,51,5,0,1980,6,22,80,144,176,134,54,3,0,619,13,24,24,31,32,18,9,0,0,148,11,45,128,102,92,53,4,5,0,443,21,44,39,64,64,48,17,3,0,304,49,106,280,230,192,151,38,5,0,1051,19,37,124,162,194,167,38,7,3,756,15,70,251,309,314,209,38,0,0,1204,68,206,641,914,978,634,102,0,0,3550,142,316,767,828,1263,1024,166,14,0,4510,29,21,27,43,39,19,5,0,0,182,61,97,167,166,166,119,29,0,0,804
308,3047,4717,11362,11291,11619,8472,1926,317,33,52788,62,87,243,270,386,359,249,64,12,1732,11,114,315,260,209,80,10,3,0,1013,96,116,364,376,334,150,26,0,0,1457,8,44,209,167,117,61,3,0,0,609,29,78,265,321,316,190,28,3,0,1236,29,61,160,163,152,72,8,3,0,653,1093,750,1060,1103,1214,734,116,10,0,6079,1120,646,738,620,627,368,56,8,0,4181,29,89,301,286,414,226,38,8,3,1398,16,43,55,41,36,32,7,0,0,232,15,62,216,188,184,96,13,0,0,766,48,96,196,159,180,108,36,7,0,827,73,183,423,454,406,217,34,4,3,1793,46,112,297,374,437,268,47,6,0,1586,21,161,616,624,663,395,51,4,0,2540,106,426,1366,1862,1855,1113,147,10,0,6889,183,770,1832,1715,2134,1562,239,15,0,8441,42,37,87,66,76,55,17,4,0,388,112,234,442,373,342,215,34,11,0,1763
309,7132,12481,29532,30832,29164,20229,6503,781,70,136715,14,23,90,122,135,97,51,19,0,549,0,6,69,61,51,39,5,3,0,231,248,258,649,878,1018,653,179,16,0,3901,3,8,64,74,76,52,3,0,0,285,72,238,873,1117,1019,629,158,7,4,4112,66,173,510,606,568,291,99,4,0,2312,2490,2763,3309,2803,3174,2174,544,33,4,17304,3285,2516,3168,2068,1809,1119,269,16,4,14254,42,154,527,582,724,412,132,15,3,2577,119,226,404,376,401,204,44,6,0,1787,51,283,939,940,878,532,113,15,0,3747,92,339,805,845,948,751,277,33,3,4087,152,696,1880,2107,1705,1029,334,19,3,7933,118,479,1410,1457,1548,1102,274,23,0,6417,33,210,993,1497,1366,789,133,3,0,5028,267,853,2998,4265,4119,2678,455,30,0,15662,446,1921,5616,5636,6367,4789,984,52,3,25816,361,611,809,737,704,428,92,4,0,3755,213,543,1405,1239,1038,654,165,9,0,5257
310,3717,7156,16972,16350,15132,9884,2206,283,35,71745,29,100,168,168,223,210,110,26,0,1033,0,13,67,64,67,27,3,0,0,247,129,256,721,867,960,474,63,4,0,3467,4,21,112,116,83,52,9,0,0,397,46,108,352,307,300,166,35,3,0,1309,41,113,343,357,339,152,22,0,0,1363,1163,1391,1727,1396,1310,728,116,5,0,7831,1611,828,800,562,528,275,50,5,0,4652,47,133,398,461,451,265,61,0,0,1813,62,78,150,110,88,45,3,3,0,542,39,165,745,581,394,172,15,0,0,2111,38,150,321,260,239,152,32,4,0,1192,81,365,946,738,574,333,56,7,0,3101,73,219,571,542,544,417,69,7,0,2437,41,248,1159,1307,1207,583,68,0,0,4619,133,467,1707,2188,2262,1398,224,9,0,8384,307,1295,3281,3230,3409,2217,354,16,0,14109,64,102,159,150,130,62,16,3,0,688,146,337,747,645,488,263,52,7,0,2685
311,4023,7509,16523,16696,15180,10826,2511,207,24,73494,22,38,106,136,162,125,47,16,0,645,0,9,55,48,48,26,3,0,0,190,114,249,708,812,965,558,104,5,0,3528,3,26,69,84,80,47,9,0,0,315,41,169,489,518,521,312,61,5,0,2115,47,127,381,431,413,261,39,3,0,1697,1297,1361,1635,1495,1492,952,179,8,0,8419,1555,772,806,569,499,283,47,3,0,4527,31,141,455,516,657,387,71,9,0,2258,43,78,162,113,110,68,14,0,0,579,21,133,576,523,449,220,19,6,0,1956,45,145,343,291,263,178,41,3,0,1312,66,312,800,838,614,350,73,3,0,3056,56,219,619,654,643,453,80,9,0,2725,59,182,796,1027,901,535,69,5,0,3576,155,489,1556,2046,2002,1405,202,8,0,7859,307,1149,2894,2870,3077,2223,384,13,0,12927,141,122,172,178,141,97,24,3,0,878,172,348,660,556,523,312,73,0,0,2636
