SA4_CODE_2016,F_ID_NS_15_19,F_ID_NS_20_24,F_ID_NS_25_34,F_ID_NS_35_44,F_ID_NS_45_54,F_ID_NS_55_64,F_ID_NS_65_74,F_ID_NS_75_84,F_ID_NS_85ov,F_ID_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Ag_For_Fshg_15_19,P_Ag_For_Fshg_20_24,P_Ag_For_Fshg_25_34,P_Ag_For_Fshg_35_44,P_Ag_For_Fshg_45_54,P_Ag_For_Fshg_55_64,P_Ag_For_Fshg_65_74,P_Ag_For_Fshg_75_84,P_Ag_For_Fshg_85ov,P_Ag_For_Fshg_Tot,P_Mining_15_19,P_Mining_20_24,P_Mining_25_34,P_Mining_35_44,P_Mining_45_54,P_Mining_55_64,P_Mining_65_74,P_Mining_75_84,P_Mining_85ov,P_Mining_Tot,P_Manufact_15_19,P_Manufact_20_24,P_Manufact_25_34,P_Manufact_35_44,P_Manufact_45_54,P_Manufact_55_64,P_Manufact_65_74,P_Manufact_75_84,P_Manufact_85ov,P_Manufact_Tot,P_El_Gas_Wt_Waste_15_19,P_El_Gas_Wt_Waste_20_24,P_El_Gas_Wt_Waste_25_34,P_El_Gas_Wt_Waste_35_44,P_El_Gas_Wt_Waste_45_54,P_El_Gas_Wt_Waste_55_64,P_El_Gas_Wt_Waste_65_74,P_El_Gas_Wt_Waste_75_84,P_El_Gas_Wt_Waste_85ov,P_El_Gas_Wt_Waste_Tot,P_Constru_15_19,P_Constru_20_24,P_Constru_25_34,P_Constru_35_44,P_Constru_45_54,P_Constru_55_64,P_Constru_65_74,P_Constru_75_84,P_Constru_85ov,P_Constru_Tot,P_WhlesaleTde_15_19,P_WhlesaleTde_20_24,P_WhlesaleTde_25_34,P_WhlesaleTde_35_44,P_WhlesaleTde_45_54,P_WhlesaleTde_55_64,P_WhlesaleTde_65_74,P_WhlesaleTde_75_84,P_WhlesaleTde_85ov,P_WhlesaleTde_Tot,P_RetTde_15_19,P_RetTde_20_24,P_RetTde_25_34,P_RetTde_35_44,P_RetTde_45_54,P_RetTde_55_64,P_RetTde_65_74,P_RetTde_75_84,P_RetTde_85ov,P_RetTde_Tot,P_Accom_food_15_19,P_Accom_food_20_24,P_Accom_food_25_34,P_Accom_food_35_44,P_Accom_food_45_54,P_Accom_food_55_64,P_Accom_food_65_74,P_Accom_food_75_84,P_Accom_food_85ov,P_Accom_food_Tot,P_Trans_post_wrehsg_15_19,P_Trans_post_wrehsg_20_24,P_Trans_post_wrehsg_25_34,P_Trans_post_wrehsg_35_44,P_Trans_post_wrehsg_45_54,P_Trans_post_wrehsg_55_64,P_Trans_post_wrehsg_65_74,P_Trans_post_wrehsg_75_84,P_Trans_post_wrehsg_85ov,P_Trans_post_wrehsg_Tot,P_Info_media_teleco_15_19,P_Info_media_teleco_20_24,P_Info_media_teleco_25_34,P_Info_media_teleco_35_44,P_Info_media_teleco_45_54,P_Info_media_teleco_55_64,P_Info_media_teleco_65_74,P_Info_media_teleco_75_84,P_Info_media_teleco_85ov,P_Info_media_teleco_Tot,P_Fin_Insur_15_19,P_Fin_Insur_20_24,P_Fin_Insur_25_34,P_Fin_Insur_35_44,P_Fin_Insur_45_54,P_Fin_Insur_55_64,P_Fin_Insur_65_74,P_Fin_Insur_75_84,P_Fin_Insur_85ov,P_Fin_Insur_Tot,P_RtnHir_REst_15_19,P_RtnHir_REst_20_24,P_RtnHir_REst_25_34,P_RtnHir_REst_35_44,P_RtnHir_REst_45_54,P_RtnHir_REst_55_64,P_RtnHir_REst_65_74,P_RtnHir_REst_75_84,P_RtnHir_REst_85ov,P_RtnHir_REst_Tot,P_Pro_scien_tec_15_19,P_Pro_scien_tec_20_24,P_Pro_scien_tec_25_34,P_Pro_scien_tec_35_44,P_Pro_scien_tec_45_54,P_Pro_scien_tec_55_64,P_Pro_scien_tec_65_74,P_Pro_scien_tec_75_84,P_Pro_scien_tec_85ov,P_Pro_scien_tec_Tot,P_Admin_supp_15_19,P_Admin_supp_20_24,P_Admin_supp_25_34,P_Admin_supp_35_44,P_Admin_supp_45_54,P_Admin_supp_55_64,P_Admin_supp_65_74,P_Admin_supp_75_84,P_Admin_supp_85ov,P_Admin_supp_Tot,P_Public_admin_sfty_15_19,P_Public_admin_sfty_20_24,P_Public_admin_sfty_25_34,P_Public_admin_sfty_35_44,P_Public_admin_sfty_45_54,P_Public_admin_sfty_55_64,P_Public_admin_sfty_65_74,P_Public_admin_sfty_75_84,P_Public_admin_sfty_85ov,P_Public_admin_sfty_Tot,P_Educ_trng_15_19,P_Educ_trng_20_24,P_Educ_trng_25_34,P_Educ_trng_35_44,P_Educ_trng_45_54,P_Educ_trng_55_64,P_Educ_trng_65_74,P_Educ_trng_75_84,P_Educ_trng_85ov,P_Educ_trng_Tot,P_HlthCare_SocAs_15_19,P_HlthCare_SocAs_20_24,P_HlthCare_SocAs_25_34,P_HlthCare_SocAs_35_44,P_HlthCare_SocAs_45_54,P_HlthCare_SocAs_55_64,P_HlthCare_SocAs_65_74,P_HlthCare_SocAs_75_84,P_HlthCare_SocAs_85ov,P_HlthCare_SocAs_Tot,P_Art_recn_15_19,P_Art_recn_20_24,P_Art_recn_25_34,P_Art_recn_35_44,P_Art_recn_45_54,P_Art_recn_55_64,P_Art_recn_65_74,P_Art_recn_75_84,P_Art_recn_85ov,P_Art_recn_Tot
205,109,109,214,265,376,345,133,52,12,1608,3184,4199,9351,10184,12751,10506,2356,332,51,52908,244,496,1367,1522,1798,2005,1428,481,73,9422,5,33,317,342,432,299,39,5,0,1476,333,617,1408,1539,1889,1457,284,30,7,7562,33,131,524,648,1090,856,122,9,3,3425,457,1201,2607,2255,2266,1769,380,25,9,10966,67,176,432,492,610,433,111,20,0,2339,1772,1341,1985,1947,2228,1799,405,51,4,11542,2035,1132,1178,1003,1126,977,248,19,3,7717,57,141,455,665,1060,1030,326,21,0,3758,56,115,181,164,188,196,38,3,0,938,19,109,365,381,420,236,64,5,0,1607,31,107,259,262,296,246,100,10,4,1314,70,248,831,865,930,874,339,48,0,4205,89,165,456,633,810,684,201,18,3,3063,55,372,1387,1576,1764,1404,246,16,3,6836,158,421,1565,2010,2479,2120,361,22,3,9129,153,965,2621,2753,3813,3658,688,45,9,14707,158,146,266,310,332,317,101,19,0,1651
206,138,681,1993,1057,869,483,204,42,15,5472,4084,18387,61279,32900,23856,14697,3716,340,79,159332,18,97,305,176,139,123,79,23,0,961,0,21,296,258,172,76,24,3,0,852,238,801,4288,3125,2423,1405,376,60,5,12717,10,146,1240,825,450,213,42,0,0,2937,153,1279,5975,3112,2374,1367,332,42,6,14642,76,593,2774,2010,1548,834,257,38,7,8122,1750,5574,9392,4099,2940,1747,575,68,15,26153,2548,7511,11476,3349,1768,960,252,33,8,27912,81,651,3134,2297,2010,1172,328,32,0,9702,148,791,4438,3024,1810,804,166,15,7,11197,46,1098,8236,5562,3122,1365,396,69,28,19925,56,576,2533,1334,1004,608,305,59,16,6494,185,3463,21625,12086,6887,3848,1450,169,36,49753,111,1193,4554,2345,1587,955,334,38,8,11126,55,699,5570,4506,3763,2293,460,44,9,17397,519,2305,10466,6796,5852,4678,1159,92,13,31877,175,2417,13350,7625,6130,4725,1422,154,25,36034,431,1612,4106,2192,1340,769,277,36,7,10777
207,107,271,624,612,714,384,161,52,18,2940,3939,8464,17544,16685,19191,12232,3356,355,49,81820,11,44,80,71,124,72,73,20,7,507,0,7,64,128,106,73,27,0,0,402,270,507,1412,1798,2259,1446,431,66,6,8197,7,60,409,376,361,171,38,3,0,1425,190,885,2181,1950,2152,1239,389,57,4,9049,102,397,1192,1448,1716,859,243,48,3,6002,1940,3641,3529,2591,2961,1863,602,77,4,17210,2271,2720,2574,1450,1513,937,186,24,3,11683,50,263,875,1034,1259,934,239,29,3,4678,138,396,1090,1187,1013,511,111,12,0,4462,37,553,2594,3024,2665,1219,332,45,12,10490,59,330,1024,851,878,549,224,49,5,3976,163,1648,5232,5329,5064,3179,1158,160,20,21954,94,553,1341,1096,1211,844,302,42,4,5497,35,305,1294,1616,2051,1469,381,43,3,7196,540,1350,3154,3054,4290,3530,976,93,9,16997,210,1451,4851,4672,5723,4608,1449,145,16,23123,574,683,790,539,526,322,151,23,8,3617
208,134,267,663,772,911,512,203,37,26,3524,4167,8088,20176,22059,23328,14512,3771,308,65,96470,9,39,103,126,160,91,46,14,3,595,3,12,89,131,141,92,19,0,0,480,303,535,2036,2880,3270,2085,573,50,5,11741,10,63,472,579,455,230,48,4,0,1858,299,1189,3333,3135,3056,1848,491,63,5,13428,109,402,1376,1952,2114,1249,352,50,5,7614,2187,3286,3852,3341,3385,2310,804,108,14,19293,2347,2510,2443,1477,1269,740,184,23,3,11000,46,277,1021,1309,1629,1209,323,36,10,5856,118,330,1126,1523,1323,624,117,7,0,5168,52,480,2571,3859,3104,1404,386,44,18,11909,45,308,990,1020,1084,658,286,48,9,4447,148,1322,5612,6958,6034,3563,1334,153,9,25132,90,491,1464,1629,1602,1017,355,45,4,6700,43,333,1682,2409,2606,1710,384,41,14,9225,521,1224,3762,4319,5073,4084,976,70,5,20021,235,1365,4966,5178,6110,4743,1373,123,16,24104,623,749,938,868,850,452,179,34,5,4692
209,182,369,987,921,912,578,156,43,9,4154,5424,10783,26004,25324,23883,15046,2657,220,40,109382,32,95,260,286,263,189,105,34,0,1282,5,19,81,111,115,77,10,3,0,423,499,985,3439,4377,4656,3093,583,59,5,17702,8,136,687,686,516,366,62,4,0,2464,733,2354,6245,5333,4511,2549,525,31,5,22282,125,442,1539,1852,1866,1117,219,20,0,7177,3007,4392,5215,4115,3858,2503,525,41,11,23674,3315,2872,3179,1815,1513,837,150,12,9,13704,103,623,2942,2877,2928,2124,434,21,3,12063,127,284,1167,1285,959,472,71,4,0,4369,46,535,2557,2723,1896,918,159,16,3,8853,58,332,934,759,667,405,117,15,6,3287,140,1118,4533,4886,3337,1969,544,60,7,16596,100,690,1944,1858,1811,1301,287,28,3,8029,112,650,3008,3778,3618,2305,428,52,5,13952,403,1394,4806,5219,4898,3798,695,33,3,21267,263,2079,7537,7339,7028,5341,1069,64,3,30735,474,725,919,782,629,399,111,20,3,4062
210,127,294,645,603,642,387,100,22,8,2820,3634,7268,17091,16227,15986,9244,1627,130,24,71229,17,78,146,168,185,132,87,27,7,850,3,12,68,83,73,41,4,0,0,275,304,777,2570,3150,3447,2154,403,29,6,12836,14,93,438,414,371,232,25,3,0,1596,516,1755,4385,3610,3091,1524,320,24,3,15235,91,352,1024,1256,1203,699,146,14,0,4772,1940,3063,3434,2584,2775,1559,343,23,7,15742,2459,1795,2153,1293,1159,686,120,16,0,9683,148,929,3389,3375,3595,2185,428,11,4,14057,99,219,688,691,496,214,33,0,0,2449,30,375,1834,1782,1197,595,108,6,4,5944,47,232,624,544,455,309,62,8,3,2287,67,688,2804,2642,1767,1018,265,30,0,9292,97,569,1464,1272,1323,787,218,19,0,5759,79,538,2057,2367,2424,1541,277,17,3,9304,226,880,2957,3091,3008,2077,341,26,3,12615,168,1304,4340,4133,3918,2608,507,40,0,17019,240,431,589,507,403,274,104,17,3,2571
211,195,375,848,935,1129,719,216,54,12,4481,6774,11058,23681,25255,27967,19212,3894,312,46,118197,64,149,327,458,513,437,209,57,12,2219,3,14,100,118,97,61,23,0,0,425,622,1311,3575,5083,5958,4137,881,80,5,21660,29,137,592,611,653,432,58,0,0,2508,1097,3002,6562,5601,5622,3429,694,63,15,26080,212,637,1957,2698,2793,1842,377,31,5,10560,3718,4619,5003,4531,4806,3455,877,92,3,27109,4098,2595,2168,1707,1492,986,218,26,0,13293,97,416,1379,1643,2271,1854,525,32,3,8221,176,372,1061,1216,1152,700,109,7,0,4790,44,424,2042,2407,2169,1252,232,17,6,8582,98,351,994,859,764,571,177,22,0,3832,166,1227,4370,5140,4122,2714,958,95,6,18806,180,705,1664,1831,2046,1561,466,43,3,8508,72,474,2126,2873,3165,2391,508,65,3,11673,495,1277,4439,4949,5523,4485,912,64,11,22153,366,2182,6348,6487,7644,6256,1342,95,14,30734,637,700,823,767,671,408,149,20,0,4183
212,253,707,1742,1607,1574,980,206,53,20,7137,7879,15715,36880,34486,32949,19630,3593,321,64,151513,103,238,643,717,818,635,266,111,17,3549,0,27,143,175,150,95,20,0,0,607,719,2392,7664,9842,10272,6379,1077,75,14,38437,29,175,948,939,818,443,77,8,3,3448,1082,3683,8535,7179,5948,3466,665,50,8,30625,234,980,3387,3854,3626,2194,390,25,3,14694,4200,6710,8742,6885,6000,3585,707,73,11,36916,5216,4106,4261,2711,2248,1293,218,18,3,20070,171,995,3980,3987,4166,2957,687,45,5,16999,168,503,1559,1487,1138,535,99,7,0,5507,83,896,3801,3467,2378,1128,242,22,3,12014,97,508,1409,1067,905,571,167,29,0,4755,189,1590,6273,6074,4077,2365,676,93,10,21354,194,1212,3236,2800,2605,1821,449,48,4,12369,58,663,2803,3120,3130,2113,479,56,7,12428,611,1835,5290,5699,5520,3723,750,66,14,23505,411,3092,10222,9414,9072,6120,1245,84,11,39672,639,945,1135,848,711,419,119,21,3,4834
213,237,689,1739,1559,1270,701,148,26,11,6385,6871,14415,40250,36986,30232,16629,2323,144,47,147887,34,146,485,452,422,294,84,15,3,1927,0,17,173,198,145,109,11,0,0,666,487,1432,5731,7715,7361,4568,580,30,3,27908,27,214,1191,1127,724,366,61,0,4,3711,894,2857,7423,6568,4843,2569,383,27,4,25563,146,744,2769,3039,2714,1472,214,17,3,11120,3590,6020,8447,6366,5166,2898,493,33,5,33030,4889,4198,5640,3207,2325,1339,202,19,0,21820,247,1778,7787,7712,6809,4427,707,25,9,29498,148,443,2009,2214,1110,460,57,3,0,6448,54,790,5097,4878,2350,948,128,8,3,14262,99,479,1516,1313,833,443,96,8,0,4785,131,1302,6978,7016,3613,1678,383,25,5,21146,184,1254,3721,3063,2556,1658,329,22,5,12796,91,770,4187,5185,4560,2708,515,29,0,18048,510,1713,6086,6105,5159,3322,520,41,7,23452,299,2374,9592,9067,7517,4738,765,31,12,34390,490,926,1772,1383,901,532,108,7,5,6126
214,115,190,420,539,605,400,156,32,13,2464,3751,5527,11536,13281,15158,10697,2544,193,33,62709,37,125,201,275,344,304,143,45,5,1473,0,8,58,91,113,62,22,7,0,361,356,676,1755,2692,2900,2130,459,42,8,11024,13,65,252,312,404,277,40,9,0,1369,625,1751,4125,3767,3486,2276,478,44,11,16567,85,264,811,1130,1112,813,227,29,6,4474,2172,2227,2618,2552,2690,2122,597,47,4,15022,2328,1406,1219,1042,1005,699,180,15,3,7886,43,216,643,872,1253,1078,306,20,3,4439,71,142,267,369,374,228,61,5,0,1517,25,143,579,713,728,498,166,28,3,2876,53,199,461,532,538,367,170,27,0,2344,82,357,1251,1891,1762,1292,561,65,5,7264,79,288,762,1048,1355,987,302,30,0,4845,278,594,1327,1502,1770,1176,248,41,0,6949,181,537,1974,2529,2805,2216,477,40,4,10763,189,1086,3174,3612,4570,3701,895,56,5,17293,335,349,455,504,505,348,133,22,4,2659
215,62,71,158,174,195,193,82,38,7,977,1878,2440,5147,5613,7199,5945,1388,210,41,29860,206,547,1399,1675,2187,2265,1280,388,62,10022,6,36,126,137,125,90,9,3,0,532,251,430,811,802,931,707,155,19,0,4104,4,37,142,151,241,176,23,3,0,779,222,482,971,732,884,700,148,15,3,4156,68,148,339,322,358,315,62,8,0,1612,1138,765,1054,1062,1319,1073,214,23,7,6659,1007,545,687,503,571,554,141,16,0,4033,27,119,341,474,726,724,197,20,5,2624,34,54,95,89,93,75,15,3,3,467,16,82,202,199,226,145,29,7,0,901,13,39,87,109,110,101,35,4,5,506,54,139,436,431,387,317,103,11,0,1879,47,137,343,365,483,453,88,16,0,1931,36,178,592,807,1087,837,155,16,0,3709,61,258,936,1073,1298,1064,200,11,4,4916,172,662,1639,1631,2269,2166,354,23,6,8916,72,73,113,146,132,119,39,3,0,704
216,63,75,137,154,197,152,67,25,7,880,1796,2022,4590,5108,6367,4798,1031,145,31,25887,198,328,934,1055,1392,1378,693,217,35,6238,0,7,31,31,45,21,5,0,0,151,267,555,1097,1384,1540,1180,150,12,7,6202,16,49,225,252,271,196,30,3,0,1034,247,543,978,845,956,686,135,17,3,4417,45,87,188,249,299,213,65,5,0,1154,1113,582,986,931,1142,849,209,21,3,5833,874,464,520,464,540,472,110,13,3,3462,37,79,269,376,590,583,204,21,3,2162,36,47,93,62,82,71,22,4,0,418,15,63,140,180,199,133,22,3,0,751,12,52,87,105,143,91,34,6,0,533,63,166,433,397,431,306,102,14,3,1904,24,106,276,301,382,297,69,10,0,1466,24,95,336,517,591,475,87,7,3,2136,132,192,780,900,1049,845,151,17,0,4064,78,476,1451,1538,1938,1752,321,18,6,7580,76,62,106,112,98,73,35,3,0,561
217,69,57,94,116,185,148,90,34,11,803,1786,2023,4218,5012,6589,5162,1249,194,38,26274,278,540,1157,1410,1816,1809,1103,340,51,8502,0,15,62,82,82,60,12,3,0,319,259,511,1011,1058,1291,829,124,15,4,5097,5,26,125,120,175,94,11,3,0,564,212,445,835,727,810,638,119,19,5,3802,61,138,233,277,343,271,80,6,0,1404,1006,605,862,855,1034,866,201,17,3,5451,1045,606,607,567,587,463,138,13,3,4045,27,120,295,436,603,591,192,11,0,2263,31,44,99,73,83,75,16,0,0,422,12,38,142,172,180,130,22,8,0,707,15,33,77,97,116,85,39,9,4,464,34,107,372,409,425,348,114,16,4,1813,30,68,202,289,353,335,93,15,5,1382,33,91,391,606,823,652,111,12,3,2718,109,190,652,971,1215,962,169,11,4,4278,111,448,1263,1451,2145,1986,298,21,7,7727,81,76,96,104,126,110,45,7,0,650
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,14,14,10,9,4,0,0,0,50,25,142,304,121,102,80,16,0,0,786,3,13,23,5,10,7,3,0,0,62,0,0,10,5,0,0,0,0,0,17,3,13,39,44,26,7,4,0,0,131,0,0,7,3,3,5,0,0,0,20,4,20,73,51,25,22,4,0,0,199,0,3,16,17,7,10,0,0,0,42,12,21,32,30,23,16,0,0,0,133,21,80,84,25,20,14,5,0,0,245,0,15,45,29,24,18,3,0,0,134,0,4,12,3,6,0,0,0,0,29,0,0,16,11,10,4,0,3,0,45,0,0,11,5,7,0,0,0,0,29,0,8,76,26,11,10,3,0,0,131,0,11,32,11,10,17,4,0,0,89,10,28,33,23,17,19,0,0,0,118,3,10,40,25,14,21,0,0,0,115,0,22,62,39,34,28,0,0,0,189,5,9,31,9,15,7,3,0,0,65
301,110,139,322,446,422,270,73,16,9,1806,3710,4505,9450,11936,13082,8361,1492,109,16,52669,37,66,103,144,173,146,51,18,0,735,8,30,249,422,366,168,31,3,4,1280,264,531,1405,1961,2267,1487,247,12,0,8181,15,56,204,300,360,237,28,3,0,1210,500,1196,2864,2870,2581,1578,303,10,0,11901,95,245,702,927,1061,652,144,15,0,3833,1901,1680,1783,1758,1930,1360,285,27,3,10720,2375,1046,762,698,592,417,104,3,0,6007,111,354,1013,1524,1916,1411,317,28,0,6676,87,121,304,336,353,211,36,0,0,1447,32,157,722,959,816,475,65,9,4,3233,64,159,360,441,552,370,149,33,4,2136,161,503,1338,1939,1725,1056,280,28,0,7031,110,295,695,882,949,679,173,9,0,3790,54,218,1141,1758,1961,1214,179,6,0,6535,222,548,1449,2254,2563,1757,334,13,5,9141,323,1019,2491,2876,3539,2704,495,29,3,13474,196,202,245,298,296,192,53,10,0,1482
302,65,131,370,339,296,188,56,19,4,1474,2788,5216,12797,11783,10636,6662,1250,110,10,51257,15,23,58,79,69,34,16,3,0,305,7,24,394,382,224,85,10,0,0,1126,143,397,1192,1314,1318,817,188,16,3,5394,4,45,309,449,353,191,20,3,0,1363,281,888,2319,1851,1552,933,183,23,0,8035,60,197,621,725,676,391,89,10,0,2762,1462,1843,2158,1449,1306,904,232,19,3,9382,1829,1406,1580,825,648,395,97,9,4,6791,68,400,1838,1719,1735,1237,244,21,0,7259,67,178,422,409,336,197,31,4,0,1639,31,202,1125,1093,797,408,77,3,0,3728,53,205,484,433,378,243,101,18,0,1911,123,707,2531,2423,1595,864,199,23,0,8474,80,383,1003,845,719,546,123,9,0,3714,46,592,2225,2495,2224,1343,195,8,0,9131,217,572,1866,2315,2367,1545,265,27,0,9174,259,1243,3751,3581,3328,2398,466,42,8,15066,150,243,460,397,295,194,76,7,3,1823
303,104,295,730,603,462,271,75,21,12,2565,4252,9071,21716,18106,15830,9505,1825,134,13,80448,17,71,201,151,120,78,49,8,0,696,4,42,492,560,279,118,24,0,0,1516,217,693,2263,2339,2163,1352,220,28,0,9278,9,61,357,436,395,230,23,0,0,1512,405,1211,3312,2751,2236,1327,280,23,0,11542,96,362,1205,1242,1126,695,163,11,0,4903,2056,3447,3968,2321,1928,1350,346,34,3,15461,2825,2861,3489,1533,1191,638,147,16,0,12701,90,515,2165,1902,1725,1251,288,31,0,7965,101,305,796,626,467,229,45,3,0,2568,36,372,1955,1839,1206,605,116,11,5,6156,74,344,993,844,704,457,159,38,11,3620,212,1489,4875,4253,2674,1434,390,48,3,15382,144,727,1884,1379,1058,720,189,18,0,6125,81,582,2628,3243,2880,1552,200,13,0,11191,384,1308,3798,4287,4396,2845,552,38,0,17614,389,2152,6788,5494,4914,3352,719,53,6,23858,301,421,720,538,387,248,77,8,0,2694
304,71,122,218,289,212,148,55,14,4,1133,3083,4833,7982,9705,9609,6069,1509,114,13,42924,21,28,47,89,91,64,40,14,0,397,3,36,272,464,400,178,34,0,0,1391,134,222,553,787,910,546,123,10,0,3293,3,21,185,277,258,139,20,5,0,913,185,510,1170,1262,1070,664,176,13,0,5049,65,149,356,490,551,343,91,9,0,2054,1294,1769,1273,992,993,681,262,21,0,7279,1937,1312,861,519,410,272,71,14,0,5389,34,164,494,687,725,522,149,15,6,2790,68,204,274,386,320,185,44,9,0,1488,25,217,776,1066,849,470,131,18,6,3566,67,169,328,341,443,312,160,19,3,1839,172,997,2144,2962,2557,1522,554,50,3,10965,80,309,534,625,538,346,118,9,3,2561,154,823,1752,2040,1947,1086,192,12,0,8016,485,986,1980,2812,3115,2196,576,49,0,12202,273,1034,2280,2668,2884,2107,533,47,6,11836,172,246,274,305,235,174,57,16,0,1469
305,87,293,601,419,332,164,48,20,4,1982,3179,9545,21317,13797,11736,6828,1610,147,18,68178,16,44,128,84,98,71,43,5,0,477,5,98,1038,863,509,214,32,3,0,2761,135,426,1346,936,908,524,138,18,3,4430,10,55,381,418,285,149,22,0,0,1316,210,945,2739,1786,1415,793,207,22,4,8121,67,300,849,689,705,352,110,15,0,3090,1166,2646,2922,1332,1201,769,290,30,0,10350,2132,3487,4153,1230,686,438,121,16,3,12266,55,403,1580,1209,1101,711,221,15,6,5296,88,389,961,630,484,241,50,3,0,2849,49,515,2311,1824,1318,555,135,25,3,6728,102,457,1185,853,752,535,222,48,4,4151,198,2158,6814,4790,3520,1857,535,67,4,19940,133,717,2141,1106,757,412,122,18,5,5405,52,702,2692,2537,2305,1227,184,13,0,9710,338,1110,3555,2715,2980,2058,483,37,3,13281,267,1821,5712,3909,3503,2353,586,62,4,18217,219,518,1004,556,442,260,94,16,0,3099
306,94,131,326,360,377,241,118,30,3,1689,3175,4006,10041,11645,12424,8777,1944,204,31,52249,210,572,1205,1023,1199,1088,531,190,26,6041,7,46,398,517,456,231,49,3,0,1716,235,390,791,961,1107,888,192,24,0,4583,9,39,188,245,301,190,22,0,0,997,320,664,1686,1918,1995,1439,258,25,6,8304,100,115,390,534,546,457,87,3,0,2228,1791,1262,1845,1863,2075,1573,468,45,8,10935,1895,1239,2295,1819,1618,1173,314,38,7,10390,102,310,1057,1272,1666,1265,390,40,4,6109,36,103,165,148,177,115,27,7,0,776,25,85,319,352,375,224,59,0,3,1439,61,123,297,398,446,389,169,26,3,1910,86,293,902,1073,1023,790,283,29,3,4479,108,283,812,980,1146,793,208,21,0,4349,65,404,1566,2089,2106,1387,188,14,0,7823,155,413,1541,2299,2611,1890,380,31,3,9330,193,888,2813,3223,3590,2803,531,33,3,14080,172,189,403,410,389,269,74,18,0,1921
307,78,54,129,164,185,152,81,27,6,878,1661,1983,4407,5095,5843,4481,1315,252,33,25074,368,607,1566,1829,2289,2302,1545,501,87,11092,15,72,390,415,314,162,22,0,0,1382,219,413,720,725,751,497,122,9,0,3461,9,55,217,229,266,135,19,3,0,939,267,465,942,822,881,696,141,10,3,4220,84,144,250,335,316,227,65,8,3,1432,849,586,826,848,982,706,192,34,0,5028,786,372,528,423,451,395,100,15,0,3068,42,129,354,474,703,619,222,16,0,2556,17,39,46,46,49,38,12,0,0,256,21,57,167,152,129,85,13,4,0,622,31,65,86,108,116,102,51,11,0,571,76,150,366,349,316,274,103,11,0,1634,35,70,187,224,292,243,62,16,0,1138,34,183,568,691,792,621,102,13,0,2999,94,245,814,1076,1202,852,167,0,0,4442,153,343,862,965,1457,1222,222,19,0,5248,50,22,46,69,70,65,26,6,0,347
308,88,107,225,290,322,178,65,18,3,1299,3253,4206,9397,9701,10415,6464,1239,175,20,44867,181,303,717,772,1015,1051,675,240,25,4982,92,483,2212,2410,2140,1075,110,8,6,8538,269,607,1709,1818,1641,922,135,7,0,7105,57,210,581,565,661,418,42,0,0,2534,301,819,1969,1864,1696,1188,171,20,0,8032,107,228,574,557,519,345,53,8,0,2389,1834,1286,1677,1565,1685,1053,216,18,0,9335,1976,1045,1128,845,870,578,127,20,3,6591,102,300,1016,1121,1613,1250,273,25,3,5714,38,80,117,95,77,89,20,3,0,532,15,77,279,274,269,144,40,3,0,1105,63,139,326,277,331,245,84,11,0,1473,115,322,947,936,872,531,100,10,3,3842,100,228,544,627,718,468,95,12,0,2798,58,333,1157,1221,1463,1014,152,6,0,5406,167,545,1747,2228,2285,1527,242,18,0,8759,222,904,2201,2145,2534,1899,326,19,0,10248,105,76,150,130,135,112,32,8,0,744
309,303,450,1022,1138,1160,767,251,65,22,5170,8389,12744,27533,28540,28804,19193,4563,358,45,130176,46,89,244,325,331,257,163,44,5,1502,4,45,489,572,459,254,49,8,0,1886,667,1129,2781,3444,3446,2203,597,72,4,14347,17,71,284,413,491,262,38,3,0,1589,1017,2748,7600,7632,6678,4031,938,58,7,30708,165,433,1245,1623,1657,981,324,31,0,6457,4048,4749,6064,5038,5224,3564,1034,80,4,29806,5626,4276,5902,3906,3267,2129,622,61,4,25792,119,461,1736,2130,2692,2087,766,65,4,10062,196,456,977,935,972,491,110,7,0,4144,90,480,1589,1712,1575,1000,310,41,8,6800,155,557,1392,1605,1780,1516,742,111,11,7869,258,1247,3732,4294,3436,2392,899,85,7,16363,247,929,2418,2640,2728,1992,544,63,4,11561,87,506,2157,3172,3177,2006,337,25,0,11471,429,1239,4155,5704,5507,3892,819,75,3,21823,536,2342,7209,7292,8099,6082,1409,97,11,33078,732,1208,1745,1556,1449,888,257,28,0,7875
