SA4_CODE_2016,P_15_yrs_over_M,P_15_yrs_over_F,P_15_yrs_over_P,lfs_Emplyed_wrked_full_time_M,lfs_Emplyed_wrked_full_time_F,lfs_Emplyed_wrked_full_time_P,lfs_Emplyed_wrked_part_time_M,lfs_Emplyed_wrked_part_time_F,lfs_Emplyed_wrked_part_time_P,lfs_Employed_away_from_work_M,lfs_Employed_away_from_work_F,lfs_Employed_away_from_work_P,lfs_Unmplyed_lookng_for_wrk_M,lfs_Unmplyed_lookng_for_wrk_F,lfs_Unmplyed_lookng_for_wrk_P,lfs_Tot_LF_M,lfs_Tot_LF_F,lfs_Tot_LF_P,lfs_N_the_labour_force_M,lfs_N_the_labour_force_F,lfs_N_the_labour_force_P,Percent_Unem_loyment_M,Percent_Unem_loyment_F,Percent_Unem_loyment_P,Percnt_LabForc_prticipation_M,Percnt_LabForc_prticipation_F,Percnt_LabForc_prticipation_P,Percnt_Employment_to_populn_M,Percnt_Employment_to_populn_F,Percnt_Employment_to_populn_P,Non_sch_quals_PostGrad_Dgre_M,Non_sch_quals_PostGrad_Dgre_F,Non_sch_quals_PostGrad_Dgre_P,Non_sch_quals_Gr_Dip_Gr_Crt_M,Non_sch_quals_Gr_Dip_Gr_Crt_F,Non_sch_quals_Gr_Dip_Gr_Crt_P,Non_sch_quals_Bchelr_Degree_M,Non_sch_quals_Bchelr_Degree_F,Non_sch_quals_Bchelr_Degree_P,Non_sch_quls_Advncd_Dip_Dip_M,Non_sch_quls_Advncd_Dip_Dip_F,Non_sch_quls_Advncd_Dip_Dip_P,Non_sch_quls_Cert3a4_Level_M,Non_sch_quls_Cert3a4_Level_F,Non_sch_quls_Cert3a4_Level_P,Non_sch_quls_Cert1a2_Level_M,Non_sch_quls_Cert1a2_Level_F,Non_sch_quls_Cert1a2_Level_P,Non_sch_quls_Certnfd_Level_M,Non_sch_quls_Certnfd_Level_F,Non_sch_quls_Certnfd_Level_P,Non_sch_quls_CertTot_Level_M,Non_sch_quls_CertTot_Level_F,Non_sch_quls_CertTot_Level_P,Migtn_Lvd_same_add_1_yr_ago_M,Migtn_Lvd_same_add_1_yr_ago_F,Migtn_Lvd_same_add_1_yr_ago_P,Migtn_Lvd_Diff_add_1_yr_ago_M,Migtn_Lvd_Diff_add_1_yr_ago_F,Migtn_Lvd_Diff_add_1_yr_ago_P,Migtn_Lvd_sme_add_5_yrs_ago_M,Migtn_Lvd_sme_add_5_yrs_ago_F,Migtn_Lvd_sme_add_5_yrs_ago_P,Mign_Lvd_Diff_add_5_yrs_ago_M,Mign_Lvd_Diff_add_5_yrs_ago_F,Mign_Lvd_Diff_add_5_yrs_ago_P
308,87751,85375,173127,41643,21740,63384,8099,20359,28455,3045,2770,5817,5320,3963,9283,58111,48829,106937,21407,29673,51080,9.2,8.1,8.7,66.2,57.2,61.8,60.2,52.6,56.4,1342,1320,2659,760,1429,2194,5195,9654,14849,4382,6437,10820,26474,11043,37519,1006,1649,2658,1260,1603,2863,28740,14299,43038,81894,79457,161347,17062,18086,35148,51399,48647,100045,42181,43615,85797
309,224184,242352,466532,99151,60652,159808,31658,62557,94211,5903,6970,12868,10305,9684,19985,147018,139861,286880,59263,83845,143113,7,6.9,7,65.6,57.7,61.5,61,53.7,57.2,7257,7772,15029,2384,4544,6930,24255,34359,58606,18872,29190,48058,58427,28328,86754,1726,3148,4874,3954,6503,10462,64111,37979,102090,196018,206449,402470,51275,55813,107089,113474,118824,232300,124593,134759,259347
310,123476,126812,250288,54661,32440,87104,13572,27848,41414,3512,3935,7445,6939,6430,13365,78682,70655,149336,36095,47230,83322,8.8,9.1,8.9,63.7,55.7,59.7,58.1,50.6,54.3,2734,3004,5738,1100,2096,3198,9053,14164,23216,8439,12393,20829,30400,16749,47153,1448,2280,3725,1949,2922,4870,33800,21950,55747,116466,119420,235883,25490,26632,52127,72052,72887,144935,61384,65319,126702
311,120357,125648,245998,56154,32262,88417,13759,27781,41539,3583,3776,7361,6808,6468,13274,80301,70290,150587,32125,47275,79401,8.5,9.2,8.8,66.7,55.9,61.2,61.1,50.8,55.8,2113,2276,4390,862,1825,2691,7736,12555,20296,7712,12454,20160,33017,17365,50386,1351,2307,3658,2019,3099,5121,36393,22767,59160,117078,119865,236940,24521,25524,50046,74772,75503,150275,59141,62558,121704
312,69072,65432,134500,34340,17508,51846,6086,15702,21787,2517,2234,4753,3501,3097,6593,46435,38543,84983,14404,21226,35629,7.5,8,7.8,67.2,58.9,63.2,62.2,54.2,58.3,750,861,1604,465,981,1443,3690,7139,10834,3456,5226,8684,22518,8765,31284,622,1208,1832,891,1438,2331,24035,11413,35445,62199,59378,121577,13060,13987,27051,39105,36167,75271,32037,33345,65387
313,91942,98562,190510,36695,20934,57627,10230,21921,32152,2639,2809,5443,4920,4511,9429,54480,50170,104648,31108,41393,72499,9,9,9,59.3,50.9,54.9,53.9,46.3,50,1214,1412,2628,733,1525,2254,5026,9077,14101,6179,10076,16260,26564,13863,40431,1046,1694,2745,1556,2486,4044,29169,18048,47216,85360,89506,174871,18028,19597,37633,53460,55342,108796,45621,49823,95445
314,72884,77481,150360,39227,22663,61894,8726,21323,30044,2136,2596,4732,3350,3240,6591,53440,49821,103260,15933,24169,40109,6.3,6.5,6.4,73.3,64.3,68.7,68.7,60.1,64.3,2420,2313,4730,1146,2038,3187,8236,12227,20458,7052,9233,16283,20106,10279,30382,745,1175,1919,1164,1850,3015,22018,13300,35322,73092,75552,148642,15156,16286,31444,45703,46797,92503,38050,40856,78901
315,31893,29149,61037,14578,9338,23912,2431,5097,7529,1225,1089,2317,1647,1246,2889,19883,16771,36651,8460,9408,17872,8.3,7.4,7.9,62.3,57.5,60,57.2,53.3,55.3,315,459,773,163,483,648,1400,2976,4375,1307,2082,3384,7919,3420,11338,494,697,1191,437,501,936,8850,4613,13468,29924,28163,58089,5564,5696,11262,20669,19219,39889,12350,12310,24663
316,135585,149112,284697,54041,30859,84897,18845,40069,58912,3820,4020,7834,6033,5528,11559,82735,80471,163207,43995,59653,103643,7.3,6.9,7.1,61,54,57.3,56.6,50.3,53.3,3804,4047,7854,1877,3604,5480,13938,21293,35229,11552,17696,29254,39020,18568,57587,1188,2181,3368,2494,4079,6575,42695,24823,67523,122167,131123,253293,29818,32690,62509,73861,78318,152185,73336,80828,154165
317,56937,62298,119233,26135,15163,41293,6584,15123,21705,1528,1860,3384,2728,2296,5028,36970,34438,71409,15854,23482,39337,7.4,6.7,7,64.9,55.3,59.9,60.1,51.6,55.7,1957,1882,3837,711,1366,2068,5670,8766,14433,3826,5766,9591,14457,7753,22207,661,1014,1675,829,1299,2130,15951,10061,26011,52953,56835,109791,12295,13291,25584,32429,34733,67161,29684,32346,62031
318,91141,92109,183253,41263,25564,66829,9619,21566,31183,2839,3069,5907,5498,4369,9866,59218,54568,113782,24273,30981,55260,9.3,8,8.7,65,59.2,62.1,58.9,54.5,56.7,2038,2266,4300,811,1751,2564,6836,12348,19189,5457,7882,13339,25491,11644,37138,924,1494,2411,1119,1681,2802,27534,14823,42356,82509,82965,165474,18976,19948,38922,51983,51513,103494,44707,47249,91960
319,115869,121064,236940,36304,21157,57462,11828,24565,36396,3013,2990,6012,6545,5055,11596,57695,53765,111460,48515,57941,106456,11.3,9.4,10.4,49.8,44.4,47,44.1,40.2,42.1,1267,1381,2650,815,1766,2582,5503,10690,16195,6113,10099,16211,31873,15343,47216,1467,2362,3831,1986,2860,4840,35322,20562,55882,106114,109066,215180,20545,22290,42838,70996,71553,142554,50579,54980,105565
397,65,81,144,23,11,32,7,11,16,4,13,10,0,0,4,30,35,68,27,32,57,0,0,5.9,46.2,43.2,47.2,52.3,43.2,40.3,0,0,3,0,0,0,0,3,5,3,7,12,11,6,18,0,3,3,0,0,0,13,12,26,52,57,102,6,17,22,33,49,84,25,21,45
399,6509,5179,11693,1106,640,1749,428,552,978,205,149,354,612,375,986,2360,1712,4074,2632,2514,5145,25.9,21.9,24.2,36.3,33.1,34.8,26.7,25.9,26.3,143,123,266,48,71,118,448,701,1147,327,452,779,1395,508,1898,48,67,113,95,112,202,1534,683,2221,1610,1127,2737,3598,3312,6907,1044,637,1684,4011,3681,7693
401,116855,126143,243000,50102,29771,79871,17361,33787,51149,2836,3837,6675,4972,4359,9332,75271,71758,147027,35561,48448,84011,6.6,6.1,6.3,64.4,56.9,60.5,60.2,53.4,56.7,9868,9268,19139,2842,4673,7518,24306,29033,53332,9903,12722,22626,18351,9247,27603,817,1302,2121,1757,2571,4326,20924,13122,34047,108481,115706,224187,20926,22215,43138,73604,78821,152426,51957,55497,107455
402,167148,173172,340320,70282,37710,107993,20585,42168,62754,4370,5062,9435,10574,8015,18591,105812,92959,198775,52827,71669,124493,10,8.6,9.4,63.3,53.7,58.4,57,49,52.9,4573,4278,8856,1489,2665,4146,13761,19589,33344,11523,15338,26857,40271,22200,62475,2292,3502,5795,2563,3865,6428,45131,29570,74699,164079,167660,331740,27189,28151,55337,112260,114014,226279,69770,72905,142674
403,140522,153114,293636,59692,33980,93674,19870,42181,62053,3715,5061,8770,6944,5399,12341,90216,86625,176840,43527,59251,102777,7.7,6.2,7,64.2,56.6,60.2,59.3,53,56,5912,5948,11863,2319,4134,6448,17863,25410,43272,12188,15812,28000,34753,17276,52030,1613,2502,4108,2537,3747,6279,38897,23525,62420,136854,145635,282493,21566,23214,44776,95663,100919,196586,57024,62789,119816
404,93475,99334,192810,38374,23645,62015,13015,24196,37211,2450,3003,5455,4977,3809,8786,58821,54646,113466,29845,39619,69461,8.5,7,7.7,62.9,55,58.8,57.6,51.2,54.3,3649,4039,7689,1247,2265,3506,12196,15833,28028,7354,8924,16278,19889,9505,29398,960,1301,2262,1471,2014,3485,22315,12826,35142,86541,91057,177592,15599,16153,31753,59787,63170,122956,38962,40648,79614
405,45391,45933,91328,18051,8205,26254,5105,11693,16793,1412,1516,2933,1804,1364,3170,26372,22782,49147,16120,20308,36424,6.8,6,6.5,58.1,49.6,53.8,54.1,46.6,50.3,423,512,937,321,738,1061,2296,4360,6658,2390,4046,6439,11795,5723,17520,551,937,1483,882,1092,1967,13225,7753,20972,45045,44617,89663,5636,5987,11619,32878,32036,64916,15507,16480,31981
406,34274,32466,66735,13994,6929,20924,3438,7932,11371,1231,1124,2352,1832,1164,2995,20497,17152,37644,10683,12560,23238,8.9,6.8,8,59.8,52.8,56.4,54.5,49.2,51.9,312,385,701,189,492,679,1604,3081,4686,1431,2452,3885,9438,3850,13285,479,673,1157,574,667,1244,10495,5189,15687,31892,30685,62576,5109,5203,10309,22955,21800,44753,12169,12267,24434
407,76287,76886,153169,29847,14120,43964,8894,19937,28826,2429,2457,4887,2861,2117,4975,44030,38620,82647,27219,33311,60532,6.5,5.5,6,57.7,50.2,54,54,47.5,50.7,790,968,1760,569,1181,1751,3878,6969,10840,4084,6774,10861,19066,9866,28926,962,1709,2675,1451,1996,3449,21485,13568,35045,72242,72444,144690,11202,11746,22951,51417,50750,102161,28578,30097,58670
497,6,0,3,6,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,100,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,4,0,4,4,0,3
499,1627,1016,2648,266,131,404,139,107,250,60,27,82,199,106,301,669,367,1038,587,454,1040,29.7,28.9,29,41.1,36.1,39.2,28.6,26.1,27.8,38,26,59,7,17,24,99,111,219,65,82,145,305,102,402,16,11,25,22,28,47,345,137,482,366,183,552,899,699,1592,251,122,372,958,720,1680
501,68864,71705,140569,30030,14174,44202,8020,20048,28071,2953,2433,5390,3280,2564,5842,44274,39231,83507,19091,27120,46207,7.4,6.5,7,64.3,54.7,59.4,59.5,51.1,55.2,1009,1084,2096,633,1423,2057,5157,8592,13750,4439,6850,11287,20086,9560,29649,759,1603,2362,1187,2031,3217,22029,13194,35227,65638,67142,132787,12133,13231,25362,42086,42149,84236,31904,34733,66641
502,38182,40991,79180,14339,7145,21482,3878,9212,13088,1422,1132,2553,2391,2044,4440,22030,19535,41560,13277,18863,32146,10.9,10.5,10.7,57.7,47.7,52.5,51.4,42.7,46.9,551,511,1065,266,651,915,2224,3779,6000,2619,3913,6524,11584,5282,16862,427,735,1158,649,1226,1877,12661,7244,19901,34518,36489,71005,7676,8434,16108,20293,20853,41146,20367,22559,42926
503,70201,73108,143313,32337,19904,52240,10560,18345,28901,1737,2155,3895,3237,2743,5984,47869,43152,91018,16148,24004,40152,6.8,6.4,6.6,68.2,59,63.5,63.6,55.3,59.3,8432,7061,15495,1897,3276,5173,20620,22372,42997,5653,7033,12687,6966,3244,10207,328,525,849,696,1273,1969,7990,5040,13031,57362,59413,116770,16971,17385,34355,33519,35737,69254,38898,39238,78137
504,100526,102032,202559,47851,27348,75197,12306,26022,38335,3297,3164,6462,5679,4667,10345,69137,61204,130340,24710,34365,59074,8.2,7.6,7.9,68.8,60,64.3,63.1,55.4,59.2,2964,3211,6168,1328,2303,3634,11201,15431,26628,8181,10414,18596,25087,11353,36442,966,1619,2589,1412,2654,4065,27472,15617,43090,93831,95296,189132,18156,18582,36735,59737,60618,120354,47315,48530,95846
505,209459,220096,429558,102467,56740,159206,28210,60824,89037,6648,7048,13694,11760,9724,21484,149084,134338,283427,48126,73744,121870,7.9,7.2,7.6,71.2,61,66,65.6,56.6,61,8610,7682,16288,3287,5828,9113,30216,39901,70119,19143,24111,43259,50887,22034,72922,1809,3133,4939,3077,6036,9113,55774,31205,86974,201550,208629,410179,38726,40078,78810,127828,133123,260955,102203,105984,208186
506,197142,198253,395396,91429,50068,141498,26079,48529,74603,6045,5937,11985,12210,10038,22252,135759,114577,250338,48153,71324,119479,9,8.8,8.9,68.9,57.8,63.3,62.7,52.7,57.7,9676,8790,18467,2669,4494,7160,27766,34530,62293,16255,19585,35840,43620,19411,63034,1806,2906,4709,2756,4734,7481,48174,27046,75223,180694,181900,362594,39713,39582,79296,110935,113003,223942,99677,99072,198745
507,157869,165658,323530,74894,40620,115517,18898,43423,62318,5010,5180,10190,9301,7679,16979,108099,96907,205008,38484,58087,96570,8.6,7.9,8.3,68.5,58.5,63.4,62.6,53.9,58.1,6716,6273,12984,2361,4569,6933,20837,28587,49421,13058,16778,29837,39261,17674,56938,1436,2627,4062,2436,4233,6668,43129,24541,67669,147641,153898,301535,30239,32045,62289,91147,95268,186415,78962,83155,162119
509,56035,54073,110110,23870,11639,35512,6001,13372,19375,2258,1906,4168,2019,1390,3412,34149,28314,62463,16703,21074,37774,5.9,4.9,5.5,60.9,52.4,56.7,57.3,49.8,53.6,654,732,1383,402,1039,1437,3170,5876,9050,3022,5045,8071,13749,6104,19851,628,1125,1756,962,1417,2384,15334,8654,23990,51929,50567,102492,8558,8696,17253,35561,34124,69685,21969,22446,44416
510,42784,30698,73483,23420,10742,34164,2730,5104,7832,2125,1418,3543,1540,1256,2792,29813,18522,48337,5747,8094,13840,5.2,6.8,5.8,69.7,60.3,65.8,66.1,56.2,62,676,651,1322,326,642,971,2908,4032,6946,2399,2640,5037,13099,3474,16576,521,769,1286,616,662,1278,14234,4909,19140,31970,25250,57220,11998,9702,21700,15178,12086,27268,25761,20046,45808
511,48868,45174,94047,23017,11798,34817,4241,10344,14587,2092,1669,3769,2335,1651,3984,31690,25468,57159,11365,15105,26473,7.4,6.5,7,64.8,56.4,60.8,60.1,52.7,56.5,661,593,1255,346,794,1140,2668,4601,7267,2467,3661,6129,13506,5117,18616,618,1028,1655,761,1118,1881,14885,7267,22152,43444,41010,84455,9335,9135,18471,27567,25490,53055,22318,21960,44276
597,408,26,434,286,17,301,20,3,23,15,0,18,0,0,0,322,17,341,11,6,20,0,0,0,78.9,65.4,78.6,78.7,76.9,78.8,9,0,9,0,0,0,31,3,31,52,4,55,130,4,134,3,0,5,13,0,13,139,4,145,259,11,272,73,12,84,143,9,147,187,18,206
599,3336,2220,5559,776,364,1143,222,206,431,125,74,195,303,143,444,1428,792,2215,962,882,1845,21.2,18.1,20,42.8,35.7,39.8,33.7,29,31.8,62,54,117,16,32,48,225,302,522,151,155,308,748,217,969,28,37,65,51,63,114,829,317,1147,814,434,1248,1691,1346,3036,493,234,725,1945,1495,3440
601,87329,94929,182260,35027,21149,56178,12094,25089,37186,2376,3142,5523,3933,2857,6784,53435,52238,105673,28830,37327,66155,7.4,5.5,6.4,61.2,55,58,56.7,52,54.3,4126,4525,8647,1547,2825,4376,10969,14764,25733,6178,8196,14376,19694,10089,29781,922,1679,2599,1242,2264,3511,21857,14033,35889,83025,88501,171526,14643,15818,30462,57166,60773,117941,36844,40154,76996
602,56285,59733,116022,21348,11283,32627,7042,15180,22218,1679,1928,3607,2765,2068,4828,32829,30454,63286,19457,25154,44612,8.4,6.8,7.6,58.3,51,54.5,53.4,47.5,50.4,1334,1429,2760,570,1071,1638,4483,7356,11841,3419,4921,8346,14038,6671,20703,625,1277,1905,821,1650,2471,15479,9595,25077,53134,55333,108468,8786,9570,18361,37517,38628,76146,21989,23871,45861
603,15753,15142,30898,5253,2628,7879,1980,3682,5663,557,515,1069,579,402,978,8365,7221,15590,6186,6774,12961,6.9,5.6,6.3,53.1,47.7,50.5,49.5,45.1,47.3,380,414,793,169,301,473,1096,1725,2824,1058,1399,2456,3922,1681,5604,175,315,489,288,416,705,4384,2415,6801,15242,14392,29638,1919,2055,3971,11213,10316,21536,5302,5417,10719
604,43356,46325,89678,16631,8328,24958,4891,11546,16436,1425,1515,2942,2158,1513,3671,25102,22909,48009,15476,20507,35982,8.6,6.6,7.6,57.9,49.5,53.5,52.9,46.2,49.4,558,616,1173,356,676,1034,2323,4130,6453,2374,3877,6254,12168,5868,18036,561,1096,1655,687,1246,1930,13413,8208,21621,41841,43786,85624,6482,6983,13464,30210,30877,61084,16186,17944,34134
697,49,18,73,31,4,40,3,0,4,3,0,3,0,0,0,38,15,50,5,6,12,0,0,0,77.6,83.3,68.5,75.5,22.2,64.4,0,0,0,0,0,0,3,4,6,4,3,10,17,3,21,0,0,0,0,0,0,19,3,22,32,16,47,11,7,22,21,13,37,25,8,29
699,481,350,835,86,48,139,50,44,91,12,10,18,57,38,95,204,136,345,158,168,329,27.9,27.9,27.5,42.4,38.9,41.3,30.8,29.1,29.7,12,17,31,3,5,6,36,38,77,18,38,59,91,31,120,10,8,16,7,11,13,103,40,152,112,66,176,279,258,540,89,45,133,284,258,541
701,57821,51481,109301,31136,20766,51904,5324,9485,14809,2427,2218,4641,1876,1584,3466,40764,34055,74817,9750,12102,21855,4.6,4.7,4.6,70.5,66.2,68.5,67.3,63.1,65.3,2189,2455,4646,775,1652,2430,6171,9019,15194,4250,4896,9149,14931,6073,21000,602,831,1432,826,1093,1921,16354,7994,24352,45097,41819,86924,15030,14342,29369,24727,23064,47789,32313,30043,62358
702,33985,33722,67701,12175,9609,21784,2554,4031,6579,1161,1227,2386,2314,1825,4139,18202,16695,34892,10828,12404,23237,12.7,10.9,11.9,53.6,49.5,51.5,46.8,44.1,45.4,656,949,1605,322,731,1051,2045,3459,5506,1609,1971,3578,5650,2606,8255,564,742,1309,546,617,1159,6753,3966,10727,32322,32204,64521,6041,6201,12247,23047,23183,46231,12570,12672,25239
797,61,9,72,14,3,16,0,0,3,10,0,10,0,0,0,22,7,25,28,0,29,0,0,0,36.1,77.8,34.7,39.3,33.3,40.3,0,0,3,0,0,0,19,3,17,8,0,8,19,0,17,0,0,0,4,0,4,19,0,17,45,10,52,3,0,7,39,5,42,4,4,8
799,1240,1043,2281,254,149,399,36,66,103,34,41,70,48,33,76,369,280,647,465,427,889,13,11.8,11.7,29.8,26.8,28.4,26.1,24.5,25.1,19,32,52,9,21,34,65,122,184,51,68,121,251,67,322,14,11,29,19,32,45,279,112,392,370,269,639,588,591,1185,231,159,395,666,657,1326
801,156932,165485,322415,79559,57377,136935,20409,36593,57001,4650,6840,11485,5370,4797,10167,109984,105599,215586,37825,50604,88427,4.9,4.5,4.7,70.1,63.8,66.9,66.7,60.9,63.7,18761,16021,34782,5276,8125,13404,32304,39304,71604,13269,16462,29724,22667,12507,35174,1179,1804,2990,1760,3641,5398,25608,17952,43557,144451,150035,294482,32909,33952,66855,88330,93519,181846,81850,83884,165732
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,297,209,506,63,56,126,24,37,62,15,10,20,29,14,44,133,115,248,89,66,153,21.8,12.2,17.7,44.8,55,49,34.3,49.3,41.1,14,20,40,4,9,10,29,55,81,15,18,30,36,17,50,3,3,10,7,0,5,41,22,62,60,41,98,165,153,319,35,29,64,180,155,336
901,2013,1702,3714,880,516,1397,203,361,563,92,92,185,26,30,53,1201,999,2200,584,501,1087,2.2,3,2.4,59.7,58.7,59.2,58.4,56.9,57.8,33,42,75,22,34,53,134,186,318,100,165,270,453,147,600,27,30,58,38,60,99,521,234,761,1597,1575,3171,294,258,550,1211,1194,2402,572,537,1109
997,3,0,6,3,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,100,0,100,100,0,66.7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,5,0,5,4,0,4,0,0,3,4,0,4,3,0,4
999,21,30,46,3,4,11,0,0,3,0,4,3,4,3,3,7,11,18,11,14,22,57.1,27.3,16.7,33.3,36.7,39.1,14.3,26.7,37,0,0,0,0,0,0,4,6,10,0,6,9,3,3,4,0,0,0,0,0,0,3,3,4,13,8,21,5,22,28,6,4,14,8,21,29
