SA4_CODE_2016,F_Mgnt_Com_35_44,F_Mgnt_Com_45_54,F_Mgnt_Com_55_64,F_Mgnt_Com_65_74,F_Mgnt_Com_75_84,F_Mgnt_Com_85ov,F_Mgnt_Com_Tot,F_Society_Cult_15_24,F_Society_Cult_25_34,F_Society_Cult_35_44,F_Society_Cult_45_54,F_Society_Cult_55_64,F_Society_Cult_65_74,F_Society_Cult_75_84,F_Society_Cult_85ov,F_Society_Cult_Tot,F_Creative_Arts_15_24,F_Creative_Arts_25_34,F_Creative_Arts_35_44,F_Creative_Arts_45_54,F_Creative_Arts_55_64,F_Creative_Arts_65_74,F_Creative_Arts_75_84,F_Creative_Arts_85ov,F_Creative_Arts_Tot,F_Fd_Hosp_Psnl_Svcs_15_24,F_Fd_Hosp_Psnl_Svcs_25_34,F_Fd_Hosp_Psnl_Svcs_35_44,F_Fd_Hosp_Psnl_Svcs_45_54,F_Fd_Hosp_Psnl_Svcs_55_64,F_Fd_Hosp_Psnl_Svcs_65_74,F_Fd_Hosp_Psnl_Svcs_75_84,F_Fd_Hosp_Psnl_Svcs_85ov,F_Fd_Hosp_Psnl_Svcs_Tot,F_MixFld_Prgm_15_24,F_MixFld_Prgm_25_34,F_MixFld_Prgm_35_44,F_MixFld_Prgm_45_54,F_MixFld_Prgm_55_64,F_MixFld_Prgm_65_74,F_MixFld_Prgm_75_84,F_MixFld_Prgm_85ov,F_MixFld_Prgm_Tot,F_FldStd_InadDes_15_24,F_FldStd_InadDes_25_34,F_FldStd_InadDes_35_44,F_FldStd_InadDes_45_54,F_FldStd_InadDes_55_64,F_FldStd_InadDes_65_74,F_FldStd_InadDes_75_84,F_FldStd_InadDes_85ov,F_FldStd_InadDes_Tot,F_FldStd_NS_15_24,F_FldStd_NS_25_34,F_FldStd_NS_35_44,F_FldStd_NS_45_54,F_FldStd_NS_55_64,F_FldStd_NS_65_74,F_FldStd_NS_75_84,F_FldStd_NS_85ov,F_FldStd_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_NatPhyl_Scn_15_24,P_NatPhyl_Scn_25_34,P_NatPhyl_Scn_35_44,P_NatPhyl_Scn_45_54,P_NatPhyl_Scn_55_64,P_NatPhyl_Scn_65_74,P_NatPhyl_Scn_75_84,P_NatPhyl_Scn_85ov,P_NatPhyl_Scn_Tot,P_InfoTech_15_24,P_InfoTech_25_34,P_InfoTech_35_44,P_InfoTech_45_54,P_InfoTech_55_64,P_InfoTech_65_74,P_InfoTech_75_84,P_InfoTech_85ov,P_InfoTech_Tot,P_Eng_RelTec_15_24,P_Eng_RelTec_25_34,P_Eng_RelTec_35_44,P_Eng_RelTec_45_54,P_Eng_RelTec_55_64,P_Eng_RelTec_65_74,P_Eng_RelTec_75_84,P_Eng_RelTec_85ov,P_Eng_RelTec_Tot,P_ArchtBldng_15_24,P_ArchtBldng_25_34,P_ArchtBldng_35_44,P_ArchtBldng_45_54,P_ArchtBldng_55_64,P_ArchtBldng_65_74,P_ArchtBldng_75_84,P_ArchtBldng_85ov,P_ArchtBldng_Tot,P_Ag_Envir_Rltd_Sts_15_24,P_Ag_Envir_Rltd_Sts_25_34,P_Ag_Envir_Rltd_Sts_35_44,P_Ag_Envir_Rltd_Sts_45_54,P_Ag_Envir_Rltd_Sts_55_64,P_Ag_Envir_Rltd_Sts_65_74,P_Ag_Envir_Rltd_Sts_75_84,P_Ag_Envir_Rltd_Sts_85ov,P_Ag_Envir_Rltd_Sts_Tot,P_Health_15_24,P_Health_25_34,P_Health_35_44,P_Health_45_54,P_Health_55_64,P_Health_65_74,P_Health_75_84,P_Health_85ov,P_Health_Tot,P_Educ_15_24,P_Educ_25_34,P_Educ_35_44,P_Educ_45_54,P_Educ_55_64,P_Educ_65_74,P_Educ_75_84,P_Educ_85ov,P_Educ_Tot,P_Mgnt_Com_15_24,P_Mgnt_Com_25_34,P_Mgnt_Com_35_44,P_Mgnt_Com_45_54,P_Mgnt_Com_55_64,P_Mgnt_Com_65_74,P_Mgnt_Com_75_84,P_Mgnt_Com_85ov,P_Mgnt_Com_Tot,P_Society_Cult_15_24,P_Society_Cult_25_34,P_Society_Cult_35_44,P_Society_Cult_45_54,P_Society_Cult_55_64,P_Society_Cult_65_74,P_Society_Cult_75_84,P_Society_Cult_85ov,P_Society_Cult_Tot,P_Creative_Arts_15_24,P_Creative_Arts_25_34,P_Creative_Arts_35_44,P_Creative_Arts_45_54,P_Creative_Arts_55_64,P_Creative_Arts_65_74,P_Creative_Arts_75_84,P_Creative_Arts_85ov,P_Creative_Arts_Tot,P_Fd_Hosp_Psnl_Svcs_15_24,P_Fd_Hosp_Psnl_Svcs_25_34,P_Fd_Hosp_Psnl_Svcs_35_44,P_Fd_Hosp_Psnl_Svcs_45_54,P_Fd_Hosp_Psnl_Svcs_55_64,P_Fd_Hosp_Psnl_Svcs_65_74,P_Fd_Hosp_Psnl_Svcs_75_84,P_Fd_Hosp_Psnl_Svcs_85ov,P_Fd_Hosp_Psnl_Svcs_Tot,P_MixFld_Prgm_15_24,P_MixFld_Prgm_25_34,P_MixFld_Prgm_35_44,P_MixFld_Prgm_45_54,P_MixFld_Prgm_55_64,P_MixFld_Prgm_65_74,P_MixFld_Prgm_75_84,P_MixFld_Prgm_85ov,P_MixFld_Prgm_Tot,P_FldStd_InadDes_15_24,P_FldStd_InadDes_25_34,P_FldStd_InadDes_35_44,P_FldStd_InadDes_45_54,P_FldStd_InadDes_55_64,P_FldStd_InadDes_65_74,P_FldStd_InadDes_75_84,P_FldStd_InadDes_85ov,P_FldStd_InadDes_Tot,P_FldStd_NS_15_24,P_FldStd_NS_25_34,P_FldStd_NS_35_44,P_FldStd_NS_45_54,P_FldStd_NS_55_64,P_FldStd_NS_65_74,P_FldStd_NS_75_84,P_FldStd_NS_85ov,P_FldStd_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54
399,75,70,102,54,11,0,520,62,123,50,62,94,29,6,0,419,37,58,14,13,4,16,0,0,143,40,38,21,23,34,29,0,0,193,3,0,0,0,0,0,0,0,7,4,3,6,3,8,3,0,0,25,151,225,135,153,201,119,40,9,1035,452,785,391,435,655,377,77,11,3183,20,48,13,12,17,16,0,3,130,11,18,13,17,15,4,0,0,87,47,185,114,148,224,223,52,7,989,28,89,54,52,81,87,18,3,415,19,41,27,29,20,18,3,0,156,50,133,53,81,141,86,10,0,542,12,46,25,40,81,66,13,0,281,120,214,114,117,166,105,21,0,854,95,180,71,78,123,64,5,0,616,51,91,26,14,15,19,3,0,218,57,76,52,43,60,47,0,0,340,5,3,3,0,3,0,0,0,16,13,9,15,9,19,10,3,0,71,318,579,474,447,461,311,94,18,2696,839,1709,1058,1085
401,3907,3307,2006,1083,379,182,15879,966,2536,2744,2474,2296,1481,400,125,13031,436,1016,813,658,430,279,125,64,3826,568,803,692,748,463,332,113,45,3754,58,7,11,31,17,35,34,18,205,52,192,245,217,161,104,39,31,1043,1152,1073,913,1061,1075,1058,907,828,8056,6253,15675,15522,14753,12654,8381,3643,2052,78930,457,1388,1467,1271,1131,768,283,118,6878,273,1213,1237,804,432,152,21,3,4128,1047,3213,3182,3669,2995,2317,1297,539,18265,659,1445,1251,1343,1117,741,414,148,7124,228,553,613,599,482,270,108,46,2894,1068,4240,3854,4127,3977,2469,1115,536,21389,337,1659,1974,2344,3367,2620,899,350,13554,2098,6633,6978,6415,4200,2578,937,362,30193,1435,3926,4085,3822,3722,2623,770,239,20628,796,1764,1378,1066,761,471,187,81,6511,842,1424,1175,1211,712,491,157,64,6070,116,21,28,29,24,50,52,25,342,113,371,453,413,329,227,90,58,2054,2428,2379,2070,2395,2215,1961,1567,1210,16229,11891,30240,29750,29512
402,4652,3362,2086,959,331,120,18882,1802,4194,3600,3289,2220,914,195,36,16245,386,713,490,283,159,118,49,11,2214,1239,2041,1318,1012,583,346,106,37,6676,42,42,45,55,45,61,59,24,365,60,273,244,125,76,42,28,11,862,1738,1975,1620,1647,1574,1641,1606,965,12764,9220,22314,18169,14790,11061,6390,3296,1515,86762,343,1172,1091,727,495,289,91,18,4219,479,1842,1467,682,427,134,20,3,5044,2077,6115,5811,6018,5152,4119,2217,611,32126,1125,2083,1396,1371,1237,1005,591,167,8978,317,762,638,551,363,175,53,14,2863,1336,4370,3640,3221,2799,1245,518,155,17285,543,2355,2307,1827,1981,1401,461,132,11004,2641,8670,7643,5504,3628,1893,610,178,30758,2502,5791,5000,4448,3042,1387,338,79,22592,717,1298,864,526,361,231,92,26,4109,1662,3025,2046,1573,996,612,206,68,10189,87,74,72,90,76,83,85,34,601,141,562,527,359,246,174,81,39,2139,3725,4324,3767,3650,3268,3043,2741,1534,26056,17691,42428,36269,30546
403,4487,3576,2432,1291,441,247,17794,1360,3218,3436,3168,2517,1293,336,88,15404,342,776,703,474,297,209,99,43,2950,888,1463,1162,943,599,531,169,64,5815,36,28,21,44,35,47,50,27,293,49,170,262,197,121,96,40,23,951,1209,1242,1173,1248,1341,1474,1342,1260,10290,7084,17738,17909,15980,13812,8862,3981,2374,87736,432,1259,1202,1022,888,634,258,54,5749,293,1066,1185,760,482,152,17,0,3952,1317,4023,4460,5027,4706,4003,2107,795,26439,905,2160,1644,1642,1494,1060,588,206,9707,285,756,748,642,431,203,88,30,3190,1257,4442,4200,4304,4208,2119,909,376,21821,454,2189,2444,2379,3229,2647,756,287,14386,1892,6451,7397,6212,4850,2863,1029,453,31146,1949,4587,4912,4523,3824,2199,632,182,22799,671,1408,1212,816,561,395,163,57,5286,1270,2215,1872,1487,988,805,268,89,8996,67,37,46,55,48,69,85,39,449,112,345,500,437,332,230,114,51,2123,2466,2629,2482,2624,2762,2670,2318,1861,19815,13370,33562,34306,31926
404,2844,2058,1285,568,218,107,11380,767,2223,1954,1677,1318,515,105,39,8598,225,699,453,325,182,92,36,16,2026,560,997,732,695,410,265,96,34,3790,23,21,15,37,36,60,40,21,246,39,169,179,113,87,45,22,12,666,850,996,834,918,896,884,948,859,7180,4724,13297,10724,9144,7276,3927,2090,1382,52567,242,879,774,587,418,230,75,27,3228,265,1057,877,470,248,65,15,0,3003,917,3159,2876,3338,2808,2090,1209,509,16911,520,1298,873,932,732,453,317,108,5227,126,384,322,276,178,91,32,10,1419,871,3044,2223,1930,1817,824,332,154,11203,274,1479,1343,1370,1667,1067,333,131,7663,1627,5557,4896,3592,2378,1247,497,208,19998,1164,3278,2826,2454,1961,885,232,71,12881,439,1257,824,565,367,168,57,19,3691,814,1609,1193,1073,643,418,169,55,5974,44,39,30,59,56,84,70,32,409,98,340,338,265,210,109,73,30,1465,1803,2119,1822,2004,1817,1705,1582,1274,14124,9209,25492,21217,18916
405,893,793,564,255,82,35,3683,282,617,719,856,745,331,54,9,3603,44,94,100,66,64,36,11,10,432,237,407,378,264,188,135,40,13,1650,7,3,9,12,7,17,21,15,85,16,22,30,47,21,21,7,4,171,530,338,389,551,712,744,563,382,4206,1838,3610,3964,4220,4283,2673,1195,603,22379,37,173,194,169,162,116,27,8,870,48,90,93,64,60,31,0,0,383,538,1270,1276,1548,1737,1432,612,161,8574,181,347,277,392,441,375,178,43,2232,250,477,572,462,372,191,57,23,2402,248,649,668,997,1365,668,258,71,4926,139,604,669,603,905,702,187,55,3858,328,1031,1267,1243,983,522,174,56,5608,351,772,867,1039,981,482,106,25,4618,69,139,128,113,114,76,28,13,686,325,590,565,453,340,244,71,17,2602,7,7,12,16,13,28,33,31,148,21,57,75,105,77,64,33,13,451,1045,760,881,1257,1479,1495,1050,619,8588,3583,6964,7532,8463
406,651,501,329,132,34,10,2576,208,539,536,558,405,164,29,6,2452,19,78,52,36,32,8,6,3,232,157,315,261,179,117,69,21,0,1117,3,8,12,3,8,13,10,3,68,6,17,26,23,5,11,5,3,98,578,569,458,584,594,471,399,269,3918,1558,3449,3033,2921,2535,1402,681,357,15948,18,103,90,59,49,38,5,5,365,19,69,61,51,32,11,5,0,244,528,1389,1333,1495,1340,826,392,104,7413,126,325,251,311,327,251,120,27,1738,116,279,303,242,134,82,25,10,1194,162,572,536,702,724,279,99,35,3117,163,648,507,437,487,337,90,33,2702,309,923,890,759,591,256,59,21,3806,278,717,698,721,524,238,46,9,3233,29,109,76,66,56,19,12,3,375,219,478,402,285,206,124,40,7,1763,8,18,18,13,18,15,21,9,120,26,54,58,74,40,36,20,8,307,1310,1466,1238,1414,1323,1037,745,400,8920,3313,7149,6464,6627
407,1531,1364,1070,586,199,77,6846,592,1076,1125,1359,1173,592,116,27,6065,80,166,171,114,119,70,38,16,781,493,691,545,471,310,280,77,21,2886,18,24,17,26,21,34,22,13,175,12,30,57,59,32,44,14,11,257,841,633,743,985,1070,1223,1010,781,7280,3343,6083,6478,6991,6759,4973,2256,1201,38077,39,196,216,213,239,217,58,13,1200,103,152,155,105,99,61,8,0,681,827,1861,1977,2372,2433,2215,1111,312,13101,356,700,568,609,709,587,291,79,3901,351,813,1073,958,641,415,147,60,4461,346,1044,1101,1556,1880,1182,462,162,7729,200,858,974,1007,1426,1283,381,98,6234,838,1850,2124,2013,1756,1193,404,129,10309,709,1409,1445,1701,1610,932,231,47,8082,138,245,249,179,217,152,66,26,1273,679,1024,906,776,571,451,141,38,4588,28,35,23,41,37,57,35,22,274,54,93,123,165,113,135,46,27,764,1950,1722,1904,2248,2321,2494,1895,1206,15748,6611,12004,12846,13941
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,10,15,18,11,0,0,98,9,21,12,21,12,8,0,0,80,3,4,3,3,0,3,0,0,22,5,10,4,10,3,3,0,0,38,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,5,31,41,41,51,25,15,10,0,211,72,153,92,129,92,47,10,4,604,3,13,3,9,3,3,0,0,32,0,5,3,0,0,0,0,0,11,22,61,33,28,42,36,10,5,229,3,22,11,13,10,13,3,0,83,3,10,7,9,3,8,0,0,40,4,25,17,25,18,3,0,0,92,0,11,7,11,12,13,0,0,51,16,60,14,25,28,16,0,3,167,16,36,16,28,19,15,0,0,130,8,14,9,8,0,5,0,0,43,15,20,14,6,9,3,0,0,66,0,0,0,0,4,0,0,0,10,3,0,3,10,0,0,0,0,18,87,112,127,152,89,49,12,3,630,185,393,264,317
501,1662,1451,1048,580,209,46,7402,502,957,1215,1152,976,427,102,19,5346,130,278,289,208,154,118,49,15,1247,410,792,654,506,323,221,41,24,2971,23,18,7,13,12,18,20,10,122,18,58,73,79,49,41,13,3,333,929,805,923,1014,1081,1016,872,542,7179,3511,7096,8158,7554,6608,4037,1949,839,39759,92,357,502,377,281,179,58,19,1861,136,227,202,145,90,42,11,0,852,1133,2617,3000,3049,2714,1927,753,181,15379,444,1070,990,984,905,591,256,53,5289,193,513,689,578,441,268,117,25,2821,341,1205,1467,1535,1711,1002,430,114,7808,219,978,1610,1675,1669,940,326,65,7480,930,2084,2346,2166,1630,1068,334,81,10635,636,1169,1488,1414,1230,651,170,43,6794,209,375,396,300,247,190,74,23,1814,535,1167,1131,878,543,341,91,39,4728,40,29,21,26,22,32,34,10,212,36,123,178,178,131,79,29,9,761,1987,1875,2114,2303,2241,2035,1538,829,14921,6922,13799,16132,15601
502,857,821,639,482,217,49,4173,335,599,639,623,517,275,72,16,3076,82,118,91,70,58,41,41,4,516,316,491,360,296,222,197,52,14,1955,14,0,6,6,16,24,20,6,81,9,29,20,43,25,18,11,0,150,422,382,403,458,512,598,582,333,3702,1992,3557,3797,3731,3309,2488,1441,547,20866,50,148,147,137,109,91,26,20,722,128,138,137,86,60,37,7,3,587,557,1387,1523,1663,1540,1447,785,204,9098,252,534,465,558,415,423,285,69,2993,72,164,198,168,115,107,46,16,879,225,551,622,746,766,555,275,69,3810,165,486,706,764,761,428,232,54,3597,450,967,1150,1183,944,842,391,79,6001,436,747,773,767,653,408,129,30,3947,144,162,125,109,95,81,71,15,804,387,653,548,474,370,278,97,24,2832,24,5,17,13,22,36,29,8,152,24,69,75,101,70,59,33,9,434,859,876,922,1050,1060,1176,1057,551,7551,3774,6884,7411,7807
503,2587,2101,1168,651,266,149,10876,639,2196,1739,1519,1218,771,271,102,8455,444,929,593,393,237,168,72,33,2858,244,563,308,277,163,112,53,35,1756,47,20,7,8,7,11,12,7,116,80,160,146,142,104,67,38,11,744,973,1819,933,797,752,637,593,534,7028,4696,13924,10192,9155,7079,4499,2364,1332,53242,748,1646,1120,1069,829,507,188,82,6193,142,810,700,441,227,64,17,0,2406,878,3515,2488,1996,1672,1065,553,194,12373,290,1230,750,727,555,333,183,66,4137,95,358,273,225,143,104,78,18,1304,712,3267,2504,2545,2178,1396,780,333,13714,195,951,988,1376,1737,1187,507,197,7136,1449,5595,4777,4355,2673,1551,626,244,21262,1026,3522,2717,2452,2081,1379,488,159,13824,726,1589,916,631,426,281,99,36,4706,392,1061,558,468,300,191,78,39,3088,94,40,14,15,20,20,19,10,226,115,278,260,258,186,112,71,20,1285,1858,3774,2065,1761,1578,1310,1024,752,14127,8719,27637,20126,18323
504,3078,2349,1468,729,259,74,12586,774,2195,2098,1641,1266,567,116,18,8672,350,795,556,372,190,115,39,9,2429,726,1325,909,654,395,237,60,24,4331,31,28,23,12,22,25,35,8,183,40,188,155,123,74,28,14,3,638,1207,1503,1338,1242,1003,998,847,748,8884,5639,14396,12677,10270,7492,4262,2027,1058,57816,295,931,890,677,447,230,69,17,3555,313,962,847,496,212,66,8,0,2909,1650,4745,4367,4332,3611,2336,984,218,22233,615,1595,1180,1039,852,638,304,59,6282,149,435,503,383,250,120,59,14,1915,746,2510,2089,1894,1548,850,378,92,10119,367,1544,1898,1937,1690,889,339,85,8744,1604,5452,4869,3811,2476,1292,436,122,20064,1134,3006,2897,2294,1806,902,207,46,12290,636,1264,926,632,388,207,72,18,4144,936,2028,1455,1083,711,410,120,34,6780,71,51,37,43,36,47,56,15,354,96,367,321,296,195,111,53,19,1443,2765,3709,3278,2977,2305,1941,1512,1085,19574,11369,28602,25559,21882
505,7791,5933,3448,1942,814,287,30188,1775,4799,4437,3390,2432,1126,280,69,18307,750,1576,1092,670,348,236,114,34,4810,1362,2778,1983,1719,922,562,168,53,9542,56,48,59,37,41,59,57,17,375,104,323,280,239,168,84,38,12,1251,2106,2811,2332,2147,1859,1722,1658,1396,16032,11898,31597,29012,23923,16366,9444,4664,2333,129231,835,2171,2116,1638,1044,615,195,47,8659,565,2058,2169,1292,587,170,20,3,6858,2951,9151,9094,8839,7340,4718,2212,606,44914,1635,4831,3658,3347,2304,1423,789,161,18155,257,916,872,688,414,201,83,27,3455,1944,6443,5680,5185,3848,2113,900,281,26388,906,3805,4486,4670,4015,2229,864,238,21208,3504,12268,12494,10197,6249,3805,1446,449,50417,2613,6682,6257,4809,3652,1815,513,136,26470,1338,2558,1827,1089,669,413,190,52,8137,1712,4010,3039,2622,1495,871,289,86,14128,124,86,96,83,70,91,89,35,667,206,644,620,601,392,223,130,37,2843,4458,6145,5086,4714,3799,3223,2801,2022,32253,23038,61768,57480,49779
506,6481,4549,2893,1511,628,206,26669,1569,4387,3674,2910,2244,1036,282,63,16165,678,1352,874,480,286,207,85,27,3992,1255,2290,1496,1117,718,439,112,53,7473,72,45,33,27,43,58,48,17,344,127,339,305,221,140,74,40,18,1262,2278,2987,2233,1937,1907,1713,1702,1563,16328,11927,30843,24411,18532,14064,8212,4275,2332,114596,821,2508,2138,1543,979,608,163,43,8799,719,2645,2208,1018,469,130,18,0,7210,3540,10713,9560,8259,6597,4419,1985,498,45562,1273,3061,1974,1743,1600,1136,611,182,11585,323,895,840,668,445,284,122,34,3604,1886,6106,4444,3674,3194,1815,801,213,22128,779,2849,3257,3227,3053,1799,738,173,15875,3997,12967,10623,7640,5038,2805,1042,314,44435,2361,6192,5111,4086,3224,1680,501,118,23271,1193,2212,1394,770,504,322,145,57,6592,1722,3834,2480,1830,1155,731,217,80,12040,160,89,82,62,77,95,72,28,666,229,676,632,546,366,195,99,44,2793,5004,7085,5429,4542,4013,3343,2958,2243,34613,24000,61836,50169,39612
507,5199,4110,2590,1355,534,240,21031,1360,3406,3402,2864,2138,986,267,59,14488,570,1110,820,548,332,207,75,38,3693,1127,1966,1482,1165,638,375,132,65,6948,43,24,17,36,44,53,34,13,273,84,195,228,198,129,57,31,8,941,1855,2267,1887,1856,1566,1453,1591,1317,13791,9576,22626,21177,18112,12976,7280,3916,2159,97823,637,1569,1570,1328,962,550,156,42,6811,489,1311,1380,783,398,123,15,5,4497,2525,7678,7769,7522,5848,3726,1797,526,37398,980,2477,2099,1947,1441,979,590,167,10682,262,810,878,640,443,277,82,31,3413,1487,4744,4331,4029,2982,1614,767,259,20214,689,2622,3145,3344,3018,1572,657,178,15233,2664,7880,8198,6851,4584,2571,957,365,34074,1983,4700,4575,3938,3003,1528,470,116,20315,995,1751,1296,885,570,337,108,49,6005,1445,2818,2240,1849,1011,620,251,92,10318,95,59,41,55,79,87,62,22,493,151,425,506,460,329,165,88,34,2160,4175,5393,4570,4263,3348,2864,2759,1893,29263,18582,44226,42605,37886
509,990,991,726,472,147,46,4732,282,638,728,739,796,343,71,19,3602,57,136,145,156,128,90,30,5,749,237,435,356,315,219,145,35,14,1752,18,8,3,14,16,14,18,3,107,12,24,49,53,48,22,5,3,211,678,664,733,977,1066,991,719,405,6229,2313,4699,5091,5507,5369,3478,1633,657,28750,47,162,254,200,187,148,39,5,1045,95,124,116,102,72,42,10,0,563,767,1637,1641,1861,1996,1474,588,150,10109,256,540,454,496,531,409,213,50,2943,371,722,834,791,649,377,163,37,3951,261,830,837,1057,1295,824,361,103,5560,167,678,924,1120,1271,718,273,68,5213,560,1218,1339,1401,1140,789,227,69,6751,390,793,951,976,1066,534,121,30,4855,114,196,197,207,207,162,47,9,1142,304,576,551,535,388,277,80,25,2743,31,12,13,19,31,32,30,10,183,24,74,100,134,116,66,38,8,566,1661,1873,1870,2207,2356,2037,1405,655,14062,5050,9428,10087,11111
510,869,545,299,55,9,3,3379,159,695,522,345,218,67,9,3,2014,38,156,112,59,36,10,0,0,410,177,502,315,183,71,16,3,0,1273,7,16,11,4,5,0,0,0,50,14,67,37,58,21,4,0,0,194,914,1404,998,961,588,239,78,29,5209,2093,5940,4467,3187,1970,574,135,40,18408,32,273,263,107,63,16,3,0,758,32,118,142,59,22,5,0,0,376,771,3944,3129,2363,1261,286,45,5,11813,171,796,611,459,319,86,27,0,2460,121,322,317,208,123,31,3,0,1125,139,883,755,612,491,124,13,3,3022,174,798,775,573,431,127,15,3,2900,439,1639,1376,895,521,94,17,7,4993,226,956,749,524,339,98,17,6,2912,64,245,177,101,68,19,3,0,685,221,738,549,366,167,51,10,0,2103,15,22,21,11,13,9,0,0,95,32,136,138,146,74,11,3,0,537,2103,3938,3121,2634,1649,580,174,53,14260,4536,14817,12122,9065
511,977,829,531,230,84,20,4133,273,627,582,505,414,176,30,4,2607,66,151,126,92,54,31,13,3,536,284,511,377,292,172,90,34,5,1760,20,13,4,12,8,18,12,3,92,21,32,41,44,23,11,5,0,180,884,1041,914,949,857,634,414,189,5887,2536,5275,4905,4419,3416,1841,847,279,23514,78,351,287,173,116,44,11,3,1058,73,125,112,63,52,16,0,0,442,978,2567,2312,2269,1830,969,338,66,11329,296,585,432,526,500,289,112,23,2767,179,328,394,353,258,149,63,15,1738,231,840,849,849,763,419,168,32,4153,191,810,925,948,733,326,108,19,4064,515,1369,1365,1185,826,358,136,26,5786,344,862,763,706,550,247,54,9,3542,102,222,183,139,83,52,27,5,811,368,698,563,503,289,163,55,12,2653,30,16,16,13,17,31,28,5,160,34,101,111,124,85,31,19,4,514,1969,2449,2173,2304,1983,1381,802,341,13403,5386,11323,10495,10160
597,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,8,3,5,0,3,0,0,0,0,22,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,46,51,38,13,3,0,0,163,0,15,0,3,3,0,0,0,22,0,0,3,0,0,0,0,0,3,0,0,3,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,12,0,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,0,8,6,4,4,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,27,22,21,8,0,0,0,82,11,106,100,83
599,36,26,46,23,0,0,231,10,48,15,19,37,9,0,0,135,12,25,3,4,5,3,0,0,50,10,29,17,10,22,5,0,0,96,0,0,0,0,0,3,0,0,6,0,0,4,3,3,0,0,0,13,84,151,100,103,74,55,12,5,583,184,440,223,218,263,136,25,7,1493,12,26,18,10,10,3,0,0,73,4,13,10,5,8,5,0,0,45,35,161,90,111,110,70,9,3,593,14,65,42,23,35,18,0,0,197,8,22,16,12,17,12,0,0,82,15,67,23,30,46,25,4,0,205,10,30,16,13,42,26,3,3,138,35,101,57,43,68,41,8,0,354,22,73,26,28,42,16,0,0,212,15,38,10,12,9,10,0,0,85,15,45,31,23,30,10,3,0,161,0,4,0,0,0,3,0,0,13,3,6,11,10,3,4,3,0,44,181,382,320,360,212,130,26,8,1601,374,1033,673,680
601,2312,1955,1447,732,291,169,10379,785,2090,2069,1987,1720,868,240,69,9830,184,525,462,369,282,193,85,28,2120,554,942,695,601,355,224,73,28,3466,29,14,12,9,23,42,25,16,165,39,137,152,133,117,63,22,13,673,1012,939,900,996,1107,1081,965,575,7586,4466,10671,10280,9706,8851,5524,2802,1321,53616,255,928,987,838,647,419,141,61,4279,312,891,642,405,248,105,16,3,2617,686,2031,2182,2510,2524,1956,1080,360,13327,535,1416,1083,1170,1134,678,371,136,6526,144,432,568,546,408,157,68,23,2343,558,2023,1911,2125,2138,1318,627,243,10941,172,1206,1476,1489,2108,1423,638,211,8716,1350,3947,3636,3342,2647,1516,595,270,17302,1115,2937,2922,2830,2580,1466,412,125,14383,314,903,766,629,489,356,142,44,3645,787,1498,1219,996,629,363,129,45,5665,62,35,29,23,43,69,45,18,322,89,250,324,280,262,146,71,33,1461,2123,2131,1958,2150,2252,2097,1704,869,15282,8504,20624,19713,19325
