SOS_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
SOS67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,3,0,0,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,17,6,5,3,4,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
SOS69,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,4,9,17,11,8,9,7,0,0,57,0,3,6,0,3,4,0,0,22,5,3,0,3,0,0,0,0,10,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,6,3,0,3,4,0,0,0,15,0,3,3,3,3,3,0,0,16,0,3,0,3,0,0,0,0,9,9,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18,31,34,22,10,8,6,0,128,48,80,59,47,35,30,8,0,308,0,7,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,8,3,5,0,0,0,34,0,3,0,3,4,4,0,0,19,3,6
SOS70,31,163,181,166,129,64,20,3,756,147,372,312,139,70,17,0,0,1059,754,2941,2199,1863,1263,603,203,39,9853,191,985,605,478,367,222,77,14,2956,38,158,186,130,100,40,12,3,674,78,456,360,279,196,72,15,5,1467,11,154,219,205,227,139,34,5,990,263,1108,931,767,481,203,41,9,3796,190,596,541,445,341,165,44,9,2343,61,159,131,81,62,32,11,3,533,121,399,266,205,104,44,9,0,1136,20,25,11,9,10,4,3,0,92,51,165,137,96,57,30,4,3,538,1237,2293,1686,1376,942,488,173,56,8247,3202,9976,7762,6246,4354,2120,647,150,34449,58,210,213,127,78,30,0,0,715,16,126,133,59,45,11,0,0,396,77,212,153,100,65,32,13,3,656,17,86,52,37,17,3,0,0,216,30,119,136,52,42,8,0,0,397,281,1481,955,666,529,229,84,21,4241,109,756,745,652,523,246,67,9,3117,587,2110
SOS71,3,37,30,39,32,19,4,0,166,12,54,46,32,26,9,3,0,177,169,529,436,502,394,169,46,15,2251,47,208,186,148,122,61,22,4,781,28,75,71,69,33,13,4,0,290,20,159,135,125,71,27,4,0,544,14,79,96,92,115,62,16,0,469,23,231,208,184,152,45,3,0,854,43,243,251,207,161,45,16,0,959,30,51,39,35,28,6,6,0,199,55,82,82,90,40,16,4,0,358,6,4,0,4,6,7,0,0,24,10,47,33,35,24,9,0,0,159,659,794,618,561,432,221,85,17,3392,1109,2592,2234,2108,1633,698,209,37,10627,13,49,40,23,12,7,0,0,154,6,23,15,15,13,6,0,0,68,10,22,45,21,7,9,0,0,121,0,17,7,8,9,0,0,0,45,26,58,48,28,14,3,0,0,170,78,493,410,369,293,90,40,13,1785,24,272,264,290,255,93,24,4,1224,120,435
SOS72,8,11,15,13,5,3,0,0,49,3,12,3,3,7,0,0,0,32,53,164,181,176,153,65,13,3,807,20,93,62,56,51,24,9,3,307,16,53,50,61,21,6,0,0,210,4,34,42,33,27,8,0,0,148,5,40,37,37,38,19,6,0,186,28,54,51,48,40,16,0,0,238,27,67,64,57,38,14,3,0,263,5,10,20,13,11,5,0,0,62,29,53,21,24,17,3,0,0,145,3,0,3,3,0,0,0,0,13,8,20,21,18,12,5,0,0,81,533,455,338,357,219,98,37,9,2037,733,1056,898,898,638,268,63,14,4576,5,5,20,8,3,0,0,0,37,3,9,10,0,0,0,0,0,22,3,18,7,16,6,0,0,0,54,0,5,6,4,0,0,0,0,19,12,20,26,11,4,0,0,0,71,27,70,82,90,104,27,3,0,394,16,133,90,135,127,34,9,0,546,39,154
SOS73,9,12,24,28,23,14,5,0,111,17,15,15,6,13,0,0,0,64,241,560,551,641,443,217,49,3,2711,65,192,191,178,156,70,30,0,882,58,95,91,115,60,31,3,3,453,10,15,30,41,34,20,10,0,164,4,26,35,49,61,25,3,0,202,28,50,77,117,80,32,6,0,387,15,54,56,75,38,22,3,0,258,11,12,18,11,15,17,0,0,82,22,49,51,54,36,20,0,0,230,3,0,3,3,5,3,0,0,17,12,22,43,39,24,11,3,0,146,792,734,598,572,444,260,55,8,3464,1286,1844,1782,1919,1418,734,171,20,9176,0,24,35,32,9,0,0,0,114,0,3,14,12,11,0,0,0,41,12,44,18,37,17,11,0,0,140,7,10,13,11,4,0,0,0,43,70,81,73,48,17,5,0,0,296,41,137,139,159,141,57,17,0,687,18,114,183,171,132,79,8,3,707,90,242
SOS77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,3,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,5,0,0,0,12,4,18,18,10,3,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS79,0,0,3,0,0,3,0,0,4,0,0,0,0,5,0,0,0,9,3,25,19,40,41,36,4,0,171,8,14,11,8,14,16,0,0,60,0,7,3,0,3,0,3,0,21,0,6,0,0,4,0,0,0,6,0,9,0,3,11,3,0,0,27,4,11,11,14,9,6,0,0,52,6,5,8,8,3,4,0,0,30,3,8,0,0,0,0,0,0,7,3,4,4,0,8,3,0,0,16,12,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,8,43,100,87,110,67,43,6,0,453,83,180,154,188,159,112,19,0,890,3,6,4,3,0,0,0,0,15,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,5,0,4,3,0,0,0,0,16,0,22,11,18,26,6,0,0,82,0,12,6,4,13,9,0,0,43,10,12
SOS80,468,1336,1173,1272,1196,930,355,127,6845,769,3035,3252,2040,1179,355,32,0,10669,912,3535,3503,3318,2810,2104,1034,356,17577,683,1979,1536,1242,1018,765,432,133,7795,112,457,477,439,373,218,115,29,2234,188,1132,927,734,609,288,146,57,4083,110,625,726,585,623,467,240,69,3442,1202,4278,4184,3454,2392,1336,410,141,17402,1129,4163,3576,2992,2700,2143,728,228,17652,447,1146,851,570,386,181,59,13,3651,339,944,728,483,271,155,64,18,3003,57,22,11,7,20,16,19,7,166,99,319,396,353,259,188,112,42,1774,1764,2544,2014,1694,1263,1036,766,396,11473,8280,25513,23357,19190,15098,10178,4520,1629,107768,575,1493,1376,1076,696,401,115,56,5791,203,887,822,701,412,119,14,0,3160,163,594,443,280,246,148,104,59,2030,101,328,242,199,118,55,10,0,1060,137,364,387,258,137,71,26,3,1372,742,3288,2669,2281,2129,1209,648,212,13179,436,2154,2254,1941,2069,1665,712,162,11393,1962,6320
SOS82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,7,0,0,7,0,16,0,0,0,10,0,4,3,0,15,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,5,4,0,0,0,6,0,0,4,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,0,15,18,9,14,13,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,9,0,0,0,0,3,3,0,0,11,0,0
SOS83,0,0,9,0,3,3,0,0,12,0,3,3,3,0,0,0,0,4,6,11,7,7,8,3,0,0,44,4,12,4,8,4,3,0,0,38,0,0,3,3,3,0,0,0,14,0,0,3,0,0,0,0,0,10,0,4,0,3,0,0,0,0,9,0,0,3,5,3,0,0,0,19,4,4,7,0,0,3,0,0,22,0,0,3,3,0,0,0,0,12,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,10,6,9,7,3,0,0,44,21,51,60,51,40,14,5,0,234,0,7,3,3,0,0,0,0,14,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,18,0,0,3,4,4,0,0,0,17,0,9
SOS87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS89,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,8,6,6,3,11,0,0,0,32,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,5,0,3,7,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,11,3,7,3,3,0,3,0,0,18,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,26,16,18,7,0,0,84,25,35,48,29,36,15,0,0,186,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,13,0,0,0,0,6,4,0,0,12,10,5
SOS91,0,7,3,4,3,0,0,0,13,0,5,0,0,0,0,0,0,3,3,20,28,32,21,15,0,0,127,3,8,3,12,6,0,0,0,34,0,3,3,3,3,0,0,0,15,0,0,5,0,3,0,0,0,14,0,0,5,5,0,0,0,0,11,3,9,13,13,3,0,0,0,35,3,9,10,7,8,4,0,0,29,0,0,0,0,0,0,0,0,5,0,3,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,5,17,27,21,24,34,27,6,0,158,32,90,95,106,84,52,6,0,465,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,10,0,4,7,3,0,0,21,4,11,17,12,3,0,0,0,41,3,13
SOS92,0,3,0,0,0,0,0,0,14,0,0,4,0,0,0,0,0,7,5,17,12,19,24,16,4,0,105,3,0,4,8,22,11,0,0,44,0,0,6,0,3,0,0,0,12,0,0,0,3,0,0,0,0,11,0,4,3,7,0,3,3,0,15,3,3,12,4,3,5,0,0,26,3,10,4,0,4,3,0,0,27,0,0,0,4,0,0,0,0,3,0,4,6,3,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,4,12,12,11,13,16,10,7,0,78,26,59,66,70,71,51,19,0,364,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,5,0,7,4,3,10,3,0,0,26,0,12,10,3,11,3,3,0,47,4,16
SOS93,0,3,3,0,3,3,0,0,11,0,0,3,0,0,0,0,0,3,3,3,14,20,24,15,4,3,85,0,6,8,14,11,5,8,0,50,3,0,0,4,3,0,0,0,11,0,0,0,0,0,3,0,0,9,0,0,3,0,0,0,0,0,7,0,4,0,3,8,3,0,0,16,0,0,3,0,4,3,0,0,13,0,0,0,0,0,3,0,0,3,0,3,9,9,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,104,65,38,24,15,7,3,303,51,127,109,89,82,43,28,10,546,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,6,0,0,9,3,10,13,3,0,41,0,0,4,3,6,5,0,0,24,0,11
SOS97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOS99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
