SUA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
1028,3372,2214,2088,2060,2106,1606,971,570,274,15267,4,10,5,3,7,3,3,0,0,32,45,164,121,84,81,70,32,16,8,618,0,26,7,0,4,3,3,3,0,55,3,72,31,10,25,15,13,3,0,165,0,13,4,3,3,0,0,0,0,25,0,5,3,0,3,3,0,0,0,19,0,3,0,0,0,4,0,0,0,9,0,3,3,0,0,0,0,0,0,12,0,9,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,54,300,176,94,114,90,51,22,8,908,60,305,181,97,123,95,55,22,8,943,3429,2518,2270,2155,2227,1698,1027,593,289,16204
1029,2796,1561,1378,1717,2019,2505,2761,1563,591,16891,9,7,6,7,4,4,4,3,0,43,53,84,90,83,82,119,97,30,16,659,5,3,3,7,0,3,4,3,0,25,3,4,3,5,3,5,3,0,0,24,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,3,0,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,8,10,0,0,30,0,0,0,0,0,0,0,0,0,0,67,93,101,101,96,145,118,37,16,761,71,100,108,102,93,149,121,39,18,797,2868,1665,1482,1825,2117,2647,2885,1601,605,17693
1030,815065,565353,704387,629989,558845,457598,315986,172072,80643,4299931,687,834,775,532,515,431,399,288,186,4647,11539,17122,22543,14259,12808,11698,9387,6087,3823,109262,272,732,2010,2335,2479,1414,684,216,55,10197,348,990,1623,1625,1924,1459,934,258,61,9223,70,237,416,403,544,437,302,91,8,2503,209,337,714,616,684,514,253,93,15,3439,20,74,116,126,170,215,183,56,6,964,24,105,109,88,71,51,21,5,0,478,79,385,463,416,383,330,218,77,21,2366,0,7,0,3,8,8,3,4,0,27,12561,19993,27993,19868,19074,16116,11977,6877,3994,138450,13248,20825,28768,20394,19593,16546,12381,7167,4185,143092,828317,586174,733151,650389,578435,474142,328363,179237,84825,4443026
1031,8104,4800,5170,4463,4721,4524,3489,2276,997,38551,16,19,12,3,3,3,3,7,0,58,363,395,337,239,237,252,216,110,31,2178,4,9,25,6,11,35,37,9,0,128,21,16,23,24,32,29,26,6,0,187,0,0,10,3,10,12,9,0,0,48,0,5,0,4,0,3,4,0,0,20,0,0,0,0,0,7,5,0,0,10,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,383,427,402,277,297,341,303,124,31,2582,397,441,411,285,296,338,305,128,32,2639,8508,5244,5584,4742,5017,4863,3789,2406,1035,41186
1032,4502,2698,2275,2380,3052,3388,3154,2059,991,24507,13,12,10,6,6,5,7,4,4,56,113,207,176,118,141,169,151,81,53,1221,11,3,5,3,8,13,13,3,0,54,9,6,16,13,8,14,9,9,0,80,0,0,0,0,3,3,0,0,0,7,0,0,0,0,0,6,0,0,0,10,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,13,0,0,0,0,0,0,0,0,0,0,134,218,205,134,162,199,180,97,58,1387,144,226,206,140,170,210,185,105,62,1444,4650,2920,2486,2519,3229,3593,3334,2163,1057,25947
1033,2275,1150,1085,1365,1713,2263,2341,1442,569,14209,5,5,3,0,7,3,4,3,0,31,60,68,71,65,81,93,108,34,17,598,0,0,6,0,10,7,26,15,0,65,0,7,0,0,4,0,12,0,0,23,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,10,3,0,14,0,0,0,0,0,0,0,0,0,3,4,3,0,3,3,21,15,0,0,53,0,0,0,0,0,0,0,0,0,0,62,81,90,69,102,132,168,52,17,768,72,85,93,68,105,134,173,58,14,797,2341,1238,1174,1437,1818,2397,2518,1501,582,15009
1034,10669,7622,7082,6233,6100,5742,3985,2487,1215,51140,15,15,14,3,4,9,3,8,5,82,213,1133,421,267,241,239,192,109,80,2897,9,225,76,43,49,31,26,8,0,465,3,177,57,19,15,24,16,7,0,315,0,42,18,9,4,4,4,0,0,89,5,30,10,8,3,0,4,0,0,64,0,27,3,4,0,3,5,0,0,52,0,9,3,0,4,0,0,0,0,20,0,40,20,7,16,6,8,0,0,104,0,0,0,0,0,0,0,0,0,0,228,1688,615,367,338,313,252,123,77,4003,245,1707,635,369,347,321,255,126,84,4087,10913,9323,7714,6604,6444,6057,4242,2617,1306,55223
1035,51112,37065,33291,34507,35968,33062,25285,15677,6673,272631,44,56,45,33,30,43,36,32,22,352,963,1715,1511,944,897,859,715,527,346,8467,18,38,81,34,43,49,52,14,3,340,11,40,62,40,46,61,32,16,0,310,3,3,10,12,12,13,11,3,0,67,9,7,19,24,18,19,15,3,0,108,0,3,5,5,9,17,15,10,0,61,0,10,8,4,0,3,0,0,0,20,6,35,34,17,25,20,12,8,0,151,0,0,0,0,0,0,0,0,0,0,1009,1843,1724,1072,1044,1049,851,581,349,9530,1049,1902,1772,1109,1074,1096,888,612,369,9879,52165,38961,35060,35618,37041,34155,26178,16290,7040,282510
2000,115380,63995,56223,71276,92149,99375,80372,40488,16671,635933,166,159,110,96,141,139,147,97,54,1117,314,362,391,351,379,487,328,101,32,2750,3786,4609,4168,3342,3513,4093,3384,1368,705,28970,313,313,393,311,311,310,217,44,10,2213,193,311,302,247,244,305,219,71,5,1900,84,115,138,100,116,153,90,21,3,816,31,27,57,45,68,97,93,36,3,465,42,52,54,17,20,22,14,0,0,224,8,26,41,25,28,34,13,3,0,184,0,0,0,0,0,0,0,0,0,3,4779,5811,5543,4433,4680,5506,4357,1638,766,37524,4943,5967,5652,4537,4819,5649,4507,1740,820,38635,120324,69964,61874,75806,96973,105028,84881,42228,17487,674571
2001,4184,2441,2442,2694,2694,2256,1777,746,307,19546,0,0,3,6,3,3,3,3,0,23,3,0,0,0,0,3,3,5,0,14,61,98,97,53,55,49,43,30,9,497,3,0,0,5,0,0,7,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,98,97,60,69,55,51,32,9,541,64,99,100,65,73,59,55,35,8,562,4250,2541,2542,2762,2766,2319,1832,786,320,20114
2002,2540,1538,1535,1429,1669,1774,1577,1102,540,13701,0,0,0,0,0,6,4,0,0,13,0,0,8,0,8,3,6,0,0,26,52,117,98,68,92,71,44,40,20,593,0,0,4,3,0,7,4,0,0,20,0,0,0,0,3,3,0,0,0,8,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,119,103,71,97,88,55,41,20,651,52,119,103,71,102,94,59,39,17,667,2594,1654,1643,1506,1768,1868,1635,1142,560,14365
2003,18479,13087,12268,11651,12038,11013,8501,4864,2198,94099,7,31,15,3,11,13,13,7,9,115,0,27,12,18,17,17,26,7,0,127,421,923,600,371,338,362,300,191,118,3637,4,7,8,13,13,27,19,0,0,88,4,11,9,8,11,12,9,8,3,77,3,0,0,4,10,5,4,0,0,32,0,0,3,3,8,15,15,4,0,49,5,8,5,3,3,7,0,0,0,31,0,0,3,0,4,3,0,3,0,15,0,0,0,0,0,0,0,0,0,0,442,978,644,418,406,448,376,213,128,4055,456,1007,658,422,420,461,387,221,138,4170,18935,14099,12927,12072,12459,11469,8888,5086,2333,98273
2004,17637,12196,11693,10751,11027,10677,8057,4841,2363,89225,24,14,15,7,11,9,8,3,4,99,8,41,34,14,29,33,29,14,0,216,370,853,581,345,318,338,224,145,123,3297,10,8,12,10,16,19,21,4,0,93,0,12,11,8,9,31,11,3,0,81,0,5,11,9,16,16,3,6,0,63,0,4,4,0,6,6,16,0,0,39,0,4,3,0,3,3,3,0,0,20,0,3,3,3,6,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,393,939,657,382,396,434,311,181,129,3816,413,952,671,391,402,447,315,186,137,3913,18048,13142,12365,11143,11433,11121,8370,5024,2494,93143
2005,2155,1365,1342,1262,1444,1477,1144,832,429,11451,3,4,4,0,4,0,3,0,0,25,0,0,0,0,4,0,3,0,0,11,47,74,59,46,36,40,25,19,16,364,0,0,0,0,4,3,3,0,0,11,3,3,3,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,82,69,44,46,44,37,25,14,414,57,88,70,46,45,47,39,25,14,432,2213,1454,1408,1311,1486,1522,1188,851,447,11889
2006,3570,2022,2019,2078,2439,2485,2328,1419,596,18955,4,0,5,5,0,8,3,8,3,32,15,24,22,22,29,38,30,8,3,185,64,106,124,100,120,129,194,83,24,938,5,0,0,4,11,5,26,3,0,51,0,3,0,0,10,12,14,6,0,52,5,0,0,0,9,13,4,0,0,28,0,3,5,0,5,3,0,0,0,12,3,0,0,7,0,0,0,0,0,13,0,0,0,0,0,0,7,0,0,10,0,0,0,0,0,0,0,0,0,0,89,141,147,131,176,198,277,111,32,1297,96,141,153,135,174,203,284,114,37,1334,3661,2164,2168,2213,2613,2688,2613,1531,632,20287
2007,44625,29727,29729,30424,30633,28197,21783,12608,6175,233900,36,45,32,20,20,23,29,18,19,242,21,69,45,30,38,40,33,11,3,287,788,1545,1189,779,754,740,658,386,268,7109,24,36,31,44,33,64,44,9,3,282,5,14,23,14,18,15,33,7,0,134,5,16,15,9,18,23,16,0,0,104,5,21,7,13,10,23,18,0,0,93,3,3,7,5,3,6,0,0,0,20,3,0,13,8,5,10,0,0,0,36,0,0,0,0,0,0,0,0,0,0,850,1706,1314,907,883,917,810,419,270,8075,886,1748,1346,923,902,942,834,430,293,8311,45513,31476,31072,31347,31535,29147,22622,13044,6465,242215
2008,4357,2176,1680,2705,3009,2447,1858,677,279,19198,3,5,0,0,0,0,0,0,0,13,0,3,3,6,3,10,5,0,0,30,45,75,58,35,39,20,51,23,7,359,0,5,4,0,6,9,3,0,3,29,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,80,63,43,50,38,68,32,9,432,53,88,63,43,50,38,67,30,9,440,4405,2264,1745,2750,3060,2483,1931,706,291,19640
2009,2972,1772,1882,1693,1852,1909,1443,1079,509,15120,3,3,3,0,0,3,5,4,0,25,0,4,6,3,8,0,0,0,0,15,50,95,118,84,70,79,52,34,22,598,0,3,3,0,8,3,0,0,0,17,9,0,7,10,11,19,17,7,0,78,0,0,0,0,0,5,0,0,0,12,6,0,0,0,3,0,4,0,0,8,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,61,100,132,100,90,109,76,42,22,732,68,102,131,103,93,113,80,42,23,765,3040,1876,2013,1796,1942,2025,1523,1123,536,15885
2010,769364,562354,681771,596668,546034,436546,307803,177397,81668,4159603,493,689,595,454,434,385,378,310,170,3903,446,1080,2254,2359,2667,2178,1126,311,83,12490,11687,17103,21026,13083,11274,10609,8773,6421,3919,103894,349,753,1246,1087,1591,1344,778,179,42,7380,177,393,555,535,706,690,419,116,26,3622,173,440,637,667,808,737,459,129,26,4071,96,363,233,288,382,518,365,101,15,2355,61,132,97,77,79,70,45,6,0,565,36,133,262,170,194,173,119,23,5,1114,0,8,0,0,3,3,3,0,0,17,13033,20404,26306,18261,17699,16318,12096,7284,4126,135522,13521,21096,26903,18717,18126,16697,12473,7593,4296,139423,782890,583444,708669,615387,564163,453243,320272,184991,85963,4299024
2011,13812,7334,9244,8305,6813,6236,4192,1456,507,57890,10,14,7,10,6,5,0,3,0,60,4,3,4,8,4,9,0,0,0,42,263,250,284,191,125,109,73,48,19,1358,0,3,3,3,9,4,4,0,0,27,0,3,0,3,3,5,0,3,0,15,3,3,9,3,0,6,3,0,0,27,3,0,0,3,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,275,271,305,211,144,125,80,49,19,1480,285,289,307,222,150,125,80,55,20,1537,14091,7625,9552,8522,6970,6363,4271,1511,527,59433
2012,9278,5777,5689,5453,6190,6013,4818,2814,1215,47241,8,14,3,9,7,5,11,8,3,57,36,69,56,49,83,80,72,22,15,484,168,290,300,188,205,257,271,138,44,1858,7,10,11,8,12,22,27,3,0,101,16,40,48,39,48,76,102,50,9,428,0,3,3,3,10,10,6,6,0,52,0,0,0,4,6,8,6,7,0,33,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,3,0,0,12,0,0,0,0,0,0,0,0,0,0,228,406,423,296,375,463,488,231,64,2978,234,417,423,306,380,473,499,241,68,3036,9505,6191,6116,5761,6569,6485,5312,3051,1283,50277
2013,2642,1938,1769,1682,2037,2189,1747,1073,504,15585,0,3,3,0,0,3,8,5,3,22,0,0,4,0,0,0,0,0,0,6,77,140,100,56,54,39,37,16,13,526,4,7,0,0,7,0,0,0,0,22,0,0,3,0,3,4,0,3,0,11,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,79,148,107,58,66,42,42,19,12,575,79,155,113,56,66,50,47,24,14,595,2716,2092,1883,1736,2097,2237,1789,1098,523,16179
2014,1762,1139,939,1190,1462,1515,1060,628,308,9999,3,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,12,43,75,62,40,46,67,42,10,8,393,0,4,3,3,0,3,0,3,0,14,0,3,5,9,9,8,3,0,0,39,0,0,0,0,6,3,3,3,0,14,0,0,4,0,0,4,3,0,0,13,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,85,70,52,61,97,48,15,8,479,44,86,73,54,61,92,48,15,10,490,1810,1224,1013,1244,1518,1610,1107,646,321,10490
2015,2741,1579,1714,1631,1755,1683,1270,792,427,13598,4,0,3,0,3,6,7,3,0,30,3,5,11,3,14,11,11,4,0,54,47,120,104,72,87,95,47,37,16,627,5,5,15,8,8,4,0,0,0,52,0,0,0,0,0,0,4,0,0,8,0,0,3,4,3,4,4,0,0,17,0,0,0,3,3,3,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,50,137,135,89,120,126,65,42,15,781,55,133,136,92,127,128,70,48,20,807,2800,1716,1849,1726,1881,1815,1337,841,440,14412
2016,9702,5882,6052,5744,6127,5483,4195,2509,1165,46850,15,17,13,15,8,3,4,9,3,79,9,24,5,14,26,26,7,4,0,121,236,339,315,266,232,214,146,110,45,1902,5,3,3,13,8,14,3,5,0,57,0,0,7,12,5,5,0,0,0,25,4,0,4,3,0,3,4,0,0,19,0,0,0,4,0,15,3,3,0,25,0,0,0,0,4,0,0,0,0,3,0,0,0,3,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,256,364,341,311,275,280,176,120,50,2167,266,379,355,327,283,284,178,127,53,2248,9965,6263,6410,6074,6412,5766,4371,2629,1214,49107
2017,1984,1265,1308,1195,1258,1157,912,730,367,10184,3,0,3,0,0,0,4,0,0,6,4,14,8,6,7,12,9,0,0,72,35,93,76,72,67,69,32,30,12,496,0,0,0,3,0,6,16,3,0,31,0,3,10,11,14,11,7,5,0,56,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,11,3,0,0,16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,44,112,109,91,97,108,77,40,12,681,45,112,108,96,95,114,74,40,12,696,2027,1378,1419,1289,1352,1272,989,765,384,10875
2018,7348,4660,5055,4463,4965,4786,3596,2289,1019,38177,13,11,3,8,10,3,3,5,3,53,6,3,12,6,19,14,12,3,0,68,170,288,301,199,174,188,130,127,79,1651,0,0,11,6,9,7,3,0,0,39,0,0,0,5,0,3,0,3,0,16,0,3,3,3,0,3,3,0,0,25,0,0,0,0,0,4,0,0,0,11,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,296,326,221,208,220,147,129,79,1809,191,308,328,229,219,219,151,139,79,1864,7536,4964,5383,4698,5187,5004,3745,2424,1095,40039
2019,3250,1899,1852,2031,2230,2261,1901,1334,798,17562,0,6,3,0,3,3,6,6,0,29,6,12,7,3,5,17,3,3,0,54,89,124,123,89,83,86,73,46,42,756,6,5,4,3,8,11,3,0,0,34,0,0,0,0,0,0,3,0,0,11,0,0,5,0,3,0,0,0,0,8,0,0,0,0,0,4,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,101,137,141,100,102,112,93,56,42,889,101,144,149,103,109,119,98,58,45,920,3352,2048,1998,2134,2335,2373,1996,1397,845,18484
2020,6614,3878,3802,3731,4399,4171,3580,2000,786,32961,12,12,7,0,5,5,5,4,0,47,0,0,3,0,4,0,10,0,0,23,113,180,155,61,104,93,78,51,28,867,11,4,8,5,13,10,10,0,0,56,3,0,0,3,0,3,3,0,0,18,0,0,3,0,5,3,0,0,0,12,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127,186,168,77,127,110,104,56,28,979,134,204,177,77,132,116,106,60,27,1028,6746,4073,3979,3800,4529,4288,3687,2057,815,33983
2021,5995,4180,3862,3800,4286,3938,3051,1832,911,31859,13,14,6,6,4,3,0,3,5,44,9,3,10,3,16,6,12,0,0,58,123,242,195,137,166,172,122,69,51,1286,3,4,3,5,0,11,3,0,0,32,8,4,9,0,16,10,11,3,3,64,0,3,5,0,0,0,0,0,0,13,0,0,0,0,0,3,4,3,0,12,0,0,3,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,141,259,228,163,200,199,151,80,57,1471,155,269,236,165,204,197,151,81,59,1518,6150,4453,4098,3965,4489,4141,3204,1913,970,33376
3000,141803,74302,75480,83861,98872,98969,78284,35461,11310,698343,397,301,269,219,224,214,174,132,49,1984,636,512,1147,1003,1303,3027,4791,1355,159,13927,686,368,885,873,1147,3137,5332,1762,207,14389,3878,6670,9949,8694,9991,10473,7503,2149,504,59808,105,113,227,208,351,857,1389,342,29,3611,90,82,228,174,273,518,530,126,10,2033,56,29,96,87,167,510,612,138,12,1718,75,86,98,60,65,76,36,7,0,500,47,32,86,70,93,176,251,59,10,839,0,0,0,3,0,3,4,0,0,10,5571,7893,12715,11171,13389,18773,20447,5939,940,96829,5969,8194,12982,11392,13613,18984,20622,6067,987,98819,147773,82501,88465,95253,112489,117952,98906,41531,12298,797162
3001,418656,293417,317429,295527,275139,221462,159838,79704,35305,2096464,344,407,317,217,206,199,165,137,63,2051,342,716,1037,822,1034,1269,1215,494,141,7078,187,318,634,605,588,703,929,405,90,4458,8069,11667,11024,6873,6245,6309,5236,2760,1515,59699,50,70,136,128,171,236,328,93,27,1240,77,97,247,217,224,251,162,53,12,1329,35,40,56,54,99,180,235,98,13,815,34,85,101,57,79,54,22,8,0,445,49,41,94,90,88,113,114,30,9,637,0,3,0,3,4,6,3,3,0,23,8847,13037,13331,8853,8538,9117,8241,3942,1806,75725,9190,13439,13652,9071,8745,9317,8410,4080,1871,77775,427847,306859,331080,304592,283879,230783,168243,83779,37179,2174245
3002,12148,7441,6996,7036,8116,8456,8015,5006,1921,65129,9,10,9,14,4,10,9,19,3,89,11,15,37,14,39,159,261,104,8,660,15,17,18,21,37,122,344,163,16,756,262,501,382,324,392,432,442,177,81,3000,3,0,5,6,8,27,71,39,4,175,9,0,5,3,5,16,16,9,0,54,0,0,0,4,5,34,73,27,0,146,3,3,0,0,8,3,0,0,0,13,0,0,0,0,0,8,4,9,0,24,0,0,0,0,0,0,0,0,0,0,302,544,457,380,500,800,1215,520,106,4829,313,549,470,399,503,810,1229,533,115,4914,12457,7989,7464,7428,8616,9266,9243,5542,2039,70048
3003,28701,16328,18704,19963,19788,16183,10822,4539,1704,136726,45,29,29,27,33,18,8,16,9,206,121,161,270,239,323,535,763,308,59,2775,275,146,322,353,334,751,1078,530,101,3887,766,1129,1292,958,1114,1157,938,343,97,7789,46,33,84,62,130,240,393,184,19,1194,45,40,65,52,92,148,156,47,11,664,16,4,18,30,60,133,168,50,9,492,6,34,49,36,20,15,19,4,0,184,13,20,58,26,25,54,77,37,9,307,0,0,0,0,0,0,0,0,0,0,1295,1565,2158,1752,2092,3028,3588,1508,312,17296,1338,1593,2181,1773,2126,3043,3598,1527,321,17500,30039,17922,20887,21736,21918,19224,14422,6062,2022,154226
3004,3464,1668,2128,1868,1658,1095,431,168,51,12543,0,3,8,0,3,0,0,0,0,16,14,4,14,12,19,25,53,8,0,156,0,0,3,5,0,22,42,17,0,86,64,129,131,106,142,133,90,22,0,820,0,0,4,0,3,3,15,0,0,27,0,0,3,0,4,12,3,0,0,26,3,0,0,0,4,6,15,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,82,132,152,121,177,197,217,47,0,1142,86,135,161,121,184,198,220,50,3,1158,3555,1805,2293,1992,1836,1290,654,218,57,13698
3005,9761,5288,6101,6021,5794,4251,2212,1084,394,40902,15,10,11,0,0,4,4,3,0,48,9,8,28,23,39,50,59,30,10,261,3,4,15,8,16,46,96,32,3,229,225,333,333,207,258,251,159,54,25,1853,0,0,3,3,0,22,26,10,0,61,0,0,5,3,6,10,8,0,0,35,3,0,8,3,9,9,26,7,0,56,0,0,10,3,0,0,0,0,0,14,0,0,0,0,7,0,7,0,0,8,0,0,0,0,0,0,0,0,0,0,247,352,404,245,339,388,380,131,39,2520,261,368,413,249,338,393,381,133,39,2566,10023,5649,6512,6264,6140,4643,2592,1214,430,43467
