SOSR_CODE_2016,MOL_SAL_Oth_SOLSE_NWorNAA,MOL_SAL_Oth_SOLSE_Tot,MOL_SAL_Oth_NS,MOL_SAL_Oth_Tot,MOL_SAL_Tot_SEO,MOL_SAL_Tot_SOLSE_VWorW,MOL_SAL_Tot_SOLSE_NWorNAA,MOL_SAL_Tot_SOLSE_Tot,MOL_SAL_Tot_NS,MOL_SAL_Tot_Tot,MOL_Spanish_SEO,MOL_Spanish_SOLSE_VWorW,MOL_Spanish_SOLSE_NWorNAA,MOL_Spanish_SOLSE_Tot,MOL_Spanish_NS,MOL_Spanish_Tot,MOL_Tamil_SEO,MOL_Tamil_SOLSE_VWorW,MOL_Tamil_SOLSE_NWorNAA,MOL_Tamil_SOLSE_Tot,MOL_Tamil_NS,MOL_Tamil_Tot,MOL_Thai_SEO,MOL_Thai_SOLSE_VWorW,MOL_Thai_SOLSE_NWorNAA,MOL_Thai_SOLSE_Tot,MOL_Thai_NS,MOL_Thai_Tot,MOL_Turkish_SEO,MOL_Turkish_SOLSE_VWorW,MOL_Turkish_SOLSE_NWorNAA,MOL_Turkish_SOLSE_Tot,MOL_Turkish_NS,MOL_Turkish_Tot,MOL_Vietnamese_SEO,MOL_Vietnamese_SOLSE_VWorW,MOL_Vietnamese_SOLSE_NWorNAA,MOL_Vietnamese_SOLSE_Tot,MOL_Vietnamese_NS,MOL_Vietnamese_Tot,MOL_Oth_SEO,MOL_Oth_SOLSE_VWorW,MOL_Oth_SOLSE_NWorNAA,MOL_Oth_SOLSE_Tot,MOL_Oth_NS,MOL_Oth_Tot,MOL_Tot_SEO,MOL_Tot_SOLSE_VWorW,MOL_Tot_SOLSE_NWorNAA,MOL_Tot_SOLSE_Tot,MOL_Tot_NS,MOL_Tot_Tot,M_LSatH_NS_SEO,M_LSatH_NS_SOLSE_VWorW,M_LSatH_NS_SOLSE_NWorNAA,M_LSatH_NS_SOLSE_Tot,M_LSatH_NS_NS,M_LSatH_NS_Tot,M_Tot_SEO,M_Tot_SOLSE_VWorW,M_Tot_SOLSE_NWorNAA,M_Tot_SOLSE_Tot,M_Tot_NS,M_Tot_Tot,FSEO_SEO,FSEO_SOLSE_VWorW,FSEO_SOLSE_NWorNAA,FSEO_SOLSE_Tot,FSEO_NS,FSEO_Tot,FOL_Afrikaans_SEO,FOL_Afrikaans_SOLSE_VWorW,FOL_Afrikaans_SOLSE_NWorNAA,FOL_Afrikaans_SOLSE_Tot,FOL_Afrikaans_NS,FOL_Afrikaans_Tot,FOL_Arabic_SEO,FOL_Arabic_SOLSE_VWorW,FOL_Arabic_SOLSE_NWorNAA,FOL_Arabic_SOLSE_Tot,FOL_Arabic_NS,FOL_Arabic_Tot,FOL_AIndLng_SEO,FOL_AIndLng_SOLSE_VWorW,FOL_AIndLng_SOLSE_NWorNAA,FOL_AIndLng_SOLSE_Tot,FOL_AIndLng_NS,FOL_AIndLng_Tot,FOL_CL_Cantones_SEO,FOL_CL_Cantones_SOLSE_VWorW,FOL_CL_Cantones_SOLSE_NWorNAA,FOL_CL_Cantones_SOLSE_Tot,FOL_CL_Cantones_NS,FOL_CL_Cantones_Tot,FOL_CL_Mandarin_SEO,FOL_CL_Mandarin_SOLSE_VWorW,FOL_CL_Mandarin_SOLSE_NWorNAA,FOL_CL_Mandarin_SOLSE_Tot,FOL_CL_Mandarin_NS,FOL_CL_Mandarin_Tot,FOL_CL_Oth_SEO,FOL_CL_Oth_SOLSE_VWorW,FOL_CL_Oth_SOLSE_NWorNAA,FOL_CL_Oth_SOLSE_Tot,FOL_CL_Oth_NS,FOL_CL_Oth_Tot,FOL_CL_Tot_SEO,FOL_CL_Tot_SOLSE_VWorW,FOL_CL_Tot_SOLSE_NWorNAA,FOL_CL_Tot_SOLSE_Tot,FOL_CL_Tot_NS,FOL_CL_Tot_Tot,FOL_Croatian_SEO,FOL_Croatian_SOLSE_VWorW,FOL_Croatian_SOLSE_NWorNAA,FOL_Croatian_SOLSE_Tot,FOL_Croatian_NS,FOL_Croatian_Tot,FOL_Dutch_SEO,FOL_Dutch_SOLSE_VWorW,FOL_Dutch_SOLSE_NWorNAA,FOL_Dutch_SOLSE_Tot,FOL_Dutch_NS,FOL_Dutch_Tot,FOL_French_SEO,FOL_French_SOLSE_VWorW,FOL_French_SOLSE_NWorNAA,FOL_French_SOLSE_Tot,FOL_French_NS,FOL_French_Tot,FOL_German_SEO,FOL_German_SOLSE_VWorW,FOL_German_SOLSE_NWorNAA,FOL_German_SOLSE_Tot,FOL_German_NS,FOL_German_Tot,FOL_Greek_SEO,FOL_Greek_SOLSE_VWorW,FOL_Greek_SOLSE_NWorNAA,FOL_Greek_SOLSE_Tot,FOL_Greek_NS,FOL_Greek_Tot,FOL_IAL_Bengali_SEO,FOL_IAL_Bengali_SOLSE_VWorW,FOL_IAL_Bengali_SOLSE_NWorNAA,FOL_IAL_Bengali_SOLSE_Tot,FOL_IAL_Bengali_NS,FOL_IAL_Bengali_Tot,FOL_IAL_Hindi_SEO,FOL_IAL_Hindi_SOLSE_VWorW,FOL_IAL_Hindi_SOLSE_NWorNAA,FOL_IAL_Hindi_SOLSE_Tot,FOL_IAL_Hindi_NS,FOL_IAL_Hindi_Tot,FOL_IAL_Punjabi_SEO,FOL_IAL_Punjabi_SOLSE_VWorW,FOL_IAL_Punjabi_SOLSE_NWorNAA,FOL_IAL_Punjabi_SOLSE_Tot,FOL_IAL_Punjabi_NS,FOL_IAL_Punjabi_Tot,FOL_IAL_Sinhalese_SEO,FOL_IAL_Sinhalese_SOLSE_VWorW,FOL_IAL_Sinhale_SOLSE_NWorNAA,FOL_IAL_Sinhalese_SOLSE_Tot,FOL_IAL_Sinhalese_NS,FOL_IAL_Sinhalese_Tot,FOL_IAL_Urdu_SEO,FOL_IAL_Urdu_SOLSE_VWorW,FOL_IAL_Urdu_SOLSE_NWorNAA,FOL_IAL_Urdu_SOLSE_Tot,FOL_IAL_Urdu_NS,FOL_IAL_Urdu_Tot,FOL_IAL_Oth_SEO,FOL_IAL_Oth_SOLSE_VWorW,FOL_IAL_Oth_SOLSE_NWorNAA,FOL_IAL_Oth_SOLSE_Tot,FOL_IAL_Oth_NS,FOL_IAL_Oth_Tot,FOL_IAL_Tot_SEO,FOL_IAL_Tot_SOLSE_VWorW,FOL_IAL_Tot_SOLSE_NWorNAA,FOL_IAL_Tot_SOLSE_Tot,FOL_IAL_Tot_NS,FOL_IAL_Tot_Tot,FOL_Italian_SEO,FOL_Italian_SOLSE_VWorW,FOL_Italian_SOLSE_NWorNAA,FOL_Italian_SOLSE_Tot,FOL_Italian_NS,FOL_Italian_Tot,FOL_Japanese_SEO,FOL_Japanese_SOLSE_VWorW,FOL_Japanese_SOLSE_NWorNAA,FOL_Japanese_SOLSE_Tot,FOL_Japanese_NS,FOL_Japanese_Tot,FOL_Korean_SEO,FOL_Korean_SOLSE_VWorW,FOL_Korean_SOLSE_NWorNAA,FOL_Korean_SOLSE_Tot
SOSR331,0,26,0,23,..,340,16,354,8,360,..,237,18,256,0,256,..,25,0,26,0,26,..,72,12,81,0,81,..,21,0,20,0,20,..,142,82,225,4,227,..,1230,238,1465,45,1505,..,6451,772,7221,151,7368,..,598,21,613,21252,21869,194896,7048,790,7838,21404,224138,182027,..,..,..,..,182027,..,411,13,423,3,426,..,48,5,61,0,59,..,305,48,353,37,390,..,104,27,129,0,129,..,341,140,474,15,488,..,11,7,23,0,23,..,456,167,626,15,636,..,82,9,92,0,93,..,398,6,401,3,402,..,327,10,340,6,340,..,793,18,809,4,817,..,84,7,92,0,94,..,14,3,14,0,14,..,85,4,94,3,92,..,92,19,114,0,114,..,25,3,34,0,34,..,15,0,15,0,19,..,34,3,39,0,39,..,279,31,309,6,312,..,691,70,763,21,782,..,190,49,235,3,239,..,61,30,86
SOSR379,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,6,6,56,7,0,7,6,66,56,..,..,..,..,56,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0
SOSR399,0,3,0,11,..,15,0,19,0,24,..,28,3,30,0,30,..,0,0,0,0,0,..,3,0,5,0,5,..,0,0,0,0,0,..,4,3,13,0,13,..,117,15,131,9,136,..,512,115,619,16,636,..,20,6,29,1515,1542,4759,530,118,650,1532,6937,3934,..,..,..,..,3934,..,4,0,4,0,4,..,7,0,6,0,6,..,11,0,11,0,11,..,20,4,26,0,24,..,78,50,129,0,131,..,3,7,10,0,10,..,101,59,163,3,161,..,0,0,0,0,0,..,27,0,26,0,26,..,46,7,56,0,56,..,37,3,39,0,40,..,3,0,4,0,4,..,0,0,0,0,0,..,10,0,11,0,11,..,6,0,6,0,6,..,7,0,7,0,7,..,0,0,0,0,0,..,4,0,4,0,4,..,25,0,29,0,29,..,21,3,27,0,27,..,11,5,12,0,19,..,10,13,25
SOSR401,37,683,5,693,..,4165,218,4381,39,4412,..,2251,214,2465,28,2492,..,1203,140,1342,12,1348,..,409,98,509,7,519,..,248,19,273,3,273,..,6159,2143,8301,58,8359,..,16831,4876,21707,478,22179,..,99148,19069,118213,1336,119548,..,1537,292,1826,26913,28740,421402,100679,19357,120039,28256,569694,439109,..,..,..,..,439109,..,785,12,801,8,805,..,3256,962,4215,38,4253,..,326,18,348,12,363,..,3642,1136,4774,30,4805,..,11431,3275,14699,76,14772,..,787,293,1080,3,1086,..,15855,4701,20554,110,20669,..,1207,193,1398,23,1422,..,1010,17,1024,6,1039,..,1114,61,1175,9,1187,..,2554,92,2646,27,2675,..,8923,1819,10742,119,10856,..,988,111,1093,8,1101,..,3074,249,3324,24,3342,..,3324,512,3831,40,3870,..,1130,81,1208,7,1216,..,1096,159,1260,11,1268,..,3737,1149,4886,36,4918,..,13343,2259,15608,121,15727,..,11561,2354,13918,178,14099,..,957,127,1078,9,1085,..,1386,454,1833
SOSR412,0,9,0,9,..,169,4,173,6,175,..,43,3,46,3,44,..,21,3,24,0,24,..,4,0,10,0,10,..,0,0,0,0,0,..,22,8,27,0,27,..,340,135,480,7,489,..,1534,233,1768,22,1793,..,111,9,120,1925,2043,32317,1647,239,1888,1949,36154,33745,..,..,..,..,33745,..,102,3,107,0,107,..,24,4,26,0,26,..,25,0,25,0,25,..,15,5,22,0,22,..,61,13,78,0,79,..,8,0,8,0,8,..,92,20,107,0,108,..,41,6,46,0,46,..,58,3,67,0,67,..,36,4,41,0,41,..,100,4,102,0,102,..,80,19,97,4,99,..,13,4,15,0,15,..,43,3,46,0,45,..,18,5,19,0,19,..,17,0,21,0,21,..,24,3,24,0,24,..,16,0,16,0,16,..,131,12,138,0,144,..,214,27,238,0,240,..,17,0,16,0,16,..,4,0,4
SOSR413,4,22,0,22,..,292,9,306,3,308,..,55,3,57,0,57,..,14,0,14,0,14,..,15,6,19,0,19,..,18,9,30,0,30,..,62,30,98,0,94,..,353,83,437,9,446,..,2286,451,2740,32,2774,..,163,8,166,3792,3966,44327,2452,456,2907,3832,51065,47271,..,..,..,..,47271,..,92,3,93,0,93,..,30,5,35,0,35,..,132,4,134,0,134,..,25,10,29,0,29,..,157,167,320,0,324,..,9,17,27,0,34,..,186,196,385,7,385,..,40,7,50,0,50,..,85,0,87,0,94,..,74,3,77,0,77,..,197,9,202,4,212,..,85,14,95,0,95,..,23,4,25,0,25,..,30,4,30,0,30,..,86,10,97,0,97,..,28,6,29,0,29,..,30,5,38,0,38,..,28,5,28,0,28,..,217,27,244,0,246,..,240,33,273,3,279,..,63,3,63,0,68,..,7,8,20
SOSR414,0,9,0,9,..,83,3,84,0,84,..,4,0,4,0,4,..,0,0,0,0,0,..,13,0,16,0,18,..,0,0,0,0,0,..,15,10,21,0,21,..,158,129,284,3,289,..,454,192,646,10,656,..,44,3,49,558,612,10302,499,196,696,575,11566,11216,..,..,..,..,11216,..,7,0,7,0,7,..,3,0,3,0,6,..,8,0,8,0,8,..,5,0,4,0,6,..,24,17,38,0,41,..,3,0,3,0,3,..,34,18,47,0,49,..,4,0,4,0,3,..,23,0,23,0,23,..,7,0,7,0,7,..,71,0,77,0,73,..,12,0,12,0,12,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,10,0,10,0,10,..,27,0,24,0,24,..,13,4,12,0,12,..,7,4,11
SOSR415,0,19,0,19,..,167,14,178,0,178,..,37,4,44,0,46,..,38,10,50,0,50,..,25,0,27,0,27,..,13,0,14,3,15,..,40,36,75,0,75,..,324,146,469,9,476,..,2058,385,2440,51,2491,..,114,15,130,3397,3535,47667,2176,404,2575,3452,53696,49567,..,..,..,..,49567,..,70,0,72,0,72,..,20,4,22,0,22,..,51,9,59,0,63,..,25,5,36,0,36,..,84,35,118,3,120,..,4,0,6,0,6,..,112,45,156,3,165,..,37,3,44,0,44,..,63,0,63,0,63,..,50,3,52,0,57,..,196,5,202,0,202,..,212,65,281,11,290,..,15,0,15,0,15,..,20,3,25,0,25,..,108,27,137,0,134,..,33,3,35,0,35,..,13,0,13,0,13,..,9,3,10,0,10,..,195,42,240,0,235,..,208,33,244,3,247,..,32,3,37,3,41,..,12,4,20
SOSR421,0,0,0,0,..,41,0,43,0,43,..,3,0,3,0,3,..,4,0,4,0,4,..,7,0,6,0,6,..,8,0,8,0,8,..,28,20,46,0,46,..,54,15,69,0,69,..,429,73,499,9,507,..,38,0,39,994,1029,14853,463,71,537,999,16388,15009,..,..,..,..,15009,..,16,0,16,0,16,..,3,0,3,0,3,..,23,0,23,0,23,..,14,0,14,0,12,..,25,21,48,0,48,..,0,3,6,0,6,..,39,24,68,0,67,..,8,0,8,0,8,..,24,0,24,0,24,..,19,0,19,0,19,..,43,4,41,0,48,..,25,0,32,0,32,..,0,0,0,0,0,..,5,0,5,0,5,..,5,0,7,0,7,..,4,0,4,0,4,..,4,0,4,0,4,..,7,0,8,0,11,..,21,0,24,0,27,..,43,6,44,0,44,..,3,0,3,0,3,..,0,0,0
SOSR422,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3,0,3,..,33,8,45,0,45,..,770,163,937,9,942,..,31,4,33,706,743,8942,804,169,972,709,10627,8422,..,..,..,..,8422,..,7,0,7,0,7,..,0,0,0,0,0,..,632,127,759,16,772,..,3,0,4,0,4,..,13,5,14,0,14,..,0,0,0,0,0,..,14,6,21,0,21,..,0,0,0,0,0,..,16,0,16,0,16,..,8,0,8,0,8,..,26,0,26,0,26,..,3,0,8,0,8,..,0,0,0,0,0,..,8,0,8,0,8,..,0,3,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,3,14,0,14,..,20,0,16,0,16,..,5,0,5,0,5,..,0,0,0
SOSR431,6,12,0,12,..,97,11,109,3,110,..,31,3,31,4,38,..,3,13,15,0,15,..,9,0,17,0,17,..,33,8,35,0,35,..,223,124,352,0,348,..,343,103,447,14,460,..,2904,459,3364,71,3430,..,173,9,185,5797,5985,65665,3069,474,3542,5871,75073,59784,..,..,..,..,59784,..,75,0,77,0,77,..,27,5,31,3,35,..,323,30,351,20,366,..,16,0,16,0,16,..,78,27,106,0,112,..,4,3,8,0,8,..,100,33,130,0,138,..,28,3,30,0,30,..,97,0,98,0,101,..,69,6,73,0,74,..,245,3,252,4,256,..,334,65,402,8,407,..,3,0,7,0,10,..,19,0,19,0,19,..,91,34,119,3,122,..,3,0,3,0,3,..,4,0,4,0,4,..,9,3,9,0,9,..,123,34,158,5,164,..,362,67,429,3,431,..,29,3,31,0,31,..,16,3,15
SOSR479,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,0,0,4,4,0,4,0,6,0,..,..,..,..,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR499,0,3,0,3,..,4,0,6,0,6,..,4,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,3,10,0,14,..,31,9,39,3,40,..,142,39,187,12,196,..,22,0,22,351,375,1167,169,39,208,364,1734,769,..,..,..,..,769,..,0,0,0,0,0,..,3,0,3,0,3,..,13,0,13,0,12,..,0,0,5,0,5,..,8,14,20,0,20,..,0,3,0,0,0,..,11,19,33,0,33,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,11,0,11,0,11,..,6,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,4,0,4,..,0,0,0,0,0,..,0,3,6,0,6,..,0,0,0,0,0,..,11,3,13,0,13,..,4,0,4,0,4,..,0,0,0,0,0,..,3,0,3
SOSR501,169,2752,19,2768,..,15503,783,16287,138,16419,..,4122,383,4507,35,4540,..,3083,296,3385,34,3417,..,1371,213,1588,25,1607,..,728,138,863,10,876,..,6569,2345,8913,66,8981,..,30464,5984,36444,743,37190,..,160493,24508,185001,1984,186987,..,2438,372,2813,57480,60292,679918,162938,24877,187817,59460,927190,691461,..,..,..,..,691461,..,5472,78,5552,35,5583,..,5094,1288,6383,73,6459,..,339,12,355,13,364,..,7782,2196,9976,45,10025,..,18273,5844,24120,132,24251,..,1783,416,2195,10,2214,..,27838,8453,36295,195,36484,..,2364,334,2702,22,2718,..,2205,54,2264,22,2284,..,4200,166,4367,48,4416,..,3739,115,3850,41,3894,..,2039,256,2299,28,2323,..,1299,167,1463,10,1480,..,4297,409,4707,23,4724,..,4430,661,5091,47,5138,..,2132,147,2279,11,2284,..,1816,277,2093,24,2114,..,4909,600,5509,39,5549,..,18873,2263,21135,153,21291,..,11781,1738,13518,196,13715,..,2656,489,3146,18,3162,..,2264,1041,3308
SOSR511,7,78,0,78,..,407,16,422,3,425,..,76,3,80,0,81,..,21,0,21,0,21,..,18,0,16,0,16,..,3,0,0,0,0,..,27,5,37,0,38,..,408,64,469,9,478,..,2389,267,2662,44,2706,..,99,9,111,2690,2800,29438,2491,279,2772,2730,34939,30863,..,..,..,..,30863,..,349,4,354,3,354,..,49,11,64,0,64,..,16,0,16,0,16,..,37,10,48,0,48,..,139,60,194,0,199,..,11,0,12,0,12,..,187,64,255,0,254,..,13,3,13,0,13,..,72,7,80,0,77,..,66,0,70,0,68,..,76,3,78,0,81,..,33,4,36,0,35,..,21,5,21,0,21,..,28,3,31,0,31,..,36,9,49,0,49,..,22,3,27,0,27,..,33,4,34,0,34,..,44,7,55,3,59,..,190,36,223,3,222,..,241,43,289,7,293,..,44,12,55,0,55,..,38,17,57
SOSR512,25,197,5,205,..,873,66,937,6,949,..,73,3,76,0,71,..,39,0,42,0,46,..,67,7,74,0,79,..,20,3,21,0,21,..,65,21,88,0,88,..,755,139,894,30,921,..,3894,401,4289,67,4357,..,173,12,189,4969,5155,48199,4065,414,4475,5036,57714,49717,..,..,..,..,49717,..,441,8,451,5,457,..,30,0,31,0,31,..,149,9,155,0,156,..,46,12,55,0,55,..,138,70,214,5,213,..,6,3,6,0,6,..,184,91,275,5,278,..,32,0,36,0,36,..,109,3,118,3,114,..,94,0,91,0,91,..,176,6,185,0,186,..,12,0,16,0,16,..,21,0,22,0,22,..,90,12,102,0,102,..,62,9,75,0,77,..,45,0,42,0,42,..,34,9,40,0,40,..,63,7,72,0,72,..,315,43,357,0,364,..,266,38,300,4,300,..,55,0,60,0,60,..,14,9,18
SOSR513,13,172,3,172,..,666,39,705,8,718,..,43,7,53,0,53,..,28,0,31,0,31,..,54,6,64,0,65,..,10,0,10,0,10,..,29,3,29,0,34,..,402,46,445,13,456,..,2438,218,2651,43,2695,..,86,20,109,3542,3650,21589,2526,236,2760,3589,27934,20154,..,..,..,..,20154,..,150,0,154,3,151,..,19,4,23,0,23,..,237,4,243,16,262,..,34,7,42,0,41,..,123,41,163,0,160,..,5,0,3,0,3,..,160,47,207,3,209,..,20,0,16,0,16,..,28,0,29,0,29,..,79,4,82,0,82,..,101,0,100,0,101,..,15,3,16,0,16,..,19,10,31,0,31,..,51,4,54,3,59,..,15,5,22,0,22,..,32,8,38,0,38,..,24,4,28,0,28,..,54,9,64,3,72,..,206,38,242,6,249,..,58,4,62,0,62,..,31,6,35,0,41,..,31,9,40
SOSR514,0,6,0,6,..,119,7,130,0,135,..,32,5,41,0,41,..,11,0,11,0,11,..,13,0,11,0,11,..,3,0,3,0,3,..,13,15,25,0,25,..,159,27,187,12,196,..,904,129,1027,13,1043,..,78,0,80,1479,1552,14717,977,134,1111,1490,17317,15102,..,..,..,..,15102,..,112,3,112,0,112,..,8,3,11,0,11,..,14,0,14,0,14,..,19,0,20,0,20,..,58,26,83,3,88,..,0,3,6,0,6,..,77,27,108,3,110,..,0,0,6,0,6,..,30,0,29,3,32,..,60,0,60,0,61,..,104,7,114,0,111,..,3,3,5,0,5,..,0,0,0,0,0,..,15,0,15,0,15,..,17,3,15,0,15,..,9,3,12,0,12,..,3,0,3,0,3,..,7,0,7,0,7,..,47,4,52,0,52,..,72,3,74,3,78,..,31,4,35,0,35,..,18,13,28
SOSR515,33,142,0,145,..,538,57,595,5,602,..,41,0,40,0,39,..,30,6,39,0,39,..,46,8,53,0,56,..,0,0,0,0,0,..,56,26,77,0,80,..,478,202,680,20,701,..,2787,531,3316,79,3393,..,165,16,182,4551,4730,35280,2952,542,3494,4629,43402,34974,..,..,..,..,34974,..,128,0,128,0,128,..,8,5,14,0,14,..,582,27,601,50,656,..,32,9,43,0,43,..,113,77,186,3,191,..,9,0,10,0,10,..,152,84,234,3,234,..,27,0,27,0,29,..,65,0,69,0,75,..,75,7,76,0,81,..,132,4,135,7,142,..,11,0,11,0,14,..,11,0,6,0,10,..,20,6,23,0,23,..,20,0,25,0,25,..,18,0,17,0,17,..,3,0,3,0,3,..,17,0,17,0,14,..,85,10,92,0,93,..,214,39,254,8,260,..,26,6,35,0,35,..,25,4,28
SOSR521,0,24,0,24,..,279,12,286,0,292,..,22,0,24,3,29,..,6,0,7,0,7,..,4,3,11,0,11,..,0,0,0,0,0,..,14,7,15,0,13,..,163,29,190,3,193,..,1505,150,1653,65,1715,..,71,11,79,2144,2223,18450,1574,160,1733,2208,22394,17986,..,..,..,..,17986,..,69,3,77,0,77,..,6,0,13,0,13,..,707,37,744,38,785,..,7,3,13,0,13,..,58,42,96,0,102,..,3,0,3,0,3,..,67,48,115,0,116,..,3,0,3,0,3,..,50,0,52,0,52,..,31,0,31,0,31,..,87,3,85,0,87,..,10,0,10,0,10,..,0,0,0,0,0,..,5,3,6,0,6,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,0,0,..,4,0,6,0,6,..,11,3,15,0,15,..,81,11,87,0,89,..,6,0,13,0,9,..,9,3,10
SOSR522,0,3,0,3,..,43,3,47,0,47,..,6,0,13,0,13,..,0,0,0,0,0,..,5,0,3,0,3,..,0,0,0,0,0,..,3,0,7,0,7,..,61,10,75,3,79,..,1378,217,1597,60,1661,..,33,3,36,1316,1352,7656,1412,220,1638,1375,10665,7386,..,..,..,..,7386,..,14,0,17,0,17,..,0,0,0,0,0,..,1247,196,1443,49,1492,..,3,0,3,3,8,..,12,7,14,0,14,..,0,0,0,0,0,..,14,7,22,3,18,..,10,0,8,0,8,..,13,0,15,0,16,..,11,0,11,0,11,..,19,0,21,0,21,..,0,0,0,0,5,..,3,0,3,0,3,..,7,0,6,0,6,..,0,0,0,0,0,..,3,0,3,0,3,..,7,0,5,0,5,..,3,0,3,0,3,..,19,3,21,0,21,..,24,0,25,0,25,..,3,0,8,0,8,..,3,0,3
SOSR531,0,57,0,57,..,529,22,549,3,550,..,123,9,133,0,133,..,41,0,41,0,41,..,35,4,41,0,41,..,7,0,7,0,7,..,147,92,240,0,241,..,711,94,805,19,831,..,5474,581,6056,132,6192,..,252,22,276,13248,13524,73210,5730,605,6331,13382,92918,60822,..,..,..,..,60822,..,272,4,278,0,284,..,29,11,33,3,37,..,1314,151,1462,56,1522,..,39,7,46,0,46,..,156,52,212,3,208,..,12,3,13,0,13,..,209,64,269,3,273,..,72,9,80,3,86,..,166,0,171,0,171,..,126,5,136,0,136,..,349,7,361,6,364,..,30,3,32,0,34,..,7,0,7,0,7,..,16,0,16,0,15,..,23,3,25,0,25,..,12,0,10,0,10,..,8,3,8,0,8,..,12,3,15,0,15,..,74,11,85,0,88,..,427,39,468,6,475,..,51,4,55,0,55,..,8,5,14
SOSR579,0,0,0,0,..,12,3,13,0,13,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,3,0,3,0,3,..,8,0,8,0,8,..,48,3,51,0,51,..,0,0,0,64,64,288,50,3,55,64,408,14,..,..,..,..,14,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0
SOSR599,0,4,0,4,..,19,4,24,0,24,..,12,0,10,0,10,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,5,3,8,0,8,..,57,9,65,4,63,..,251,54,300,9,305,..,19,3,16,951,970,2258,263,55,319,958,3532,1559,..,..,..,..,1559,..,3,0,3,0,3,..,4,0,4,0,4,..,11,0,11,0,14,..,8,5,11,0,11,..,29,16,48,4,47,..,6,0,6,0,6,..,42,21,61,4,62,..,0,0,0,0,0,..,7,4,15,0,15,..,22,3,21,0,21,..,26,0,26,0,26,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,14,0,14,0,14,..,10,3,12,0,12,..,7,3,3,0,3,..,4,0,3
