SOSR_CODE_2016,NegNil_inc_Emp_WFT,NegNil_inc_Emp_WPT,NegNil_inc_Emp_AW,NegNil_inc_E_T,NegNil_inc_UnE_lfw_FTW,NegNil_inc_UnE_lfw_PTW,NegNil_inc_UnE_lfw_Tot,NegNil_inc_T_LF,NegNil_inc_Notin_LF,NegNil_inc_LF_sta_NS,NegNil_inc_Tot,I_1_149_Emp_WFT,I_1_149_Emp_WPT,I_1_149_Emp_AW,I_1_149_E_T,I_1_149_UnE_lfw_FTW,I_1_149_UnE_lfw_PTW,I_1_149_UnE_lfw_Tot,I_1_149_T_LF,I_1_149_Notin_LF,I_1_149_LF_sta_NS,I_1_149_Tot,I_150_299_Emp_WFT,I_150_299_Emp_WPT,I_150_299_Emp_AW,I_150_299_E_T,I_150_299_UnE_lfw_FTW,I_150_299_UnE_lfw_PTW,I_150_299_UnE_lfw_Tot,I_150_299_T_LF,I_150_299_Notin_LF,I_150_299_LF_sta_NS,I_150_299_Tot,I_300_399_Emp_WFT,I_300_399_Emp_WPT,I_300_399_Emp_AW,I_300_399_E_T,I_300_399_UnE_lfw_FTW,I_300_399_UnE_lfw_PTW,I_300_399_UnE_lfw_Tot,I_300_399_T_LF,I_300_399_Notin_LF,I_300_399_LF_sta_NS,I_300_399_Tot,I_400_499_Emp_WFT,I_400_499_Emp_WPT,I_400_499_Emp_AW,I_400_499_E_T,I_400_499_UnE_lfw_FTW,I_400_499_UnE_lfw_PTW,I_400_499_UnE_lfw_Tot,I_400_499_T_LF,I_400_499_Notin_LF,I_400_499_LF_sta_NS,I_400_499_Tot,I_500_649_Emp_WFT,I_500_649_Emp_WPT,I_500_649_Emp_AW,I_500_649_E_T,I_500_649_UnE_lfw_FTW,I_500_649_UnE_lfw_PTW,I_500_649_UnE_lfw_Tot,I_500_649_T_LF,I_500_649_Notin_LF,I_500_649_LF_sta_NS,I_500_649_Tot,I_650_799_Emp_WFT,I_650_799_Emp_WPT,I_650_799_Emp_AW,I_650_799_E_T,I_650_799_UnE_lfw_FTW,I_650_799_UnE_lfw_PTW,I_650_799_UnE_lfw_Tot,I_650_799_T_LF,I_650_799_Notin_LF,I_650_799_LF_sta_NS,I_650_799_Tot,I_800_999_Emp_WFT,I_800_999_Emp_WPT,I_800_999_Emp_AW,I_800_999_E_T,I_800_999_UnE_lfw_FTW,I_800_999_UnE_lfw_PTW,I_800_999_UnE_lfw_Tot,I_800_999_T_LF,I_800_999_Notin_LF,I_800_999_LF_sta_NS,I_800_999_Tot,I_1000_1249_Emp_WFT,I_1000_1249_Emp_WPT,I_1000_1249_Emp_AW,I_1000_1249_E_T,I_1000_1249_UnE_lfw_FTW,I_1000_1249_UnE_lfw_PTW,I_1000_1249_UnE_lfw_Tot,I_1000_1249_T_LF,I_1000_1249_Notin_LF,I_1000_1249_LF_sta_NS,I_1000_1249_Tot,I_1250_1499_Emp_WFT,I_1250_1499_Emp_WPT,I_1250_1499_Emp_AW,I_1250_1499_E_T,I_1250_1499_UnE_lfw_FTW,I_1250_1499_UnE_lfw_PTW,I_1250_1499_UnE_lfw_Tot,I_1250_1499_T_LF,I_1250_1499_Notin_LF,I_1250_1499_LF_sta_NS,I_1250_1499_Tot,I_1500_1749_Emp_WFT,I_1500_1749_Emp_WPT,I_1500_1749_Emp_AW,I_1500_1749_E_T,I_1500_1749_UnE_lfw_FTW,I_1500_1749_UnE_lfw_PTW,I_1500_1749_UnE_lfw_Tot,I_1500_1749_T_LF,I_1500_1749_Notin_LF,I_1500_1749_LF_sta_NS,I_1500_1749_Tot,I_1750_1999_Emp_WFT,I_1750_1999_Emp_WPT,I_1750_1999_Emp_AW,I_1750_1999_E_T,I_1750_1999_UnE_lfw_FTW,I_1750_1999_UnE_lfw_PTW,I_1750_1999_UnE_lfw_Tot,I_1750_1999_T_LF,I_1750_1999_Notin_LF,I_1750_1999_LF_sta_NS,I_1750_1999_Tot,I_2000_2499_Emp_WFT,I_2000_2499_Emp_WPT,I_2000_2499_Emp_AW,I_2000_2499_E_T,I_2000_2499_UnE_lfw_FTW,I_2000_2499_UnE_lfw_PTW,I_2000_2499_UnE_lfw_Tot,I_2000_2499_T_LF,I_2000_2499_Notin_LF,I_2000_2499_LF_sta_NS,I_2000_2499_Tot,I_2500_2999_Emp_WFT,I_2500_2999_Emp_WPT,I_2500_2999_Emp_AW,I_2500_2999_E_T,I_2500_2999_UnE_lfw_FTW,I_2500_2999_UnE_lfw_PTW,I_2500_2999_UnE_lfw_Tot,I_2500_2999_T_LF,I_2500_2999_Notin_LF,I_2500_2999_LF_sta_NS,I_2500_2999_Tot,I_3000_3499_Emp_WFT,I_3000_3499_Emp_WPT,I_3000_3499_Emp_AW,I_3000_3499_E_T,I_3000_3499_UnE_lfw_FTW,I_3000_3499_UnE_lfw_PTW,I_3000_3499_UnE_lfw_Tot,I_3000_3499_T_LF,I_3000_3499_Notin_LF,I_3000_3499_LF_sta_NS,I_3000_3499_Tot,I_3500_3999_Emp_WFT,I_3500_3999_Emp_WPT,I_3500_3999_Emp_AW,I_3500_3999_E_T,I_3500_3999_UnE_lfw_FTW,I_3500_3999_UnE_lfw_PTW,I_3500_3999_UnE_lfw_Tot,I_3500_3999_T_LF,I_3500_3999_Notin_LF,I_3500_3999_LF_sta_NS,I_3500_3999_Tot,I_4000more_Emp_WFT,I_4000more_Emp_WPT,I_4000more_Emp_AW,I_4000more_E_T,I_4000more_UnE_lfw_FTW,I_4000more_UnE_lfw_PTW,I_4000more_UnE_lfw_Tot,I_4000more_T_LF,I_4000more_Notin_LF,I_4000more_LF_sta_NS,I_4000more_Tot,Part_inc_sta_Emp_WFT,Part_inc_sta_Emp_WPT,Part_inc_sta_Emp_AW,Part_inc_sta_E_T,Part_inc_sta_UnE_lfw_FTW,Part_inc_sta_UnE_lfw_PTW,Part_inc_sta_UnE_lfw_Tot,Part_inc_sta_T_LF,Part_inc_sta_Notin_LF,Part_inc_sta_LF_sta_NS,Part_inc_sta_Tot,All_inc_NS_Emp_WFT,All_inc_NS_Emp_WPT
SOSR399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,18,35,14,65,81,58,142,206,665,0,871,20,74,17,114,45,35,76,193,268,8,469,46,239,18,300,171,113,280,582,856,3,1446,29,376,32,441,144,164,312,749,1178,8,1936,83,723,57,869,223,229,451,1321,1894,8,3226,288,1748,139,2176,247,336,579,2763,2877,18,5651,671,1859,129,2661,155,185,337,2996,2913,22,5931,1424,1758,147,3325,140,104,244,3572,2487,20,6077,2017,1645,143,3806,98,63,162,3966,2170,22,6159,1797,1124,111,3034,64,37,100,3136,1374,12,4523,1694,667,80,2442,28,21,47,2482,807,9,3295,1414,422,77,1914,15,13,32,1942,623,3,2571,1890,503,97,2483,31,9,42,2530,608,4,3140,737,185,24,949,7,8,18,963,251,3,1217,301,62,15,385,0,0,4,389,73,0,465,274,52,11,337,12,4,15,348,69,3,420,282,52,14,349,4,3,4,359,115,0,470,1722,1005,146,2874,155,92,242,3114,1592,75,4777,83,100
SOSR412,0,0,0,0,0,5,3,7,21,0,31,0,5,0,5,0,6,6,11,9,0,25,0,19,0,27,31,14,40,65,79,0,147,4,37,5,48,28,19,45,92,133,0,222,6,76,7,87,40,23,60,151,180,0,335,17,168,12,197,22,26,46,242,269,3,510,45,182,8,238,20,14,29,268,223,0,489,141,143,10,289,13,6,16,306,179,5,487,139,116,16,270,0,5,5,280,110,0,391,116,69,7,190,5,3,8,195,66,0,261,94,31,8,135,0,0,3,131,34,0,164,87,14,4,108,4,0,4,111,16,0,134,88,19,0,109,0,0,0,109,34,3,147,31,8,0,47,3,0,3,45,11,0,57,12,0,0,18,0,0,0,18,0,0,18,6,7,0,13,0,0,3,15,10,0,24,3,0,0,7,0,0,0,8,4,0,12,101,66,9,177,8,6,13,190,99,7,300,10,12
SOSR413,0,0,0,3,11,8,14,23,38,0,61,0,6,3,8,7,3,6,15,20,0,35,0,29,0,33,24,9,30,60,85,0,145,0,43,3,46,12,21,36,79,149,0,225,9,90,11,105,22,26,48,150,208,3,361,35,226,10,274,31,44,72,350,271,4,622,73,208,8,290,13,20,30,326,304,3,629,105,175,12,291,9,10,16,307,219,4,529,172,133,17,319,9,6,16,331,172,0,509,128,88,4,223,3,4,6,232,97,0,327,125,64,3,191,0,0,8,193,49,0,242,103,22,8,129,0,0,0,133,41,0,173,101,33,5,144,0,0,0,142,27,0,172,35,6,0,48,0,3,3,48,7,0,59,20,3,0,27,0,0,0,27,5,0,31,13,4,0,18,0,0,0,18,5,0,23,17,6,0,18,0,0,0,18,4,0,25,136,120,12,267,15,3,15,281,155,13,450,8,13
SOSR414,0,0,0,0,0,0,3,3,9,0,10,0,0,0,0,0,0,3,0,3,0,6,3,3,0,5,0,4,3,7,17,0,28,0,6,3,11,0,0,8,17,18,0,31,3,24,0,26,0,4,4,25,42,0,70,11,41,10,64,3,10,12,74,48,0,122,23,40,3,61,0,0,0,62,61,0,129,26,37,5,72,0,0,0,70,46,0,117,30,32,4,71,0,0,0,72,33,0,103,37,21,0,59,0,0,0,61,21,0,86,20,3,0,23,0,0,0,23,6,0,32,14,5,0,26,0,0,0,25,9,0,30,27,4,0,35,0,0,0,35,0,0,30,3,0,0,3,0,0,0,3,0,0,3,8,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,0,3,38,28,8,75,3,0,8,79,27,0,104,0,0
SOSR415,5,0,0,8,3,0,4,9,19,0,33,0,10,3,18,0,0,4,15,20,0,40,4,29,3,29,31,19,46,75,79,0,150,5,50,0,51,17,21,34,87,117,0,207,5,87,7,99,23,26,54,151,191,0,336,29,239,13,275,25,29,52,331,225,0,555,88,188,16,295,15,16,31,325,238,9,570,122,155,16,292,19,7,22,313,199,9,520,166,124,13,302,10,3,15,313,158,0,472,149,83,8,235,6,7,14,252,80,3,333,111,43,3,161,0,3,4,164,48,0,209,91,29,5,135,0,0,0,132,35,0,167,125,25,13,162,3,0,3,168,21,0,192,29,8,3,40,0,0,0,40,7,0,53,18,0,0,20,0,0,0,20,0,0,20,17,3,5,20,0,0,3,26,6,0,33,7,0,3,8,0,0,0,14,12,0,20,137,114,11,266,15,4,25,282,129,6,420,9,20
SOSR421,0,0,0,0,0,0,0,3,9,0,12,0,8,0,8,3,0,4,8,5,0,20,0,3,0,5,5,0,8,13,17,0,33,0,11,0,16,3,0,3,18,26,0,50,3,27,0,30,4,3,5,42,41,0,81,10,66,3,79,5,14,16,98,70,0,168,25,47,8,85,0,0,3,81,59,0,142,37,42,3,85,3,0,0,85,54,0,135,33,42,3,80,0,0,0,80,34,0,114,33,15,3,54,0,0,0,54,22,0,75,31,16,3,57,0,0,0,57,10,0,71,30,8,0,32,0,0,0,32,8,0,48,20,4,0,20,0,0,0,21,5,0,31,13,0,0,14,0,0,0,14,8,0,15,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,3,0,0,4,3,3,0,5,0,0,0,3,3,0,8,34,38,3,75,8,0,8,82,34,3,115,0,3
SOSR422,0,0,0,3,4,0,3,3,6,0,8,0,3,0,3,4,0,4,4,3,0,6,3,7,3,14,6,3,8,20,18,0,41,0,14,0,13,5,3,10,22,37,0,61,0,13,0,13,3,0,4,16,38,0,55,3,35,3,38,4,3,9,45,50,0,101,12,26,3,39,0,0,3,42,48,0,92,18,28,0,48,0,0,0,47,42,0,87,30,14,3,48,0,0,0,48,23,0,68,12,14,0,27,0,0,0,26,16,0,44,15,4,0,15,0,0,0,15,7,0,25,7,6,0,10,0,0,0,10,3,0,16,11,0,0,20,0,0,0,20,3,0,27,6,0,0,7,0,0,0,7,3,0,10,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,0,57,3,0,3,57,35,4,97,0,4
SOSR431,6,3,3,11,7,0,7,16,25,0,42,3,7,3,18,0,0,0,20,25,0,42,3,24,0,35,18,10,24,60,67,0,124,11,38,3,48,4,9,16,62,83,0,143,22,63,7,91,17,17,32,130,134,0,256,32,124,8,162,10,18,23,188,175,0,361,68,115,12,194,10,6,15,205,161,3,376,92,102,6,200,8,6,12,214,161,4,378,130,88,15,229,7,4,8,240,119,4,362,100,55,12,164,9,3,11,168,84,0,251,85,40,4,132,6,0,6,138,58,0,193,92,26,0,119,0,0,3,118,30,3,149,110,33,0,146,0,0,0,151,26,0,180,32,9,0,49,0,0,0,49,15,0,61,29,3,3,27,0,0,0,27,4,0,36,26,4,0,34,0,0,0,34,3,0,33,21,5,0,31,0,0,0,31,7,0,37,131,107,16,250,13,3,18,272,128,12,405,10,21
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR501,46,46,14,109,203,147,354,461,1379,13,1849,27,139,12,176,68,65,133,315,423,9,747,32,388,35,459,277,217,488,953,1172,12,2139,49,583,51,679,210,214,424,1108,1441,4,2551,102,966,60,1125,331,329,667,1789,2176,9,3984,358,2060,126,2547,372,429,808,3350,3074,24,6444,845,2179,149,3171,198,231,429,3601,2853,19,6475,1652,2320,163,4137,172,156,334,4466,2381,20,6870,2698,2265,185,5142,199,141,338,5480,2275,14,7772,2557,1472,143,4167,127,73,192,4365,1483,18,5865,2251,958,124,3328,74,49,130,3454,1070,9,4532,2139,683,105,2931,56,27,83,3013,747,13,3775,3484,913,173,4571,95,44,140,4717,928,15,5655,1409,349,77,1836,37,10,52,1894,515,0,2409,597,166,49,811,20,3,20,834,165,3,999,873,155,47,1076,20,11,30,1110,137,3,1250,776,138,40,950,16,6,21,974,223,4,1195,2502,1407,218,4128,237,139,380,4504,2034,130,6669,148,100
SOSR511,0,3,0,3,10,8,10,14,30,0,46,0,6,0,7,0,3,7,13,11,0,31,0,15,0,20,6,10,22,36,63,0,100,0,30,3,37,10,16,32,61,64,3,131,6,56,4,62,12,24,39,101,125,4,227,30,128,17,172,21,18,39,209,186,0,395,56,156,9,220,10,14,24,245,139,3,385,77,129,6,211,4,5,5,220,100,0,319,113,99,10,225,8,4,11,238,89,0,330,95,56,6,163,8,3,7,171,48,0,217,93,41,8,135,3,0,6,144,34,0,174,69,14,0,89,4,0,4,91,24,0,116,133,27,3,164,6,0,6,168,15,0,178,39,5,3,48,4,0,4,46,5,0,55,19,3,0,15,0,0,0,22,0,0,21,20,4,3,25,0,3,3,25,5,0,35,15,4,0,21,0,0,0,16,3,0,26,84,61,11,155,11,7,17,171,83,5,262,4,3
SOSR512,0,0,0,6,7,7,11,21,64,0,81,3,10,0,10,3,3,10,23,28,0,43,0,39,0,42,21,11,32,72,86,3,159,3,61,3,70,29,21,48,122,121,0,237,8,77,10,87,22,18,38,134,178,3,307,35,188,13,239,23,31,59,297,256,0,550,83,185,16,279,15,16,34,313,222,0,535,120,168,14,295,19,12,26,319,168,0,485,181,148,12,342,15,11,25,365,163,6,537,186,78,7,273,0,4,3,277,90,0,371,124,66,3,187,3,0,3,194,59,0,259,152,25,7,183,0,0,0,185,33,0,215,187,41,4,233,3,3,4,238,47,0,287,56,12,0,75,0,3,0,73,8,0,84,26,4,3,41,0,0,0,43,3,0,46,17,6,0,29,3,0,7,32,3,0,33,26,4,0,29,3,0,3,32,13,0,44,151,104,16,279,8,6,16,294,134,10,445,5,9
SOSR513,0,0,0,0,7,3,12,12,22,0,36,0,6,0,6,0,0,0,4,16,0,26,3,8,0,13,4,0,5,22,37,0,63,0,16,3,20,10,6,12,35,49,0,90,0,25,0,25,10,4,16,33,69,0,104,11,37,4,46,4,10,11,62,82,0,151,23,38,5,71,4,3,6,76,93,0,167,33,27,3,72,3,0,3,71,46,4,121,76,34,3,114,0,3,5,116,46,0,161,54,29,0,79,3,0,4,81,26,0,110,63,14,3,81,0,0,0,81,16,0,92,65,10,5,80,0,0,0,87,10,0,95,96,17,6,122,0,0,5,123,15,0,140,36,3,0,35,0,0,0,35,16,0,48,13,5,4,20,0,0,0,20,3,0,24,27,3,5,31,0,0,0,36,8,0,43,29,0,0,39,0,0,0,35,7,0,46,50,15,7,76,12,3,9,86,61,3,153,8,9
SOSR514,0,0,0,0,0,3,3,5,19,0,28,0,3,0,7,0,3,3,6,10,0,20,6,12,3,18,6,0,7,26,30,0,58,3,19,0,19,3,7,14,34,50,0,84,4,27,5,40,3,17,22,56,62,0,117,13,79,4,98,13,9,15,111,101,0,211,22,60,3,81,12,3,15,95,77,0,179,32,62,6,102,0,3,6,102,71,0,175,57,49,8,118,7,4,13,125,58,0,186,34,16,3,57,0,0,0,58,21,0,79,26,22,0,47,0,0,0,47,10,0,61,41,3,3,48,0,0,0,50,9,0,56,54,9,7,70,0,0,0,69,9,0,77,18,3,0,20,0,0,0,21,5,0,32,8,3,0,10,0,0,0,10,3,0,14,8,4,0,12,0,0,0,12,0,0,11,3,0,0,3,0,0,0,3,0,0,5,42,31,7,78,8,0,4,87,43,0,131,3,3
SOSR515,4,0,3,9,3,4,7,14,51,0,62,3,3,0,9,3,6,7,15,21,3,38,4,22,0,23,19,12,33,57,69,7,129,6,28,0,34,7,13,15,49,95,3,149,10,61,8,74,19,20,42,116,160,0,277,23,118,15,152,15,22,35,189,185,3,379,61,131,11,205,14,10,19,226,208,0,435,82,103,3,189,12,3,20,202,114,0,317,92,79,14,186,7,3,6,193,104,0,302,94,54,7,160,6,0,8,161,59,0,223,86,32,8,124,3,3,7,125,27,0,162,66,16,3,84,0,0,0,87,25,0,116,107,27,8,142,3,0,4,150,27,0,174,33,4,3,34,0,0,0,38,14,0,49,29,7,0,30,0,0,0,30,0,0,30,27,9,0,32,0,3,3,31,7,0,37,13,9,4,26,0,0,0,26,6,0,31,102,66,14,180,10,6,20,202,137,7,349,7,9
SOSR521,0,3,0,0,4,0,7,12,26,0,37,0,0,0,3,0,0,0,3,20,0,18,4,22,4,23,10,3,18,42,60,0,105,4,23,0,27,10,10,19,48,74,0,121,5,35,3,47,4,10,15,63,92,4,153,11,46,4,67,13,11,19,88,117,3,207,25,49,5,74,7,10,17,89,115,3,204,38,54,3,104,8,0,8,110,70,5,182,40,37,3,84,3,3,4,85,50,0,139,59,34,3,99,3,0,3,97,26,0,125,40,11,3,56,0,0,0,56,25,0,83,34,6,0,38,3,0,3,42,6,0,48,46,10,5,60,3,0,3,60,18,3,81,14,4,7,21,0,0,0,24,4,0,27,13,0,0,13,0,0,0,13,3,0,14,14,0,0,17,0,0,0,17,7,0,29,13,0,0,11,0,0,0,11,10,0,23,48,34,6,90,10,8,18,99,70,0,175,5,5
SOSR522,3,0,0,4,3,0,3,4,0,0,7,0,4,0,4,0,3,5,10,10,0,19,4,8,0,18,11,0,9,26,42,0,66,3,11,0,16,10,5,14,34,43,0,75,0,15,3,14,4,0,4,23,47,0,64,11,26,3,34,5,6,14,48,54,0,99,17,22,0,42,3,0,3,45,56,0,98,20,17,0,40,0,0,3,39,51,0,91,13,20,3,34,4,3,4,41,23,0,59,20,5,0,30,6,0,8,39,17,0,53,13,4,0,17,0,0,0,17,6,0,25,18,3,0,21,0,0,0,21,5,0,30,12,4,0,18,0,0,0,18,3,0,29,8,0,0,8,0,0,0,8,0,0,10,3,0,0,3,0,0,0,3,0,0,3,9,0,3,8,0,0,0,8,0,0,8,3,3,0,7,0,0,0,7,0,0,9,23,25,8,52,6,0,11,56,49,3,110,4,0
SOSR531,10,3,3,11,10,6,15,26,62,0,83,5,7,0,12,4,0,4,18,26,0,37,8,23,5,41,27,10,38,78,84,0,163,3,30,0,39,18,13,34,69,98,0,170,9,64,6,83,21,6,31,115,152,0,269,32,102,8,138,20,27,49,188,152,3,346,53,101,12,171,10,8,15,187,141,4,328,73,90,13,174,14,8,17,191,109,0,301,103,92,8,205,9,4,8,215,125,3,336,103,48,11,156,0,3,7,161,46,0,214,84,33,3,126,0,3,4,127,42,0,172,66,27,7,99,3,0,3,104,42,0,146,135,33,9,175,6,0,6,180,34,0,211,47,16,0,66,0,3,0,70,25,0,91,37,0,4,41,0,0,0,41,11,0,50,26,9,3,36,0,0,3,43,13,0,54,39,7,0,47,0,0,0,47,15,0,65,153,96,15,259,11,10,22,284,143,9,444,16,6
SOSR579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR603,3,3,3,13,7,3,7,19,61,0,81,0,10,0,10,5,0,6,13,24,0,46,0,45,5,48,26,22,49,99,132,0,233,3,75,11,84,27,29,52,135,240,0,383,13,137,15,171,33,37,68,238,359,3,599,59,330,22,406,38,52,92,501,539,0,1039,127,322,34,487,23,28,50,536,496,3,1034,242,342,24,602,10,17,28,631,433,0,1063,330,309,32,675,7,10,15,694,356,4,1052,322,194,19,529,0,0,4,531,196,3,736,300,124,14,438,4,3,3,444,124,0,567,224,47,13,275,0,0,0,281,63,3,347,336,84,15,434,0,4,3,441,73,3,513,86,21,4,109,0,0,0,112,39,0,150,39,11,3,47,0,0,0,47,8,0,58,42,11,5,50,0,0,0,54,19,0,73,35,6,0,39,0,0,0,39,14,0,53,297,214,27,535,15,18,30,564,241,20,827,7,14
SOSR611,3,0,3,3,0,4,4,6,29,0,34,0,0,4,3,3,3,6,13,15,0,24,0,19,7,23,13,9,23,49,82,0,132,4,38,3,43,13,19,31,73,119,0,188,0,73,3,80,15,17,32,110,137,0,249,23,169,8,206,22,26,44,254,246,0,503,62,147,11,220,12,19,28,253,245,0,494,99,141,12,248,14,4,15,265,164,0,431,128,125,15,266,8,0,8,276,131,0,408,133,60,10,200,4,0,10,212,72,0,282,106,42,5,157,0,0,0,157,44,0,197,78,21,8,104,0,0,0,103,25,3,129,109,34,4,147,0,0,0,152,19,0,169,28,6,0,36,0,0,0,36,14,0,50,18,0,0,18,0,0,0,18,3,0,16,5,0,0,6,0,0,0,6,7,0,20,12,3,0,13,3,0,3,14,6,0,23,101,81,9,190,7,5,17,207,102,9,313,8,9
SOSR612,0,0,0,0,0,0,3,3,12,0,12,0,0,0,0,0,0,0,3,8,0,12,0,5,0,5,4,0,5,11,24,0,41,0,13,3,14,3,3,7,21,40,0,59,3,25,3,33,8,16,22,54,66,0,119,8,52,3,62,5,9,15,75,117,0,196,17,58,9,82,0,9,6,89,95,0,188,28,42,8,81,10,0,9,85,79,0,168,38,37,3,77,3,0,3,82,65,0,144,22,23,3,46,4,0,4,47,29,0,82,34,12,0,49,0,0,0,49,13,0,59,22,6,0,28,0,0,0,28,10,0,38,18,4,3,26,0,0,0,26,7,0,31,11,0,0,11,0,0,0,11,3,0,14,3,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,3,5,0,7,4,0,0,7,0,0,0,7,3,0,6,36,23,7,66,3,4,4,74,39,0,110,6,5
SOSR613,0,0,0,3,0,0,0,5,16,0,17,0,0,0,0,3,3,3,8,7,0,12,0,4,0,11,6,3,10,21,30,0,49,0,17,0,20,13,10,20,39,62,0,106,0,36,7,44,8,10,23,65,83,0,150,10,72,11,89,4,13,21,111,105,0,212,37,60,9,110,3,6,7,116,105,0,220,57,58,3,118,6,4,8,123,109,3,237,65,44,5,111,0,3,4,121,85,3,206,43,32,3,81,0,0,0,81,41,0,120,38,11,0,55,0,0,0,55,14,0,71,28,5,3,34,0,0,3,40,12,0,56,31,12,0,41,0,0,0,41,13,0,48,13,0,0,13,0,0,0,13,6,0,16,10,0,0,10,0,0,0,6,0,0,9,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,4,0,4,45,32,5,80,10,6,14,96,60,3,153,0,8
