SOSR_CODE_2016,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_Married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_Married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_Married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_Married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_Married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_Married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_Married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_Married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_Married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_Married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_Married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_Married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_Married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_Married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_Married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_Married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_Married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_Married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_Married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_Married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_Married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_Married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_Married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_Married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_Married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_Married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_Married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_Married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_Married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_Married,P_Tot_Tot
SOSR614,0,0,0,0,334,333,10,0,0,0,242,259,168,12,11,0,379,572,217,29,35,4,246,526,311,34,81,7,196,641,444,43,125,14,96,726,464,21,96,37,53,668,288,14,26,67,23,419,60,0,3,34,5,105,1972,159,376,166,1575,4245,0,0,0,4,307,315,19,0,0,0,247,266,199,30,14,6,388,637,255,39,46,11,222,580,392,59,140,17,159,776,472,50,140,62,76,798,414,26,118,160,25,744,204,7,41,244,3,504,32,6,8,133,8,185,1995,220,511,638,1446,4803,3,0,0,4,639,651,33,0,0,0,490,527,369,44,24,7,773,1208,472,63,82,13,471,1105,709,96,222,26,362,1412,911,96,265,78,173,1522,882,49,213,189,77,1412,492,21,68,308,27,915,96,6,11,174,13,294,3963,379,883,802,3022,9050
SOSR615,0,0,0,0,1642,1648,73,4,0,0,1481,1553,1054,60,58,0,1816,2992,1633,155,210,9,1103,3107,2051,248,555,40,903,3803,2594,232,804,89,436,4160,2637,159,532,200,259,3791,1333,55,181,285,97,1954,302,8,33,231,22,595,11685,926,2376,857,7755,23598,0,3,0,0,1622,1627,130,12,0,0,1381,1522,1344,128,103,12,1719,3305,1819,219,374,31,986,3431,2236,300,774,123,698,4126,2711,198,961,301,331,4499,2356,137,660,717,158,4019,960,28,200,1039,48,2280,163,3,46,797,30,1039,11720,1028,3114,3017,6960,25850,3,3,0,0,3266,3275,200,13,0,0,2857,3074,2396,187,161,14,3529,6297,3455,376,585,39,2090,6540,4288,554,1326,162,1598,7936,5310,434,1764,387,763,8658,4986,294,1187,921,416,7815,2295,85,385,1326,146,4234,467,12,75,1026,57,1632,23404,1960,5488,3876,14722,49448
SOSR621,0,0,0,0,517,517,14,0,0,0,392,403,302,19,13,0,583,914,552,35,54,7,369,1012,717,68,184,13,304,1284,950,74,284,30,200,1528,937,61,193,73,74,1334,411,21,70,75,28,604,69,7,8,58,10,156,3946,278,798,253,2466,7740,3,0,0,0,466,477,30,8,0,0,381,418,377,27,22,3,532,960,652,59,73,13,356,1150,766,82,185,34,224,1298,993,69,299,114,118,1594,815,40,180,205,47,1284,277,8,42,277,15,624,27,0,0,167,11,210,3947,288,810,810,2149,8003,3,0,0,3,984,988,42,8,0,0,771,820,680,46,36,3,1110,1869,1203,98,124,14,722,2163,1484,152,368,47,527,2577,1947,145,577,144,316,3124,1754,94,369,279,115,2619,691,27,116,347,45,1227,99,3,14,223,25,363,7889,568,1608,1064,4614,15748
SOSR622,0,0,0,0,351,354,4,0,0,0,244,249,134,10,7,0,311,458,278,28,39,0,249,592,452,53,119,4,185,807,666,55,207,23,131,1083,617,51,162,67,45,947,279,12,45,65,23,425,52,7,3,49,3,117,2478,213,581,208,1554,5029,3,0,0,0,306,306,10,0,0,0,207,220,187,23,9,3,280,506,354,31,58,6,194,645,517,60,130,20,156,882,630,39,199,64,78,1013,547,29,130,143,27,874,187,4,31,180,11,406,29,0,10,124,5,167,2469,177,573,537,1260,5021,3,0,0,0,657,659,16,0,3,0,456,476,324,32,17,3,591,964,633,58,99,7,442,1237,969,113,247,30,339,1696,1296,97,406,84,212,2093,1166,81,291,207,73,1819,464,17,77,238,32,829,79,7,12,174,5,286,4946,393,1151,748,2812,10051
SOSR631,5,3,0,0,3094,3108,77,5,0,3,2179,2266,1385,72,83,0,2553,4095,3219,233,320,18,1900,5693,4841,384,1047,53,1764,8089,5958,409,1485,189,1047,9090,4730,283,938,360,364,6675,1630,78,237,306,117,2371,251,8,31,132,44,466,22104,1479,4134,1057,13069,41846,3,0,0,0,2817,2826,142,11,0,4,1718,1868,1946,103,88,9,2152,4305,3726,219,409,51,1561,5965,5375,312,1029,146,1205,8066,5902,273,1223,403,630,8438,3872,126,669,636,174,5483,990,10,152,655,46,1856,113,3,19,294,30,456,22071,1066,3604,2193,10329,39262,5,3,0,0,5913,5929,221,14,3,4,3891,4134,3329,175,172,12,4710,8396,6949,452,727,70,3461,11659,10220,697,2077,197,2971,16160,11862,684,2714,587,1678,17527,8602,412,1608,993,535,12150,2619,88,395,957,170,4225,366,11,50,424,67,926,44173,2545,7740,3247,23396,81103
SOSR679,0,0,0,0,0,0,0,0,0,0,4,6,3,0,0,0,11,15,6,0,0,0,0,5,7,0,3,0,0,10,7,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,0,3,0,20,49,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,18,0,0,0,0,0,0,0,0,0,0,8,8,7,0,0,0,14,23,6,0,0,0,0,5,8,0,3,0,0,15,8,0,0,0,0,12,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,34,0,6,0,26,73
SOSR699,0,0,0,0,34,34,4,0,0,0,57,56,19,3,3,0,91,120,11,16,7,0,61,93,10,7,27,0,27,77,19,5,12,0,18,52,19,3,16,0,6,48,5,0,0,0,0,8,0,0,0,0,0,0,87,37,62,6,298,481,0,0,0,0,33,33,0,0,0,0,32,29,11,3,0,0,50,69,8,9,6,0,32,54,15,6,18,0,20,59,21,5,18,3,11,56,17,4,11,4,3,38,3,0,3,3,0,5,0,0,0,0,0,0,81,32,60,12,174,350,0,0,0,0,62,62,3,0,0,0,87,90,28,5,3,0,144,183,20,20,15,0,88,147,28,17,46,0,53,135,41,13,30,3,22,113,37,4,23,4,8,84,4,0,3,4,0,12,0,0,0,0,0,3,162,61,124,20,468,835
SOSR703,15,4,3,5,3329,3362,285,22,8,3,4364,4680,4384,190,180,10,8098,12865,5872,300,550,23,3256,9999,4762,425,1063,64,2023,8332,3609,313,1089,89,1026,6128,2008,185,587,143,373,3296,649,41,160,139,87,1071,105,9,30,82,20,245,21687,1485,3659,566,22574,49980,21,3,3,4,3031,3058,485,24,7,3,3405,3926,5049,234,269,11,6173,11727,5237,337,661,51,2652,8939,4079,421,1093,212,1532,7340,2987,329,1144,393,686,5533,1415,122,608,537,178,2864,335,23,189,510,33,1098,55,10,38,216,10,323,19669,1494,4011,1948,17696,44816,40,9,9,8,6361,6422,768,44,20,4,7769,8610,9435,421,449,23,14264,24590,11109,636,1211,77,5901,18940,8844,839,2152,274,3560,15672,6596,640,2234,480,1713,11658,3420,310,1198,687,551,6161,988,64,345,653,115,2169,157,16,65,299,28,572,41355,2979,7671,2515,40270,94796
SOSR712,8,0,0,0,758,762,36,6,0,0,624,663,653,28,28,3,1236,1948,930,61,84,7,570,1655,959,86,187,23,457,1701,836,65,221,25,246,1393,385,34,110,39,76,642,106,8,39,32,24,216,26,3,5,14,5,51,3934,290,679,147,3990,9040,14,0,0,0,593,606,76,5,3,0,579,665,867,79,35,9,1260,2250,925,101,106,21,678,1832,946,83,243,66,500,1847,759,81,275,109,250,1468,263,40,132,134,86,645,70,4,39,109,28,255,4,0,11,85,4,106,3919,391,837,527,3988,9671,19,0,0,0,1347,1364,105,11,4,0,1206,1331,1520,103,57,14,2495,4198,1856,168,194,24,1251,3489,1903,167,432,91,958,3548,1596,139,499,132,498,2864,645,78,243,169,163,1288,179,17,76,145,55,468,26,3,16,98,12,156,7856,686,1516,676,7981,18708
SOSR714,0,0,0,0,214,220,16,0,0,0,188,205,186,6,5,0,358,565,204,21,30,0,126,381,234,21,56,3,111,429,184,23,60,5,87,361,109,19,40,17,42,227,26,6,12,13,17,75,5,0,0,5,5,18,975,97,207,41,1155,2471,3,0,0,0,175,183,16,0,3,0,211,223,219,8,8,3,354,593,232,23,35,3,144,435,224,27,51,10,140,449,162,28,72,28,47,330,65,4,24,41,13,154,14,0,7,36,0,56,3,0,3,7,0,15,937,91,204,120,1087,2446,8,0,0,0,391,398,30,0,3,0,394,428,407,10,17,3,718,1159,432,51,59,3,272,815,457,49,112,18,251,879,344,49,131,33,138,697,179,23,66,54,56,372,46,6,23,46,16,136,9,0,3,13,11,38,1914,185,409,165,2238,4911
SOSR715,40,0,0,0,707,753,203,6,8,0,499,716,724,30,29,3,758,1541,726,34,34,12,512,1319,601,56,79,21,352,1103,402,44,75,40,136,697,127,22,42,39,44,268,25,5,4,11,14,58,0,0,0,0,0,0,2845,202,264,130,3023,6460,98,0,0,0,608,712,263,13,3,10,426,718,740,45,45,14,783,1633,710,42,62,34,460,1299,572,55,97,104,291,1121,333,29,113,122,118,714,68,13,34,70,29,206,11,0,5,42,12,72,0,0,0,5,3,16,2799,202,355,401,2733,6494,145,4,3,3,1311,1460,464,26,5,6,927,1434,1462,81,75,22,1543,3173,1437,73,94,44,970,2624,1175,109,173,128,643,2224,739,78,186,156,261,1413,193,29,75,110,74,477,32,6,9,55,23,128,0,0,0,5,6,14,5649,404,620,535,5752,12956
SOSR721,52,3,0,0,548,601,198,9,4,0,384,588,638,25,27,3,587,1285,589,30,38,11,329,993,473,53,69,21,227,838,327,35,74,18,114,572,120,12,31,23,29,213,24,0,3,6,16,52,4,0,0,4,0,9,2416,165,244,86,2238,5151,98,4,0,0,410,514,245,8,4,0,335,591,676,57,27,13,583,1353,589,38,44,30,313,1022,476,61,86,73,234,927,239,34,63,99,102,538,75,15,25,77,26,209,6,0,0,34,7,59,4,0,0,7,5,19,2416,213,251,328,2016,5226,155,5,0,0,963,1121,442,14,9,0,723,1184,1312,83,52,19,1169,2632,1176,71,85,33,645,2014,942,114,156,87,459,1765,568,68,140,120,217,1109,195,19,52,99,54,426,28,0,5,42,27,109,13,0,0,12,5,27,4829,378,487,419,4262,10379
SOSR722,44,0,0,0,437,485,176,9,6,0,305,501,459,30,13,3,412,911,386,35,41,10,244,713,427,38,54,15,206,741,323,34,44,35,104,539,133,18,54,36,41,275,35,3,18,27,4,89,8,0,0,3,5,18,1991,156,230,131,1758,4264,66,3,5,0,390,462,232,21,5,0,294,551,502,53,23,10,410,998,403,57,35,25,283,797,399,51,48,65,216,782,263,45,67,98,136,606,96,13,27,96,37,280,15,7,8,47,13,91,4,0,3,10,3,19,1982,244,232,350,1782,4592,102,4,5,0,830,944,409,31,8,0,604,1057,960,75,35,16,817,1906,787,88,72,33,527,1512,826,90,111,80,422,1524,589,73,117,129,238,1146,233,30,82,132,78,556,51,10,30,69,17,181,12,0,3,14,8,38,3973,399,456,481,3547,8855
SOSR731,47,7,0,3,1224,1276,209,6,7,3,1156,1392,988,41,33,5,1575,2640,1387,77,134,8,953,2556,1519,153,319,28,800,2826,1168,144,375,51,447,2185,697,91,214,67,145,1215,169,17,46,40,30,306,15,3,0,16,3,45,6203,548,1126,221,6334,14437,92,3,0,0,957,1055,208,9,0,0,809,1032,1013,52,53,3,1120,2248,1375,68,123,31,667,2273,1385,101,283,87,540,2410,1032,85,293,132,238,1779,507,43,135,153,57,889,91,4,21,106,12,242,9,0,0,32,0,45,5717,370,916,554,4401,11958,133,7,3,3,2185,2328,421,19,10,8,1967,2417,1995,90,92,12,2697,4891,2763,149,255,39,1618,4827,2906,257,603,116,1342,5235,2196,234,665,184,682,3962,1203,133,345,219,204,2104,263,22,69,149,38,541,31,5,4,46,8,88,11918,917,2042,780,10744,26395
SOSR779,0,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,18,23,15,0,0,0,0,16,6,0,0,0,0,11,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,24,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,7,9,0,0,0,0,0,0,0,0,0,0,3,3,8,0,0,0,23,30,16,0,0,0,0,19,6,0,0,0,3,9,0,0,0,0,4,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,36,0,4,0,30,72
SOSR799,0,0,0,0,16,16,0,0,0,0,97,98,36,3,5,0,178,219,73,10,15,0,120,215,86,18,26,8,127,257,106,10,53,8,46,229,99,17,39,10,12,174,12,0,7,4,0,20,0,0,0,0,0,0,406,61,143,26,605,1240,0,0,0,0,17,17,3,0,0,0,84,85,43,5,0,0,185,239,64,8,6,3,103,180,75,6,30,7,84,203,147,7,23,13,21,212,66,7,20,8,0,105,5,0,4,0,0,10,0,0,0,0,0,0,402,31,85,28,491,1043,0,0,0,0,32,32,6,0,0,0,178,183,78,12,5,0,370,457,135,15,21,3,218,396,159,23,51,16,211,461,251,15,80,17,74,438,163,26,58,21,18,278,17,0,11,4,0,38,0,0,0,0,0,0,811,88,230,62,1099,2281
SOSR802,23,8,7,10,12272,12311,402,25,17,0,15353,15795,11681,410,482,31,19706,32310,18663,842,1476,58,7746,28789,16230,1052,2700,165,4732,24876,13592,777,2710,294,2426,19803,10402,393,1671,581,849,13888,4792,126,547,744,204,6417,1366,26,110,737,80,2319,77144,3654,9723,2626,63356,156508,32,8,6,3,12033,12080,859,49,20,13,14570,15502,15098,661,725,38,17050,33573,18784,1069,2271,159,7061,29342,15846,1212,4128,413,4285,25880,13083,849,4235,1131,2208,21502,9009,453,2904,2302,795,15462,3507,129,960,3051,247,7902,706,12,224,2784,109,3836,76922,4434,15480,9883,58350,165069,53,11,13,14,24300,24393,1260,69,37,14,29917,31297,26775,1067,1203,72,36757,65889,37449,1917,3746,216,14809,58129,32070,2257,6827,581,9013,50749,26669,1629,6945,1426,4632,41302,19408,845,4581,2875,1642,29352,8304,260,1514,3791,452,14316,2075,37,334,3522,183,6151,154066,8095,25200,12508,121704,321581
SOSR822,0,0,0,0,5,5,0,0,0,0,10,10,0,0,0,0,5,5,5,3,0,0,3,13,14,0,4,0,0,23,11,0,0,0,0,16,18,0,0,3,0,16,11,0,0,3,0,14,0,0,0,0,0,3,62,4,7,8,26,103,0,0,0,0,18,18,0,0,0,0,5,5,0,0,0,0,4,9,13,0,0,0,3,19,10,3,5,3,3,26,14,0,3,0,3,25,15,0,3,0,0,12,10,0,0,0,0,6,0,0,0,0,0,0,65,3,9,6,31,116,0,0,0,0,18,18,0,0,0,0,12,12,0,0,0,0,11,13,20,6,0,0,11,30,32,3,6,3,3,44,32,0,3,0,3,39,30,0,3,5,0,29,20,0,3,3,0,19,0,0,0,0,0,4,122,6,21,12,61,217
SOSR831,0,0,0,0,29,28,0,0,0,0,21,25,21,0,0,0,29,50,53,0,0,0,12,65,44,4,6,0,15,64,33,4,10,0,3,50,13,0,5,0,0,18,5,0,0,0,0,6,0,0,0,0,0,0,168,13,24,3,111,317,0,0,0,0,31,31,3,0,0,0,15,20,39,0,4,0,21,61,50,0,3,0,14,65,35,0,6,0,9,55,25,0,13,0,0,39,9,0,5,3,0,21,3,0,0,3,0,6,0,0,3,0,0,3,167,3,29,7,88,295,0,0,0,0,61,58,4,0,0,0,38,41,57,0,6,0,49,111,100,0,3,0,29,133,78,7,12,0,20,118,61,7,18,0,9,91,26,0,9,8,0,42,8,0,0,3,3,11,0,0,3,0,0,3,336,13,49,9,202,610
SOSR879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR899,0,0,0,0,16,16,0,0,0,0,35,36,4,3,0,0,52,63,10,8,8,0,41,67,6,10,15,0,16,43,6,6,14,0,8,38,6,0,3,0,4,15,0,0,0,3,0,5,0,0,0,0,0,0,35,27,42,3,180,297,0,0,0,0,20,20,0,0,0,0,40,42,0,0,3,0,38,44,4,3,4,0,26,40,4,4,3,0,6,26,4,0,18,3,3,34,0,0,5,0,3,9,0,0,0,0,0,4,0,0,0,3,0,3,27,12,39,10,131,209,0,0,0,0,35,35,3,0,0,0,74,79,4,3,4,0,92,108,17,11,14,0,67,107,12,14,22,0,28,68,12,12,36,3,13,78,8,0,8,0,9,24,3,0,0,5,0,8,0,0,0,3,0,3,61,43,81,10,313,506
SOSR915,0,0,0,0,37,37,0,0,0,0,41,41,41,3,0,0,71,114,81,8,3,0,21,112,95,4,13,0,28,145,88,4,29,0,19,147,87,3,4,5,4,106,16,0,0,3,0,24,0,0,0,0,0,0,411,24,51,12,226,724,0,0,0,0,34,34,7,0,0,0,30,36,60,0,0,4,47,103,77,0,6,0,21,106,96,3,6,4,20,126,94,0,6,3,8,113,24,0,0,11,0,38,5,0,0,5,0,9,0,0,0,3,0,3,353,10,25,27,146,562,0,0,0,0,65,65,7,0,0,0,68,76,98,3,0,4,113,221,152,10,16,0,44,218,194,10,19,3,49,272,184,7,33,7,26,261,114,3,4,12,4,139,24,0,0,8,0,30,0,0,0,4,0,3,772,31,78,40,370,1285
SOSR921,0,0,0,0,15,15,0,0,0,0,7,7,9,0,0,0,12,21,24,0,3,0,24,50,29,0,10,0,17,56,24,7,15,0,10,54,35,0,8,5,4,53,13,0,11,5,0,22,3,0,0,3,0,11,135,10,43,14,90,290,0,0,0,0,19,19,0,0,0,0,5,11,12,0,0,0,25,37,28,0,5,0,20,53,30,5,10,3,16,66,36,11,18,0,10,75,32,3,7,12,4,59,5,0,3,14,0,20,3,0,0,10,0,11,143,22,46,29,109,346,0,0,0,0,37,37,0,0,0,0,15,15,18,3,0,0,33,57,53,6,3,0,44,102,55,9,17,4,32,120,60,17,33,3,18,130,68,3,17,15,4,110,20,0,15,14,0,48,8,0,0,6,4,20,279,33,91,42,197,639
SOSR922,0,0,0,0,23,23,5,0,0,0,34,32,25,0,3,0,28,59,38,3,5,0,6,45,40,0,3,0,6,56,41,0,4,0,3,44,33,0,0,0,0,33,9,0,0,0,0,10,0,0,0,0,0,0,191,7,17,0,93,306,0,0,0,0,20,20,6,0,0,0,14,14,37,0,0,0,13,56,32,0,3,0,10,49,33,0,3,0,6,46,36,0,0,4,8,48,25,0,0,3,0,25,5,0,0,6,4,18,0,0,0,0,0,0,180,3,13,9,72,276,0,0,0,0,45,45,8,0,0,0,44,47,64,3,3,0,37,109,71,3,9,0,10,99,75,0,9,0,11,100,78,0,8,4,9,99,58,0,0,3,0,61,12,0,0,10,3,27,0,0,0,0,0,0,369,7,28,11,162,582
SOSR931,0,0,0,0,30,30,0,0,0,0,47,54,23,3,7,3,101,132,57,9,13,0,51,131,47,8,18,0,45,115,63,3,24,0,18,112,47,5,8,5,5,64,26,0,3,8,0,37,9,0,0,3,0,14,274,27,60,16,311,693,0,0,0,0,28,28,0,0,0,0,9,9,16,3,0,0,25,47,36,3,3,0,39,80,44,9,18,3,23,98,50,0,19,15,17,101,45,8,17,18,5,88,19,0,8,15,0,46,0,0,0,13,0,13,223,22,60,67,148,519,0,0,0,0,66,66,0,0,0,0,62,60,45,8,4,3,129,185,97,17,13,0,88,213,90,12,29,3,76,215,110,5,39,15,37,214,95,11,23,20,6,150,48,0,10,24,0,82,10,0,6,12,0,29,499,51,123,81,455,1207
SOSR979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6
SOSR999,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,3,21,0,0,0,0,3,3,0,0,0,0,4,4,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,0,0,4,6,0,0,0,0,4,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,3,0,10,30,0,0,0,0,3,3,0,0,0,0,10,10,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,0,0,9,3,0,4,0,0,11,9,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,13,4,7,0,15,46
