SOSR_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
SOSR299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR301,66153,2528,94,68779,1077,193,26,20,1313,292,15,307,1616,131,8,1756,1971,250,24,54,2303,207,52,261,2567,101,9,2680,3054,441,51,74,3622,499,71,569,4190,234,11,4434,59600,6741,865,872,68081,1902,363,2266,70344,2765,109,73214,18547,2520,419,506,21994,986,214,1203,23196,3336,56,26587,81,16,0,70,167,5,3,13,172,21,256,447,78227,9279,1284,1447,90235,2897,577,3477,93715,6114,420,100247,14232,1617,152,86,16087,407,87,491,16574,926,17,17519,17373,1858,213,142,19580,361,56,424,20001,633,22,20654,522,84,98,3,715,11,0,13,731,38,0,767,196,32,3,226,454,14,0,15,468,38,14,526,32324,3584,468,453,36837,793,150,937,37776,1631,51,39464,618,100,6,14,736,165,16,174,912,65,0,974,876,120,14,33,1050,99,25,131,1175,79,5,1255,1498,221,25,47,1784,266,43,306,2089,140,5,2236,33823,3806,490,507,38624,1054,187,1241,39865,1774,53,41695,8162,1179,186,226
SOSR302,15954,609,29,16583,206,47,4,7,261,51,3,50,317,26,0,342,516,66,5,8,600,27,7,36,642,31,0,670,723,115,16,16,862,79,14,94,953,59,0,1011,14147,1853,220,206,16433,392,85,472,16906,663,29,17598,4068,602,104,100,4873,185,31,214,5086,664,9,5765,19,7,0,10,32,3,0,3,39,3,62,108,18235,2465,326,316,21336,577,116,689,22027,1337,102,23466,3245,435,38,18,3733,81,13,98,3831,193,4,4027,4261,623,53,25,4964,83,18,100,5068,178,7,5253,115,17,32,0,167,10,0,10,178,12,0,189,49,8,0,45,95,5,0,5,102,13,0,114,7670,1083,122,87,8966,174,35,207,9176,402,12,9585,109,29,6,4,141,31,0,33,173,16,0,185,243,37,3,8,294,9,4,20,310,16,0,331,354,60,7,12,431,43,5,49,486,33,0,516,8024,1139,132,99,9395,223,39,263,9657,430,12,10101,1821,306,53,50
SOSR303,19339,887,20,20245,255,41,13,5,309,83,6,93,401,52,0,454,536,72,9,12,633,59,34,90,722,43,0,770,786,109,21,21,942,138,41,183,1125,93,4,1225,16965,2212,345,256,19786,556,128,680,20462,979,30,21473,4532,702,124,121,5481,294,87,378,5858,989,18,6868,11,0,3,13,23,0,0,0,23,5,71,99,21508,2915,477,394,25292,847,208,1056,26345,1972,116,28437,4259,533,59,32,4877,111,29,136,5014,271,3,5290,5221,709,89,42,6055,141,21,161,6216,263,4,6483,139,27,31,0,205,0,3,3,209,10,3,227,47,13,0,54,116,4,0,8,124,12,0,138,9664,1279,191,124,11255,260,47,308,11566,554,18,12134,134,31,4,3,179,52,0,52,231,27,0,261,255,43,4,4,304,33,17,47,350,32,0,387,390,72,11,9,486,81,17,99,584,62,0,651,10055,1347,201,138,11742,342,64,405,12150,620,15,12784,1984,325,72,64
SOSR311,6262,322,7,6589,110,24,4,0,134,40,8,45,182,31,0,213,223,29,7,7,267,23,3,26,295,17,0,310,338,51,7,7,401,67,10,79,475,42,0,522,5485,694,114,125,6420,271,52,321,6745,364,7,7109,1594,278,53,44,1963,153,29,184,2144,389,9,2542,9,3,0,4,19,0,0,0,19,0,18,36,7092,972,163,173,8401,423,81,503,8902,749,35,9687,1351,175,27,9,1566,50,8,56,1630,102,6,1739,1653,241,31,17,1939,63,13,74,2012,100,0,2116,46,7,16,3,68,0,0,0,68,4,0,69,11,7,3,22,39,0,0,0,39,6,0,51,3068,427,71,57,3615,110,21,130,3753,211,4,3971,66,5,0,0,74,25,3,29,104,22,0,127,85,6,3,5,100,15,8,27,123,8,0,134,144,20,3,9,174,44,14,56,227,29,0,256,3211,442,76,61,3796,154,33,190,3982,243,4,4228,710,116,17,17
SOSR312,1322,66,6,1397,35,9,0,0,46,22,0,20,69,7,0,79,71,10,0,0,82,3,0,3,86,9,0,94,106,16,0,0,124,24,3,25,156,15,0,169,1208,141,24,28,1398,74,3,80,1476,80,6,1563,545,61,20,19,653,92,4,100,754,127,0,877,0,0,0,8,4,0,0,0,4,0,16,16,1748,200,45,58,2051,170,13,183,2233,205,19,2460,324,18,4,3,353,19,0,17,367,19,0,390,386,37,15,11,442,20,0,20,463,22,0,484,16,3,11,0,31,0,0,0,33,0,0,33,0,0,0,3,5,0,0,0,8,0,0,8,726,56,29,20,831,36,0,41,872,39,0,913,22,0,0,3,25,7,0,7,36,0,0,36,28,3,0,0,36,3,0,3,35,3,0,45,55,3,0,5,59,14,0,14,71,7,0,79,775,60,29,26,892,48,3,56,947,43,0,988,214,13,12,16
SOSR313,4444,199,3,4643,69,7,6,3,86,26,8,35,119,12,0,129,126,27,3,8,160,7,0,5,167,14,0,179,192,38,6,5,246,32,9,44,286,25,3,310,3982,426,110,76,4586,124,22,142,4731,223,5,4956,1387,195,54,44,1679,84,22,103,1786,302,3,2086,13,7,0,3,22,3,0,3,22,3,14,40,5380,627,160,124,6284,208,45,250,6531,523,21,7078,949,77,26,7,1057,28,4,31,1089,48,0,1135,1199,166,40,19,1413,18,3,25,1437,91,0,1527,31,13,8,0,52,0,0,0,53,3,0,58,14,3,0,23,41,0,0,0,36,0,0,40,2188,252,74,47,2560,48,9,51,2614,146,0,2760,48,4,0,0,52,17,0,12,63,5,0,73,75,8,0,0,83,3,0,3,86,0,0,90,118,10,3,0,136,18,0,18,152,7,0,165,2307,265,72,52,2692,66,7,74,2770,157,0,2927,606,90,22,15
SOSR314,5194,175,8,5381,67,8,0,0,80,24,3,27,111,7,0,118,162,13,7,3,191,18,4,23,216,8,3,227,236,26,7,6,271,46,10,56,328,18,3,344,4667,492,119,93,5370,131,22,147,5523,191,12,5729,1501,210,58,45,1821,79,14,90,1913,254,0,2166,14,0,0,5,17,0,0,0,17,0,25,44,6181,706,178,146,7210,208,29,237,7451,447,40,7942,1114,100,21,11,1247,39,6,41,1287,70,0,1368,1388,155,24,19,1580,25,6,33,1615,49,0,1667,43,4,19,0,63,3,0,3,70,6,0,73,18,3,0,20,37,0,0,0,37,6,3,49,2559,266,59,45,2929,67,16,81,3015,137,7,3153,48,8,0,0,56,13,0,13,75,10,0,77,76,8,0,3,89,3,0,3,92,8,0,101,119,18,0,9,145,18,0,18,167,11,0,183,2677,283,62,49,3075,88,16,104,3176,150,11,3332,627,93,25,29
SOSR315,7178,394,13,7584,108,31,3,8,146,54,4,58,202,28,3,231,222,17,17,3,261,8,11,23,289,20,0,305,333,48,16,12,414,61,18,81,492,51,3,540,6334,785,159,138,7420,204,43,246,7667,444,17,8124,2270,329,98,91,2794,267,32,298,3092,684,6,3778,25,0,0,8,32,0,0,0,32,3,38,75,8636,1117,258,243,10251,470,71,539,10792,1129,61,11981,1475,185,15,7,1677,35,14,44,1726,131,9,1865,1914,294,31,18,2259,58,7,64,2327,115,0,2443,53,10,29,3,90,4,0,3,91,11,0,100,16,4,0,32,57,3,0,8,61,5,0,66,3458,487,71,64,4081,92,26,117,4204,255,12,4474,70,15,0,0,82,26,0,26,110,15,0,124,94,16,3,0,112,11,3,17,125,10,0,134,157,24,6,0,193,41,7,46,232,26,0,262,3615,511,79,65,4276,131,29,162,4433,279,11,4731,960,180,28,47
SOSR321,2706,189,15,2915,57,13,0,3,71,38,0,38,106,20,0,128,70,15,4,0,88,10,3,15,97,12,0,108,125,25,4,3,158,48,3,49,212,30,0,242,2318,353,84,52,2807,92,17,109,2920,220,15,3154,768,136,42,35,978,64,10,75,1056,284,6,1348,6,7,0,3,16,0,0,0,16,3,18,35,3093,491,124,96,3797,159,24,186,3981,510,37,4538,593,64,12,3,675,12,0,12,689,42,3,734,682,122,23,22,851,18,0,22,870,62,0,935,28,7,5,0,41,0,0,3,43,0,0,43,12,3,0,12,28,0,0,0,28,0,3,28,1318,203,44,35,1593,30,5,37,1629,112,5,1740,29,4,0,0,30,17,0,22,51,12,0,69,36,11,0,0,50,3,6,7,60,9,0,64,68,9,0,0,81,23,8,32,114,20,0,133,1386,212,47,35,1675,53,14,67,1737,129,5,1878,334,70,10,12
SOSR322,1077,75,0,1152,18,8,0,0,29,27,0,27,53,11,0,61,27,3,0,0,29,3,3,3,38,4,0,44,39,11,3,0,55,27,3,31,91,13,0,105,934,117,28,25,1104,51,7,61,1162,89,0,1257,324,75,4,14,424,27,7,32,460,183,3,641,8,0,0,0,8,0,0,0,8,5,13,23,1263,194,38,40,1534,78,12,97,1630,272,21,1924,220,23,0,3,243,12,0,12,258,21,0,277,276,53,10,0,345,3,0,3,346,22,0,372,8,3,0,0,16,0,0,0,16,0,0,16,3,0,0,10,12,0,0,0,12,4,0,19,508,78,15,14,616,12,0,18,630,46,0,680,10,0,0,0,11,3,0,3,15,10,0,23,13,3,0,0,14,0,0,0,19,3,0,21,18,3,0,0,27,3,0,7,32,12,0,45,531,85,15,15,639,23,5,25,667,55,0,722,133,24,3,3
SOSR331,13922,571,16,14515,129,16,0,8,157,44,3,51,206,29,0,230,252,37,8,10,307,22,3,32,334,19,0,350,382,53,11,13,459,72,11,79,536,44,0,582,12302,1357,260,236,14151,268,40,310,14464,616,16,15093,3698,493,140,112,4444,192,36,223,4665,835,18,5513,39,8,0,6,58,0,0,0,58,3,39,100,16045,1853,398,358,18653,460,77,537,19182,1454,76,20712,3438,309,62,13,3826,66,15,81,3910,214,0,4123,4432,579,82,57,5149,74,9,81,5237,242,9,5489,110,34,26,4,175,4,0,4,174,21,0,199,63,4,3,90,164,6,0,6,167,14,3,189,8038,932,177,165,9318,151,18,172,9490,496,19,10001,94,11,0,7,110,27,0,31,141,22,0,158,153,22,6,8,190,14,7,15,207,18,0,226,247,38,9,10,303,40,4,47,351,35,0,388,8289,973,184,176,9621,194,23,215,9837,533,14,10387,1758,237,80,59
SOSR379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR401,32203,1313,35,33560,415,97,19,4,541,155,15,174,713,63,3,782,908,159,12,21,1093,110,24,133,1230,63,0,1291,1323,254,34,23,1634,265,35,304,1937,127,0,2073,28154,3982,528,388,33050,878,215,1094,34145,1441,39,35626,8172,1559,176,223,10128,593,143,732,10860,2405,37,13300,60,13,0,34,105,0,0,0,104,8,108,219,36383,5550,706,641,43286,1474,359,1829,45109,3845,187,49144,5523,814,63,42,6443,203,38,246,6691,396,3,7087,9514,1320,113,66,11009,232,52,278,11290,385,16,11687,251,50,81,3,384,6,3,14,396,21,0,417,63,19,0,81,163,11,0,9,170,15,10,196,15349,2205,254,194,17999,449,96,546,18545,824,24,19395,228,52,5,0,284,117,11,126,412,40,0,447,397,76,13,10,491,60,8,68,564,39,0,601,620,128,14,17,777,173,18,194,975,79,0,1050,15969,2327,267,210,18780,624,115,741,19517,905,23,20446,3543,681,70,99
SOSR412,2077,81,0,2162,18,7,0,0,27,4,0,4,30,5,3,39,60,7,0,3,72,11,0,10,80,0,0,79,82,10,0,3,100,11,0,18,116,8,3,123,1891,183,32,32,2139,55,6,58,2196,82,3,2282,578,67,23,16,687,45,0,48,731,135,0,871,0,3,0,3,7,0,0,0,7,0,0,5,2472,253,56,51,2826,95,4,103,2932,218,3,3153,408,41,10,0,455,11,4,13,465,22,0,491,655,90,16,10,766,10,0,13,779,24,3,810,17,7,0,3,28,0,0,0,27,0,0,27,10,0,0,12,19,0,0,0,22,0,0,22,1082,135,26,27,1266,22,7,27,1293,47,3,1343,14,3,0,0,17,0,0,0,23,4,3,23,19,4,0,3,29,3,0,3,30,0,0,34,34,4,0,3,49,3,0,7,55,4,3,58,1122,139,29,29,1313,25,9,34,1344,56,7,1405,222,35,5,4
SOSR413,2974,116,0,3086,30,3,3,0,37,15,0,15,52,3,0,60,64,11,0,3,81,7,0,3,85,3,0,89,96,13,7,4,118,16,0,23,139,9,0,145,2532,382,56,47,3011,81,8,96,3111,126,3,3232,647,136,26,12,822,35,13,47,871,193,8,1069,5,4,0,0,10,0,0,0,10,0,19,26,3179,524,81,56,3844,119,19,144,3984,314,28,4326,525,81,7,3,616,18,4,22,642,27,0,672,861,108,15,14,998,23,3,23,1026,43,0,1065,30,7,16,0,54,0,0,0,54,7,0,55,9,0,0,4,16,3,0,3,19,0,0,18,1424,201,39,20,1683,47,8,49,1730,78,3,1812,14,0,0,3,15,11,0,11,22,5,0,25,34,0,0,3,40,8,0,8,48,3,0,45,47,0,0,4,50,17,0,17,66,8,0,75,1472,200,38,24,1735,58,8,63,1798,84,3,1880,282,71,9,9
SOSR414,649,33,3,684,4,0,0,0,4,0,0,0,3,0,0,6,11,0,0,0,20,0,3,3,22,0,0,22,21,0,0,0,23,3,3,3,26,0,0,25,567,75,11,4,659,9,3,17,669,36,3,709,177,37,0,13,228,4,0,4,232,44,0,270,0,0,0,0,0,0,0,0,0,0,6,7,744,114,11,19,880,14,3,17,900,72,11,986,100,11,5,3,116,3,0,3,121,9,0,134,189,25,0,3,220,0,0,0,218,14,0,233,13,0,0,0,17,0,0,0,17,3,0,18,0,0,0,5,5,0,0,0,5,0,0,5,299,39,5,7,354,4,0,3,359,26,0,383,7,0,0,0,7,3,0,3,7,0,0,7,7,0,0,0,7,0,0,0,8,0,0,9,17,0,0,0,17,4,0,4,17,0,0,21,317,39,5,7,367,6,0,8,377,24,0,402,75,14,0,4
SOSR415,3163,128,4,3297,27,3,0,0,34,6,0,6,37,13,0,55,71,13,0,0,89,0,3,7,95,6,3,107,99,20,0,0,120,7,3,16,133,21,3,158,2764,362,78,46,3246,43,8,50,3301,147,5,3462,753,128,25,16,924,38,7,44,972,172,3,1149,0,0,0,3,5,0,0,0,5,0,9,14,3515,492,109,62,4175,86,14,98,4274,328,16,4616,497,76,3,8,588,10,0,13,595,30,0,631,971,124,20,4,1125,17,3,13,1142,35,0,1180,28,3,12,0,48,0,0,0,48,4,0,52,10,0,0,13,24,0,0,0,24,0,0,23,1507,205,41,25,1773,23,3,30,1807,75,3,1880,18,8,0,0,24,11,0,11,31,10,0,45,39,7,0,0,47,3,0,3,49,4,0,48,57,11,0,0,72,11,0,11,78,11,0,96,1569,213,41,22,1844,34,3,44,1888,82,3,1973,307,63,11,5
SOSR421,980,30,0,1004,0,0,0,0,0,3,0,3,3,3,0,11,10,3,0,0,20,3,0,6,24,0,0,24,15,3,0,0,17,10,0,8,26,3,0,34,833,118,21,12,976,21,7,28,1004,33,0,1036,217,53,3,6,284,9,8,11,297,50,4,348,7,0,0,3,9,0,0,0,9,0,4,10,1054,166,21,26,1269,26,12,41,1307,79,10,1399,143,33,0,0,173,0,0,3,177,12,0,186,314,48,10,4,376,10,0,11,384,9,0,391,12,4,3,0,15,0,0,0,19,0,0,17,0,0,0,3,3,0,0,0,3,0,0,3,465,82,11,7,567,10,0,12,580,18,0,600,3,0,0,0,3,0,0,0,5,7,0,10,4,0,0,0,10,0,0,0,10,0,0,10,8,0,0,0,11,0,0,7,15,7,0,14,473,87,11,7,577,16,0,17,589,24,0,617,89,24,0,0
SOSR422,484,47,0,535,5,0,0,0,3,8,0,15,14,3,0,18,11,0,0,0,11,3,0,3,12,0,0,15,12,0,0,0,12,10,0,17,32,3,0,31,406,67,8,14,489,21,0,25,517,54,0,573,156,30,9,3,189,9,0,10,195,76,0,270,0,0,0,0,0,0,0,0,0,0,5,10,557,95,12,22,686,28,4,33,712,127,6,850,83,17,0,0,97,7,0,7,103,12,0,119,150,28,3,4,178,6,0,6,184,15,0,201,7,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,235,38,3,4,287,11,0,11,294,34,0,332,3,0,0,0,6,11,0,11,14,0,0,17,12,0,0,0,12,3,0,3,12,0,0,11,9,0,0,0,17,8,0,8,27,4,0,28,251,44,4,4,302,22,0,22,318,38,0,359,42,11,3,0
SOSR431,5001,184,6,5191,22,4,0,3,31,11,0,11,43,8,0,48,61,6,3,3,70,8,7,12,81,14,0,98,80,11,3,3,102,15,7,20,121,23,0,149,4329,528,130,80,5068,42,13,62,5128,208,8,5338,1174,125,24,26,1352,29,10,35,1393,200,3,1594,6,3,0,0,9,0,0,0,9,0,40,47,5515,658,154,104,6434,74,28,99,6531,405,48,6984,999,115,14,4,1129,12,5,23,1153,53,0,1206,1809,237,32,24,2097,15,0,17,2111,58,3,2170,48,11,27,3,84,0,0,0,86,3,0,88,17,0,0,25,46,4,0,4,49,8,0,57,2869,360,79,55,3362,35,9,43,3405,122,3,3525,18,8,3,0,25,7,0,12,39,4,0,44,48,4,3,0,56,4,3,5,59,8,0,70,67,9,8,0,81,15,3,16,96,15,0,109,2932,374,80,55,3441,47,12,62,3498,132,3,3638,525,76,18,15
SOSR479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOSR499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
