UCL_CODE_2016,Ireland_2011,Ireland_2012,Ireland_2013,Ireland_2014,Ireland_2015,Ireland_2016,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1946,Italy_1946_1955,Italy_1956_1965,Italy_1966_1975,Italy_1976_1985,Italy_1986_1995,Italy_1996_2005,Italy_2006_2010,Italy_2011,Italy_2012,Italy_2013,Italy_2014,Italy_2015,Italy_2016,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1946,Japan_1946_1955,Japan_1956_1965,Japan_1966_1975,Japan_1976_1985,Japan_1986_1995,Japan_1996_2005,Japan_2006_2010,Japan_2011,Japan_2012,Japan_2013,Japan_2014,Japan_2015,Japan_2016,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1946,Korea_Rep_Sth_1946_1955,Korea_Rep_Sth_1956_1965,Korea_Rep_Sth_1966_1975,Korea_Rep_Sth_1976_1985,Korea_Rep_Sth_1986_1995,Korea_Rep_Sth_1996_2005,Korea_Rep_Sth_2006_2010,Korea_Republic_South_2011,Korea_Republic_South_2012,Korea_Republic_South_2013,Korea_Republic_South_2014,Korea_Republic_South_2015,Korea_Republic_South_2016,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1946,Lebanon_1946_1955,Lebanon_1956_1965,Lebanon_1966_1975,Lebanon_1976_1985,Lebanon_1986_1995,Lebanon_1996_2005,Lebanon_2006_2010,Lebanon_2011,Lebanon_2012,Lebanon_2013,Lebanon_2014,Lebanon_2015,Lebanon_2016,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1946,Malaysia_1946_1955,Malaysia_1956_1965,Malaysia_1966_1975,Malaysia_1976_1985,Malaysia_1986_1995,Malaysia_1996_2005,Malaysia_2006_2010,Malaysia_2011,Malaysia_2012,Malaysia_2013,Malaysia_2014,Malaysia_2015,Malaysia_2016,Malaysia_Yr_arrival_ns,Malaysia_Tot,Malta_Before_1946,Malta_1946_1955,Malta_1956_1965,Malta_1966_1975,Malta_1976_1985,Malta_1986_1995,Malta_1996_2005,Malta_2006_2010,Malta_2011,Malta_2012,Malta_2013,Malta_2014,Malta_2015,Malta_2016,Malta_Yr_arrival_NS,Malta_Tot,Netherlands_Before_1946,Netherlands_1946_1955,Netherlands_1956_1965,Netherlands_1966_1975,Netherlands_1976_1985,Netherlands_1986_1995,Netherlands_1996_2005,Netherlands_2006_2010,Netherlands_2011,Netherlands_2012,Netherlands_2013,Netherlands_2014,Netherlands_2015,Netherlands_2016,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1946,New_Zealand_1946_1955,New_Zealand_1956_1965,New_Zealand_1966_1975,New_Zealand_1976_1985,New_Zealand_1986_1995,New_Zealand_1996_2005,New_Zealand_2006_2010,New_Zealand_2011,New_Zealand_2012,New_Zealand_2013,New_Zealand_2014,New_Zealand_2015,New_Zealand_2016,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,Pakistan_Before_1946,Pakistan_1946_1955,Pakistan_1956_1965,Pakistan_1966_1975,Pakistan_1976_1985,Pakistan_1986_1995,Pakistan_1996_2005,Pakistan_2006_2010,Pakistan_2011,Pakistan_2012,Pakistan_2013,Pakistan_2014,Pakistan_2015,Pakistan_2016,Pakistan_Yr_arrival_NS,Pakistan_Tot,Philippines_Before_1946,Philippines_1946_1955,Philippines_1956_1965,Philippines_1966_1975,Philippines_1976_1985,Philippines_1986_1995,Philippines_1996_2005,Philippines_2006_2010,Philippines_2011,Philippines_2012,Philippines_2013,Philippines_2014,Philippines_2015,Philippines_2016,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1946,Poland_1946_1955,Poland_1956_1965,Poland_1966_1975,Poland_1976_1985,Poland_1986_1995,Poland_1996_2005,Poland_2006_2010,Poland_2011,Poland_2012,Poland_2013,Poland_2014,Poland_2015,Poland_2016,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1946,Singapore_1946_1955,Singapore_1956_1965,Singapore_1966_1975,Singapore_1976_1985,Singapore_1986_1995,Singapore_1996_2005,Singapore_2006_2010,Singapore_2011,Singapore_2012,Singapore_2013,Singapore_2014,Singapore_2015,Singapore_2016,Singapore_Yr_arrival_ns,Singapore_Tot
UCL113001,0,0,0,0,0,0,0,27,0,19,9,3,0,0,0,4,0,0,0,0,0,0,6,44,0,0,0,0,4,0,7,6,0,3,0,0,0,0,0,19,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,0,0,0,0,0,0,3,17,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,33,10,3,0,0,0,0,0,0,0,0,0,0,4,53,5,3,11,41,63,47,43,23,8,8,3,3,0,0,19,272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,11,10,3,4,0,0,0,0,4,58,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4
UCL113002,0,0,0,0,0,0,0,26,0,8,14,10,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,0,0,0,0,0,0,0,0,0,0,13,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,17,0,25,23,3,3,0,0,0,0,0,0,0,0,0,0,58,0,3,8,27,30,44,21,13,0,0,0,0,3,0,6,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,7,3,3,4,7,0,3,0,42,0,5,3,5,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5
UCL113003,0,0,0,0,0,0,0,12,3,12,9,3,0,0,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,11,13,8,16,8,3,3,3,4,0,0,3,72,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,12,17,11,13,6,23,15,4,7,4,9,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113004,0,0,0,0,0,0,0,6,0,4,3,0,0,0,0,0,0,0,4,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,13,9,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,3,7,9,6,11,5,0,3,0,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,8,0,0,3,0,5,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL113005,0,0,0,0,0,0,4,36,0,11,13,9,0,0,0,3,0,0,3,0,0,0,3,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,0,0,3,0,4,3,0,0,0,3,0,21,0,14,7,5,0,0,0,0,0,0,0,0,0,0,4,27,0,40,14,12,5,0,0,3,0,0,0,0,0,0,3,79,5,9,9,43,50,34,16,5,0,0,0,0,0,0,12,197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,11,15,12,5,4,6,7,4,4,0,3,78,0,10,0,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL113006,0,0,0,0,0,0,0,11,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,17,5,5,3,0,0,3,0,0,0,0,0,0,0,35,3,0,6,22,17,25,18,3,3,7,0,0,0,0,7,115,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,3,14,13,15,4,3,0,3,0,4,3,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL113007,0,3,0,0,0,0,0,20,29,324,240,97,7,8,6,0,0,0,3,9,3,6,76,813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,4,4,3,0,0,0,0,8,0,5,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,9,5,25,24,8,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,4,0,5,0,0,0,0,0,0,0,0,16,0,0,0,10,16,51,115,35,24,15,15,20,15,4,16,347,0,0,0,0,0,0,11,31,12,14,14,11,11,3,3,117,0,0,0,0,12,28,16,59,7,20,5,17,9,4,11,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL113008,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,6,0,0,0,0,0,0,0,0,0,0,3,17,0,0,4,6,14,14,8,0,0,0,0,0,0,0,17,61,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,14,10,4,5,3,8,3,3,9,4,60,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113009,0,3,3,5,0,0,3,47,0,13,21,11,4,3,0,0,0,0,0,0,0,0,3,56,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,9,0,9,8,0,0,0,0,0,0,0,0,0,0,0,0,20,0,20,11,4,0,0,3,3,0,0,0,0,0,0,0,44,3,0,9,21,43,22,45,26,0,17,5,5,0,0,8,204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,6,0,0,0,0,0,0,0,0,0,29,0,3,3,0,4,3,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
UCL113010,0,0,0,0,0,0,0,12,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,8,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,3,18,34,19,12,7,0,0,0,0,0,0,3,101,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,9,17,11,12,10,13,10,4,0,0,3,79,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
UCL113011,0,0,0,0,0,0,0,15,0,8,6,10,0,0,0,0,0,0,0,0,0,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,0,4,5,0,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,11,7,0,0,0,0,0,0,0,0,0,0,3,29,0,0,5,19,32,18,10,7,0,4,0,0,0,3,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,14,13,0,0,0,3,3,0,4,69,0,5,3,0,3,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL113012,0,0,0,0,0,0,3,39,0,9,13,4,3,0,3,0,0,0,0,0,0,0,3,36,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,10,0,0,0,0,5,7,3,5,0,0,0,0,0,0,0,23,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,7,4,5,0,3,0,0,0,0,0,0,0,18,0,10,7,0,0,0,0,0,0,0,0,0,0,0,0,18,0,32,28,3,8,3,4,0,0,0,0,0,0,0,4,81,9,29,39,80,88,91,92,37,3,5,3,7,0,3,29,520,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,11,0,0,3,0,10,19,14,15,6,8,3,0,0,0,3,83,0,3,0,4,5,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7
UCL113013,0,0,3,0,0,0,0,15,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,3,4,0,0,0,0,0,0,0,0,0,0,0,24,3,0,0,14,27,14,14,15,0,5,0,3,0,0,10,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,13,0,4,8,3,4,0,6,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL113014,0,0,0,0,0,0,3,15,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,7,21,32,21,18,12,0,11,0,3,0,7,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,4,26,4,14,9,13,12,14,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
UCL113015,0,0,0,7,0,0,0,45,0,5,20,7,5,0,3,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,5,14,0,3,0,0,3,3,3,32,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,8,5,6,3,0,3,0,0,0,0,0,0,3,32,0,10,12,4,0,0,0,0,0,0,0,0,0,0,0,26,0,21,13,5,0,0,4,6,0,0,0,0,0,0,0,46,0,4,14,35,47,32,32,6,9,7,0,7,0,4,11,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,10,11,8,15,3,0,4,4,6,0,3,60,0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
UCL113016,0,0,0,0,0,0,0,3,3,0,0,3,3,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,24,0,0,0,0,0,0,0,0,0,0,40,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,3,3,0,0,3,0,0,0,0,0,0,0,0,30,0,0,0,25,38,31,18,19,7,0,0,3,3,0,8,147,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,13,0,0,0,0,15,11,11,5,3,3,0,0,6,0,0,55,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
UCL113017,0,6,0,0,0,0,0,15,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,6,0,0,0,0,0,0,0,0,26,0,0,6,15,53,66,52,51,11,10,7,0,0,0,8,280,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,11,0,0,0,0,3,15,8,17,14,4,10,8,14,0,3,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL113018,0,0,0,0,0,0,3,19,0,13,12,6,0,0,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,9,7,0,0,0,0,0,0,0,0,0,0,0,37,0,18,13,0,0,0,0,0,0,0,0,0,0,0,0,37,4,0,3,16,23,23,18,11,0,3,0,0,0,0,8,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,10,3,4,3,0,0,0,6,0,4,36,0,3,0,0,6,4,0,0,0,0,0,0,0,0,0,18,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4
UCL113019,0,3,0,0,0,0,0,16,0,11,4,3,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,8,0,0,0,0,0,0,0,22,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,8,0,0,0,0,0,0,0,0,0,0,10,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,6,0,22,12,5,3,0,3,0,0,0,0,0,0,0,0,56,0,0,6,29,39,27,23,6,0,0,0,0,3,0,8,142,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,0,0,0,0,21,26,12,15,4,10,0,3,0,0,7,96,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL113020,0,0,0,0,0,0,0,20,0,12,41,9,4,0,0,0,0,0,0,0,0,0,6,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,15,0,15,10,3,3,0,0,0,0,0,0,0,0,0,0,31,3,14,9,3,5,5,0,3,0,0,0,0,0,0,0,46,4,0,3,38,42,18,18,11,7,0,0,0,3,0,3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,5,0,3,0,3,0,3,0,46,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
UCL114001,0,0,0,0,0,3,0,13,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,0,5,0,6,0,0,0,0,0,0,0,0,23,3,3,4,12,23,4,13,4,0,4,0,0,0,0,6,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114002,0,0,0,0,0,0,0,6,0,8,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,3,3,4,0,3,0,0,0,0,0,0,0,0,23,0,0,3,13,12,12,15,8,0,4,0,0,0,0,3,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,3,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
UCL114003,0,0,4,0,0,3,4,29,0,3,4,0,0,3,6,6,4,8,6,12,4,3,0,61,0,0,0,0,0,8,9,11,0,7,5,3,6,7,6,59,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,5,0,8,3,0,4,0,0,0,0,5,35,0,0,13,14,53,32,38,27,4,10,4,14,4,10,19,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,0,0,0,0,0,0,0,20,0,0,0,0,6,0,3,0,3,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114004,0,0,0,0,0,0,3,15,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,15,15,0,0,0,0,0,0,0,0,0,0,0,6,39,4,0,10,15,22,11,14,7,0,0,0,0,3,8,7,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114005,0,0,0,0,0,0,0,11,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,3,13,13,13,15,6,0,0,0,0,0,0,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,13,20,3,3,0,3,3,0,7,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3
UCL114006,3,0,0,0,0,0,0,9,0,13,22,5,3,0,3,0,0,0,0,0,0,0,3,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,4,3,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,8,3,3,0,0,0,0,0,0,0,0,0,40,0,3,0,20,17,18,14,9,0,3,0,0,0,0,10,93,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,6,5,0,0,0,0,3,0,0,0,0,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,12,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,9
UCL114007,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,3,8,12,3,3,4,0,0,0,3,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,8,0,0,0,18,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114008,0,0,0,0,0,0,0,3,0,3,5,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,4,3,0,0,3,0,0,0,0,0,0,0,0,23,0,0,3,5,11,6,17,8,4,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,4,0,10,0,0,0,3,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL114009,0,0,0,0,0,0,0,7,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,4,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,3,12,11,12,3,3,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,0,3,0,0,3,0,3,14,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5
