UCL_CODE_2016,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
UCL511001,1109,194,1316,12398,4199,555,17157,33943,5063,56161
UCL512001,774,193,980,4389,1639,229,6263,15276,2412,23954
UCL512002,533,210,740,4095,1368,195,5655,12757,1914,20328
UCL512003,451,126,588,4908,1880,228,7018,15634,2646,25295
UCL512004,110,34,153,5343,1294,248,6885,13281,2812,22983
UCL513001,33,8,44,2227,590,148,2968,6147,1609,10726
UCL513002,191,39,235,1481,589,89,2158,5115,1077,8343
UCL513003,5,0,7,3259,559,146,3962,6160,1568,11688
UCL513004,16,10,32,2499,494,94,3081,5668,1780,10528
UCL514001,93,44,141,1028,504,45,1580,3582,674,5835
UCL514002,62,5,67,1254,326,57,1640,2569,399,4607
UCL514003,83,8,86,1356,281,69,1705,2734,403,4846
UCL514004,137,30,167,889,389,56,1333,3248,617,5202
UCL514005,39,88,129,1769,440,61,2278,3604,803,6683
UCL515001,57,13,72,98,60,3,165,758,93,1016
UCL515002,7,0,9,231,65,16,306,554,83,941
UCL515003,24,5,28,210,93,9,310,757,129,1196
UCL515004,10,4,14,353,81,18,455,812,158,1426
UCL515005,20,4,23,338,112,27,481,929,150,1554
UCL515006,39,20,59,585,236,33,856,2007,620,3479
UCL515007,4,3,10,394,59,26,481,468,118,1069
UCL515008,3,0,5,254,39,7,303,410,69,783
UCL515009,57,17,78,379,110,26,518,1355,218,2083
UCL515010,19,0,22,432,259,35,728,1414,397,2537
UCL515011,61,8,66,377,142,22,540,1233,222,1998
UCL515012,12,0,11,451,83,20,553,830,120,1502
UCL515013,6,5,14,449,105,23,577,1189,206,1967
UCL515014,6,0,11,128,106,20,254,492,153,894
UCL515015,72,8,76,376,155,10,545,1464,255,2258
UCL515016,21,8,27,190,72,8,266,784,145,1190
UCL515017,11,5,16,170,65,5,241,755,172,1168
UCL515018,3,0,3,342,79,13,437,721,161,1317
UCL515019,66,19,95,441,207,32,678,1818,465,2963
UCL515020,10,5,14,626,168,40,834,2022,508,3362
UCL515021,19,3,18,276,75,18,373,921,93,1380
UCL515022,77,39,113,627,232,35,890,2119,352,3360
UCL515023,51,12,63,367,121,22,510,1405,223,2138
UCL515024,33,3,37,199,87,12,297,816,146,1260
UCL515025,51,21,73,258,102,7,370,979,187,1531
UCL515026,105,24,128,580,250,20,851,2090,435,3375
UCL515027,3,0,4,925,158,40,1124,1637,615,3370
UCL515028,0,0,0,343,40,14,396,425,132,955
UCL515029,92,10,103,561,212,44,808,1900,380,3092
UCL515030,66,15,75,353,135,37,522,1547,247,2319
UCL515031,0,0,0,759,72,13,846,970,232,2045
UCL515032,22,0,24,366,143,13,525,1054,239,1808
UCL515033,45,9,52,151,70,9,224,777,144,1148
UCL515034,52,33,83,353,142,14,511,1152,281,1945
UCL515035,0,0,0,291,45,15,354,620,265,1233
UCL515036,57,15,75,309,137,20,458,1374,267,2101
UCL521001,0,0,0,121,47,3,164,219,29,412
UCL521002,5,0,7,100,48,0,149,412,45,606
UCL521003,32,5,31,97,41,4,136,539,113,791
UCL521004,0,0,0,118,71,8,208,208,14,431
UCL521005,10,0,12,223,58,12,295,517,74,884
UCL521006,6,3,14,126,67,9,198,410,39,656
UCL521007,22,10,31,53,22,3,81,291,64,439
UCL521008,13,23,33,66,25,0,98,301,84,489
UCL521009,15,3,18,66,36,0,100,283,54,438
UCL521010,14,0,15,103,55,12,164,407,66,640
UCL521011,0,3,3,137,32,3,172,224,32,427
UCL521012,9,3,5,66,29,0,95,292,53,442
UCL521013,0,0,0,99,49,4,157,306,31,488
UCL521014,5,0,6,64,35,0,97,294,64,460
UCL521015,11,3,9,161,44,9,218,390,62,670
UCL521016,4,0,3,115,36,0,157,454,94,705
UCL521017,26,7,32,93,45,9,146,368,76,594
UCL521018,11,8,18,109,37,4,148,394,84,631
UCL521019,17,0,18,105,44,6,158,358,47,560
UCL521020,13,3,14,94,31,3,131,381,65,584
UCL521021,0,0,0,79,55,3,136,378,31,541
UCL521022,12,3,14,153,43,3,200,384,67,645
UCL521023,0,0,0,144,20,3,162,288,61,514
UCL521024,5,3,9,96,33,11,134,276,53,469
UCL521025,18,6,26,57,32,3,94,276,67,433
UCL521026,4,0,4,139,89,9,236,626,270,1138
UCL521027,0,0,0,140,49,3,193,258,25,486
UCL521028,6,3,10,68,14,5,86,330,56,470
UCL521029,3,0,4,152,39,10,193,332,58,584
UCL521030,0,0,0,122,33,0,161,308,128,598
UCL521031,26,13,44,121,53,7,179,448,96,717
UCL521032,25,19,45,150,84,9,237,563,133,932
UCL521033,8,0,10,80,23,0,101,245,51,396
UCL521034,7,3,11,70,37,4,112,437,76,628
UCL521035,5,3,4,59,22,0,81,246,116,445
UCL521036,4,0,4,86,75,14,181,171,9,362
UCL521037,0,0,0,105,61,0,159,255,52,467
UCL521038,3,5,7,57,24,0,84,245,123,447
UCL521039,10,5,10,71,17,3,86,269,51,406
UCL521040,7,0,7,133,41,3,177,391,58,629
UCL521041,14,5,19,245,93,15,352,736,107,1197
UCL521042,8,5,15,83,31,5,119,315,58,489
UCL521043,7,0,6,58,19,0,79,336,51,467
UCL521044,10,3,11,155,66,7,222,454,72,742
UCL521045,20,17,33,69,43,3,119,460,105,690
UCL521046,9,0,9,135,41,7,176,402,60,635
UCL521047,3,0,3,109,36,5,150,452,120,717
UCL521048,0,0,0,174,21,8,207,259,33,500
UCL521049,17,7,27,100,42,3,152,363,65,581
UCL521050,23,3,24,71,37,10,121,461,95,676
UCL521051,19,0,23,52,39,0,86,362,69,514
UCL521052,4,0,4,94,54,10,154,254,75,493
UCL521053,0,0,0,222,97,10,333,550,97,974
UCL521054,5,7,14,99,37,3,139,317,69,521
UCL521055,11,0,14,105,68,12,184,543,100,824
UCL521056,0,0,3,92,114,18,225,139,81,446
UCL521057,21,5,26,114,41,4,163,363,43,567
UCL521058,4,3,5,105,29,5,141,315,61,509
UCL521059,5,0,9,145,59,10,203,485,64,758
UCL521060,0,0,0,71,32,0,107,278,67,453
UCL522001,0,0,3,44,16,22,87,77,108,277
UCL522002,3,0,6,21,20,3,41,168,15,225
UCL522003,3,0,3,15,44,3,60,147,33,241
UCL522004,0,0,0,65,9,4,74,105,28,206
UCL522005,0,0,0,46,17,3,63,117,37,215
UCL522006,7,0,5,65,40,0,109,234,27,362
UCL522007,4,0,4,19,12,0,31,148,26,207
UCL522008,0,0,6,29,13,0,42,119,40,202
UCL522009,0,0,0,67,14,0,82,182,37,305
UCL522010,0,14,14,70,20,3,94,149,81,325
UCL522011,3,0,3,37,9,5,47,177,27,253
UCL522012,5,0,3,54,13,0,67,197,26,287
UCL522013,0,0,0,33,21,3,57,97,9,166
UCL522014,0,0,0,21,3,3,33,145,14,188
UCL522015,3,0,5,43,10,9,65,144,28,240
UCL522016,0,0,0,43,13,3,63,199,36,296
UCL522017,0,0,0,13,5,0,12,103,38,150
UCL522018,9,0,11,88,31,3,120,217,18,349
UCL522019,8,0,10,31,16,0,46,107,22,174
UCL522020,0,0,0,53,36,13,95,172,22,284
UCL522021,8,0,8,59,26,10,92,186,29,301
UCL522022,0,0,0,20,14,0,33,120,25,179
UCL522023,7,0,3,54,15,0,70,182,46,301
UCL522024,4,0,3,31,16,0,45,198,18,263
UCL522025,7,0,7,41,11,0,51,204,30,295
UCL522026,3,0,6,11,9,3,26,103,28,156
UCL522027,6,0,6,59,28,3,94,185,29,304
UCL522028,0,0,0,50,10,3,59,112,26,196
UCL522029,0,0,0,46,82,24,152,41,26,218
UCL522030,0,0,0,72,78,5,158,114,30,291
UCL522031,0,0,0,28,18,0,47,259,36,340
UCL522032,0,0,0,21,52,10,83,31,5,121
UCL522033,8,0,8,33,13,0,48,126,13,189
UCL522034,7,0,7,39,13,4,52,139,23,215
UCL522035,6,4,11,36,21,3,61,147,35,238
UCL522036,0,0,0,24,14,0,41,172,65,280
UCL522037,3,0,3,44,15,0,60,201,35,296
UCL522038,0,0,0,74,11,3,92,147,119,352
UCL522039,0,0,0,23,11,0,33,76,28,131
UCL522040,0,0,0,24,3,0,30,33,45,105
UCL522041,0,0,3,25,8,3,38,162,34,236
UCL522042,0,0,0,48,16,0,73,202,101,368
UCL522043,4,4,9,38,22,3,64,130,29,217
UCL522044,9,0,7,34,18,4,60,187,58,299
UCL522045,19,3,23,62,26,6,90,263,42,396
UCL522046,0,0,0,37,16,3,58,191,35,279
UCL522047,0,0,0,26,11,0,33,99,16,153
UCL522048,0,0,0,18,13,11,40,24,58,125
UCL522049,0,0,3,71,19,5,101,250,39,392
UCL522050,3,0,3,30,4,0,36,106,23,164
UCL522051,0,0,0,33,15,0,47,108,14,171
UCL522052,0,0,0,40,18,0,56,165,34,254
UCL522053,0,0,0,16,6,0,19,71,203,299
UCL522054,0,3,6,43,5,4,55,167,53,269
UCL522055,3,0,3,17,15,0,31,97,37,164
UCL522056,16,0,14,50,21,3,67,205,34,303
UCL522057,0,0,0,33,34,0,62,71,6,146
UCL522058,7,3,6,27,17,0,46,224,22,294
UCL522059,3,0,3,41,9,3,52,107,27,184
UCL522060,0,0,0,37,55,23,110,37,46,195
UCL522061,0,0,0,45,34,3,83,171,18,270
UCL522062,3,0,6,39,14,0,56,153,7,224
UCL522063,10,0,12,68,25,3,98,176,43,315
UCL522064,0,0,0,23,20,3,46,116,20,184
UCL522065,4,0,4,89,31,0,120,194,48,362
UCL522066,9,0,9,36,7,0,46,179,41,265
UCL522067,0,0,0,29,5,3,39,117,19,179
UCL522068,0,0,0,94,38,21,154,101,20,271
UCL531777,1043,215,1288,24908,9551,1201,35662,81712,19927,137303
UCL579997,3,0,3,54,4,0,61,297,72,434
UCL599994,13,3,23,376,169,14,558,3441,1554,5559
UCL603001,3925,668,4651,27025,11755,1331,40116,95488,11059,146664
UCL611001,1714,334,2061,11300,4485,484,16266,40487,5250,62006
UCL612001,553,126,680,3325,1443,150,4922,12406,1559,18887
UCL613001,431,67,508,2902,1114,138,4150,10472,1247,15870
UCL613002,286,68,362,1612,722,88,2421,6816,791,10034
UCL614001,122,10,134,865,344,49,1254,3032,420,4704
UCL614002,121,38,161,678,323,30,1025,2933,389,4345
UCL615001,25,5,34,137,44,3,191,567,98,853
UCL615002,22,8,32,127,74,0,200,719,113,1035
UCL615003,30,8,35,148,82,5,237,748,94,1076
UCL615004,113,14,126,309,151,12,468,1385,172,2023
UCL615005,33,5,42,767,309,44,1120,2281,287,3691
UCL615006,19,4,19,152,65,4,223,626,96,937
UCL615007,54,21,75,560,233,16,812,2221,361,3395
UCL615008,23,4,27,393,151,22,574,1097,93,1759
UCL615009,30,4,39,284,153,7,446,890,153,1488
UCL615010,96,26,116,510,189,21,722,1873,243,2837
UCL615011,101,11,110,557,178,18,759,1702,144,2604
UCL615012,90,20,111,445,205,21,670,1852,282,2804
UCL615013,28,3,30,508,136,27,672,957,75,1698
UCL615014,44,14,57,488,190,18,702,1479,141,2325
UCL615015,73,14,85,476,198,18,694,1695,211,2595
UCL615016,18,9,30,437,151,11,598,1362,182,2140
UCL615017,96,14,109,420,203,22,642,1983,245,2869
UCL615018,11,0,11,115,61,3,181,647,81,907
UCL615019,20,4,26,262,92,5,360,936,145,1435
UCL615020,75,19,97,256,122,16,394,1020,158,1566
UCL615021,43,10,56,128,51,10,186,673,108,967
UCL615022,68,14,85,491,239,25,754,1615,265,2638
UCL615023,52,5,54,300,106,17,423,689,79,1190
UCL615024,108,18,121,399,154,22,577,1298,197,2074
UCL615025,53,16,66,141,71,3,211,944,120,1271
UCL615026,33,9,39,184,90,4,282,855,111,1252
UCL621001,14,3,12,91,38,5,137,417,82,640
UCL621002,26,3,26,94,28,4,124,517,62,709
UCL621003,0,0,3,128,38,9,173,247,14,432
UCL621004,0,0,3,95,48,8,156,227,19,403
UCL621005,4,0,6,112,54,4,173,310,58,539
UCL621006,24,9,35,85,37,4,130,387,51,562
UCL621007,15,7,19,127,56,12,200,461,82,746
UCL621008,3,0,3,114,44,11,171,209,23,401
UCL621009,3,0,4,128,61,14,203,332,38,571
UCL621010,3,0,3,92,24,11,125,320,52,497
UCL621011,5,0,10,83,33,7,116,298,64,476
UCL621012,20,3,24,153,50,11,209,526,54,785
UCL621013,4,0,4,122,50,8,176,319,28,526
UCL621014,10,3,9,59,45,3,105,334,71,507
UCL621015,22,4,26,56,25,0,81,329,51,459
UCL621016,3,0,9,65,41,0,100,353,21,474
UCL621017,10,6,18,102,42,3,148,449,104,702
UCL621018,3,0,5,173,53,9,240,398,37,674
UCL621019,13,0,18,128,68,4,195,475,51,728
UCL621020,3,0,4,105,25,0,137,369,66,561
UCL621021,9,4,11,78,25,0,104,290,37,428
UCL621022,5,0,7,89,45,3,139,355,36,530
UCL621023,8,3,14,72,29,0,103,417,81,606
UCL621024,12,0,11,91,44,7,150,349,44,538
UCL621025,8,0,7,85,49,0,134,296,42,466
UCL621026,39,7,46,48,32,0,81,454,67,591
UCL621027,9,7,13,106,42,7,157,410,54,622
UCL621028,0,0,3,101,28,6,134,354,62,553
UCL622001,0,0,0,82,14,4,104,208,38,346
UCL622002,3,0,3,10,13,0,28,156,14,197
UCL622003,6,4,10,49,19,3,71,200,29,298
UCL622004,4,0,6,59,22,4,87,194,18,303
UCL622005,0,0,3,23,6,0,28,102,20,154
UCL622006,4,0,4,77,25,3,108,171,23,305
UCL622007,3,0,3,61,32,3,95,245,14,354
UCL622008,0,0,0,49,24,0,74,122,16,206
UCL622009,0,0,0,33,20,0,52,180,20,262
UCL622010,12,3,13,57,26,0,85,309,39,427
UCL622011,0,3,3,35,12,0,48,161,15,226
UCL622012,3,0,4,33,19,0,53,207,53,311
UCL622013,13,3,16,58,13,3,74,214,19,304
UCL622014,4,0,12,38,11,0,55,176,50,278
UCL622015,0,0,0,54,17,3,81,223,19,321
UCL622016,51,5,58,27,11,0,40,221,36,297
UCL622017,9,0,9,47,9,0,61,121,23,200
UCL622018,4,0,8,34,35,3,64,167,39,271
UCL622019,3,0,7,52,18,3,73,261,45,379
UCL622020,3,3,4,55,28,0,79,189,22,288
UCL622021,3,0,3,53,17,7,78,191,16,286
UCL622022,4,0,7,48,12,0,61,135,30,224
UCL622023,33,0,33,31,32,3,68,325,54,441
UCL622024,0,0,0,26,11,0,31,120,18,171
UCL622025,3,0,7,26,13,4,38,103,10,155
UCL622026,14,17,28,27,12,3,44,147,57,249
UCL622027,7,0,7,39,34,0,70,195,31,298
UCL622028,0,0,0,81,21,0,101,181,26,312
UCL622029,9,4,8,17,14,0,35,195,23,248
UCL622030,3,0,3,52,15,6,79,219,22,318
UCL622031,3,4,9,58,33,0,92,242,54,393
UCL622032,3,3,9,60,28,0,88,275,46,412
UCL622033,0,0,0,45,21,0,71,159,13,242
UCL622034,0,0,0,22,5,0,19,104,10,139
UCL622035,0,0,0,14,13,0,24,145,26,196
UCL622036,4,3,6,22,10,0,35,184,26,244
UCL631777,740,145,926,15217,5907,649,21772,52330,7006,81103
UCL679997,0,0,0,4,0,0,9,53,9,73
UCL699994,3,0,3,89,38,5,128,530,180,835
UCL703001,467,93,572,19193,5166,688,25043,56734,13023,94796
UCL712001,130,26,156,3624,1137,229,4988,11110,2610,18708
UCL714001,17,13,38,862,273,30,1159,2575,1173,4911
UCL715001,0,0,0,340,329,279,952,420,53,1421
UCL715002,0,0,0,266,165,44,478,281,111,865
UCL715003,3,0,3,282,396,257,942,471,285,1694
UCL715004,0,0,0,142,327,81,552,323,14,893
UCL715005,0,0,0,201,145,44,397,228,160,779
UCL715006,0,0,0,603,113,42,759,1026,433,2217
UCL715007,3,3,7,347,202,38,589,1354,406,2351
UCL715008,0,0,0,492,362,19,877,428,246,1554
UCL715009,0,0,4,177,94,3,272,846,58,1173
UCL721001,0,0,0,208,21,9,240,309,79,629
UCL721002,0,0,0,122,105,15,242,258,141,645
UCL721003,0,0,0,80,51,7,139,433,57,621
UCL721004,0,0,0,77,59,19,152,181,45,373
UCL721005,0,0,0,80,21,0,101,358,197,652
UCL721006,0,0,0,66,110,25,197,180,81,457
UCL721007,3,0,5,83,35,5,121,318,47,489
UCL721008,0,0,0,120,36,3,157,243,101,503
UCL721009,0,0,0,179,42,19,236,416,170,821
UCL721010,0,0,0,103,42,21,161,170,42,377
UCL721011,0,0,0,113,67,35,219,153,20,388
UCL721012,0,0,0,129,91,17,239,264,36,540
UCL721013,0,0,3,67,248,70,389,213,19,622
UCL721014,3,0,3,86,69,56,204,156,30,391
UCL721015,0,0,0,20,15,0,36,299,42,369
UCL721016,0,0,0,100,84,22,205,148,6,361
UCL721017,0,0,0,138,255,18,415,143,28,581
UCL721018,0,0,3,86,147,65,303,156,77,542
UCL721019,0,0,3,77,13,6,98,712,213,1015
UCL722001,6,0,5,30,16,3,43,122,31,201
UCL722002,3,0,5,55,45,29,128,159,55,343
UCL722003,0,0,0,60,42,23,121,142,25,294
UCL722004,0,0,3,38,43,11,89,79,17,178
UCL722005,0,0,0,36,63,132,228,23,18,276
UCL722006,0,0,0,37,16,8,60,66,9,139
UCL722007,0,0,0,20,51,15,94,37,29,161
UCL722008,0,0,0,39,24,23,88,49,11,146
UCL722009,0,0,0,63,59,9,123,111,17,250
UCL722010,3,0,8,56,25,3,79,194,81,360
UCL722011,3,0,3,14,12,0,30,96,10,131
UCL722012,0,0,0,68,32,17,114,64,8,195
UCL722013,0,0,0,22,24,0,48,55,24,127
UCL722014,0,0,0,69,58,3,136,75,10,222
UCL722015,0,0,0,37,79,6,129,42,9,183
UCL722016,0,0,0,47,21,8,83,174,49,304
UCL722017,0,0,0,59,22,5,85,100,14,206
UCL722018,0,0,0,63,12,8,84,163,76,323
UCL722019,0,0,0,57,32,3,93,58,18,162
UCL722020,0,0,0,29,13,14,54,126,80,266
UCL722021,0,0,0,80,25,0,104,185,5,295
UCL722022,0,0,0,38,39,19,100,51,13,164
UCL722023,0,0,0,41,43,13,89,99,68,264
UCL722024,0,0,0,58,23,3,84,125,37,252
UCL722025,0,0,0,124,68,8,202,40,3,245
UCL722026,0,0,0,44,37,3,89,67,10,162
UCL722027,0,0,0,65,89,23,176,67,54,295
UCL722028,0,0,0,36,34,3,76,148,39,257
UCL722029,0,0,0,55,59,3,111,109,53,274
UCL722030,0,0,0,27,9,0,37,100,5,145
UCL722031,0,0,0,22,8,4,40,126,34,197
UCL722032,0,0,0,33,50,0,85,66,33,183
UCL722033,3,0,3,60,27,4,89,276,29,394
UCL722034,0,0,0,73,81,13,162,97,46,306
UCL722035,0,0,0,55,55,33,138,84,48,270
UCL722036,0,0,0,66,52,5,116,77,12,210
UCL722037,0,0,0,38,29,0,73,38,11,117
UCL722038,0,0,0,13,58,3,84,59,61,209
UCL722039,0,0,3,56,37,22,109,31,16,159
UCL731777,74,13,88,4969,2255,547,7771,13431,5196,26395
UCL779997,0,0,0,3,0,0,4,43,26,72
UCL799994,0,0,0,151,57,0,211,1317,747,2281
UCL802001,4769,1275,6151,67047,23220,2685,92954,207023,21606,321581
UCL822001,4,0,4,48,26,0,68,134,12,217
UCL831777,0,0,3,147,25,4,177,358,73,610
UCL879997,0,0,0,0,0,0,0,0,0,0
UCL899994,3,0,3,39,33,7,73,322,108,506
UCL915001,3,0,3,237,34,11,278,769,237,1285
UCL921001,15,3,20,86,50,8,149,430,60,639
UCL922001,0,0,0,58,29,5,88,188,41,318
UCL922002,0,0,0,32,14,0,39,88,26,157
UCL922003,0,0,0,30,6,0,30,62,21,107
UCL931777,23,4,29,172,82,7,260,587,358,1207
UCL979997,0,0,0,0,0,0,0,6,0,6
UCL999994,0,0,0,3,0,0,6,35,4,46
