UCL_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
UCL315032,7,0,0,0,7,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,29,5,0,0,28,0,0,0,32,3,0,38,10,3,0,0,8,0,0,0,12,0,0,12,8,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,16,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,16,0,0,0,20,0,0,20,4,0,0,0,4,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,23,0,0,0,23,3,0,23,8,0,0,0,14,0,0,0,14,0,0,14,7,3,0,0,15,0,0,0,15,3,0,11
UCL315033,16,0,0,0,18,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,91,12,3,0,111,4,0,4,112,4,0,125,15,9,0,0,26,0,0,0,26,0,0,26,20,6,0,0,28,0,0,0,30,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0,0,53,0,0,0,51,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0,0,53,0,0,0,51,0,0,52,3,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,39,13,0,0,53,0,0,0,58,3,0,61,25,3,0,0,25,0,0,0,25,0,0,28,21,3,0,0,31,3,0,3,33,0,0,33
UCL315034,10,0,0,0,12,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,3,45,3,0,3,51,0,0,47,10,0,0,0,10,0,0,0,10,0,0,10,10,0,0,0,15,0,0,0,15,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,23,0,0,0,23,0,0,23,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,24,0,0,0,24,0,0,29,9,0,0,0,12,0,0,0,12,0,0,12,10,0,0,0,14,0,0,0,14,0,0,14
UCL315035,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,66,12,0,0,74,0,0,0,74,3,0,76,17,3,0,0,22,0,0,0,22,6,0,23,28,0,0,0,28,0,0,0,28,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,3,0,0,45,0,0,0,45,6,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,3,0,0,49,0,0,0,49,6,0,49,3,3,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,51,3,0,0,52,0,0,0,52,6,0,54,26,4,0,0,34,0,0,0,34,0,0,33,23,4,0,0,27,0,0,0,27,0,0,27
UCL315036,20,8,0,8,27,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,26,11,0,0,33,12,0,11,46,11,0,60,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,6,0,0,0,6,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL315037,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,0,0,9,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
UCL315038,7,0,0,0,9,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,5,29,0,0,0,33,3,0,32,3,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,7,0,0,4,16,0,0,0,16,0,0,16,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,14,0,0,4,15,0,0,0,15,0,0,15,4,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,6,23,0,0,0,23,0,0,20,11,0,0,0,8,0,0,0,8,0,0,8,4,0,0,0,7,0,0,0,7,0,0,6
UCL315039,15,0,0,0,15,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,48,8,0,0,56,3,0,3,57,5,0,65,15,0,3,0,22,0,0,0,22,0,0,22,19,0,0,0,19,0,0,0,17,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,36,0,0,0,38,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,0,36,0,0,0,38,0,0,37,6,0,0,0,6,0,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,42,0,3,0,40,0,0,0,40,0,0,49,18,0,0,0,15,0,0,0,15,0,0,15,18,0,0,0,18,0,0,0,18,0,0,18
UCL315040,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,8,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,9,0,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
UCL315041,5,4,0,4,9,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,67,16,0,0,80,3,0,6,88,11,0,91,5,0,0,0,5,0,0,0,5,0,0,11,24,3,0,0,25,0,0,0,31,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,3,0,0,33,0,0,0,40,0,0,38,5,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,4,0,0,4,37,3,0,0,37,0,0,0,41,0,0,43,8,0,0,0,9,0,0,0,9,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,42,3,0,0,49,0,0,3,50,3,0,54,22,0,0,0,25,0,0,0,25,0,0,25,40,7,0,0,43,0,4,4,44,0,0,44
UCL315042,5,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,43,0,0,0,48,3,0,49,12,0,0,0,11,0,0,0,11,0,0,11,9,3,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,4,0,0,21,0,0,0,27,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,24,0,0,0,29,3,0,25,23,0,0,0,21,0,0,0,21,0,0,21,6,0,0,0,4,0,0,0,4,0,0,4
UCL315043,32,0,0,0,28,3,0,33,0,0,0,0,0,0,0,0,0,0,0,0,128,8,0,4,142,5,0,5,150,3,0,150,39,5,0,0,45,0,0,0,45,0,0,44,27,5,0,0,34,0,0,0,34,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,0,0,4,65,7,0,3,84,0,0,0,84,3,0,85,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,0,4,0,0,0,7,0,0,7,5,0,0,0,5,0,0,0,5,3,0,6,73,7,0,3,84,0,0,0,85,3,0,88,11,0,3,0,18,0,0,0,18,0,0,20,0,0,0,3,3,0,0,0,3,0,0,4,84,9,7,3,107,0,0,0,106,8,0,115,45,0,0,0,49,0,0,0,49,0,0,49,42,5,0,3,46,0,0,0,46,0,0,46
UCL315044,40,0,0,0,40,7,0,48,0,0,0,0,0,0,0,0,0,0,0,0,143,10,3,0,157,3,0,3,159,13,4,175,29,3,0,0,33,0,0,0,31,7,0,36,26,7,0,0,34,0,0,0,34,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,7,0,0,62,0,0,0,67,7,3,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,4,59,7,0,0,69,0,0,0,67,4,3,77,14,3,0,0,15,3,0,3,20,6,0,24,0,0,0,0,0,0,0,0,0,0,0,0,72,11,0,0,83,0,0,0,85,12,3,100,39,5,0,0,40,0,0,0,42,9,0,49,17,5,0,0,20,3,0,3,22,3,0,23
UCL315045,9,0,0,0,14,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,36,10,3,0,50,0,0,0,51,8,0,58,11,0,0,0,11,0,0,0,11,0,0,11,3,6,0,0,7,0,0,0,7,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,22,0,0,0,22,4,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,6,0,0,22,0,0,0,20,4,0,24,6,0,0,0,6,0,0,0,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,25,4,0,4,27,7,0,32,17,0,0,0,18,0,0,0,18,0,0,20,3,4,0,0,4,0,0,0,9,0,0,6
UCL315046,10,3,0,3,13,0,0,13,3,0,0,0,3,0,0,0,3,0,0,3,38,3,3,0,41,4,0,4,47,3,0,47,10,0,0,0,10,0,0,0,10,0,0,10,8,3,0,0,10,0,0,0,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,17,0,0,0,17,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,22,0,0,0,22,0,0,23,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,22,0,0,0,22,0,0,28,9,0,0,0,9,0,0,0,9,0,0,13,13,0,0,0,8,0,0,0,8,0,0,12
UCL315047,10,0,0,0,10,9,0,22,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,32,4,0,4,34,11,0,46,3,0,0,0,4,0,0,0,4,0,0,4,6,0,0,0,6,0,0,0,10,0,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0,12,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,13,0,0,0,12,0,3,18,5,0,0,0,9,0,0,0,9,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,17,0,0,0,17,3,3,23,9,0,0,0,9,0,0,0,9,0,0,9,7,0,0,0,9,0,0,0,9,0,0,6
UCL315048,9,0,0,0,8,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,34,11,0,0,44,0,0,4,42,7,0,51,11,0,0,0,12,0,0,0,12,0,0,12,3,4,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,17,3,0,0,21,0,0,0,26,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,0,0,26,0,0,0,29,0,0,27,4,0,0,0,3,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,21,3,3,0,26,0,3,3,30,0,0,30,9,3,0,0,13,0,0,0,13,5,0,12,16,0,0,0,21,0,0,0,21,0,0,19
UCL315049,15,3,0,4,18,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,46,15,0,0,59,4,0,5,61,7,0,68,8,0,0,0,8,0,0,0,8,0,0,7,6,3,0,0,6,0,0,0,10,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,0,0,11,0,0,0,15,6,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,11,3,0,0,18,0,0,0,21,6,0,26,7,0,0,0,12,0,0,0,11,5,0,19,0,0,0,0,0,0,0,0,0,0,0,0,20,6,3,0,28,3,0,3,29,12,0,44,7,0,0,0,3,0,0,0,3,0,0,3,9,3,0,0,8,0,0,0,8,6,0,17
UCL315050,13,0,0,0,15,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,56,12,0,0,72,0,0,0,74,5,0,81,17,8,0,0,24,0,0,3,24,5,0,24,20,0,0,0,22,0,0,0,22,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,7,0,0,45,0,0,3,52,4,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,7,0,0,45,3,0,3,49,4,0,56,11,0,0,0,11,0,0,0,11,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,45,7,0,0,53,3,0,3,59,8,0,67,25,0,0,0,30,0,0,3,31,3,0,35,27,10,0,0,35,0,0,0,35,0,0,33
UCL315051,10,0,0,0,10,3,0,19,0,0,0,0,0,0,0,0,0,0,0,0,60,15,0,3,79,0,0,0,79,5,0,82,13,0,0,0,13,0,0,0,13,0,0,13,19,0,0,0,22,0,0,0,19,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,35,0,0,0,32,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,31,0,0,0,32,0,0,38,3,3,0,0,7,0,0,0,7,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,37,3,0,0,44,0,0,0,42,0,0,42,24,0,0,0,21,0,0,0,21,0,0,21,16,3,0,0,21,0,0,0,23,0,0,26
UCL315052,6,0,0,0,6,3,0,13,0,0,0,0,0,0,0,0,0,0,0,0,57,4,0,3,63,0,0,0,63,7,0,69,15,3,0,0,21,0,0,0,21,0,0,22,10,0,0,0,12,0,0,0,12,0,0,12,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,33,0,0,0,33,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,3,0,0,33,0,0,0,33,3,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,32,0,0,0,32,7,0,39,22,0,3,0,22,0,0,0,23,0,0,21,3,0,0,0,5,0,0,0,8,0,0,8
UCL315053,31,0,0,3,34,14,0,46,0,0,0,0,0,0,0,0,0,0,0,0,68,14,0,3,80,6,0,5,85,18,0,102,4,0,0,0,7,0,0,0,10,0,0,10,6,0,0,0,6,0,0,0,6,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,18,0,0,0,19,0,0,22,5,0,0,0,5,3,0,3,10,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,6,11,0,0,13,24,0,0,0,24,3,0,3,28,0,0,30,10,7,0,0,16,0,0,0,19,11,0,25,0,0,0,0,0,0,0,0,0,0,0,0,29,4,0,0,39,4,0,4,43,12,0,58,23,0,0,0,18,0,0,0,24,4,0,23,15,0,0,0,17,0,0,0,17,0,0,20
UCL315054,4,0,0,0,4,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,9,0,0,0,9,3,0,17,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,5,0,0,6,3,0,0,0,3,0,0,0,3,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,7,3,0,15,0,0,0,0,0,0,0,0,3,0,0,8,0,4,3,0,5,0,0,0,5,0,0,6
UCL315055,7,0,0,0,7,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,22,6,0,0,33,0,0,0,33,0,0,37,0,3,0,0,4,0,0,0,4,0,0,8,6,3,0,0,10,0,0,0,10,0,0,10,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,19,0,0,0,19,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,19,0,0,0,19,0,0,17,3,0,0,0,3,0,0,0,3,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,18,0,0,0,18,4,0,22,7,0,0,0,14,0,0,0,14,0,0,11,11,0,0,0,7,0,0,0,7,0,0,7
UCL315056,6,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,46,0,4,4,46,7,0,54,6,3,0,0,13,0,0,0,13,4,0,11,11,3,0,0,20,0,0,0,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,28,0,0,0,28,4,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,0,0,28,0,0,0,28,4,0,32,0,4,0,0,7,0,0,0,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,27,12,0,0,34,0,0,0,34,3,0,41,5,6,0,0,9,0,0,0,9,0,0,12,15,5,0,0,21,0,0,0,21,0,0,21
