UCL_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
UCL315042,60,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,52,6,0,0,60,0,0,0,59,0,0,62,11,3,0,0,19,3,0,3,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,64,7,0,0,78,3,0,3,81,3,0,83,21,0,0,0,21,0,0,0,21,0,0,21,17,0,0,0,20,0,0,0,20,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,44,0,0,0,44,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,37,0,0,0,44,0,0,0,44,5,0,44,5,0,0,0
UCL315043,175,3,0,181,5,0,0,0,5,0,0,0,3,0,0,3,6,0,0,0,6,0,0,0,6,0,0,6,10,0,0,0,10,0,0,0,11,0,0,11,163,7,3,8,184,0,0,0,185,3,0,188,40,6,3,0,55,6,0,6,59,3,0,62,3,0,0,0,4,0,0,0,4,0,0,4,209,19,3,9,242,10,0,10,244,10,0,254,57,7,0,0,57,0,0,0,57,0,0,57,49,0,0,0,53,0,0,0,53,3,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,3,0,0,112,0,0,0,112,3,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,108,3,0,0,117,0,0,0,119,3,0,122,19,6,0,3
UCL315044,180,11,0,194,6,0,0,0,6,0,0,0,6,0,0,7,8,0,0,0,8,0,0,0,8,0,0,8,14,0,0,0,14,0,0,0,14,0,0,12,166,20,0,0,183,3,0,3,191,9,0,207,69,6,3,0,76,3,0,3,82,3,0,92,4,0,0,0,4,0,0,0,4,0,0,5,234,25,8,0,267,9,0,9,275,19,0,296,41,3,0,0,47,3,0,3,45,3,0,52,50,6,0,0,61,0,0,0,61,3,0,63,0,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,100,11,0,0,110,3,0,3,109,3,4,114,3,0,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,10,103,11,0,0,110,3,0,3,112,4,4,123,35,3,4,0
UCL315045,52,3,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,10,0,3,45,3,0,3,50,3,0,52,14,4,0,0,25,3,0,3,30,14,0,46,0,0,0,0,0,0,0,0,0,0,0,0,51,18,4,3,77,3,0,3,83,13,0,100,17,4,0,0,26,0,0,0,26,3,0,29,10,4,0,0,10,0,0,0,10,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,9,0,0,35,0,0,0,35,3,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,0,0,3,0,3,0,0,0,3,0,0,3,27,9,3,0,39,0,0,0,38,3,0,41,6,0,0,0
UCL315046,53,5,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,41,7,0,0,50,0,0,0,54,5,0,59,20,5,0,0,32,3,0,3,33,0,0,35,3,0,0,0,3,0,0,0,3,0,0,3,70,14,3,0,82,4,0,4,88,5,0,95,7,0,0,0,7,0,0,0,7,0,0,7,16,3,3,0,23,0,0,0,21,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,3,0,26,0,0,0,30,3,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,3,0,26,0,0,0,30,3,0,34,10,0,0,0
UCL315047,30,7,0,32,0,0,0,0,0,3,0,3,3,0,0,3,4,0,0,0,4,3,0,3,10,0,0,10,4,0,0,0,6,3,0,3,11,0,0,11,30,5,0,0,35,3,0,3,40,7,0,42,14,9,0,0,24,0,0,0,24,9,0,33,0,0,0,0,0,0,0,0,0,0,0,0,43,7,0,0,56,3,0,3,64,13,0,78,7,0,0,0,7,0,0,0,4,0,0,11,11,0,0,0,12,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,22,4,0,4,24,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,24,4,0,4,24,0,0,28,10,0,0,0
UCL315048,57,3,0,57,0,0,0,0,0,0,0,3,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,4,45,12,5,0,57,0,0,4,61,3,0,63,9,4,3,0,14,4,0,4,22,5,0,24,0,0,0,0,0,0,0,0,0,0,0,0,49,16,7,0,71,3,0,5,82,9,0,88,8,3,0,0,13,0,0,0,13,0,0,13,13,4,0,0,19,0,0,0,19,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,27,8,0,0,33,0,0,0,32,3,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,8,0,0,35,0,0,0,36,3,0,38,6,6,0,0
UCL315049,49,3,0,48,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,0,0,0,10,0,0,10,4,3,0,0,7,0,0,0,7,0,0,7,52,3,0,0,54,0,0,0,54,3,0,62,24,11,3,3,38,10,0,10,50,10,0,62,0,0,0,0,0,0,0,0,0,0,0,3,78,15,3,3,97,10,0,10,108,15,3,122,13,3,0,0,13,0,0,0,13,0,0,13,14,7,0,0,19,0,0,0,25,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,31,0,0,0,33,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,0,0,8,0,0,8,5,0,0,0,8,0,0,0,8,0,0,8,35,10,0,0,42,0,0,0,42,0,0,41,11,3,0,0
UCL315050,97,8,0,103,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,0,3,0,0,0,6,0,0,6,6,0,0,0,10,0,0,0,11,0,0,11,82,11,3,0,98,0,0,3,100,8,0,110,30,5,0,0,38,0,0,0,38,7,0,43,0,0,0,0,0,0,0,0,0,0,0,0,119,15,3,0,137,0,0,3,141,13,0,152,14,4,0,0,17,0,0,0,16,0,0,18,33,5,0,0,42,0,0,0,42,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,0,0,62,0,0,0,63,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,9,0,0,62,0,0,0,63,0,0,64,9,7,0,0
UCL315051,86,0,0,88,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,5,0,0,0,5,0,0,0,5,0,0,5,86,4,0,0,92,0,0,0,89,0,0,97,25,3,0,3,27,0,0,0,27,0,0,34,0,0,0,0,0,0,0,0,0,3,0,3,107,4,0,3,116,3,0,3,123,9,0,125,31,9,0,0,34,0,0,0,34,0,0,38,19,3,0,0,25,0,0,0,25,3,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,13,0,0,60,0,0,0,60,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,51,13,0,0,66,0,0,0,66,3,0,68,11,0,0,3
UCL315052,79,5,0,81,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,71,7,3,5,77,0,0,0,77,5,0,86,14,0,3,0,21,0,0,0,21,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,87,7,5,5,99,0,0,0,99,7,0,104,22,4,0,0,29,0,0,0,28,3,0,29,20,0,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,50,4,0,3,50,0,0,0,55,3,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,4,0,3,50,0,0,0,51,3,0,60,7,0,0,0
UCL315053,70,11,0,75,8,0,0,0,8,3,0,3,12,0,0,14,0,0,0,0,0,0,0,0,7,0,0,7,8,0,0,0,8,3,0,3,14,0,0,14,68,4,0,4,73,3,0,8,79,10,0,90,43,8,0,5,54,4,4,9,61,26,0,91,0,0,0,3,3,0,0,0,3,0,7,8,110,14,0,10,134,11,4,10,145,39,7,190,22,3,0,0,20,0,0,0,22,3,0,22,17,3,0,0,22,0,0,0,22,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,4,0,0,45,0,0,0,45,3,0,50,3,0,0,0,3,3,0,3,3,0,0,10,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,3,0,3,12,0,0,13,48,4,0,0,49,4,0,4,54,9,0,63,17,7,0,3
UCL315054,15,4,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,11,3,0,3,15,4,0,22,9,0,0,0,10,4,0,4,10,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,10,13,0,0,20,5,0,5,26,15,0,39,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,5,3,0,7,4,0,0,0
UCL315055,29,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,3,0,0,34,0,0,0,34,0,0,31,10,0,0,5,13,0,0,0,13,4,0,16,0,0,0,0,0,0,0,0,0,0,3,3,30,5,0,7,42,0,0,0,42,0,4,46,9,4,0,0,15,0,0,0,15,0,0,15,5,3,0,0,7,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,0,21,0,0,0,21,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,0,0,22,0,0,0,22,0,0,22,5,0,0,0
UCL315056,70,4,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,7,0,0,0,7,0,0,7,62,14,0,0,75,0,0,0,75,4,3,83,8,0,0,0,6,0,0,0,6,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,68,13,0,0,82,0,0,0,82,7,3,95,15,3,0,0,14,0,0,0,14,3,0,19,17,3,0,0,21,0,4,4,20,10,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,34,0,4,4,41,7,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,4,0,0,34,0,4,4,41,7,0,46,5,0,0,0
UCL315057,98,4,0,106,0,0,0,3,3,0,0,0,3,0,0,3,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,3,9,0,0,0,9,0,0,9,88,12,3,7,104,3,0,3,105,4,0,110,41,3,9,3,51,3,0,3,54,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,128,16,12,6,154,3,0,4,166,7,0,172,6,0,0,0,8,0,0,0,8,3,0,9,26,0,0,0,29,0,0,0,36,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,3,0,0,42,0,0,0,43,3,0,44,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,7,0,0,0,7,0,0,0,7,0,0,7,45,3,0,0,46,0,0,0,52,3,0,53,15,0,0,0
UCL315058,80,3,0,79,3,0,0,0,3,0,0,0,3,0,0,3,10,0,0,0,10,0,0,0,10,0,0,10,12,0,0,0,12,0,0,0,12,0,0,12,72,9,0,0,80,5,0,10,86,3,0,92,18,3,0,0,26,3,0,3,25,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,90,13,0,0,108,7,0,9,115,3,0,121,5,0,0,0,7,0,0,0,7,0,0,7,30,0,0,0,32,0,0,0,32,0,0,32,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,38,3,0,0,42,0,0,0,46,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,6,0,0,45,0,0,0,49,0,0,49,9,0,0,0
UCL315059,113,8,0,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,4,3,0,118,0,0,0,118,8,0,124,51,8,0,0,58,0,0,0,64,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,157,10,6,0,177,0,0,0,179,8,0,188,14,3,0,0,22,0,0,0,22,5,0,26,37,0,0,0,44,0,0,0,44,3,0,49,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,57,9,0,3,73,0,0,0,73,6,0,80,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,63,9,0,3,75,0,0,0,75,6,0,80,19,4,0,0
UCL315060,84,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,3,76,8,4,0,87,0,0,0,88,0,0,88,57,3,7,0,69,3,0,3,70,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,131,12,11,0,157,6,0,6,162,0,0,161,7,0,0,0,11,0,0,0,11,0,0,11,21,0,0,0,27,0,0,0,27,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,37,3,0,0,39,0,0,0,39,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,5,5,0,0,0,5,0,0,0,5,0,0,5,38,3,0,0,44,0,0,0,44,0,0,44,10,0,0,0
UCL315061,36,4,0,32,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,26,7,0,0,38,0,0,0,38,4,0,37,10,0,0,0,10,0,0,0,10,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,38,7,0,0,48,0,0,0,48,4,0,53,5,0,0,0,12,0,0,0,12,0,0,8,12,0,0,3,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,3,3,3,23,0,0,0,23,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,14,4,3,3,23,0,0,0,23,0,0,26,0,0,0,0
UCL315062,43,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,3,0,0,44,0,0,0,44,0,0,44,14,0,0,0,14,0,0,0,14,4,0,18,0,0,0,0,0,0,0,0,0,0,0,0,45,10,0,3,59,0,0,0,59,4,0,58,4,0,0,0,4,0,0,0,4,0,0,4,15,3,0,0,20,0,0,0,20,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,0,0,25,0,0,0,25,3,0,25,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,28,3,0,0,31,0,0,0,31,3,0,28,6,0,0,0
UCL315063,23,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,6,0,0,23,0,0,0,23,0,0,25,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,24,6,0,0,24,0,0,0,24,0,0,26,3,0,0,0,5,0,0,0,5,0,0,5,6,3,0,0,8,0,0,0,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,17,0,0,0,17,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,17,0,0,0,17,0,0,17,0,0,0,0
UCL315064,99,10,0,110,3,0,0,0,3,0,0,0,3,0,0,3,4,0,0,3,3,0,0,0,6,0,0,6,5,0,0,3,9,0,0,0,10,0,0,10,91,17,0,3,108,0,0,0,110,10,0,118,35,3,0,0,35,6,0,6,44,7,0,52,0,0,0,0,0,0,0,0,0,0,0,0,123,19,4,3,149,5,0,5,151,13,0,165,17,0,0,0,22,0,0,0,22,0,0,24,34,4,0,0,39,0,0,0,39,3,0,41,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,52,9,0,0,60,0,0,0,60,3,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,4,0,0,4,56,6,0,3,64,0,0,0,68,3,0,70,18,0,3,0
UCL315065,32,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,3,25,12,0,0,37,0,0,0,37,0,0,36,18,3,3,0,20,4,0,4,24,5,0,32,0,0,0,0,0,0,0,0,0,0,0,0,44,12,3,0,55,4,0,4,60,5,0,69,7,0,0,0,9,0,0,0,13,0,0,13,15,0,0,0,16,0,0,0,16,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,26,3,0,3,31,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,0,0,26,3,0,3,31,0,0,31,10,0,0,0
UCL315066,48,3,0,55,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,4,4,0,0,0,4,0,0,0,4,0,0,4,37,12,0,0,51,3,0,3,54,3,0,53,12,0,0,0,12,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,51,12,0,0,63,3,0,3,64,3,0,70,9,0,0,0,10,0,0,0,10,0,0,10,11,0,0,0,8,0,0,3,13,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,13,3,0,3,24,0,0,3,24,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,3,24,0,0,3,24,0,0,26,6,0,0,0
