UCL_CODE_2016,Sme_Usl_ad_5_yr_ago_as_2016_M,Sme_Usl_ad_5_yr_ago_as_2016_F,Sme_Usl_ad_5_yr_ago_as_2016_P,Dif_Usl_ad_5_yr_ago_Sme_SA2_M,Dif_Usl_ad_5_yr_ago_Sme_SA2_F,Dif_Usl_ad_5_yr_ago_Sme_SA2_P,Dif_Us_ad_5_ago_Dif_SA2_NSW_M,Dif_Us_ad_5_ago_Dif_SA2_NSW_F,Dif_Us_ad_5_ago_Dif_SA2_NSW_P,Dif_Us_ad_5_ago_Dif_SA2_Vic_M,Dif_Us_ad_5_ago_Dif_SA2_Vic_F,Dif_Us_ad_5_ago_Dif_SA2_Vic_P,Dif_Us_ad_5_ago_Dif_SA2_Qld_M,Dif_Us_ad_5_ago_Dif_SA2_Qld_F,Dif_Us_ad_5_ago_Dif_SA2_Qld_P,Dif_Us_ad_5_ago_Dif_SA2_SA_M,Dif_Us_ad_5_ago_Dif_SA2_SA_F,Dif_Us_ad_5_ago_Dif_SA2_SA_P,Dif_Us_ad_5_ago_Dif_SA2_WA_M,Dif_Us_ad_5_ago_Dif_SA2_WA_F,Dif_Us_ad_5_ago_Dif_SA2_WA_P,Dif_Us_ad_5_ago_Dif_SA2_Tas_M,Dif_Us_ad_5_ago_Dif_SA2_Tas_F,Dif_Us_ad_5_ago_Dif_SA2_Tas_P,Dif_Us_ad_5_ago_Dif_SA2_NT_M,Dif_Us_ad_5_ago_Dif_SA2_NT_F,Dif_Us_ad_5_ago_Dif_SA2_NT_P,Dif_Us_ad_5_ago_Dif_SA2_ACT_M,Dif_Us_ad_5_ago_Dif_SA2_ACT_F,Dif_Us_ad_5_ago_Dif_SA2_ACT_P,Dif_Us_ad_5_ago_Dif_SA2_OT_M,Dif_Us_ad_5_ago_Dif_SA2_OT_F,Dif_Us_ad_5_ago_Dif_SA2_OT_P,Dif_Us_ad_5_ago_Dif_SA2_Tot_M,Dif_Us_ad_5_ago_Dif_SA2_Tot_F,Dif_Us_ad_5_ago_Dif_SA2_Tot_P,Difnt_Usl_add_5_yr_ago_OS_M,Difnt_Usl_add_5_yr_ago_OS_F,Difnt_Usl_add_5_yr_ago_OS_P,Difnt_Usl_add_5_yr_ago_Ns_M,Difnt_Usl_add_5_yr_ago_Ns_F,Difnt_Usl_add_5_yr_ago_Ns_P,Difnt_Usl_add_5_yr_ago_Tot_M,Difnt_Usl_add_5_yr_ago_Tot_F,Difnt_Usl_add_5_yr_ago_Tot_P,N_stated_M,N_stated_F,N_stated_P,Tot_M,Tot_F,Tot_P
UCL222046,84,74,162,10,3,15,0,0,0,9,11,23,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,34,0,0,0,0,0,0,24,23,50,15,19,33,124,117,239
UCL222047,148,136,284,26,28,55,3,0,3,27,21,53,3,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,29,58,0,4,9,0,0,0,59,61,126,20,20,39,231,216,450
UCL222048,95,102,196,15,24,39,3,0,3,36,42,74,8,5,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,53,98,3,4,5,0,0,0,69,72,139,20,16,40,184,194,373
UCL222049,82,71,155,10,3,11,4,0,3,38,23,57,0,4,4,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,29,68,0,3,3,0,0,0,49,37,83,14,17,30,149,124,271
UCL222050,100,84,188,0,0,0,3,3,6,29,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,33,21,51,0,0,3,0,0,0,35,28,54,10,10,16,143,121,262
UCL222051,102,118,225,30,25,55,0,0,0,28,28,62,5,6,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,33,73,0,0,0,0,0,0,69,59,129,19,13,36,189,200,392
UCL222052,57,61,114,14,14,27,3,0,3,16,17,28,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,19,40,0,3,3,0,0,0,30,31,68,7,8,19,95,109,200
UCL222053,69,69,142,14,13,23,7,0,4,7,11,15,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,26,0,0,0,7,4,6,30,31,55,18,18,31,111,116,228
UCL222054,69,71,146,16,16,35,0,0,0,15,8,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,13,28,3,3,13,0,0,0,39,40,74,3,8,12,115,116,232
UCL222055,133,127,262,21,31,52,3,4,4,27,18,43,6,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,20,65,0,4,3,0,0,0,63,60,124,21,21,49,218,208,428
UCL222056,95,78,176,25,21,47,0,3,7,32,27,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,67,4,3,10,0,0,0,63,58,122,16,17,36,171,153,331
UCL222057,132,133,271,23,21,36,3,3,5,34,39,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,46,79,5,4,10,0,0,0,58,71,128,15,17,27,210,215,428
UCL222058,104,97,201,17,19,33,0,0,0,37,50,82,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,39,55,94,0,3,3,0,0,0,60,76,135,22,20,41,180,195,375
UCL222059,139,146,291,11,12,20,0,0,0,32,26,56,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,34,69,3,0,10,0,0,0,47,51,92,10,7,15,199,199,406
UCL222060,59,66,128,23,12,38,0,0,0,18,17,31,3,3,5,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,21,45,3,3,7,3,4,5,52,43,90,6,14,17,120,116,239
UCL222061,115,120,233,11,18,27,0,0,3,23,28,51,3,3,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,33,35,67,0,3,3,0,0,0,40,56,97,19,23,49,180,201,377
UCL222062,40,40,78,4,4,4,3,0,5,22,12,32,4,4,10,4,3,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,36,24,51,17,11,27,0,0,0,53,36,91,44,28,74,138,103,244
UCL222063,58,68,123,3,3,9,0,0,0,31,29,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,27,60,0,0,0,0,0,0,33,29,65,9,3,11,99,100,198
UCL222064,31,14,39,0,6,4,4,3,11,5,19,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,21,36,8,11,19,0,3,3,21,40,68,38,39,77,86,96,186
UCL222065,64,64,123,10,9,19,0,0,0,16,7,25,3,4,7,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,17,31,0,0,0,0,0,0,28,23,51,9,8,15,95,92,187
UCL222066,75,64,144,3,9,12,0,0,0,7,4,8,0,0,0,6,3,10,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,14,16,29,4,0,4,0,0,0,19,22,41,10,8,15,110,89,201
UCL222067,85,75,158,8,3,9,0,0,0,18,27,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,27,49,0,0,0,3,0,3,23,30,55,6,3,6,112,105,220
UCL222068,114,127,245,7,6,16,0,0,0,30,30,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,29,61,3,0,3,0,3,3,40,48,90,21,34,55,182,209,388
UCL222069,108,115,220,12,13,25,0,3,7,38,35,72,0,4,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,43,40,89,3,0,0,0,0,0,58,54,119,5,11,17,175,186,360
UCL222070,132,134,263,7,6,14,9,9,16,50,48,104,0,6,9,3,0,7,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,64,63,129,0,0,0,0,0,0,70,67,144,15,21,34,219,220,445
UCL222071,76,87,164,13,9,21,0,0,0,13,21,28,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,24,30,0,0,0,0,0,0,26,29,53,3,0,0,102,124,219
UCL222072,69,64,130,10,5,22,0,0,5,15,9,26,0,3,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,15,36,0,0,0,3,3,4,35,25,63,9,9,21,107,102,210
UCL222073,75,67,146,5,15,19,9,5,19,14,17,33,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,54,0,0,3,0,0,0,38,37,79,13,8,27,124,119,247
UCL222074,122,110,230,13,3,15,0,0,0,22,23,49,3,0,3,3,3,4,0,4,9,0,0,0,0,0,0,0,0,0,0,0,0,39,35,67,5,6,9,0,0,0,55,46,98,45,60,102,222,213,432
UCL222075,63,57,119,20,18,34,0,0,0,10,20,29,3,3,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,22,28,44,0,0,0,0,0,3,34,48,79,11,11,22,108,112,220
UCL222076,122,114,237,8,7,14,3,0,6,40,52,88,0,0,0,0,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,47,56,102,0,0,0,0,0,0,53,69,117,20,28,47,193,210,402
UCL222077,84,73,157,3,0,6,0,0,0,10,12,21,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,12,27,0,0,0,0,0,0,13,16,27,8,4,14,106,97,198
UCL222078,133,141,267,19,18,35,0,0,0,31,49,81,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,49,89,0,4,5,0,0,3,53,75,128,13,8,26,200,219,421
UCL222079,80,86,171,26,22,46,4,5,6,35,40,76,3,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,91,3,4,3,0,4,4,69,77,144,12,14,22,162,182,338
UCL222080,77,65,144,17,12,27,0,3,3,19,12,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,35,0,0,3,3,0,3,36,26,66,22,16,33,132,111,240
UCL222081,54,52,102,20,14,34,0,0,4,21,19,41,6,8,12,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,28,26,59,3,7,6,0,0,0,51,47,98,27,20,49,137,116,252
UCL222082,73,55,128,15,10,18,0,0,0,14,12,31,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,18,29,3,3,3,0,0,0,35,26,60,18,10,30,118,86,208
UCL222083,121,110,236,10,13,24,3,4,5,47,48,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,45,101,4,0,3,0,0,0,69,62,127,17,13,31,206,190,395
UCL222084,103,126,225,26,24,46,3,0,6,31,34,68,8,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,44,87,14,10,22,0,0,0,79,76,156,11,10,23,192,216,403
UCL222085,55,66,122,3,5,8,0,0,0,13,7,21,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,29,0,0,0,0,0,0,17,19,43,15,12,25,88,103,184
UCL222086,158,153,306,24,23,51,3,4,8,18,25,50,3,3,3,6,3,10,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,39,38,78,3,6,4,0,0,3,68,64,134,20,12,31,238,226,467
UCL222087,75,88,169,9,7,19,0,0,0,33,25,57,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,29,62,0,3,4,0,0,0,44,39,88,5,3,14,128,133,262
UCL222088,117,138,254,12,12,25,0,4,0,32,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,38,67,0,4,4,0,0,0,47,50,100,23,19,38,185,204,385
UCL222089,128,152,284,16,19,31,3,0,5,65,57,123,0,4,4,0,0,3,4,3,5,0,0,3,0,0,0,0,0,0,0,0,0,74,63,138,0,0,3,0,0,0,92,83,176,6,6,16,230,247,477
UCL222090,119,109,233,14,16,28,3,4,3,21,24,48,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,31,31,56,3,3,9,0,0,0,48,47,96,15,12,27,181,168,350
UCL222091,48,54,104,14,6,22,0,0,0,29,20,46,0,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,22,52,0,3,3,0,4,3,38,37,74,5,15,20,99,101,206
UCL222092,61,45,104,10,3,8,0,3,3,12,15,29,0,3,4,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,19,27,42,5,0,11,0,0,0,31,33,62,8,14,26,97,86,191
UCL222093,66,72,133,11,15,25,0,0,5,15,8,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,19,0,0,0,0,0,0,20,25,45,10,16,23,91,103,200
UCL222094,135,117,252,16,20,40,0,0,0,44,65,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,62,108,4,0,7,3,10,9,68,95,164,11,18,33,211,231,442
UCL222095,117,130,245,12,14,30,3,4,8,46,40,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,43,96,0,0,0,0,0,0,62,62,123,23,27,45,200,221,418
UCL222096,59,56,114,5,7,12,0,0,0,18,26,44,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,32,47,6,3,8,0,0,0,25,42,69,16,21,39,99,114,213
UCL222097,77,67,145,0,3,5,3,5,4,34,34,68,4,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,48,94,0,0,0,0,0,0,48,52,99,28,23,50,150,140,293
UCL222098,134,114,251,10,7,15,0,0,0,33,32,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,36,62,0,3,8,0,0,0,45,42,88,24,15,47,199,181,378
UCL222099,151,139,290,12,21,37,0,0,0,26,19,47,3,3,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,26,52,3,5,9,0,0,0,45,53,96,18,19,44,217,213,427
UCL222100,90,75,159,22,38,64,0,0,0,54,65,124,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,74,134,0,3,4,0,3,3,86,112,200,33,28,64,205,214,420
UCL222101,94,78,169,7,7,18,4,0,4,29,13,43,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,23,56,0,0,0,0,0,0,42,32,73,23,8,27,155,118,270
UCL222102,66,63,123,9,4,14,3,3,3,15,16,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,40,0,0,0,0,0,0,27,20,45,6,4,5,94,81,183
UCL222103,90,83,175,4,0,4,0,0,0,16,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,35,0,0,0,0,0,0,20,21,35,9,8,25,122,113,235
UCL222104,126,126,253,8,11,26,5,3,12,20,36,55,3,0,3,0,0,3,0,4,7,0,0,0,3,0,5,0,0,0,0,0,0,38,50,82,0,0,0,0,0,0,43,60,103,11,10,18,181,193,372
UCL222105,101,111,215,20,12,28,5,5,12,16,12,25,3,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,25,25,43,0,0,0,0,0,0,41,39,76,9,8,13,152,159,307
UCL222106,109,96,204,20,23,43,0,0,0,30,25,53,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,27,53,4,3,8,0,0,0,55,52,103,12,10,20,173,152,324
UCL222107,132,127,266,10,6,17,0,0,0,60,62,124,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,62,126,0,4,3,0,0,0,81,72,154,12,16,28,226,217,441
UCL222108,112,130,242,34,36,64,0,3,3,30,36,65,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,38,73,0,3,5,0,0,0,72,77,143,13,18,32,194,223,416
UCL222109,90,100,193,11,11,16,9,4,9,26,30,57,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,41,73,0,0,3,0,0,0,49,52,99,10,13,27,147,166,319
UCL222110,101,122,214,17,18,35,0,0,0,35,38,70,0,0,0,3,0,5,4,0,7,0,0,0,0,0,0,0,0,0,0,0,0,44,42,80,4,0,3,0,0,0,62,61,118,14,14,25,174,193,364
UCL222111,103,107,212,5,9,13,0,0,0,20,20,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,36,0,0,0,0,0,0,22,25,44,9,8,13,133,134,271
UCL222112,70,69,144,5,8,8,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,0,7,11,14,3,9,11,88,84,168
UCL222113,96,83,174,19,20,40,3,3,4,17,19,43,0,0,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,25,24,54,0,4,9,0,0,0,49,52,102,15,7,28,156,147,306
UCL222114,56,56,109,7,0,7,0,3,3,20,25,42,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,28,47,0,0,0,0,0,0,29,31,57,7,11,15,89,94,179
UCL222115,86,73,161,4,7,12,0,0,0,17,16,32,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,16,15,36,3,5,7,0,0,0,19,30,49,23,20,46,133,129,258
UCL222116,85,72,157,8,7,12,0,0,0,29,30,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,30,55,0,0,0,0,0,0,35,36,69,9,11,19,123,115,242
UCL222117,93,95,184,22,30,53,0,8,10,27,32,60,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,28,42,72,0,0,0,3,0,3,55,76,134,18,15,35,160,188,350
UCL222118,72,65,142,4,3,5,0,0,0,20,16,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,37,3,4,4,0,0,0,25,22,48,3,3,12,101,96,199
UCL222119,66,74,139,4,5,12,0,0,0,17,12,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,17,29,0,0,0,0,0,0,21,21,41,9,8,15,95,101,199
UCL222120,99,91,187,15,12,26,0,0,0,18,15,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,15,28,0,4,4,0,0,0,31,28,56,5,10,9,134,122,254
UCL222121,69,68,142,15,19,35,0,0,0,19,15,29,0,5,5,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,18,36,0,0,0,0,0,3,38,41,79,5,6,11,113,119,231
UCL222122,65,71,130,0,0,0,0,0,0,14,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,20,36,0,0,0,0,0,0,19,16,34,0,5,4,84,93,172
UCL231777,129532,120272,249801,12399,12269,24666,2104,2102,4209,32630,33377,66013,1602,1480,3086,656,683,1342,747,720,1465,265,249,510,379,378,757,134,120,256,0,3,3,38521,39113,77636,2079,2228,4313,639,582,1215,53635,54198,107831,20110,15663,35773,203276,190129,393405
UCL279997,12,0,7,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,16,0,13,0,0,0,0,0,0,16,0,13,3,0,3,28,4,29
UCL299994,534,315,849,155,88,242,121,100,227,1182,1019,2207,121,122,237,30,29,65,49,49,99,20,21,40,21,18,40,7,12,17,0,0,0,1557,1366,2915,459,487,945,62,48,110,2233,1988,4223,1355,772,2128,4117,3073,7193
UCL301001,451730,471670,923400,46071,49503,95577,19163,19669,38832,8574,8685,17256,264518,276812,541324,3137,3052,6186,3586,3569,7158,1379,1539,2910,2195,1992,4190,2031,2053,4087,43,29,72,304612,317402,622015,65461,71509,136973,8909,8058,16969,425051,446475,871532,62456,61353,123807,939243,979497,1918736
UCL302001,105807,111216,217023,15380,16151,31527,11827,13069,24894,3913,4196,8106,65377,71043,136418,1045,1139,2187,1329,1368,2699,775,933,1709,464,502,973,663,726,1396,12,16,28,85416,92996,178411,16132,17955,34086,2654,2509,5159,119583,129614,249190,20677,21450,42129,246067,262275,508342
UCL303001,29680,30063,59741,4053,4354,8408,1493,1529,3021,1180,1273,2452,16805,18185,34986,460,514,974,642,661,1312,185,195,376,720,747,1461,116,142,256,4,0,9,21605,23247,44849,3256,3883,7136,707,606,1316,29620,32094,61710,7016,6834,13846,66309,68983,135296
UCL303002,48314,52357,100671,8081,8621,16703,3441,3907,7350,2124,2362,4477,32587,36246,68834,507,531,1038,748,790,1536,373,458,830,339,375,714,296,342,637,0,0,4,40415,45017,85434,4870,5599,10465,1013,991,2005,54379,60230,114611,7607,8019,15626,110303,120608,230909
UCL303003,20516,22890,43401,2335,2591,4922,875,1003,1877,239,267,504,14052,15826,29883,134,135,269,131,144,273,60,74,133,145,138,283,51,53,109,0,0,0,15691,17638,33333,2068,1951,4015,385,386,765,20474,22563,43042,3524,3886,7411,44516,49343,93856
UCL303004,34262,34677,68938,3998,4267,8266,2224,1950,4172,1423,1373,2791,23065,25324,48392,420,423,842,524,515,1039,271,266,543,671,627,1296,297,277,570,0,0,3,28885,30758,59648,2462,2759,5220,808,702,1511,36158,38487,74644,7530,5977,13506,77943,79144,157086
UCL311001,11831,12535,24365,1058,1301,2360,319,359,674,134,157,283,6390,7112,13502,47,55,101,82,65,146,33,31,62,60,54,111,17,10,30,0,0,4,7071,7852,14924,593,654,1246,242,228,472,8966,10032,19006,1890,1986,3874,22688,24555,47239
UCL311002,11026,11899,22925,1509,1725,3234,794,908,1705,491,478,964,6576,7523,14101,120,123,241,145,169,315,78,100,174,121,119,240,40,46,88,0,0,0,8370,9467,17834,436,522,954,182,197,380,10493,11911,22406,2047,2187,4237,23566,26000,49565
UCL311003,16922,16750,33668,2211,2268,4479,679,670,1352,311,353,670,9803,10609,20417,115,111,230,223,227,456,95,111,207,83,82,168,25,30,53,0,6,5,11351,12209,23558,989,1254,2237,305,260,568,14857,15989,30839,3393,2506,5897,35166,35241,70407
UCL311004,14617,14797,29413,1421,1521,2945,251,267,518,149,164,317,7990,8748,16740,58,50,106,78,64,142,37,32,65,45,42,86,13,14,29,7,0,7,8630,9381,18010,782,790,1573,293,379,671,11124,12072,23196,2473,2216,4688,28219,29080,57296
UCL312001,6875,6432,13313,1038,989,2030,311,295,602,183,151,330,4566,4563,9128,74,82,159,212,193,399,47,48,93,105,92,199,8,14,24,0,0,0,5503,5442,10945,766,896,1661,162,154,316,7475,7476,14949,1295,1180,2472,15650,15085,30735
UCL312002,5519,5737,11254,1161,1245,2399,183,193,375,73,75,142,2057,2321,4384,26,18,47,33,30,58,17,23,41,27,27,55,8,13,17,0,0,0,2432,2703,5130,66,104,164,101,77,184,3755,4125,7884,904,918,1824,10181,10774,20957
UCL313001,2229,2403,4626,630,705,1335,146,175,325,59,59,118,1397,1539,2932,18,16,39,25,26,54,16,16,32,21,16,35,10,11,22,0,0,0,1688,1860,3550,142,177,321,52,54,104,2524,2798,5322,284,280,557,5027,5480,10507
UCL313002,4153,4567,8719,958,1042,1999,244,258,503,89,101,189,1982,2120,4106,26,18,49,40,30,69,33,34,71,29,35,62,23,23,43,0,0,0,2464,2620,5081,172,212,380,49,43,94,3638,3920,7560,621,768,1388,8416,9254,17663
UCL313003,2687,2698,5388,1103,1109,2208,104,108,213,20,22,38,889,957,1850,11,22,35,22,13,39,3,4,11,10,18,26,3,5,5,0,0,0,1066,1148,2215,132,163,291,27,39,73,2327,2459,4793,498,453,954,5514,5616,11130
UCL313004,2536,2337,4874,1130,1073,2205,147,145,290,25,28,55,1202,1317,2519,22,19,38,24,30,57,15,16,29,11,21,35,3,0,3,0,0,0,1457,1577,3032,198,266,465,41,37,83,2834,2945,5779,827,750,1582,6194,6037,12237
UCL313005,1855,1925,3778,506,556,1067,60,64,130,30,43,75,1655,1890,3540,19,18,38,14,18,32,11,10,18,13,20,26,3,4,4,0,0,0,1801,2064,3863,54,80,131,48,56,106,2407,2757,5166,405,355,755,4667,5035,9703
UCL313006,3869,4310,8177,791,956,1744,149,141,286,47,53,99,2158,2460,4621,16,15,38,25,41,66,15,9,30,17,32,52,9,3,11,0,0,0,2439,2755,5191,104,151,252,72,80,151,3404,3940,7346,745,834,1575,8019,9082,17094
UCL313007,2103,2184,4284,856,889,1745,58,56,111,18,25,46,998,1180,2173,11,14,27,7,16,31,0,0,3,7,10,22,0,0,0,0,0,0,1106,1309,2413,61,59,119,39,42,85,2057,2301,4361,350,331,683,4512,4816,9333
UCL313008,3821,3417,7237,1618,1556,3168,169,177,345,67,70,140,1159,1157,2320,27,25,56,45,33,80,17,12,32,61,58,122,8,9,16,0,0,0,1552,1555,3109,384,428,810,80,70,154,3637,3609,7246,1169,995,2167,8620,8024,16644
UCL313009,3791,4197,7989,909,1026,1937,145,185,330,77,82,159,2101,2401,4500,25,20,45,45,41,89,13,12,20,25,23,46,11,13,23,0,0,0,2441,2775,5213,172,202,379,95,74,171,3611,4078,7694,628,692,1324,8035,8972,17009
UCL313010,3159,3458,6611,1101,1250,2345,191,191,384,26,33,55,1020,1121,2138,8,12,25,14,22,36,7,7,16,8,11,21,0,3,3,0,0,0,1283,1396,2680,117,120,236,40,63,108,2542,2825,5369,448,476,922,6155,6759,12909
UCL313011,3418,3557,6976,1231,1317,2545,153,143,295,67,83,151,1652,1762,3411,30,41,73,26,37,61,22,30,49,17,22,37,13,13,25,0,0,0,1975,2122,4104,186,202,390,52,45,95,3443,3692,7130,729,585,1313,7587,7838,15421
UCL314001,1448,1277,2725,702,639,1334,200,194,399,110,129,244,877,860,1744,47,44,92,56,64,123,17,22,34,22,17,40,5,10,12,0,0,0,1338,1350,2686,252,317,575,39,43,84,2335,2351,4685,693,609,1303,4477,4238,8714
UCL314002,1483,1671,3159,425,544,967,35,38,71,28,33,64,661,694,1352,8,6,16,14,16,26,7,3,12,20,27,45,0,0,0,0,0,0,771,815,1589,56,74,135,23,25,48,1277,1452,2732,257,321,579,3023,3447,6469
UCL314003,2273,2345,4623,474,502,974,25,29,55,20,22,42,557,608,1171,4,3,5,12,4,12,3,3,7,15,17,26,5,5,11,0,0,0,646,694,1338,79,94,173,12,24,38,1217,1308,2525,360,355,713,3850,4006,7858
UCL314004,1199,1266,2459,409,513,914,79,92,175,25,26,45,559,628,1185,3,8,11,5,7,11,0,9,10,5,11,17,0,0,0,0,0,0,682,775,1456,28,32,62,19,26,47,1136,1342,2477,285,271,557,2622,2878,5501
UCL314005,949,1052,1995,206,231,442,54,52,110,21,26,45,679,814,1491,9,11,23,14,13,30,4,8,12,13,11,25,0,0,0,0,0,0,800,938,1738,32,48,79,9,16,22,1055,1231,2286,175,196,363,2172,2475,4650
UCL314006,1332,1268,2604,431,439,872,38,26,63,8,10,19,439,483,923,10,10,25,0,8,8,0,3,4,10,4,17,4,0,7,0,0,0,509,550,1060,157,105,262,20,16,34,1112,1118,2233,236,199,437,2685,2591,5274
UCL314007,1961,1796,3756,637,658,1297,64,82,144,46,58,110,645,696,1339,15,13,28,15,24,42,5,0,11,17,17,30,3,0,4,0,0,0,810,896,1700,224,235,462,33,27,56,1706,1817,3523,555,459,1014,4219,4068,8286
UCL314008,1860,1962,3824,592,626,1217,34,37,77,14,28,38,713,782,1495,11,7,15,20,9,32,6,5,14,20,32,52,0,0,5,0,0,0,813,908,1718,43,49,96,17,12,30,1464,1594,3060,377,428,807,3705,3987,7693
