UCL_CODE_2016,P_85y_ov_DNUDW,P_85y_ov_UDW_NS,P_85y_ov_Total,P_Tot_DUDW_LT_5_h,P_Tot_DUDW_5_14_h,P_Tot_DUDW_15_29_h,P_Tot_DUDW_30_h_mo,P_Tot_DNUDW,P_Tot_UDW_NS,P_Tot_Total
UCL515014,5,0,11,191,193,138,37,168,168,894
UCL515015,38,10,76,402,490,253,279,552,285,2258
UCL515016,6,6,27,200,339,167,128,204,145,1190
UCL515017,5,5,16,187,300,153,152,194,175,1168
UCL515018,0,0,3,254,342,119,163,276,162,1317
UCL515019,42,21,95,518,583,323,274,762,510,2963
UCL515020,6,5,14,800,870,276,184,697,527,3362
UCL515021,5,3,18,276,395,229,174,208,97,1380
UCL515022,39,39,113,669,871,431,385,631,371,3360
UCL515023,21,15,63,418,572,227,213,450,251,2138
UCL515024,20,6,37,226,313,124,128,294,169,1260
UCL515025,37,19,73,251,366,226,177,297,217,1531
UCL515026,57,23,128,656,817,386,365,693,449,3375
UCL515027,0,0,4,671,892,293,253,642,618,3370
UCL515028,0,0,0,204,258,91,112,150,136,955
UCL515029,61,17,103,531,733,350,403,678,401,3092
UCL515030,25,16,75,350,559,332,354,451,270,2319
UCL515031,3,0,0,438,570,201,233,358,244,2045
UCL515032,10,0,24,287,428,241,220,372,258,1808
UCL515033,28,5,52,196,254,165,149,231,156,1148
UCL515034,21,33,83,291,447,246,259,388,304,1945
UCL515035,0,0,0,215,305,116,118,217,268,1233
UCL515036,32,15,75,310,523,256,298,424,288,2101
UCL521001,0,0,0,68,126,70,59,57,29,412
UCL521002,0,0,7,95,163,89,79,124,53,606
UCL521003,14,4,31,89,176,104,125,182,116,791
UCL521004,0,0,0,212,124,14,0,60,22,431
UCL521005,3,0,12,162,224,111,118,177,85,884
UCL521006,3,0,14,124,190,102,94,101,42,656
UCL521007,18,13,31,64,99,61,53,95,68,439
UCL521008,5,23,33,71,95,41,59,124,90,489
UCL521009,12,3,18,66,73,62,51,127,55,438
UCL521010,6,0,15,98,174,70,81,137,77,640
UCL521011,0,3,3,89,121,73,57,48,33,427
UCL521012,3,4,5,77,105,56,47,92,64,442
UCL521013,0,0,0,108,116,68,64,101,31,488
UCL521014,3,0,6,76,120,60,56,82,64,460
UCL521015,8,3,9,145,194,65,75,125,73,670
UCL521016,4,0,3,140,138,66,70,179,111,705
UCL521017,10,9,32,101,165,68,63,116,82,594
UCL521018,7,4,18,118,152,61,81,139,82,631
UCL521019,12,0,18,137,139,66,64,109,44,560
UCL521020,3,3,14,107,158,73,61,107,78,584
UCL521021,0,0,0,86,129,78,116,95,38,541
UCL521022,4,3,14,91,174,86,88,135,72,645
UCL521023,0,0,0,130,146,59,48,70,64,514
UCL521024,5,3,9,100,96,34,70,108,59,469
UCL521025,17,6,26,68,97,44,64,95,72,433
UCL521026,3,0,4,311,210,75,41,236,264,1138
UCL521027,0,0,0,103,143,71,60,85,25,486
UCL521028,3,0,10,89,92,63,69,95,62,470
UCL521029,3,0,4,104,180,83,64,87,64,584
UCL521030,0,0,0,103,119,55,60,125,138,598
UCL521031,21,13,44,105,158,78,99,174,107,717
UCL521032,14,16,45,158,221,104,114,191,143,932
UCL521033,4,0,10,91,100,48,41,66,53,396
UCL521034,5,3,11,95,138,78,76,159,79,628
UCL521035,0,3,4,88,81,30,23,112,121,445
UCL521036,4,0,4,83,45,37,78,104,9,362
UCL521037,0,0,0,88,122,63,76,67,52,467
UCL521038,0,5,7,60,90,23,31,122,119,447
UCL521039,8,5,10,60,81,42,36,119,61,406
UCL521040,3,0,7,116,147,101,74,118,64,629
UCL521041,5,5,19,218,319,141,146,250,117,1197
UCL521042,3,3,15,87,123,66,65,80,63,489
UCL521043,3,0,6,57,96,59,58,148,61,467
UCL521044,6,3,11,128,182,90,109,164,75,742
UCL521045,8,17,33,84,148,85,107,146,116,690
UCL521046,3,0,9,114,189,108,81,76,64,635
UCL521047,0,0,3,131,171,68,46,176,132,717
UCL521048,0,0,0,98,122,68,59,109,35,500
UCL521049,5,4,27,109,142,79,73,114,65,581
UCL521050,7,3,24,83,154,88,75,168,105,676
UCL521051,14,0,23,73,106,59,70,137,74,514
UCL521052,4,0,4,80,134,36,25,126,87,493
UCL521053,0,0,0,188,251,129,145,166,103,974
UCL521054,0,7,14,113,114,52,57,116,69,521
UCL521055,9,0,14,145,187,111,124,152,103,824
UCL521056,0,0,3,130,89,41,34,67,82,446
UCL521057,6,5,26,112,125,81,70,132,46,567
UCL521058,0,0,5,83,106,75,88,92,60,509
UCL521059,5,0,9,138,179,92,96,190,76,758
UCL521060,0,0,0,89,94,32,32,129,77,453
UCL522001,0,0,3,104,32,7,3,32,108,277
UCL522002,3,0,6,35,73,37,25,31,16,225
UCL522003,0,0,3,70,55,52,10,20,34,241
UCL522004,0,0,0,16,21,13,54,81,22,206
UCL522005,0,0,0,53,34,20,4,64,36,215
UCL522006,3,0,5,83,107,60,44,42,31,362
UCL522007,0,0,4,35,57,25,28,31,26,207
UCL522008,0,4,6,31,42,27,23,47,42,202
UCL522009,0,0,0,54,74,38,36,61,36,305
UCL522010,0,14,14,62,75,34,36,39,79,325
UCL522011,0,3,3,52,67,31,24,53,28,253
UCL522012,0,0,3,47,58,39,52,57,33,287
UCL522013,0,0,0,28,39,16,30,26,20,166
UCL522014,0,0,0,55,44,21,7,44,12,188
UCL522015,0,3,5,28,59,28,19,61,36,240
UCL522016,0,0,0,55,88,38,27,45,41,296
UCL522017,0,0,0,21,35,19,7,37,38,150
UCL522018,4,0,11,77,92,55,54,51,30,349
UCL522019,0,0,10,38,52,23,19,24,22,174
UCL522020,0,0,0,95,62,11,13,91,18,284
UCL522021,3,0,8,50,77,36,41,67,27,301
UCL522022,0,0,0,34,49,15,26,32,30,179
UCL522023,0,0,3,42,76,39,40,46,49,301
UCL522024,0,0,3,32,67,38,45,57,22,263
UCL522025,3,3,7,36,77,41,41,56,42,295
UCL522026,0,3,6,16,30,19,20,35,29,156
UCL522027,6,0,6,59,79,43,45,53,26,304
UCL522028,0,0,0,26,65,27,17,28,29,196
UCL522029,0,0,0,35,104,25,6,16,26,218
UCL522030,0,0,0,188,39,0,0,42,18,291
UCL522031,0,0,0,45,80,59,46,63,47,340
UCL522032,0,0,0,8,46,24,8,25,6,121
UCL522033,4,0,8,37,39,22,16,57,11,189
UCL522034,0,0,7,44,50,16,30,50,24,215
UCL522035,3,4,11,34,61,24,22,48,34,238
UCL522036,0,0,0,42,74,24,18,48,67,280
UCL522037,3,0,3,50,71,39,47,54,44,296
UCL522038,0,0,0,55,54,23,24,80,119,352
UCL522039,0,0,0,22,23,12,16,30,24,131
UCL522040,0,0,0,27,18,3,4,12,41,105
UCL522041,0,0,3,38,45,31,23,49,44,236
UCL522042,0,0,0,56,69,34,26,76,112,368
UCL522043,0,0,9,39,56,32,24,40,31,217
UCL522044,3,0,7,48,70,33,21,80,58,299
UCL522045,9,4,23,76,83,51,51,100,48,396
UCL522046,0,0,0,43,62,38,36,59,38,279
UCL522047,0,0,0,33,25,10,7,54,18,153
UCL522048,0,0,0,13,18,13,13,8,57,125
UCL522049,0,0,3,64,124,68,45,53,39,392
UCL522050,0,0,3,31,37,20,8,44,24,164
UCL522051,0,0,0,42,54,19,14,32,14,171
UCL522052,0,0,0,42,56,40,25,59,32,254
UCL522053,0,0,0,32,24,10,5,24,203,299
UCL522054,0,4,6,41,48,26,37,69,50,269
UCL522055,0,0,3,32,31,16,24,33,36,164
UCL522056,7,0,14,57,54,37,39,79,44,303
UCL522057,0,0,0,43,43,16,8,26,8,146
UCL522058,0,3,6,47,79,30,46,65,23,294
UCL522059,0,0,3,58,39,8,3,56,26,184
UCL522060,0,0,0,60,49,13,6,25,50,195
UCL522061,0,0,0,140,58,11,0,39,21,270
UCL522062,3,0,6,32,55,30,35,45,14,224
UCL522063,5,0,12,55,86,45,38,46,47,315
UCL522064,0,0,0,50,36,7,3,61,18,184
UCL522065,0,0,4,66,97,44,56,60,44,362
UCL522066,3,0,9,35,62,33,23,70,38,265
UCL522067,0,0,0,35,47,26,38,19,16,179
UCL522068,0,0,0,62,112,37,9,25,19,271
UCL531777,390,244,1288,24631,31923,16932,16034,26956,20835,137303
UCL579997,3,0,3,32,31,10,9,274,81,434
UCL599994,7,6,23,962,791,327,210,1663,1594,5559
UCL603001,2088,750,4651,32528,41799,18250,12212,30241,11633,146664
UCL611001,1020,373,2061,12942,16598,7433,5685,13760,5589,62006
UCL612001,327,132,680,3567,4672,2442,1955,4570,1675,18887
UCL613001,269,77,508,2971,4138,2039,1712,3709,1305,15870
UCL613002,149,79,362,1828,2594,1299,1104,2342,858,10034
UCL614001,72,13,134,791,1021,632,522,1272,472,4704
UCL614002,61,34,161,729,983,593,518,1108,414,4345
UCL615001,22,9,34,129,177,100,112,231,113,853
UCL615002,8,11,32,175,228,138,131,236,127,1035
UCL615003,13,5,35,189,275,156,139,215,100,1076
UCL615004,69,14,126,372,479,243,233,502,198,2023
UCL615005,18,5,42,737,1051,532,367,718,283,3691
UCL615006,4,4,19,164,264,137,106,169,102,937
UCL615007,25,22,75,493,744,426,456,850,414,3395
UCL615008,14,4,27,371,498,242,177,361,107,1759
UCL615009,15,7,39,234,386,172,172,355,167,1488
UCL615010,50,26,116,467,708,350,315,725,277,2837
UCL615011,82,12,110,529,704,383,268,564,153,2604
UCL615012,63,23,111,521,635,378,282,669,309,2804
UCL615013,11,8,30,372,518,247,212,276,82,1698
UCL615014,18,11,57,481,707,339,211,443,135,2325
UCL615015,46,16,85,466,685,356,303,558,226,2595
UCL615016,15,10,30,424,559,290,211,458,192,2140
UCL615017,56,19,109,538,748,409,335,576,265,2869
UCL615018,3,0,11,147,238,139,100,192,86,907
UCL615019,17,3,26,203,324,206,171,386,155,1435
UCL615020,42,19,97,279,343,192,192,399,170,1566
UCL615021,28,17,56,153,229,114,118,241,109,967
UCL615022,38,16,85,463,642,311,284,640,299,2638
UCL615023,35,5,54,214,377,172,136,205,86,1190
UCL615024,68,22,121,362,514,216,252,523,209,2074
UCL615025,35,13,66,197,287,185,156,322,118,1271
UCL615026,16,9,39,219,299,180,155,275,122,1252
UCL621001,3,4,12,99,154,95,53,139,97,640
UCL621002,14,4,26,105,137,79,115,197,77,709
UCL621003,0,0,3,102,165,64,48,41,12,432
UCL621004,0,0,3,84,136,79,25,54,24,403
UCL621005,3,0,6,85,116,78,73,123,66,539
UCL621006,17,9,35,116,141,78,51,127,58,562
UCL621007,8,5,19,123,185,95,86,165,93,746
UCL621008,0,0,3,92,107,51,58,66,28,401
UCL621009,0,0,4,133,206,93,59,47,39,571
UCL621010,3,0,3,75,122,62,77,96,66,497
UCL621011,3,0,10,77,140,62,55,78,71,476
UCL621012,7,4,24,158,229,140,97,108,56,785
UCL621013,0,0,4,131,153,94,54,69,24,526
UCL621014,3,0,9,82,140,79,64,78,64,507
UCL621015,13,3,26,56,99,59,68,127,54,459
UCL621016,0,3,9,85,135,63,64,94,36,474
UCL621017,3,11,18,111,141,79,94,153,124,702
UCL621018,0,0,5,165,193,91,85,102,38,674
UCL621019,5,0,18,141,221,122,81,112,58,728
UCL621020,0,0,4,107,142,61,72,112,68,561
UCL621021,3,3,11,67,102,56,66,103,37,428
UCL621022,3,0,7,113,162,80,51,78,53,530
UCL621023,8,6,14,85,132,94,85,129,84,606
UCL621024,0,0,11,85,161,77,71,90,54,538
UCL621025,0,0,7,83,128,65,48,102,43,466
UCL621026,25,12,46,97,142,86,67,140,71,591
UCL621027,3,3,13,94,150,82,69,157,68,622
UCL621028,0,0,3,87,126,69,73,130,66,553
UCL622001,0,0,0,69,106,41,30,62,42,346
UCL622002,3,0,3,29,60,44,23,28,20,197
UCL622003,0,4,10,41,70,52,45,63,29,298
UCL622004,0,0,6,57,63,47,56,67,20,303
UCL622005,0,0,3,22,31,24,29,28,23,154
UCL622006,0,0,4,65,69,49,32,63,31,305
UCL622007,0,0,3,81,92,44,47,71,19,354
UCL622008,0,0,0,46,64,33,22,25,19,206
UCL622009,0,0,0,48,81,36,33,37,25,262
UCL622010,12,3,13,60,109,54,56,113,40,427
UCL622011,0,3,3,42,54,26,17,60,19,226
UCL622012,0,3,4,33,77,54,51,47,49,311
UCL622013,4,3,16,51,74,49,29,74,17,304
UCL622014,3,0,12,34,55,38,27,80,48,278
UCL622015,0,0,0,49,90,57,54,48,18,321
UCL622016,44,4,58,42,69,26,23,107,35,297
UCL622017,3,0,9,34,54,23,35,34,27,200
UCL622018,4,0,8,33,66,30,36,58,40,271
UCL622019,0,0,7,74,94,69,61,46,43,379
UCL622020,0,3,4,50,74,34,45,68,21,288
UCL622021,0,0,3,64,84,54,27,45,20,286
UCL622022,3,0,7,36,68,36,23,31,26,224
UCL622023,30,0,33,60,100,50,30,146,59,441
UCL622024,0,0,0,33,26,29,18,50,19,171
UCL622025,0,0,7,17,47,16,20,48,9,155
UCL622026,4,17,28,35,37,29,29,58,62,249
UCL622027,0,0,7,51,88,50,40,42,31,298
UCL622028,0,0,0,61,73,47,38,60,25,312
UCL622029,6,3,8,31,59,29,33,73,25,248
UCL622030,0,0,3,69,82,49,37,50,25,318
UCL622031,0,7,9,62,87,52,57,78,67,393
UCL622032,3,3,9,72,107,57,50,83,43,412
UCL622033,0,0,0,42,78,41,35,33,13,242
UCL622034,0,0,0,26,31,23,22,38,10,139
UCL622035,0,0,0,37,39,17,25,51,23,196
UCL622036,3,3,6,26,58,38,39,47,30,244
UCL631777,310,163,926,14698,21984,12331,10500,13979,7619,81103
UCL679997,0,0,0,7,6,3,10,36,8,73
UCL699994,0,0,3,153,152,50,40,256,178,835
UCL703001,280,101,572,21957,24894,8532,6039,19969,13416,94796
UCL712001,81,27,156,4194,5122,1804,1097,3782,2704,18708
UCL714001,16,19,38,1007,1081,381,278,961,1208,4911
UCL715001,0,0,0,682,413,59,28,192,46,1421
UCL715002,0,0,0,227,282,44,59,120,127,865
UCL715003,0,0,3,445,564,145,70,175,300,1694
UCL715004,0,0,0,343,162,108,29,228,16,893
UCL715005,0,0,0,274,67,77,13,179,168,779
UCL715006,0,0,0,508,662,214,139,262,429,2217
UCL715007,7,3,7,541,516,194,100,586,406,2351
UCL715008,0,0,0,394,367,181,61,296,263,1554
UCL715009,0,0,4,213,222,85,21,570,65,1173
UCL721001,0,0,0,149,210,60,50,75,87,629
UCL721002,0,0,0,128,147,119,91,38,125,645
UCL721003,0,0,0,164,179,90,13,115,54,621
UCL721004,0,0,0,51,137,30,22,92,28,373
UCL721005,0,0,0,32,16,14,13,306,279,652
UCL721006,0,0,0,67,154,57,4,102,74,457
UCL721007,0,0,5,99,144,61,49,90,48,489
UCL721008,0,0,0,81,139,52,42,80,104,503
UCL721009,0,0,0,185,203,84,40,136,180,821
UCL721010,0,0,0,130,66,38,5,75,62,377
UCL721011,0,0,0,79,55,23,36,149,45,388
UCL721012,0,0,0,258,90,11,57,83,43,540
UCL721013,0,0,3,237,170,16,3,151,47,622
UCL721014,0,0,3,104,126,60,8,62,30,391
UCL721015,0,0,0,138,40,7,14,141,42,369
UCL721016,0,0,0,157,115,18,16,57,12,361
UCL721017,0,0,0,181,161,75,82,56,25,581
UCL721018,0,0,3,136,156,64,57,48,74,542
UCL721019,0,0,3,259,211,50,29,258,221,1015
UCL722001,3,0,5,34,47,26,13,41,39,201
UCL722002,5,0,5,103,61,9,8,122,41,343
UCL722003,0,0,0,126,39,12,10,97,16,294
UCL722004,3,0,3,68,33,22,15,26,20,178
UCL722005,0,0,0,34,148,57,4,16,18,276
UCL722006,0,0,0,14,40,46,3,28,12,139
UCL722007,0,0,0,23,61,30,0,17,30,161
UCL722008,0,0,0,20,27,41,22,27,15,146
UCL722009,0,0,0,151,45,0,5,33,12,250
UCL722010,0,0,8,54,92,25,20,79,82,360
UCL722011,0,0,3,78,7,0,0,37,9,131
UCL722012,0,0,0,75,80,5,0,16,13,195
UCL722013,0,0,0,57,18,13,0,19,21,127
UCL722014,0,0,0,37,130,18,8,18,12,222
UCL722015,0,0,0,10,23,34,86,18,16,183
UCL722016,0,0,0,56,96,42,17,38,45,304
UCL722017,0,0,0,80,14,24,7,65,24,206
UCL722018,0,0,0,96,40,9,7,64,96,323
UCL722019,0,0,0,37,21,50,3,29,18,162
UCL722020,0,0,0,45,44,33,13,43,91,266
UCL722021,0,0,0,82,58,96,3,46,9,295
UCL722022,0,0,0,3,103,13,23,10,7,164
UCL722023,0,0,0,56,62,22,10,40,71,264
UCL722024,0,0,0,66,60,23,17,48,41,252
UCL722025,0,0,0,55,43,97,32,26,0,245
UCL722026,0,0,0,73,39,16,12,15,5,162
UCL722027,0,0,0,36,98,57,13,36,55,295
UCL722028,0,0,0,48,56,28,16,60,52,257
UCL722029,0,0,0,78,23,5,46,61,56,274
UCL722030,0,0,0,45,22,20,0,49,5,145
UCL722031,0,0,0,50,39,12,8,49,36,197
UCL722032,0,0,0,26,51,19,0,42,42,183
UCL722033,0,0,3,81,123,68,46,53,25,394
UCL722034,0,0,0,50,117,44,13,38,46,306
UCL722035,0,0,0,23,103,47,21,20,50,270
UCL722036,0,0,0,81,40,31,0,48,8,210
UCL722037,0,0,0,36,23,7,4,31,8,117
UCL722038,0,0,0,71,22,25,18,16,58,209
UCL722039,0,0,3,18,30,40,51,4,14,159
UCL731777,36,13,88,5036,6652,3033,2134,4178,5357,26395
UCL779997,0,0,0,0,0,0,4,43,23,72
UCL799994,0,0,0,334,366,137,92,522,839,2281
UCL802001,2194,1335,6151,82161,101816,39271,22523,53765,22042,321581
UCL822001,0,3,4,59,53,39,27,21,18,217
UCL831777,0,0,3,138,205,79,42,70,75,610
UCL879997,0,0,0,0,0,0,0,0,0,0
UCL899994,3,0,3,133,94,23,10,138,118,506
UCL915001,3,0,3,242,299,94,86,303,263,1285
UCL921001,3,3,20,116,187,89,64,113,70,639
UCL922001,0,0,0,47,35,21,21,148,40,318
UCL922002,0,0,0,32,37,5,14,44,26,157
UCL922003,0,0,0,19,36,13,9,16,18,107
UCL931777,10,4,29,165,290,143,109,142,361,1207
UCL979997,0,0,0,0,0,0,0,3,0,6
UCL999994,0,0,0,5,11,0,3,22,4,46
