UCL_CODE_2016,A75_84_L_PinE_NS_14,A75_84_L_PinE_NS_15,A75_84_L_PinE_NS_16,A75_84_L_PinE_NS_YNS,A75_84_L_PinE_NS_T,A75_84_T_B00,A75_84_T_00_05,A75_84_T_06_10,A75_84_T_11,A75_84_T_12,A75_84_T_13,A75_84_T_14,A75_84_T_15,A75_84_T_16,A75_84_T_YNS,A75_84_T_T,A85ov_SEO_B00,A85ov_SEO_00_05,A85ov_SEO_06_10,A85ov_SEO_11,A85ov_SEO_12,A85ov_SEO_13,A85ov_SEO_14,A85ov_SEO_15,A85ov_SEO_16,A85ov_SEO_YNS,A85ov_SEO_T,A85ov_SOLSE_VWW_B00,A85ov_SOLSE_VWW_00_05,A85ov_SOLSE_VWW_06_10,A85ov_SOLSE_VWW_11,A85ov_SOLSE_VWW_12,A85ov_SOLSE_VWW_13,A85ov_SOLSE_VWW_14,A85ov_SOLSE_VWW_15,A85ov_SOLSE_VWW_16,A85ov_SOLSE_VWW_YNS,A85ov_SOLSE_VWW_T,A85ov_SOLSE_NWNAA_B00,A85ov_SOLSE_NWNAA_00_05,A85ov_SOLSE_NWNAA_06_10,A85ov_SOLSE_NWNAA_11,A85ov_SOLSE_NWNAA_12,A85ov_SOLSE_NWNAA_13,A85ov_SOLSE_NWNAA_14,A85ov_SOLSE_NWNAA_15,A85ov_SOLSE_NWNAA_16,A85ov_SOLSE_NWNAA_YNS,A85ov_SOLSE_NWNAA_T,A85ov_SOLSE_PinE_NS_B00,A85ov_SOLSE_PinE_NS_00_05,A85ov_SOLSE_PinE_NS_06_10,A85ov_SOLSE_PinE_NS_11,A85ov_SOLSE_PinE_NS_12,A85ov_SOLSE_PinE_NS_13,A85ov_SOLSE_PinE_NS_14,A85ov_SOLSE_PinE_NS_15,A85ov_SOLSE_PinE_NS_16,A85ov_SOLSE_PinE_NS_YNS,A85ov_SOLSE_PinE_NS_T,A85ov_SOLSE_T_B00,A85ov_SOLSE_T_00_05,A85ov_SOLSE_T_06_10,A85ov_SOLSE_T_11,A85ov_SOLSE_T_12,A85ov_SOLSE_T_13,A85ov_SOLSE_T_14,A85ov_SOLSE_T_15,A85ov_SOLSE_T_16,A85ov_SOLSE_T_YNS,A85ov_SOLSE_T_T,A85ov_L_PinE_NS_B00,A85ov_L_PinE_NS_00_05,A85ov_L_PinE_NS_06_10,A85ov_L_PinE_NS_11,A85ov_L_PinE_NS_12,A85ov_L_PinE_NS_13,A85ov_L_PinE_NS_14,A85ov_L_PinE_NS_15,A85ov_L_PinE_NS_16,A85ov_L_PinE_NS_YNS,A85ov_L_PinE_NS_T,A85ov_T_B00,A85ov_T_00_05,A85ov_T_06_10,A85ov_T_11,A85ov_T_12,A85ov_T_13,A85ov_T_14,A85ov_T_15,A85ov_T_16,A85ov_T_YNS,A85ov_T_T,T_SEO_B00,T_SEO_00_05,T_SEO_06_10,T_SEO_11,T_SEO_12,T_SEO_13,T_SEO_14,T_SEO_15,T_SEO_16,T_SEO_YNS,T_SEO_T,T_SOLSE_VWW_B00,T_SOLSE_VWW_00_05,T_SOLSE_VWW_06_10,T_SOLSE_VWW_11,T_SOLSE_VWW_12,T_SOLSE_VWW_13,T_SOLSE_VWW_14,T_SOLSE_VWW_15,T_SOLSE_VWW_16,T_SOLSE_VWW_YNS,T_SOLSE_VWW_T,T_SOLSE_NWNAA_B00,T_SOLSE_NWNAA_00_05,T_SOLSE_NWNAA_06_10,T_SOLSE_NWNAA_11,T_SOLSE_NWNAA_12,T_SOLSE_NWNAA_13,T_SOLSE_NWNAA_14,T_SOLSE_NWNAA_15,T_SOLSE_NWNAA_16,T_SOLSE_NWNAA_YNS,T_SOLSE_NWNAA_T,T_SOLSE_PinE_NS_B00,T_SOLSE_PinE_NS_00_05,T_SOLSE_PinE_NS_06_10,T_SOLSE_PinE_NS_11,T_SOLSE_PinE_NS_12,T_SOLSE_PinE_NS_13,T_SOLSE_PinE_NS_14,T_SOLSE_PinE_NS_15,T_SOLSE_PinE_NS_16,T_SOLSE_PinE_NS_YNS,T_SOLSE_PinE_NS_T,T_SOLSE_T_B00,T_SOLSE_T_00_05,T_SOLSE_T_06_10,T_SOLSE_T_11,T_SOLSE_T_12,T_SOLSE_T_13,T_SOLSE_T_14,T_SOLSE_T_15,T_SOLSE_T_16,T_SOLSE_T_YNS,T_SOLSE_T_T,T_L_PinE_NS_B00,T_L_PinE_NS_00_05,T_L_PinE_NS_06_10,T_L_PinE_NS_11,T_L_PinE_NS_12,T_L_PinE_NS_13,T_L_PinE_NS_14,T_L_PinE_NS_15,T_L_PinE_NS_16,T_L_PinE_NS_YNS,T_L_PinE_NS_T,T_T_B00,T_T_00_05,T_T_06_10,T_T_11,T_T_12,T_T_13,T_T_14,T_T_15,T_T_16,T_T_YNS,T_T_T
UCL213003,0,0,0,0,0,92,0,0,0,0,0,0,0,0,9,101,20,0,0,0,0,0,0,0,0,3,23,14,0,0,0,0,0,0,0,0,0,14,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,3,45,317,36,31,11,15,8,9,0,5,37,464,85,58,77,30,27,33,7,20,3,22,359,7,7,12,4,5,9,6,11,4,7,72,0,0,0,0,0,0,0,0,0,0,7,95,64,95,36,31,35,14,34,3,27,431,0,0,0,0,0,0,0,0,0,0,3,412,97,125,44,46,44,18,33,9,62,903
UCL213004,0,0,0,0,0,195,0,0,0,0,0,0,0,0,7,203,39,0,0,0,0,0,0,0,0,0,47,6,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,3,55,838,67,68,21,30,11,17,3,0,39,1095,167,25,41,7,16,7,13,10,0,4,289,12,0,0,0,0,3,0,3,7,9,36,0,0,0,0,0,0,0,0,0,0,0,179,25,43,4,11,13,13,13,6,14,323,3,0,0,0,0,0,0,0,0,0,3,1025,95,113,30,42,20,27,12,6,48,1425
UCL213005,0,0,0,0,0,235,3,4,0,0,3,0,0,0,13,257,63,0,0,0,0,0,0,0,0,0,63,25,0,0,0,0,0,0,0,0,0,27,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,91,1092,76,114,23,19,12,0,9,7,35,1393,164,28,38,3,4,23,8,6,4,9,298,13,4,0,0,0,0,0,0,3,0,27,4,0,0,0,0,0,0,0,0,0,3,183,32,38,3,11,23,8,6,8,11,324,6,0,0,0,0,0,0,0,0,0,4,1285,108,160,25,29,36,8,17,11,50,1726
UCL213006,0,0,0,0,3,107,3,0,0,0,0,0,0,0,4,115,36,0,0,0,0,0,0,0,0,5,37,5,0,0,0,0,0,0,0,0,0,8,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,4,44,0,0,0,0,0,0,0,0,11,51,427,48,53,22,11,5,4,3,12,31,622,69,14,61,14,16,28,17,14,9,12,256,13,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,87,14,67,14,11,28,17,16,15,14,278,7,0,0,0,0,0,0,0,0,6,6,515,58,119,39,26,39,26,23,20,46,907
UCL213007,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,97,19,0,0,0,0,0,0,0,0,0,21,14,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,35,357,42,46,10,8,20,9,11,9,16,529,100,36,186,27,25,13,16,10,11,9,434,8,0,9,4,4,0,0,4,7,5,38,0,0,0,0,0,0,0,0,0,0,3,111,38,204,35,25,13,14,13,12,13,482,3,0,0,0,0,0,0,0,0,3,7,465,82,252,36,39,28,31,19,24,35,1009
UCL213008,0,0,0,3,3,137,3,0,0,0,0,0,0,0,10,150,61,0,0,0,0,0,0,0,0,0,64,9,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,5,79,950,89,113,17,26,10,4,6,6,38,1251,211,116,180,23,10,9,20,16,6,11,605,13,0,7,0,0,0,3,4,0,3,35,0,3,0,0,0,0,0,0,0,0,3,221,121,191,23,10,11,26,16,5,20,642,0,0,0,0,0,0,0,0,0,3,3,1172,208,295,42,32,19,33,26,13,52,1900
UCL213009,0,0,0,0,0,185,3,0,0,0,0,0,0,0,6,202,37,0,0,0,0,0,0,0,0,4,39,14,0,0,0,0,0,0,0,0,0,14,4,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,9,60,797,47,76,17,17,14,3,11,3,34,1015,167,32,107,13,9,4,13,16,3,9,384,27,0,8,0,0,0,3,3,0,7,46,0,0,6,0,0,0,0,3,0,0,8,196,31,116,17,9,11,15,23,7,19,443,0,0,0,0,0,0,0,0,0,0,6,996,84,190,27,23,19,21,33,13,52,1462
UCL213010,0,0,0,0,3,380,0,3,0,0,0,0,0,0,14,394,107,0,0,0,0,0,0,0,0,10,118,43,0,0,0,0,0,0,0,0,4,43,10,0,0,0,0,0,0,0,0,3,14,3,0,0,0,0,0,0,0,0,0,3,55,0,0,0,0,0,0,0,0,6,60,0,0,0,0,0,0,0,0,0,0,0,165,0,0,0,0,0,0,0,0,12,180,1183,33,44,6,8,6,5,4,0,53,1345,411,37,72,4,5,9,12,8,0,15,568,73,8,10,0,0,5,5,3,0,6,109,9,0,0,0,0,0,0,0,0,0,7,486,40,82,7,10,12,15,10,4,20,690,14,0,0,0,0,0,0,0,0,3,18,1680,71,130,16,12,19,21,19,3,79,2042
UCL213011,0,0,0,5,4,375,0,0,0,0,0,0,0,0,19,393,77,0,0,0,0,0,0,0,0,3,88,50,0,0,0,0,0,0,0,0,0,53,29,0,0,0,0,0,0,0,0,0,32,3,0,0,0,0,0,0,0,0,0,3,84,0,0,0,0,0,0,0,0,3,89,0,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,10,175,915,39,32,7,0,7,7,6,12,41,1057,470,66,133,13,35,24,16,18,4,38,811,123,13,24,4,3,3,5,4,4,11,189,4,0,0,0,0,0,0,0,0,0,8,596,77,157,16,40,25,21,23,8,43,1007,10,0,0,0,0,0,0,0,0,4,15,1522,112,192,26,36,30,31,31,19,87,2087
UCL213012,0,0,0,0,5,211,3,0,0,0,0,0,0,0,8,223,59,3,0,0,0,0,0,0,0,3,66,18,0,0,0,0,0,0,0,0,0,16,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,25,3,0,0,0,0,0,0,0,0,0,3,78,3,0,0,0,0,0,0,0,6,85,1179,137,143,45,26,20,18,25,6,52,1652,164,31,58,12,11,11,8,9,5,5,311,5,0,3,0,0,0,0,5,0,0,22,0,0,0,0,0,0,0,0,0,0,6,169,34,61,12,8,11,9,9,3,13,336,6,0,0,0,0,0,0,0,0,0,10,1360,176,208,56,37,30,24,35,16,64,1998
UCL213013,0,0,0,0,0,75,3,0,0,0,0,0,0,0,3,88,35,0,0,0,0,0,0,0,0,5,34,8,0,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,3,51,448,26,55,8,6,3,4,0,4,26,579,87,17,43,9,21,5,3,8,5,7,194,6,3,0,0,0,0,0,3,3,0,22,3,0,0,0,0,0,0,0,0,0,3,96,17,46,7,24,9,4,10,3,8,220,0,0,0,0,0,0,0,0,0,3,3,540,51,93,14,29,12,11,14,7,29,800
UCL213014,0,0,0,0,0,157,6,0,0,0,0,0,0,0,10,169,41,0,0,0,0,0,0,0,0,4,54,23,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,70,0,3,0,0,0,0,0,0,9,83,699,56,111,25,16,25,17,24,10,54,1037,180,45,166,16,27,25,27,35,9,12,548,20,6,9,0,12,6,11,19,7,9,101,6,0,0,0,0,0,0,0,0,0,5,207,47,170,17,37,33,41,55,13,24,650,3,0,0,0,0,0,0,0,0,0,7,911,104,285,45,49,58,53,77,26,81,1695
UCL213015,0,0,0,0,0,72,0,0,0,0,0,0,0,0,6,79,5,0,0,0,0,0,0,0,0,3,12,3,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,4,33,178,25,32,11,6,12,10,3,6,21,296,104,62,197,36,42,47,40,28,10,20,587,29,20,38,19,31,19,14,16,11,7,201,3,0,0,0,0,0,0,0,0,4,14,146,80,227,52,79,65,51,51,20,30,797,3,0,0,0,0,0,0,0,0,3,9,323,111,257,66,87,76,60,50,28,47,1100
UCL213016,0,0,0,0,3,152,0,3,0,0,0,0,0,0,9,163,33,0,4,0,0,0,0,0,0,3,38,7,0,0,0,0,0,0,0,0,0,14,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,51,0,4,0,0,0,0,0,0,3,57,972,163,241,55,45,62,45,43,7,56,1686,172,44,85,18,15,18,14,34,8,15,413,16,3,0,0,0,0,4,0,0,10,43,3,0,0,0,0,0,0,0,0,0,4,193,46,83,18,22,18,17,36,8,22,458,3,0,0,0,0,0,0,0,0,0,4,1168,207,326,70,62,74,59,74,15,77,2148
UCL213017,0,0,0,5,8,201,3,0,0,0,0,0,0,0,12,219,67,0,0,0,0,0,0,0,0,0,67,31,0,0,0,0,0,0,0,0,0,31,18,0,0,0,0,0,0,0,0,0,18,4,0,0,0,0,0,0,0,0,0,4,54,0,0,0,0,0,0,0,0,0,54,14,0,0,0,0,0,0,0,0,0,16,131,0,0,0,0,0,0,0,0,5,135,716,53,57,5,5,3,9,22,6,25,909,246,54,123,20,19,17,12,14,11,18,535,81,3,6,0,0,0,4,0,4,7,113,4,0,0,0,0,5,0,0,0,0,10,331,58,133,21,22,21,15,15,11,28,646,17,0,0,0,0,0,0,0,0,13,27,1062,114,197,34,30,21,24,33,13,61,1593
UCL213018,0,0,0,0,3,194,0,0,0,0,0,0,0,0,9,209,54,0,0,0,0,0,0,0,0,5,56,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,3,72,867,81,69,8,17,6,10,3,8,29,1101,211,36,106,19,11,9,11,22,5,26,453,19,0,8,0,0,0,8,14,5,16,74,3,0,0,0,0,0,0,0,0,0,3,235,35,109,23,11,9,21,31,7,42,527,3,0,0,0,0,0,0,0,0,3,3,1103,120,179,30,30,18,33,31,18,69,1641
UCL214001,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,62,23,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,7,29,237,30,42,9,8,5,4,3,10,18,368,63,17,75,13,12,4,3,8,3,11,219,10,5,3,0,0,0,10,20,7,5,56,0,0,0,0,0,0,0,0,0,0,6,77,14,77,13,12,9,12,28,10,20,276,3,0,0,0,0,0,0,0,0,0,3,313,44,120,26,23,10,17,33,15,41,644
UCL214002,0,0,0,0,0,98,3,0,0,0,0,0,0,0,3,105,31,0,0,0,0,0,0,0,0,0,35,14,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,43,0,0,0,0,0,0,0,0,5,53,429,21,18,4,4,3,3,3,3,28,520,77,36,43,7,11,3,13,17,0,4,204,11,0,3,0,0,0,0,3,0,0,25,0,0,0,0,0,0,0,0,0,0,4,84,35,48,7,18,3,14,21,0,5,232,4,0,0,0,0,0,0,0,0,6,7,516,58,72,9,16,8,13,24,3,39,763
UCL214003,0,0,0,0,0,88,4,0,0,0,0,0,0,0,3,93,28,0,0,0,0,0,0,0,0,0,30,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,37,560,50,42,13,12,4,10,4,0,28,716,70,30,39,4,12,15,3,3,0,7,184,4,3,0,0,0,4,8,21,3,17,63,8,0,0,0,0,0,0,0,0,0,7,79,29,40,9,12,15,13,29,9,26,261,3,0,0,0,0,0,0,0,0,215,223,641,85,81,15,23,18,21,34,10,267,1200
UCL214004,0,0,0,0,0,120,0,0,0,0,0,0,0,0,5,128,13,0,0,0,0,0,0,0,0,0,13,4,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,23,268,20,19,0,8,12,0,14,3,12,351,118,16,84,16,18,21,17,17,9,16,327,27,5,11,4,11,3,8,5,8,3,91,3,0,0,0,0,0,0,0,0,0,5,144,26,95,16,26,25,25,24,15,17,426,0,0,0,0,0,0,0,0,0,0,3,414,49,116,23,34,31,26,33,24,33,783
UCL214005,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,3,56,11,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,5,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,3,0,5,0,0,7,70
UCL214006,0,0,0,0,0,110,0,3,0,0,0,0,0,0,0,117,28,0,0,0,0,0,0,0,0,0,32,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,41,693,86,104,17,6,18,5,7,0,16,959,129,13,58,6,5,7,14,0,0,3,231,9,5,0,4,3,0,5,0,3,0,24,4,0,0,0,0,0,0,0,0,0,4,139,20,57,12,11,7,19,0,3,6,266,0,0,0,0,0,0,0,0,0,0,0,833,105,160,29,17,22,24,11,3,17,1219
UCL214007,0,0,0,0,0,69,0,4,0,0,0,0,0,0,5,78,19,0,0,0,0,3,0,0,0,4,28,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,3,0,0,0,4,33,281,48,59,15,15,13,16,8,8,17,465,52,23,37,3,5,24,17,10,16,11,203,7,3,4,0,0,3,0,4,3,0,27,0,0,0,0,0,0,0,0,0,0,0,63,20,46,9,12,30,17,16,17,15,234,0,0,0,0,0,0,0,0,0,3,4,341,71,98,21,21,40,31,26,22,28,701
UCL214008,0,0,0,0,0,176,3,3,0,0,0,0,0,0,0,182,57,0,0,0,0,0,0,0,0,0,56,17,0,0,0,0,0,0,0,0,0,17,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,72,792,73,72,11,11,10,9,8,0,44,1046,111,9,24,10,8,5,10,0,8,8,190,10,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,120,14,22,10,8,5,10,0,4,13,201,0,0,0,0,0,0,0,0,0,0,0,910,89,96,16,13,21,25,11,8,60,1244
UCL214009,0,0,0,0,0,114,0,0,0,0,0,0,0,0,4,123,27,0,0,0,0,0,0,0,0,0,24,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,3,39,0,0,0,0,0,0,0,0,0,41,424,23,29,7,5,4,3,3,0,24,523,63,13,28,3,3,0,0,0,0,0,114,4,0,0,0,0,3,0,0,3,0,16,3,0,0,0,0,0,0,0,0,0,3,73,13,28,3,3,3,0,0,4,3,133,4,0,0,0,0,0,0,0,0,0,4,498,40,52,7,11,9,3,3,3,26,665
UCL214010,0,0,0,0,0,98,0,0,0,0,0,0,0,0,3,98,16,0,0,0,0,0,0,0,0,0,17,6,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,25,390,39,36,9,4,8,7,7,4,21,527,71,16,55,9,13,8,10,22,13,28,250,7,4,3,0,0,0,0,13,13,19,60,0,0,0,0,0,0,0,0,0,0,0,77,16,54,9,10,11,10,34,26,52,314,0,0,0,0,0,0,0,0,0,0,3,476,57,86,23,17,18,18,41,31,75,844
UCL214011,0,0,0,0,0,58,0,0,0,0,0,0,0,0,5,63,17,0,0,0,0,0,0,0,0,0,23,5,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,7,33,202,17,9,0,8,6,3,0,0,16,258,74,9,34,15,9,3,4,10,3,8,169,12,0,0,0,0,0,0,0,3,3,22,0,0,0,0,0,0,0,0,0,0,0,83,10,34,15,9,3,4,13,7,16,192,0,0,0,0,0,0,0,0,0,0,3,287,28,44,16,17,11,7,13,3,31,456
UCL214012,0,0,0,10,9,141,3,0,0,0,0,0,0,0,15,155,20,0,0,0,0,0,0,0,0,0,27,6,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,11,11,31,0,0,0,0,0,0,0,0,8,42,474,21,19,3,3,0,4,0,0,26,554,101,5,14,4,6,0,3,0,4,10,150,13,3,3,0,0,3,0,0,0,0,29,6,0,0,0,0,0,0,0,0,0,6,116,12,18,6,9,3,8,0,3,8,182,0,0,0,0,0,0,0,0,0,16,19,593,33,38,11,8,0,7,0,6,54,760
UCL214013,0,0,0,0,0,65,0,0,0,0,0,0,0,0,4,66,30,0,0,0,0,0,0,0,0,3,31,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,3,39,256,20,19,0,4,16,3,4,0,18,330,48,5,37,11,6,8,16,3,3,9,145,3,0,3,0,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,54,5,41,11,12,7,15,3,3,9,162,3,0,0,0,0,0,0,0,0,0,3,307,20,60,14,17,25,21,9,3,23,497
UCL214014,0,0,0,0,3,105,0,0,0,0,0,0,0,0,7,113,36,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,3,38,399,11,22,3,0,0,3,3,0,21,465,49,9,31,3,4,7,10,5,0,3,126,3,0,0,0,3,0,3,0,3,4,13,3,0,0,0,0,0,0,0,0,0,7,51,8,34,3,5,7,16,5,3,8,144,0,0,0,0,0,0,0,0,0,6,4,452,20,57,5,11,7,17,10,0,38,621
UCL214015,0,0,0,0,0,187,0,0,0,0,0,0,0,0,3,194,38,0,0,0,0,0,0,0,0,0,44,8,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,54,644,28,50,8,6,8,3,4,0,37,782,232,4,17,0,3,0,0,3,0,9,276,42,0,0,0,0,0,0,0,0,0,49,7,0,0,0,0,0,0,0,0,0,10,283,4,17,0,3,3,0,3,0,11,331,7,0,0,0,0,0,0,0,0,3,5,933,33,68,13,10,10,3,8,0,46,1118
UCL214016,0,0,0,0,8,66,0,0,0,0,0,0,0,0,3,67,21,0,0,0,0,0,0,0,0,0,21,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,3,32,0,0,0,0,0,0,0,0,3,38,254,12,12,0,0,5,0,0,3,10,301,74,6,31,18,19,22,7,17,19,23,228,3,3,0,3,0,0,0,8,21,16,66,3,0,0,0,0,0,0,0,0,0,3,77,12,29,20,19,22,8,23,37,45,293,7,0,0,0,0,0,0,0,0,8,9,340,19,43,24,23,25,13,23,39,62,608
UCL214017,0,0,0,0,0,32,0,0,0,0,0,0,0,0,3,33,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,11,156,9,14,0,3,4,4,4,0,12,214,27,12,41,13,12,18,6,16,3,3,159,0,0,0,0,3,3,11,11,4,0,37,0,0,0,0,0,0,0,0,0,0,0,27,13,46,13,16,22,14,29,10,4,197,0,0,0,0,0,0,0,0,0,0,5,192,24,59,18,20,24,20,31,10,19,414
