SED_CODE_2016,F_GrDi_GrCer_GrDi_Mng,F_GrDi_GrCer_GrDi_Pro,F_GrDi_GrCer_GrDi_TTW,F_GrDi_GrCer_GrDi_CPS,F_GrDi_GrCer_GrDi_CA,F_GrDi_GrCer_GrDi_Sal,F_GrDi_GrCer_GrDi_MOD,F_GrDi_GrCer_GrDi_Lab,F_GrDi_GrCer_GrDi_IDNS,F_GrDi_GrCer_GrDi_Tot,F_GrDi_GrCer_GradCer_Mng,F_GrDi_GrCer_GradCer_Pro,F_GrDi_GrCer_GradCer_TTW,F_GrDi_GrCer_GradCer_CPS,F_GrDi_GrCer_GradCer_CA,F_GrDi_GrCer_GradCer_Sal,F_GrDi_GrCer_GradCer_MOD,F_GrDi_GrCer_GradCer_Lab,F_GrDi_GrCer_GradCer_IDNS,F_GrDi_GrCer_GradCer_Tot,F_BaDe_BaDe_Mng,F_BaDe_BaDe_Pro,F_BaDe_BaDe_TTW,F_BaDe_BaDe_CPS,F_BaDe_BaDe_CA,F_BaDe_BaDe_Sal,F_BaDe_BaDe_MOD,F_BaDe_BaDe_Lab,F_BaDe_BaDe_IDNS,F_BaDe_BaDe_Tot,F_AdvDi_Di_AdvDi_Di_NFD_Mng,F_AdvDi_Di_AdvDi_Di_NFD_Pro,F_AdvDi_Di_AdvDi_Di_NFD_TTW,F_AdvDi_Di_AdvDi_Di_NFD_CPS,F_AdvDi_Di_AdvDi_Di_NFD_CA,F_AdvDi_Di_AdvDi_Di_NFD_Sal,F_AdvDi_Di_AdvDi_Di_NFD_MOD,F_AdvDi_Di_AdvDi_Di_NFD_Lab,F_AdvDi_Di_AdvDi_Di_NFD_IDNS,F_AdvDi_Di_AdvDi_Di_NFD_Tot,F_AdvDi_Di_AdvDi_AsDe_Mng,F_AdvDi_Di_AdvDi_AsDe_Pro,F_AdvDi_Di_AdvDi_AsDe_TTW,F_AdvDi_Di_AdvDi_AsDe_CPS,F_AdvDi_Di_AdvDi_AsDe_CA,F_AdvDi_Di_AdvDi_AsDe_Sal,F_AdvDi_Di_AdvDi_AsDe_MOD,F_AdvDi_Di_AdvDi_AsDe_Lab,F_AdvDi_Di_AdvDi_AsDe_IDNS,F_AdvDi_Di_AdvDi_AsDe_Tot,F_AdvDi_Di_Dip_Mng,F_AdvDi_Di_Dip_Pro,F_AdvDi_Di_Dip_TTW,F_AdvDi_Di_Dip_CPS,F_AdvDi_Di_Dip_CA,F_AdvDi_Di_Dip_Sal,F_AdvDi_Di_Dip_MOD,F_AdvDi_Di_Dip_Lab,F_AdvDi_Di_Dip_IDNS,F_AdvDi_Di_Dip_Tot,F_Cert_CertIII_IV_Mng,F_Cert_CertIII_IV_Pro,F_Cert_CertIII_IV_TTW,F_Cert_CertIII_IV_CPS,F_Cert_CertIII_IV_CA,F_Cert_CertIII_IV_Sal,F_Cert_CertIII_IV_MOD,F_Cert_CertIII_IV_Lab,F_Cert_CertIII_IV_IDNS,F_Cert_CertIII_IV_Tot,F_Cert_CertI_II_Mng,F_Cert_CertI_II_Pro,F_Cert_CertI_II_TTW,F_Cert_CertI_II_CPS,F_Cert_CertI_II_CA,F_Cert_CertI_II_Sal,F_Cert_CertI_II_MOD,F_Cert_CertI_II_Lab,F_Cert_CertI_II_IDNS,F_Cert_CertI_II_Tot,F_Cert_Cert_nfd_Mng,F_Cert_Cert_nfd_Pro,F_Cert_Cert_nfd_TTW,F_Cert_Cert_nfd_CPS,F_Cert_Cert_nfd_CA,F_Cert_Cert_nfd_Sal,F_Cert_Cert_nfd_MOD,F_Cert_Cert_nfd_Lab,F_Cert_Cert_nfd_IDNS,F_Cert_Cert_nfd_Tot,F_LE_ID_Mng,F_LE_ID_Pro,F_LE_ID_TTW,F_LE_ID_CPS,F_LE_ID_CA,F_LE_ID_Sal,F_LE_ID_MOD,F_LE_ID_Lab,F_LE_ID_IDNS,F_LE_ID_Tot,F_LE_NS_Mng,F_LE_NS_Pro,F_LE_NS_TTW,F_LE_NS_CPS,F_LE_NS_CA,F_LE_NS_Sal,F_LE_NS_MOD,F_LE_NS_Lab,F_LE_NS_IDNS,F_LE_NS_Tot,F_Tot_Mng,F_Tot_Pro,F_Tot_TTW,F_Tot_CPS,F_Tot_CA,F_Tot_Sal,F_Tot_MOD,F_Tot_Lab,F_Tot_IDNS,F_Tot_Tot,P_PoDe_PoDe_NFD_Mng,P_PoDe_PoDe_NFD_Pro,P_PoDe_PoDe_NFD_TTW,P_PoDe_PoDe_NFD_CPS,P_PoDe_PoDe_NFD_CA,P_PoDe_PoDe_NFD_Sal,P_PoDe_PoDe_NFD_MOD,P_PoDe_PoDe_NFD_Lab,P_PoDe_PoDe_NFD_IDNS,P_PoDe_PoDe_NFD_Tot,P_PoDe_DoctDe_Mng,P_PoDe_DoctDe_Pro,P_PoDe_DoctDe_TTW,P_PoDe_DoctDe_CPS,P_PoDe_DoctDe_CA,P_PoDe_DoctDe_Sal,P_PoDe_DoctDe_MOD,P_PoDe_DoctDe_Lab,P_PoDe_DoctDe_IDNS,P_PoDe_DoctDe_Tot,P_PoDe_MasDe_Mng,P_PoDe_MasDe_Pro,P_PoDe_MasDe_TTW,P_PoDe_MasDe_CPS,P_PoDe_MasDe_CA,P_PoDe_MasDe_Sal,P_PoDe_MasDe_MOD,P_PoDe_MasDe_Lab,P_PoDe_MasDe_IDNS,P_PoDe_MasDe_Tot,P_GrDiGrCer_GrDiGrCerNFD_Mng,P_GrDiGrCer_GrDiGrCerNFD_Pro,P_GrDiGrCer_GrDiGrCerNFD_TTW,P_GrDiGrCer_GrDiGrCerNFD_CPS,P_GrDiGrCer_GrDiGrCerNFD_CA,P_GrDiGrCer_GrDiGrCerNFD_Sal,P_GrDiGrCer_GrDiGrCerNFD_MOD,P_GrDiGrCer_GrDiGrCerNFD_Lab,P_GrDiGrCer_GrDiGrCerNFD_IDNS,P_GrDiGrCer_GrDiGrCerNFD_Tot,P_GrDi_GrCer_GrDi_Mng,P_GrDi_GrCer_GrDi_Pro,P_GrDi_GrCer_GrDi_TTW,P_GrDi_GrCer_GrDi_CPS,P_GrDi_GrCer_GrDi_CA,P_GrDi_GrCer_GrDi_Sal,P_GrDi_GrCer_GrDi_MOD,P_GrDi_GrCer_GrDi_Lab,P_GrDi_GrCer_GrDi_IDNS,P_GrDi_GrCer_GrDi_Tot,P_GrDi_GrCer_GradCer_Mng,P_GrDi_GrCer_GradCer_Pro,P_GrDi_GrCer_GradCer_TTW,P_GrDi_GrCer_GradCer_CPS,P_GrDi_GrCer_GradCer_CA,P_GrDi_GrCer_GradCer_Sal,P_GrDi_GrCer_GradCer_MOD,P_GrDi_GrCer_GradCer_Lab,P_GrDi_GrCer_GradCer_IDNS,P_GrDi_GrCer_GradCer_Tot,P_BaDe_BaDe_Mng,P_BaDe_BaDe_Pro,P_BaDe_BaDe_TTW,P_BaDe_BaDe_CPS,P_BaDe_BaDe_CA,P_BaDe_BaDe_Sal,P_BaDe_BaDe_MOD,P_BaDe_BaDe_Lab,P_BaDe_BaDe_IDNS,P_BaDe_BaDe_Tot,P_AdvDi_Di_AdvDi_Di_NFD_Mng,P_AdvDi_Di_AdvDi_Di_NFD_Pro,P_AdvDi_Di_AdvDi_Di_NFD_TTW,P_AdvDi_Di_AdvDi_Di_NFD_CPS,P_AdvDi_Di_AdvDi_Di_NFD_CA,P_AdvDi_Di_AdvDi_Di_NFD_Sal,P_AdvDi_Di_AdvDi_Di_NFD_MOD,P_AdvDi_Di_AdvDi_Di_NFD_Lab,P_AdvDi_Di_AdvDi_Di_NFD_IDNS,P_AdvDi_Di_AdvDi_Di_NFD_Tot
SED30014,20,214,0,29,30,11,0,0,3,316,14,64,0,5,3,4,0,0,0,91,329,1619,57,263,341,129,10,45,23,2819,3,3,6,9,3,3,0,0,0,25,66,156,23,139,119,76,12,11,3,597,174,168,54,372,290,139,7,36,14,1256,150,115,216,511,455,268,20,101,25,1853,21,11,6,27,44,40,0,14,3,171,32,19,12,80,102,58,4,12,5,334,3,24,4,17,32,10,0,7,3,101,16,38,12,45,51,37,3,20,24,235,925,2905,390,1533,1517,794,60,253,106,8479,4,14,0,0,7,0,0,0,0,23,15,149,0,6,3,0,0,0,0,171,172,591,23,40,53,20,4,13,9,931,10,34,0,0,5,0,0,0,3,47,47,311,6,30,33,15,0,5,8,453,16,79,4,8,7,4,0,0,0,125,714,2652,188,379,439,251,49,114,45,4818,4,3,3,12,6,3,0,0,0,38
SED30015,22,119,3,15,17,0,0,0,0,173,9,52,0,4,6,3,0,0,0,81,155,1013,20,123,148,35,3,38,9,1542,0,3,0,4,0,0,0,0,0,13,47,128,15,66,64,22,0,20,3,354,62,95,24,215,136,48,4,24,4,604,136,66,180,471,359,167,24,114,16,1521,22,11,11,33,37,47,3,31,0,192,20,12,15,63,54,21,5,37,3,230,9,6,0,4,6,9,3,14,0,56,12,37,9,37,46,26,3,33,13,212,524,1720,278,1048,888,364,40,313,55,5231,0,11,0,0,0,0,0,0,0,13,10,66,3,0,0,0,0,0,0,80,62,239,15,12,21,8,0,10,0,353,3,24,0,0,0,0,0,0,0,31,30,172,3,16,15,0,4,0,0,253,18,65,3,8,3,3,0,9,0,110,305,1450,75,185,172,38,15,55,12,2314,4,3,0,4,3,3,0,0,0,12
SED30016,26,189,8,43,29,9,0,3,0,303,10,57,3,5,8,0,0,0,0,86,244,1560,70,330,324,162,18,75,33,2807,0,3,0,12,3,3,0,0,0,26,64,135,13,123,120,48,0,29,5,541,149,172,47,329,275,123,11,62,11,1176,133,120,234,603,509,230,27,136,23,2014,13,13,10,43,69,66,3,37,0,254,26,16,8,105,73,47,8,29,5,311,8,21,6,32,10,14,0,12,4,111,21,39,14,70,44,57,0,47,28,322,749,2696,420,1739,1512,781,62,450,116,8523,0,15,0,0,3,0,0,0,0,22,5,130,0,3,6,0,0,0,0,157,135,470,12,64,63,39,10,21,6,820,7,22,0,0,3,0,0,0,0,29,45,286,11,54,30,9,6,7,3,453,17,84,9,7,8,3,0,3,0,133,517,2508,218,546,429,234,68,170,57,4748,3,6,3,10,9,3,0,0,0,32
SED30017,26,94,3,17,9,4,0,0,0,158,3,24,0,3,7,0,0,0,0,38,192,723,15,89,116,28,7,50,11,1221,3,3,0,3,0,0,0,0,0,14,101,83,12,60,54,12,4,17,3,342,95,72,16,197,103,33,9,49,0,579,151,77,140,406,311,113,53,138,12,1399,35,6,14,38,54,21,4,28,3,204,35,8,7,66,57,22,3,37,3,238,3,10,8,9,4,5,0,7,0,53,52,22,12,31,28,28,4,43,20,251,712,1222,220,936,764,267,93,384,59,4648,0,11,0,0,0,0,0,0,0,10,7,12,0,0,0,0,0,0,0,25,38,131,8,11,11,3,0,3,3,218,4,5,0,0,0,0,0,0,0,14,38,111,4,18,12,4,3,6,0,207,8,22,4,5,7,0,0,0,0,44,341,975,60,121,135,40,24,93,10,1805,5,3,0,4,0,0,3,0,0,17
SED30018,20,143,3,23,18,3,0,0,4,219,3,45,0,0,12,3,0,4,0,65,129,1134,54,169,246,61,10,43,8,1862,0,4,0,12,3,5,0,0,0,24,67,142,16,104,109,33,3,17,4,501,87,135,45,320,263,101,10,43,18,1016,118,105,237,596,403,227,28,132,18,1871,11,7,12,37,52,42,3,21,0,187,22,20,27,95,82,56,3,18,3,326,4,6,8,14,16,14,3,4,0,68,17,31,7,38,38,45,3,19,19,233,536,2022,423,1428,1263,605,57,311,74,6725,4,17,0,4,0,0,0,0,0,23,3,92,0,8,3,3,0,0,0,108,101,306,11,25,27,6,3,13,4,501,6,23,0,0,0,0,0,0,0,28,43,209,6,32,24,8,0,5,5,329,10,58,4,8,9,4,0,3,0,101,305,1793,138,243,303,110,29,88,21,3026,5,3,3,9,8,5,0,4,0,36
SED30019,19,136,0,34,26,6,0,0,0,218,7,50,0,9,8,0,0,0,0,71,159,1141,43,183,263,80,6,30,14,1915,0,4,0,10,3,0,0,0,0,17,49,117,18,92,135,23,0,16,3,463,123,152,60,348,342,89,3,43,12,1164,146,103,242,582,598,220,28,138,18,2084,11,12,9,33,66,42,4,24,0,206,19,20,12,86,110,45,6,14,0,321,5,14,5,11,30,4,0,4,0,88,15,32,10,38,45,29,6,21,17,206,604,2023,404,1456,1667,546,56,309,77,7142,3,4,0,0,3,0,0,0,0,13,7,65,3,0,4,0,0,0,0,80,96,333,10,27,57,13,5,6,9,554,4,12,0,3,0,0,0,0,0,20,32,196,8,38,34,10,3,4,0,322,19,68,0,9,17,3,0,0,0,116,386,1756,131,255,348,137,46,87,40,3189,3,3,3,9,3,0,0,0,0,28
SED30020,49,282,9,23,43,7,3,0,0,417,18,90,3,3,23,3,0,0,0,144,441,2244,67,239,572,150,15,40,31,3783,0,0,0,9,3,0,0,0,0,6,88,188,31,67,170,35,0,8,12,597,138,178,41,248,319,108,11,31,9,1085,113,91,137,324,441,165,18,58,13,1354,12,6,7,25,40,26,3,10,0,129,22,29,6,52,104,29,4,15,0,269,11,17,4,5,34,18,0,7,0,94,15,28,3,23,38,21,4,13,22,168,1074,3782,325,1048,1885,585,52,185,104,9052,8,26,0,0,5,3,0,0,0,43,31,280,3,3,12,0,0,0,3,330,390,876,34,45,158,49,15,19,14,1602,12,57,0,0,8,3,0,3,0,78,102,427,22,29,62,9,6,4,10,677,33,120,7,10,35,4,0,0,3,217,1138,3828,223,371,837,280,62,102,80,6932,3,4,3,9,3,0,0,0,0,13
SED30021,66,287,5,28,60,12,0,3,4,469,30,97,0,7,20,0,0,0,0,152,664,2546,81,290,670,237,20,71,43,4630,3,5,0,3,0,4,0,0,0,23,94,163,20,98,142,48,3,16,9,585,156,177,59,223,310,110,3,44,13,1090,121,112,163,269,385,158,19,60,15,1289,17,7,9,17,45,24,3,7,0,126,30,23,9,48,84,29,3,12,0,246,12,22,0,10,20,12,0,4,0,91,22,29,11,25,44,19,0,9,19,181,1419,4297,381,1071,1928,698,49,245,122,10213,8,47,3,0,3,0,0,0,0,64,45,367,3,3,16,5,3,0,3,440,482,1200,54,82,222,68,21,51,33,2223,21,61,0,3,10,3,0,3,0,102,129,496,10,39,79,18,3,8,7,802,63,130,5,14,29,0,0,3,0,252,1552,4743,306,465,993,437,90,211,97,8891,3,6,3,3,3,4,0,0,0,32
SED30022,37,143,6,41,26,6,0,0,0,259,7,54,3,3,10,0,0,0,0,76,243,1350,34,175,288,92,3,31,17,2232,0,0,0,0,8,0,0,3,0,10,89,179,29,104,165,49,3,23,7,651,128,168,38,307,348,78,8,33,5,1115,138,121,183,494,512,192,25,103,15,1790,21,3,5,29,63,30,0,15,0,171,29,21,16,76,119,59,3,29,3,343,10,14,6,12,42,16,0,5,0,99,15,28,3,37,41,24,0,25,16,192,795,2426,342,1299,1667,555,38,264,75,7454,6,18,0,0,3,0,0,0,0,29,18,146,0,0,4,0,0,0,4,185,228,463,23,14,67,17,11,3,4,832,6,17,3,5,3,0,0,0,0,35,87,214,13,41,38,11,0,0,3,402,28,85,8,7,14,4,0,0,0,147,690,2168,148,272,405,156,27,73,34,3973,0,3,0,0,8,0,0,4,0,21
SED30023,24,155,0,27,17,0,0,3,0,227,9,32,0,0,12,0,0,0,0,54,196,1283,43,133,214,49,4,67,9,1992,0,0,0,10,4,0,0,0,0,18,101,143,16,86,84,20,3,25,9,478,118,118,49,278,292,53,13,45,3,961,158,139,260,588,666,216,20,190,11,2246,22,12,16,44,72,52,7,36,0,247,42,20,9,85,89,35,4,49,3,342,6,11,7,14,12,3,0,3,0,51,31,31,19,62,53,40,0,57,25,308,728,2201,421,1325,1537,472,52,467,61,7260,3,12,0,0,0,0,0,0,0,10,12,97,3,0,0,0,0,3,0,119,76,309,18,13,35,19,4,28,0,503,3,14,3,0,0,0,0,0,0,18,44,201,12,28,21,8,3,6,0,318,17,44,3,3,13,0,0,0,0,82,461,1866,153,204,263,98,31,168,24,3249,3,0,3,10,4,4,0,0,0,22
SED30024,23,100,0,37,14,6,3,9,0,191,7,32,0,0,5,0,0,0,0,49,188,843,39,157,143,57,4,76,6,1506,4,0,0,3,8,0,0,0,0,14,68,106,18,105,74,34,8,23,4,435,100,82,21,234,165,48,8,49,8,724,117,108,159,485,401,157,46,148,21,1645,16,14,13,64,61,37,6,50,0,258,23,22,5,70,38,30,9,29,3,228,3,7,3,8,9,5,6,9,0,51,34,51,20,96,59,49,9,67,28,417,631,1528,272,1281,991,432,101,466,80,5775,0,8,0,0,0,0,0,0,0,12,11,31,0,0,0,0,0,0,0,52,79,187,13,34,17,8,3,16,3,363,0,6,3,0,0,0,0,0,0,13,34,145,3,41,20,10,3,9,0,267,6,38,0,3,11,0,0,0,0,63,361,1174,97,232,195,84,24,130,20,2303,4,0,3,6,8,0,0,0,0,22
SED30025,35,141,0,37,31,5,0,4,0,249,6,47,0,3,7,0,0,0,0,69,260,1329,58,192,366,135,13,27,15,2405,0,6,0,13,3,3,0,0,0,35,119,179,22,144,186,70,11,21,12,759,191,237,62,497,384,166,22,69,15,1640,203,169,298,681,680,323,43,174,23,2602,14,13,14,54,56,57,9,30,8,261,37,37,20,121,159,73,6,47,4,504,18,20,4,16,34,20,5,13,3,130,31,37,11,56,73,36,9,33,32,329,1009,2572,508,1832,2037,920,117,419,111,9523,3,20,0,4,0,0,0,0,0,31,15,105,0,0,3,3,0,0,4,132,214,468,24,36,58,27,0,11,13,863,5,32,0,0,0,0,0,0,0,46,74,203,7,45,37,9,0,3,3,379,20,64,3,4,7,3,0,0,0,111,708,2082,168,285,498,236,44,76,36,4129,4,8,4,13,3,5,0,4,4,46
SED30026,17,152,0,33,19,0,0,9,3,225,6,41,0,0,9,0,0,0,0,63,220,1371,33,222,228,103,6,41,21,2260,0,4,0,8,3,0,0,0,0,18,62,185,20,124,111,61,3,24,12,603,118,193,51,330,265,103,7,52,16,1128,121,111,231,507,405,225,22,96,11,1731,14,10,5,40,45,44,0,8,0,178,31,27,9,94,87,64,10,16,3,348,13,18,0,14,22,13,0,11,4,92,17,35,15,62,50,46,0,27,22,258,662,2520,370,1458,1273,666,59,287,90,7384,3,14,0,0,0,0,0,0,0,22,18,110,0,3,3,0,0,0,0,135,97,461,12,31,34,18,5,8,3,659,3,25,0,0,3,0,0,0,0,38,31,221,0,43,24,3,0,4,3,331,14,60,3,4,15,0,0,0,0,98,485,2168,134,323,295,187,30,89,42,3759,0,3,3,4,3,0,0,3,0,23
SED30027,18,128,0,18,13,0,0,3,5,181,4,24,3,4,0,0,0,0,0,43,180,983,27,97,150,29,7,43,10,1529,0,0,0,0,4,3,0,0,0,11,57,121,15,83,70,20,4,15,4,390,83,84,20,206,158,43,13,29,0,648,141,92,194,398,377,135,54,122,7,1514,23,6,14,33,41,27,10,32,0,183,34,18,13,78,50,26,12,31,3,270,0,5,3,9,9,7,3,8,0,46,39,33,7,61,36,31,3,42,15,276,628,1653,305,992,915,334,105,324,51,5306,0,9,0,0,0,0,0,0,0,12,16,65,4,3,7,0,0,0,3,93,77,189,13,8,17,5,0,3,0,312,0,11,0,0,0,0,0,0,0,7,37,180,3,24,18,0,3,3,3,273,11,28,3,4,4,0,0,0,0,61,359,1428,84,151,179,47,31,76,16,2372,6,0,0,0,4,3,0,0,0,14
SED30028,34,237,4,27,49,14,0,0,9,367,14,109,3,6,18,3,0,0,0,150,314,1845,51,260,436,119,10,39,25,3103,0,5,0,8,3,0,0,0,0,16,76,183,15,92,167,30,3,7,3,576,146,162,65,269,310,86,5,20,15,1075,114,96,193,428,483,140,18,68,10,1555,10,13,9,27,50,25,0,7,0,138,21,14,0,62,78,29,3,10,0,223,3,22,0,9,22,5,0,3,0,75,7,27,5,24,40,20,0,10,16,146,846,3189,349,1236,1717,476,41,186,79,8111,7,30,0,0,0,0,0,0,0,36,31,171,6,0,4,3,0,0,0,223,263,642,20,39,90,24,3,8,12,1103,9,31,0,4,11,0,0,0,0,56,71,352,13,50,55,16,0,5,10,568,47,136,10,7,26,4,0,3,3,231,786,3050,178,406,616,226,39,100,52,5458,0,5,3,8,6,0,0,0,0,19
SED30029,42,262,14,28,49,7,0,5,4,407,13,107,0,3,30,3,0,4,0,163,313,1863,62,229,421,89,4,25,24,3032,0,0,0,3,0,0,0,0,0,7,61,163,16,87,153,29,3,10,3,524,106,171,43,263,274,65,0,19,16,961,100,110,150,440,377,119,14,51,9,1359,10,3,3,19,46,19,4,4,0,106,17,22,14,63,98,24,0,9,4,250,11,20,0,11,23,5,0,0,3,74,14,31,5,17,37,16,0,4,8,135,814,3279,309,1199,1552,381,29,137,75,7784,3,25,0,3,4,0,0,0,0,35,49,233,6,3,18,5,0,0,0,309,276,711,20,44,95,15,3,6,8,1183,8,28,0,6,0,0,0,0,0,51,104,411,25,35,79,10,0,5,9,677,45,153,0,11,38,3,0,7,9,268,831,3160,205,327,632,148,31,65,65,5455,4,3,3,10,3,3,0,0,0,20
SED30030,21,166,0,48,25,3,0,0,3,266,3,47,0,3,11,5,0,0,0,71,206,1336,52,202,300,126,5,49,37,2309,0,0,0,11,10,5,0,3,0,30,95,134,33,150,150,51,0,25,5,648,148,182,61,473,354,167,9,38,14,1443,162,125,302,671,611,303,50,183,19,2421,13,10,9,31,74,45,3,32,0,213,24,27,18,102,120,67,8,30,9,410,9,26,4,13,37,7,0,3,5,110,25,42,18,60,58,46,6,33,37,332,768,2390,511,1805,1777,832,84,400,133,8699,3,14,0,4,3,0,0,0,0,25,10,104,0,3,0,0,0,5,3,122,122,403,12,36,59,15,5,18,10,686,7,17,3,3,0,0,0,0,0,30,40,233,4,52,33,3,3,4,3,376,13,62,3,11,17,10,0,3,0,113,470,1986,173,292,405,209,52,104,54,3748,3,3,3,11,10,7,0,4,0,44
SED30031,12,124,0,19,7,0,0,0,0,169,8,30,3,3,7,0,0,0,0,55,141,1214,39,142,174,41,14,31,13,1812,3,0,0,3,3,0,0,0,0,12,33,106,10,88,65,19,7,13,3,343,83,123,39,224,174,55,20,22,4,746,134,100,301,580,540,227,65,154,11,2128,24,10,14,41,51,57,10,39,6,250,17,13,12,63,60,35,9,19,5,231,0,22,0,11,8,5,0,0,0,52,16,23,6,34,35,41,5,28,12,209,504,1932,440,1220,1144,476,136,324,59,6234,4,17,0,0,0,0,0,0,0,26,4,55,0,0,4,0,0,0,0,61,90,237,26,20,24,3,6,8,3,417,6,20,0,0,4,0,0,0,0,30,34,198,15,31,13,0,3,3,0,295,13,38,11,4,13,0,3,3,0,86,333,1817,204,199,234,58,64,76,29,3006,5,0,3,8,5,0,0,3,0,25
SED30032,30,148,5,43,36,7,0,5,3,273,9,46,0,6,5,0,0,0,0,67,194,1079,35,156,223,72,10,55,23,1845,0,0,3,14,3,3,0,0,0,22,77,140,14,116,124,47,5,29,4,555,112,149,43,314,262,80,8,55,11,1040,169,126,254,562,504,261,24,150,16,2073,15,6,17,55,47,50,5,25,3,228,28,23,26,89,84,38,4,36,3,326,8,18,6,9,19,9,0,8,0,69,31,33,11,52,33,36,4,34,20,248,715,2028,418,1436,1374,613,58,418,91,7158,9,15,0,0,0,4,0,0,0,20,22,84,3,3,3,0,0,0,0,123,85,326,17,24,37,12,3,15,7,517,3,17,4,3,3,0,0,0,0,37,45,227,16,45,37,9,3,8,3,392,18,64,3,7,5,4,0,3,0,113,379,1633,126,219,280,112,27,97,41,2913,0,0,7,17,3,3,0,0,3,33
SED30033,52,358,3,40,44,7,0,5,3,506,38,107,0,3,17,4,0,0,0,174,493,2762,94,308,573,176,3,53,39,4511,0,0,0,0,3,0,0,0,0,8,68,159,16,89,111,24,0,14,4,478,109,163,46,221,300,84,7,31,4,962,84,112,121,257,324,95,13,49,14,1071,13,13,3,18,33,25,0,5,0,114,20,15,4,39,67,36,3,9,0,196,14,29,4,7,11,4,0,0,0,74,13,35,4,17,28,17,0,10,9,138,1104,4625,321,1068,1636,514,38,204,82,9586,14,40,0,0,5,3,0,0,0,68,37,384,5,3,11,3,0,4,3,452,443,1157,42,90,189,53,18,52,19,2069,14,65,0,0,7,0,0,0,0,100,104,557,21,55,64,10,9,6,3,820,64,157,0,10,29,10,0,0,0,270,1184,4778,289,464,839,339,52,158,79,8187,3,6,0,8,3,0,0,0,0,19
SED30034,30,95,3,9,6,0,0,0,0,154,4,25,0,6,3,0,0,0,0,36,189,911,26,97,171,27,7,55,4,1486,0,0,0,3,0,0,0,0,0,8,78,46,18,57,52,12,3,12,7,278,99,72,20,139,148,31,20,44,5,578,147,73,150,328,370,140,68,149,17,1443,23,7,17,31,56,35,8,35,5,210,31,11,5,47,47,19,5,30,4,197,8,0,3,8,10,3,3,3,0,40,30,19,14,33,37,37,4,42,6,225,673,1369,259,766,922,315,126,368,43,4842,0,0,0,0,0,0,0,0,0,7,3,17,0,0,3,0,0,0,0,24,67,162,15,8,19,3,0,0,0,276,0,6,0,3,3,0,0,0,0,12,45,133,8,19,13,0,0,0,0,222,12,32,7,6,6,0,0,0,0,59,372,1286,96,139,189,41,41,73,11,2245,3,3,0,3,0,0,0,0,0,15
SED30035,10,106,3,26,14,3,0,3,3,167,5,32,0,0,3,0,0,0,0,41,115,823,22,97,133,24,0,37,6,1260,0,3,0,3,0,3,0,0,0,10,51,114,21,85,79,23,0,19,7,397,74,105,38,283,174,54,12,30,6,775,114,97,221,539,362,223,16,130,19,1714,14,3,3,26,58,45,3,29,0,188,15,11,14,74,52,35,4,18,5,240,0,15,3,9,12,3,0,3,3,54,23,27,3,31,31,29,4,24,24,193,449,1457,333,1187,930,453,48,305,65,5235,3,5,0,0,0,0,0,0,0,17,6,49,0,0,0,0,0,0,0,62,40,168,10,13,15,8,3,5,3,267,0,11,0,0,0,0,0,0,0,15,31,147,6,40,15,6,0,3,6,251,11,39,0,0,3,0,0,3,0,54,239,1188,59,146,159,42,20,56,9,1925,0,3,0,3,0,3,0,0,0,17
SED30036,11,131,0,28,11,3,0,0,3,188,9,45,0,0,3,0,0,0,0,62,70,1110,16,123,125,34,0,31,8,1511,0,3,0,3,6,0,0,0,0,13,42,102,18,102,71,31,8,12,8,381,69,93,20,281,161,57,3,37,3,723,113,83,200,642,324,220,8,127,7,1727,13,3,10,41,47,42,0,31,0,183,18,23,12,90,60,41,4,25,0,272,3,9,0,23,14,13,0,3,3,57,8,32,8,44,27,24,3,31,16,190,384,1824,278,1379,857,473,21,278,57,5553,0,11,0,0,0,0,0,0,0,11,0,67,0,0,0,0,0,0,0,74,58,256,3,13,20,4,0,0,3,354,8,22,0,0,0,0,0,0,0,29,19,189,4,43,19,6,0,0,3,278,13,56,0,4,11,3,0,0,0,86,174,1632,58,180,151,57,7,42,19,2313,3,3,3,5,6,0,0,0,0,13
SED30037,15,124,0,31,15,4,0,3,0,192,5,38,0,3,6,0,0,0,0,50,162,1107,24,155,160,51,4,52,8,1729,3,0,3,3,0,0,0,0,0,14,56,114,13,110,68,27,5,12,0,402,110,95,34,252,217,65,12,46,9,842,154,130,254,564,594,231,44,146,24,2139,20,8,13,45,52,42,3,27,0,206,25,10,17,72,57,38,7,30,3,260,5,8,6,10,24,3,3,4,3,66,18,22,11,54,41,33,7,40,17,252,606,1843,385,1325,1244,496,85,361,74,6402,0,9,0,0,0,0,0,0,0,12,8,46,0,3,0,0,0,0,0,61,55,205,7,17,21,4,3,3,3,314,3,13,0,0,0,0,0,0,0,20,37,160,5,39,16,4,3,3,0,267,14,42,0,4,9,0,0,0,0,67,343,1519,88,223,195,64,26,80,19,2567,6,0,3,8,0,0,0,0,0,19
