SED_CODE_2016,D_10_12_FPNLF_MPET,D_10_12_FPNLF_MPULFTW,D_10_12_FPNLF_MPULPTW,D_10_12_FPNLF_MPUT,D_10_12_FPNLF_MPTLF,D_10_12_FPNLF_MPNLF,D_10_12_FPNLF_MPLFSNS,D_10_12_FPNLF_T,D_10_12_FPLFSNS_MPEFT,D_10_12_FPLFSNS_MPEPT,D_10_12_FPLFSNS_MPEAW,D_10_12_FPLFSNS_MPEHNS,D_10_12_FPLFSNS_MPET,D_10_12_FPLFSNS_MPULFTW,D_10_12_FPLFSNS_MPULPTW,D_10_12_FPLFSNS_MPUT,D_10_12_FPLFSNS_MPTLF,D_10_12_FPLFSNS_MPNLF,D_10_12_FPLFSNS_MPLFSNS,D_10_12_FPLFSNS_T,D_10_12_FPT_MPEFT,D_10_12_FPT_MPEPT,D_10_12_FPT_MPEAW,D_10_12_FPT_MPEHNS,D_10_12_FPT_MPET,D_10_12_FPT_MPULFTW,D_10_12_FPT_MPULPTW,D_10_12_FPT_MPUT,D_10_12_FPT_MPTLF,D_10_12_FPT_MPNLF,D_10_12_FPT_MPLFSNS,D_10_12_FPT_T,D_13_14_FPEFT_MPEFT,D_13_14_FPEFT_MPEPT,D_13_14_FPEFT_MPEAW,D_13_14_FPEFT_MPEHNS,D_13_14_FPEFT_MPET,D_13_14_FPEFT_MPULFTW,D_13_14_FPEFT_MPULPTW,D_13_14_FPEFT_MPUT,D_13_14_FPEFT_MPTLF,D_13_14_FPEFT_MPNLF,D_13_14_FPEFT_MPLFSNS,D_13_14_FPEFT_T,D_13_14_FPEPT_MPEFT,D_13_14_FPEPT_MPEPT,D_13_14_FPEPT_MPEAW,D_13_14_FPEPT_MPEHNS,D_13_14_FPEPT_MPET,D_13_14_FPEPT_MPULFTW,D_13_14_FPEPT_MPULPTW,D_13_14_FPEPT_MPUT,D_13_14_FPEPT_MPTLF,D_13_14_FPEPT_MPNLF,D_13_14_FPEPT_MPLFSNS,D_13_14_FPEPT_T,D_13_14_FPEAW_MPEFT,D_13_14_FPEAW_MPEPT,D_13_14_FPEAW_MPEAW,D_13_14_FPEAW_MPEHNS,D_13_14_FPEAW_MPET,D_13_14_FPEAW_MPULFTW,D_13_14_FPEAW_MPULPTW,D_13_14_FPEAW_MPUT,D_13_14_FPEAW_MPTLF,D_13_14_FPEAW_MPNLF,D_13_14_FPEAW_MPLFSNS,D_13_14_FPEAW_T,D_13_14_FPHNS_MPEFT,D_13_14_FPHNS_MPEPT,D_13_14_FPHNS_MPEAW,D_13_14_FPHNS_MPEHNS,D_13_14_FPHNS_MPET,D_13_14_FPHNS_MPULFTW,D_13_14_FPHNS_MPULPTW,D_13_14_FPHNS_MPUT,D_13_14_FPHNS_MPTLF,D_13_14_FPHNS_MPNLF,D_13_14_FPHNS_MPLFSNS,D_13_14_FPHNS_T,D_13_14_FPET_MPEFT,D_13_14_FPET_MPEPT,D_13_14_FPET_MPEAW,D_13_14_FPET_MPEHNS,D_13_14_FPET_MPET,D_13_14_FPET_MPULFTW,D_13_14_FPET_MPULPTW,D_13_14_FPET_MPUT,D_13_14_FPET_MPTLF,D_13_14_FPET_MPNLF,D_13_14_FPET_MPLFSNS,D_13_14_FPET_T,D_13_14_FPULFTW_MPEFT,D_13_14_FPULFTW_MPEPT,D_13_14_FPULFTW_MPEAW,D_13_14_FPULFTW_MPEHNS,D_13_14_FPULFTW_MPET,D_13_14_FPULFTW_MPULFTW,D_13_14_FPULFTW_MPULPTW,D_13_14_FPULFTW_MPUT,D_13_14_FPULFTW_MPTLF,D_13_14_FPULFTW_MPNLF,D_13_14_FPULFTW_MPLFSNS,D_13_14_FPULFTW_T,D_13_14_FPULPTW_MPEFT,D_13_14_FPULPTW_MPEPT,D_13_14_FPULPTW_MPEAW,D_13_14_FPULPTW_MPEHNS,D_13_14_FPULPTW_MPET,D_13_14_FPULPTW_MPULFTW,D_13_14_FPULPTW_MPULPTW,D_13_14_FPULPTW_MPUT,D_13_14_FPULPTW_MPTLF,D_13_14_FPULPTW_MPNLF,D_13_14_FPULPTW_MPLFSNS,D_13_14_FPULPTW_T,D_13_14_FPUT_MPEFT,D_13_14_FPUT_MPEPT,D_13_14_FPUT_MPEAW,D_13_14_FPUT_MPEHNS,D_13_14_FPUT_MPET,D_13_14_FPUT_MPULFTW,D_13_14_FPUT_MPULPTW,D_13_14_FPUT_MPUT,D_13_14_FPUT_MPTLF,D_13_14_FPUT_MPNLF,D_13_14_FPUT_MPLFSNS,D_13_14_FPUT_T,D_13_14_FPTLF_MPEFT,D_13_14_FPTLF_MPEPT,D_13_14_FPTLF_MPEAW,D_13_14_FPTLF_MPEHNS,D_13_14_FPTLF_MPET,D_13_14_FPTLF_MPULFTW,D_13_14_FPTLF_MPULPTW,D_13_14_FPTLF_MPUT,D_13_14_FPTLF_MPTLF,D_13_14_FPTLF_MPNLF,D_13_14_FPTLF_MPLFSNS,D_13_14_FP_T,D_13_14_FPNLF_MPEFT,D_13_14_FPNLF_MPEPT,D_13_14_FPNLF_MPEAW,D_13_14_FPNLF_MPEHNS,D_13_14_FPNLF_MPET,D_13_14_FPNLF_MPULFTW,D_13_14_FPNLF_MPULPTW,D_13_14_FPNLF_MPUT,D_13_14_FPNLF_MPTLF,D_13_14_FPNLF_MPNLF,D_13_14_FPNLF_MPLFSNS,D_13_14_FPNLF_T,D_13_14_FPLFSNS_MPEFT,D_13_14_FPLFSNS_MPEPT,D_13_14_FPLFSNS_MPEAW,D_13_14_FPLFSNS_MPEHNS,D_13_14_FPLFSNS_MPET,D_13_14_FPLFSNS_MPULFTW,D_13_14_FPLFSNS_MPULPTW,D_13_14_FPLFSNS_MPUT,D_13_14_FPLFSNS_MPTLF,D_13_14_FPLFSNS_MPNLF,D_13_14_FPLFSNS_MPLFSNS,D_13_14_FPLFSNS_T,D_13_14_FPT_MPEFT,D_13_14_FPT_MPEPT,D_13_14_FPT_MPEAW,D_13_14_FPT_MPEHNS,D_13_14_FPT_MPET,D_13_14_FPT_MPULFTW,D_13_14_FPT_MPULPTW,D_13_14_FPT_MPUT,D_13_14_FPT_MPTLF,D_13_14_FPT_MPNLF,D_13_14_FPT_MPLFSNS,D_13_14_FPT_T,D_15_17_FPEFT_MPEFT,D_15_17_FPEFT_MPEPT,D_15_17_FPEFT_MPEAW,D_15_17_FPEFT_MPEHNS,D_15_17_FPEFT_MPET,D_15_17_FPEFT_MPULFTW,D_15_17_FPEFT_MPULPTW,D_15_17_FPEFT_MPUT,D_15_17_FPEFT_MPTLF,D_15_17_FPEFT_MPNLF,D_15_17_FPEFT_MPLFSNS,D_15_17_FPEFT_T,D_15_17_FPEPT_MPEFT,D_15_17_FPEPT_MPEPT,D_15_17_FPEPT_MPEAW,D_15_17_FPEPT_MPEHNS,D_15_17_FPEPT_MPET,D_15_17_FPEPT_MPULFTW,D_15_17_FPEPT_MPULPTW,D_15_17_FPEPT_MPUT,D_15_17_FPEPT_MPTLF,D_15_17_FPEPT_MPNLF,D_15_17_FPEPT_MPLFSNS,D_15_17_FPEPT_T
SED30034,202,4,0,4,206,32,3,241,3,0,0,0,3,0,0,0,5,0,3,8,946,72,30,25,1082,18,3,21,1097,57,14,1165,168,10,7,0,188,0,0,3,196,11,0,203,209,22,4,9,237,0,0,0,240,6,0,242,7,0,5,0,13,0,0,0,13,3,0,18,9,0,0,0,15,0,0,0,15,0,0,15,398,30,12,9,451,6,0,8,456,19,0,474,11,0,0,0,11,3,0,3,8,0,0,10,8,0,0,0,11,4,0,4,12,3,0,14,21,0,0,0,16,6,0,6,27,5,0,31,415,32,12,9,470,10,0,10,482,24,0,506,65,6,3,9,81,0,0,0,86,14,0,99,0,0,0,0,0,0,0,0,0,0,0,3,488,43,12,16,557,9,0,9,566,39,0,612,211,11,6,9,225,9,0,9,235,8,0,245,214,14,10,0,238,3,0,3,241,10,0,250
SED30035,236,26,4,28,263,95,0,364,0,0,0,0,3,0,0,0,3,0,3,4,849,145,28,23,1049,44,9,56,1100,162,4,1272,167,24,0,0,193,10,3,6,199,10,0,213,207,47,5,0,268,3,0,3,272,31,0,304,3,3,0,0,8,0,0,0,8,0,0,9,0,0,0,5,7,0,0,0,7,0,0,7,375,75,7,3,469,14,3,11,485,42,0,524,9,4,0,0,9,0,3,3,12,3,0,15,10,0,0,0,10,0,0,3,17,0,0,18,18,4,0,0,18,3,3,6,29,3,0,31,396,80,7,3,494,12,3,20,515,44,0,562,82,31,6,0,125,5,3,9,138,73,0,211,3,0,0,0,3,0,0,0,3,0,3,5,481,117,17,3,622,26,4,32,651,118,3,774,234,26,7,3,267,12,0,11,279,26,0,304,242,59,3,3,305,11,0,11,318,31,0,351
SED30036,155,13,4,12,164,99,3,265,0,0,0,3,3,0,0,0,3,0,7,5,634,168,19,20,843,48,14,61,908,190,6,1109,167,31,3,0,200,9,4,14,213,15,0,229,164,30,6,3,209,13,3,14,219,27,0,244,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,7,0,0,7,340,61,11,7,420,24,7,30,441,38,0,486,5,4,0,0,9,8,0,8,15,5,0,19,10,0,4,0,10,4,0,3,12,0,0,20,12,3,3,0,21,9,0,9,30,4,0,36,354,64,16,7,436,31,6,39,472,45,0,520,62,23,4,3,89,3,4,5,101,64,0,160,0,0,0,0,0,0,0,0,0,0,0,4,414,93,16,8,531,36,9,45,573,110,3,686,219,37,4,4,261,17,3,17,283,16,0,297,231,29,11,7,276,12,4,16,294,35,0,327
SED30037,194,15,0,15,204,52,0,262,4,0,0,0,4,0,0,0,4,0,0,3,987,115,31,27,1163,38,3,45,1206,102,10,1319,216,22,5,0,250,3,0,5,250,15,0,271,257,38,5,3,301,6,0,4,309,22,0,326,8,0,0,0,12,0,0,0,12,0,0,7,0,0,0,0,3,0,0,0,3,0,0,4,483,62,15,5,563,12,3,10,571,36,0,610,6,0,0,0,12,6,0,6,16,5,0,22,14,0,0,0,14,0,0,0,16,0,0,14,16,0,0,0,20,6,0,6,27,8,0,38,501,61,12,5,580,17,0,23,604,42,0,646,89,15,4,3,111,4,0,4,119,39,0,159,5,0,0,0,5,0,0,0,5,0,4,10,598,75,14,10,699,24,0,30,724,82,4,811,310,30,6,3,346,14,0,16,365,11,0,379,331,57,8,3,394,4,0,8,404,18,0,427
SED30038,303,36,8,44,353,144,5,501,0,0,0,0,4,0,0,0,4,0,9,12,871,182,24,30,1109,76,23,97,1209,222,15,1443,224,36,0,0,260,14,0,14,271,24,0,294,206,41,3,0,262,10,4,9,270,23,0,296,9,4,4,0,12,0,0,0,12,0,0,12,0,3,0,8,6,0,0,0,6,0,0,6,438,84,8,8,542,17,4,22,562,51,0,614,13,3,0,0,18,9,0,9,24,3,0,32,15,12,0,0,23,3,0,3,27,0,0,30,21,17,0,0,39,6,0,9,47,11,0,60,464,96,8,12,580,29,7,31,614,58,0,675,152,44,4,5,211,16,9,28,240,117,7,356,0,0,0,0,0,0,0,0,0,0,3,6,619,146,11,17,791,46,11,58,855,175,5,1036,284,46,4,4,343,15,0,15,355,28,0,385,227,66,3,0,292,4,3,8,304,31,0,333
SED30039,261,7,0,7,270,27,0,297,0,0,0,0,3,0,0,0,3,0,0,3,1001,104,14,10,1133,42,4,42,1172,54,3,1236,211,16,0,0,231,6,0,12,238,10,0,247,257,18,0,0,276,4,0,4,279,7,0,289,8,0,0,0,11,0,0,0,11,0,0,11,5,0,0,3,8,0,0,0,8,0,0,8,474,36,0,3,514,11,0,16,534,17,0,547,11,0,0,0,9,3,0,3,16,0,0,13,17,0,0,0,19,0,0,0,19,4,0,19,29,0,0,0,31,3,0,3,34,5,0,34,503,37,0,3,548,12,0,18,561,19,0,579,117,7,3,0,136,4,0,4,136,18,0,159,0,3,0,0,3,0,0,0,3,0,0,4,621,45,4,3,679,18,0,19,701,35,0,736,298,22,0,0,317,5,0,9,327,11,0,338,335,33,3,0,371,17,0,14,387,8,0,390
SED30040,284,13,0,13,297,62,3,359,3,0,0,0,3,0,0,0,3,0,12,11,961,129,17,28,1128,42,9,47,1174,113,12,1305,217,22,0,0,241,8,3,5,247,16,0,259,206,25,4,0,237,8,3,11,243,14,0,259,4,0,3,0,10,0,0,0,10,0,0,13,3,0,0,0,0,0,0,0,3,0,0,6,431,49,9,3,488,10,4,20,508,30,0,537,3,3,0,0,5,0,0,0,13,0,0,9,11,4,0,0,15,7,0,4,18,0,0,18,13,3,0,3,20,10,0,7,33,0,0,30,448,53,9,6,511,21,4,25,538,31,0,568,121,23,3,3,151,9,0,9,157,37,0,199,5,0,0,0,5,0,0,0,5,0,3,4,572,77,12,12,668,29,4,32,701,72,5,772,304,24,5,3,334,5,4,10,338,17,0,358,262,33,3,0,304,3,0,3,303,17,0,322
SED30041,305,11,5,14,319,82,0,405,0,0,0,0,0,0,0,0,0,0,8,8,1106,132,24,29,1291,40,9,47,1334,150,10,1488,257,21,10,0,289,7,0,7,298,20,0,317,233,30,0,6,266,7,0,10,278,17,0,295,10,0,0,3,15,0,0,0,15,0,0,15,3,0,0,0,3,0,0,0,3,0,0,3,502,55,12,9,575,20,0,20,598,37,0,631,11,0,0,0,18,7,0,7,19,3,0,22,11,3,0,0,18,4,0,4,19,0,0,19,28,3,0,0,32,8,0,8,37,3,0,46,527,61,11,9,604,24,0,26,632,37,0,674,133,23,5,5,168,5,0,5,173,56,0,230,0,0,0,0,0,0,0,0,0,3,10,6,661,80,15,15,772,36,0,34,809,99,8,916,373,32,6,3,416,0,0,3,417,28,0,448,340,31,4,4,379,9,0,9,387,22,4,411
SED30042,305,7,3,11,313,49,0,362,3,0,0,6,11,0,0,0,11,0,10,12,1195,119,29,25,1376,44,6,51,1422,86,6,1519,255,24,7,3,292,9,0,8,297,16,0,308,269,32,4,3,313,3,0,3,314,9,0,327,5,4,4,0,11,0,0,0,11,0,0,14,0,0,0,5,6,0,0,0,9,3,0,10,531,64,17,14,623,9,3,15,633,25,0,664,15,0,0,0,15,4,0,4,14,0,0,14,16,7,0,0,19,0,0,0,23,0,0,23,27,7,0,0,35,6,0,6,40,0,0,40,562,73,17,14,654,13,3,20,672,25,0,700,148,16,3,3,162,7,4,10,174,26,0,198,0,0,0,3,5,0,0,0,5,0,0,5,706,83,21,18,826,25,3,25,853,48,0,900,334,33,3,3,370,13,0,11,384,21,0,406,307,42,7,3,363,7,0,7,368,13,0,384
SED30043,204,10,3,16,221,32,0,257,3,0,0,3,4,0,0,0,4,0,0,9,1150,162,27,21,1361,40,15,55,1416,69,0,1480,249,36,9,0,291,9,0,10,303,11,0,314,325,56,11,0,400,8,0,5,405,17,0,426,10,0,0,0,6,0,0,0,6,0,0,10,0,0,0,3,3,0,0,0,5,0,0,8,580,96,17,10,700,17,3,19,720,32,0,754,12,3,0,0,9,7,0,7,15,3,0,16,19,0,0,3,19,0,0,0,26,0,0,26,25,4,0,3,30,4,0,4,36,3,0,43,605,98,17,12,736,23,3,22,756,38,0,794,111,19,6,0,128,3,0,3,135,24,3,160,0,0,0,0,0,0,0,0,0,0,0,5,712,122,22,15,868,27,3,31,897,61,7,958,369,32,3,4,409,7,3,8,419,17,0,440,413,60,11,4,490,7,0,7,497,20,0,514
SED30044,191,11,0,13,203,34,0,243,0,0,0,0,0,0,0,0,0,0,3,8,1048,122,30,18,1216,51,5,51,1265,82,4,1356,274,18,8,0,301,13,0,13,316,21,0,330,300,28,8,0,339,3,0,5,341,14,0,356,9,0,3,0,7,0,0,0,13,0,0,13,0,0,0,3,3,0,0,0,3,0,0,7,582,47,16,9,656,13,3,15,676,34,0,713,5,0,0,0,9,10,0,10,13,0,0,13,19,0,0,0,17,8,3,10,24,3,0,25,23,0,0,0,24,12,3,15,39,3,0,42,607,53,17,9,682,28,5,31,713,35,0,753,97,18,3,4,124,3,0,6,126,36,0,163,0,0,0,0,3,0,0,0,3,0,0,3,710,73,23,9,809,33,6,38,842,70,6,916,369,23,4,6,408,6,4,9,418,18,0,438,386,43,9,0,438,9,0,12,449,29,0,474
SED30045,329,17,4,16,350,78,0,424,7,0,0,0,7,0,0,0,7,0,4,9,1307,145,42,35,1535,27,3,37,1571,130,7,1709,311,19,7,3,342,7,0,7,356,20,0,376,301,37,7,3,350,6,0,3,357,13,0,368,12,0,7,0,20,0,0,0,20,0,0,20,3,0,0,12,13,0,0,0,13,0,0,18,632,59,15,22,722,18,0,14,739,33,3,777,4,0,0,0,11,0,0,0,8,0,0,10,16,3,0,0,24,0,0,0,23,0,0,23,24,3,0,0,31,3,0,3,33,0,0,31,651,61,17,17,757,16,0,16,772,30,3,810,155,19,5,4,181,11,3,12,194,56,0,250,3,0,0,5,3,0,0,0,3,0,3,7,808,78,26,23,938,28,4,28,968,90,7,1070,388,26,12,3,428,11,0,8,439,21,0,458,374,51,9,13,446,8,4,10,456,21,0,477
SED30046,414,10,4,14,430,68,4,503,3,0,0,4,8,0,0,0,8,0,7,15,1246,164,32,30,1476,31,7,37,1510,130,13,1653,306,22,0,3,331,8,0,8,339,15,0,358,252,33,6,3,295,7,0,7,303,14,0,324,9,0,3,0,11,0,0,0,11,0,0,13,0,0,0,9,8,0,0,0,8,4,0,14,568,57,10,16,650,19,0,19,673,35,0,709,11,0,0,0,11,0,0,0,17,0,0,17,18,3,0,0,25,0,0,0,25,3,0,24,37,3,0,0,41,0,0,0,44,3,0,46,599,66,10,13,691,19,0,19,712,36,0,754,182,33,8,9,234,5,0,12,240,55,0,298,0,0,0,0,3,0,0,0,3,0,3,6,781,102,15,28,921,30,0,28,951,96,3,1051,431,32,6,3,481,8,3,8,492,25,0,516,320,50,7,0,372,3,0,4,382,23,0,404
SED30047,172,9,0,6,174,16,0,195,3,0,0,0,3,0,0,0,3,0,0,3,1037,116,12,14,1173,32,3,36,1212,63,0,1275,256,19,0,0,280,5,3,9,288,10,0,304,238,31,0,3,273,7,0,7,275,11,0,287,13,0,0,0,12,0,0,0,12,0,0,13,8,0,0,3,11,0,0,0,11,3,0,10,516,54,3,5,576,10,3,15,593,24,0,616,12,3,0,0,9,3,0,3,11,0,0,11,10,0,0,0,11,0,0,0,11,0,0,11,16,4,0,0,23,3,0,3,23,0,0,23,534,54,3,5,601,16,3,18,614,24,0,642,80,16,0,0,98,0,0,0,95,14,0,112,0,0,0,4,4,0,0,0,4,0,3,6,611,70,3,15,702,14,3,18,717,34,5,758,396,31,5,0,440,18,0,17,455,17,0,478,307,57,0,3,364,10,0,13,381,10,0,391
SED30048,142,11,0,11,160,34,0,195,0,0,0,0,0,0,0,0,0,0,0,0,672,73,19,12,775,42,8,49,826,71,0,893,150,16,0,0,161,7,3,6,168,7,0,179,174,23,7,0,206,5,0,8,220,7,0,225,12,0,0,0,13,0,0,0,13,0,0,13,3,0,0,3,3,0,0,0,3,0,0,3,337,37,10,5,384,14,3,19,405,15,0,418,11,0,0,0,15,4,0,4,20,3,0,19,8,0,0,3,11,3,0,8,12,0,0,13,19,4,0,3,19,11,0,10,35,4,0,38,352,37,10,5,405,27,7,26,435,17,0,457,77,13,3,0,91,7,0,7,97,15,0,113,0,0,0,0,0,0,0,0,0,0,0,0,425,51,14,9,494,35,7,36,534,34,0,567,221,17,7,0,246,4,0,3,254,9,0,256,218,22,11,3,257,4,0,4,262,5,0,273
SED30049,208,10,0,11,219,39,0,262,0,0,0,0,3,0,0,0,3,0,0,0,1140,128,7,16,1295,36,11,42,1344,101,3,1443,291,30,0,4,323,14,3,11,337,24,0,359,270,30,0,0,299,6,0,6,307,8,0,312,7,3,0,0,7,0,0,0,7,0,0,12,0,0,0,3,3,0,0,0,3,0,0,3,565,56,0,7,632,19,3,21,656,32,0,691,15,0,0,0,16,0,0,0,14,0,0,22,16,0,0,0,18,4,0,4,17,0,0,17,25,3,0,0,34,3,0,3,35,0,0,38,594,60,4,9,661,25,3,24,688,36,0,725,127,20,0,3,153,0,0,4,150,39,3,191,0,0,0,0,0,0,0,0,0,0,3,6,717,80,4,13,818,23,5,31,842,70,3,923,414,34,4,0,447,12,0,18,466,24,0,487,389,40,4,3,439,3,0,3,449,12,0,456
SED30050,151,3,0,3,154,23,0,176,0,0,0,0,0,0,0,0,0,0,0,0,723,128,18,7,874,15,3,19,895,48,6,945,132,18,0,4,155,0,0,0,155,10,0,165,217,25,4,0,249,6,0,6,257,10,0,266,4,0,0,0,5,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,356,44,4,4,407,6,0,6,414,24,0,435,7,0,0,0,11,3,0,3,10,0,0,14,4,4,0,0,6,3,0,3,12,0,0,12,10,3,0,0,19,3,0,3,22,0,0,26,367,54,4,4,424,11,0,11,437,24,0,464,64,19,0,5,85,3,0,3,88,13,0,108,0,0,0,0,0,0,0,0,0,0,0,0,434,70,9,9,510,9,0,15,522,41,3,564,219,16,0,4,243,3,0,3,243,8,0,257,267,50,6,3,324,9,0,9,327,11,0,341
SED30051,200,25,3,24,227,140,0,367,0,0,0,0,0,0,0,0,0,0,3,7,731,119,29,24,907,57,4,64,970,221,10,1194,153,27,3,0,183,5,0,5,192,19,0,212,187,33,5,6,222,10,0,10,233,29,0,265,5,0,0,0,13,0,0,0,8,0,0,8,5,0,0,6,13,0,0,0,13,3,0,13,356,59,7,14,431,18,0,18,448,48,0,498,7,0,0,0,13,6,0,6,17,3,0,16,6,0,0,0,7,0,0,0,11,4,0,12,16,3,0,0,14,9,0,9,25,10,0,32,370,60,7,9,448,24,0,24,473,57,0,530,85,17,6,3,111,11,0,19,124,75,0,202,0,0,0,0,0,0,0,0,3,0,3,5,455,78,12,18,559,36,0,42,600,140,3,738,224,38,3,3,272,5,3,3,282,26,0,304,227,45,6,0,284,11,3,14,295,46,0,342
SED30052,197,6,0,6,208,38,0,246,4,0,0,0,9,0,0,0,9,0,0,9,867,145,16,17,1047,33,6,36,1081,82,3,1169,215,30,0,3,247,0,0,0,250,19,3,272,248,38,3,0,286,3,0,3,289,11,3,305,10,0,0,0,7,0,0,0,7,0,0,10,0,0,0,4,7,0,0,0,4,0,0,4,471,67,5,4,551,6,0,10,554,29,3,589,3,0,0,0,9,3,0,3,10,3,0,11,8,3,0,0,15,0,0,0,15,4,0,18,14,3,0,0,17,3,0,3,23,3,0,28,482,71,5,4,568,12,0,12,577,30,3,611,98,18,0,3,117,6,0,6,125,21,0,149,3,0,0,0,3,0,0,0,3,0,0,3,585,89,7,12,688,13,0,16,706,50,5,766,341,36,3,0,380,3,0,7,390,17,0,404,313,55,9,3,376,10,4,14,388,11,0,397
SED30053,270,14,0,14,286,40,0,327,0,0,0,0,3,0,0,0,3,0,4,4,1153,96,32,25,1302,33,3,35,1336,75,3,1420,234,18,11,0,261,4,0,4,268,9,0,275,292,27,10,5,337,4,0,4,336,12,0,351,8,3,0,0,17,0,0,0,17,0,0,17,5,0,0,4,11,0,0,0,11,0,0,11,539,48,24,12,628,7,0,7,634,21,0,649,13,0,0,0,12,4,0,4,12,3,0,21,18,0,0,0,15,3,0,0,24,0,0,24,30,0,0,0,32,3,0,8,37,3,0,42,564,51,24,12,655,11,0,9,666,29,0,693,118,13,3,5,136,7,0,6,148,29,0,176,0,0,0,0,0,0,0,0,0,0,3,4,684,64,25,22,794,15,3,20,811,56,3,871,307,17,4,0,333,8,0,8,341,19,0,361,347,20,9,5,373,6,0,13,389,15,0,398
SED30054,263,14,0,14,273,22,0,292,3,0,0,0,3,0,0,0,3,0,3,5,1484,143,18,26,1669,47,0,47,1713,52,3,1769,346,36,0,6,391,16,0,16,408,13,0,412,384,45,3,0,429,13,0,17,447,8,0,462,9,0,3,0,13,0,0,0,13,0,0,13,3,0,0,4,5,0,0,0,5,0,0,5,743,85,10,6,840,27,0,31,874,21,0,896,5,3,0,0,10,3,0,3,11,0,0,11,12,0,0,0,16,0,0,0,17,0,0,17,23,5,0,0,27,3,0,6,35,0,0,35,768,91,13,12,874,34,4,37,904,21,0,924,144,12,3,0,162,11,0,9,169,15,0,187,3,0,0,0,3,0,0,0,3,0,0,3,909,101,18,13,1036,42,4,43,1079,41,0,1117,515,45,6,6,570,15,3,17,589,18,0,611,515,62,13,3,588,19,0,18,606,15,0,625
SED30055,412,17,6,19,432,66,0,500,0,0,0,0,7,0,0,0,7,0,4,5,1363,153,30,29,1583,51,8,59,1642,132,8,1781,270,33,3,4,308,6,0,6,315,26,0,341,328,29,4,3,363,14,0,14,375,26,0,405,12,3,0,0,11,0,0,0,11,0,0,16,0,0,0,3,10,0,0,0,10,0,0,11,613,66,13,6,697,15,0,15,711,55,0,769,23,5,0,0,23,0,0,0,23,0,0,28,27,0,0,4,30,3,0,3,34,4,0,37,42,5,0,4,55,4,0,4,57,3,0,61,658,68,15,10,749,22,0,22,770,58,0,833,193,28,3,3,232,10,0,10,237,55,0,293,0,0,0,5,0,0,0,0,0,0,0,5,852,99,18,19,980,31,0,31,1015,113,3,1130,421,33,6,7,471,13,0,13,486,28,0,511,438,48,9,6,499,15,0,15,508,27,0,540
SED30056,125,5,0,11,128,17,0,147,0,0,0,0,0,0,0,0,0,0,0,0,805,82,15,11,907,32,0,37,943,43,0,987,187,18,3,3,207,3,0,3,213,11,0,223,186,21,3,0,216,4,0,3,215,0,0,219,7,0,0,0,11,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,383,38,7,4,434,11,0,6,443,12,0,454,3,0,0,0,4,0,0,0,4,0,0,9,8,0,0,0,9,0,0,0,13,0,0,13,10,3,0,0,14,3,0,3,19,0,0,19,394,38,7,4,444,10,0,13,453,14,0,470,53,3,0,0,60,0,0,0,60,9,0,69,0,0,0,0,0,0,0,0,0,0,0,0,445,44,11,4,506,10,0,13,517,23,0,539,245,29,3,4,287,11,0,9,291,15,0,305,230,25,3,0,263,5,0,8,269,11,0,277
SED30057,166,16,0,19,181,44,0,226,5,0,0,0,5,0,0,0,3,3,11,16,628,65,8,24,723,36,3,35,765,79,11,853,133,10,0,3,139,0,0,0,143,9,0,152,98,9,0,3,114,0,0,0,113,7,0,118,3,0,3,0,10,0,0,0,10,0,0,10,0,0,0,3,3,0,0,0,3,3,0,6,230,17,3,11,264,4,0,4,262,14,0,285,6,0,0,5,10,3,0,3,17,0,0,17,3,0,0,0,3,0,0,0,3,0,0,3,12,0,3,3,17,3,0,3,21,0,0,17,241,21,3,13,277,3,0,3,281,16,0,303,58,13,0,8,77,6,0,6,84,19,0,106,0,0,0,0,0,0,0,0,4,3,0,3,301,32,8,14,352,14,0,12,368,40,0,412,160,14,4,0,175,5,0,5,182,11,0,189,94,8,0,3,106,0,0,0,111,3,0,112
SED30058,203,11,0,11,216,38,3,253,3,0,0,0,3,0,0,0,3,0,4,9,1157,121,10,10,1294,36,3,40,1338,76,6,1422,284,22,0,0,302,5,0,5,306,14,0,317,306,43,0,3,354,8,0,11,359,14,0,374,8,0,3,0,11,0,0,0,11,0,0,11,0,0,0,3,3,0,0,0,3,0,0,3,595,62,3,8,669,11,0,17,685,27,0,706,5,0,0,0,8,0,0,0,8,0,0,9,11,0,0,0,12,0,0,0,10,0,0,10,18,4,0,0,22,0,0,0,23,0,0,19,613,63,3,5,687,14,0,12,702,23,0,731,107,14,0,9,124,3,3,3,132,22,0,156,3,0,0,0,4,0,0,0,4,0,0,4,720,78,4,12,815,21,3,18,834,50,0,885,410,36,3,0,456,13,3,20,470,25,0,495,341,52,4,4,398,12,0,12,413,20,0,433
