SED_CODE_2016,P_FoodHospPersServ_Occ_Mng,P_FoodHospPersServ_Occ_Pro,P_FoodHospPersServ_Occ_TTW,P_FoodHospPersServ_Occ_CPS,P_FoodHospPersServ_Occ_CA,P_FoodHospPersServ_Occ_Sal,P_FoodHospPersServ_Occ_MOD,P_FoodHospPersServ_Occ_Lab,P_FoodHospPersServ_Occ_IDNS,P_FoodHospPersServ_Total,P_MixFieldProg_Occ_Mng,P_MixFieldProg_Occ_Pro,P_MixFieldProg_Occ_TTW,P_MixFieldProg_Occ_CPS,P_MixFieldProg_Occ_CA,P_MixFieldProg_Occ_Sal,P_MixFieldProg_Occ_MOD,P_MixFieldProg_Occ_Lab,P_MixFieldProg_Occ_IDNS,P_MixFieldProg_Total,P_FS_ID_Occ_Mng,P_FS_ID_Occ_Pro,P_FS_ID_Occ_TTW,P_FS_ID_Occ_CPS,P_FS_ID_Occ_CA,P_FS_ID_Occ_Sal,P_FS_ID_Occ_MOD,P_FS_ID_Occ_Lab,P_FS_ID_Occ_IDNS,P_FS_ID_Total,P_FS_NS_Occ_Mng,P_FS_NS_Occ_Pro,P_FS_NS_Occ_TTW,P_FS_NS_Occ_CPS,P_FS_NS_Occ_CA,P_FS_NS_Occ_Sal,P_FS_NS_Occ_MOD,P_FS_NS_Occ_Lab,P_FS_NS_Occ_IDNS,P_FS_NS_Total,P_Tot_Occ_Mng,P_Tot_Occ_Pro,P_Tot_Occ_TTW,P_Tot_Occ_CPS,P_Tot_Occ_CA,P_Tot_Occ_Sal,P_Tot_Occ_MOD,P_Tot_Occ_Lab,P_Tot_Occ_IDNS,P_Total_Total
SED30047,96,31,262,132,116,85,46,80,13,863,3,3,3,0,8,0,0,8,0,27,35,36,26,17,30,14,19,15,5,212,41,23,53,27,42,38,40,39,48,356,2244,4550,2596,1664,2149,861,625,841,226,15756
SED30048,83,18,258,91,68,75,54,87,4,746,0,3,3,0,0,4,0,5,0,17,7,28,26,14,13,7,28,16,3,144,28,17,81,29,18,33,48,62,61,371,1128,2675,3128,1259,1162,608,938,840,177,11910
SED30049,83,24,196,102,87,61,18,56,3,631,0,0,0,0,6,4,3,3,0,23,33,46,12,20,31,11,17,24,16,205,24,35,40,34,36,22,15,34,35,271,2141,5792,1878,1462,2066,943,451,787,240,15758
SED30050,149,23,512,232,103,133,35,121,12,1323,4,0,3,3,7,8,0,9,0,24,25,29,23,26,21,11,15,20,10,176,29,25,67,49,24,45,15,34,60,341,2018,4550,3102,2215,1773,1250,505,1067,243,16722
SED30051,65,22,241,118,63,59,30,84,9,687,0,0,3,0,3,0,0,0,0,10,12,12,18,16,8,4,21,16,3,111,31,12,49,49,35,43,50,77,45,405,964,1970,1966,1634,1113,566,574,884,134,9804
SED30052,171,55,483,277,180,175,45,92,7,1482,4,0,0,3,3,3,3,3,3,23,35,39,24,20,24,15,17,16,8,186,51,44,59,53,39,49,27,51,57,435,2482,5065,2680,2145,2093,1561,418,935,244,17623
SED30053,81,21,248,73,86,71,136,104,12,833,3,0,4,0,0,6,3,7,0,23,16,15,29,13,28,0,42,16,3,163,59,28,123,39,50,44,123,104,61,626,1559,2202,3894,1169,1272,516,1771,962,216,13569
SED30054,86,13,139,80,75,57,17,39,4,505,4,3,0,5,6,0,0,0,0,13,53,68,24,27,28,18,4,8,14,249,26,39,28,21,18,19,7,6,35,212,3148,7779,1705,1335,2090,855,249,447,238,17844
SED30055,87,29,321,131,124,126,60,128,7,1016,0,0,0,3,4,8,0,15,0,30,27,15,32,20,33,10,35,20,13,196,30,27,92,37,50,53,61,68,63,494,1460,2640,3221,2173,1894,1047,872,1302,215,14824
SED30056,91,27,225,121,59,65,13,37,9,641,3,0,0,4,3,9,0,3,0,17,41,80,20,26,46,18,3,9,7,246,28,44,24,21,34,15,3,12,41,221,3146,9958,1416,1391,2157,1076,210,523,213,20090
SED30057,55,10,157,51,47,36,64,47,5,474,0,0,3,0,3,3,0,3,0,15,15,18,14,25,8,4,19,8,4,118,40,25,68,50,31,12,55,61,48,394,1035,1851,2176,922,777,300,851,649,142,8706
SED30058,73,23,209,99,89,60,26,41,6,624,3,3,0,0,7,7,3,0,0,23,27,50,22,20,32,13,13,20,5,194,25,42,36,20,42,20,18,26,58,283,2455,6602,2051,1578,2222,888,409,608,236,17059
SED30059,138,42,408,243,150,160,44,106,11,1315,3,7,10,3,3,0,0,7,4,36,32,31,24,28,21,10,12,11,11,180,41,39,60,47,38,52,34,50,59,421,2436,4780,3073,2253,2110,1370,571,1015,276,17893
SED30060,83,19,326,155,129,117,64,132,9,1027,3,4,4,3,3,0,0,4,0,31,19,24,14,22,18,11,12,34,7,152,44,37,73,74,46,44,43,110,60,533,1398,2673,2935,1939,1585,838,718,1078,224,13377
SED30061,57,16,242,135,67,70,23,63,5,693,0,4,0,3,5,8,0,3,0,23,24,38,20,33,26,14,27,14,7,198,17,33,36,32,26,25,19,44,45,269,1232,4092,2141,1766,1350,642,527,668,153,12574
SED30062,144,37,404,222,148,180,81,136,17,1355,3,4,4,0,9,8,0,3,0,23,28,33,33,34,34,14,30,18,12,234,36,36,80,58,49,61,76,90,78,568,2303,4694,3698,3031,2704,1427,1026,1407,301,20595
SED30063,90,11,193,111,74,50,44,124,4,707,0,3,3,3,0,0,3,7,0,24,16,15,14,19,16,7,21,12,9,130,63,20,73,45,35,37,63,106,51,495,1573,2254,2223,1463,1148,562,768,1204,172,11365
SED30064,112,25,366,146,111,98,44,104,8,1008,3,3,3,0,3,3,4,4,0,19,19,18,38,20,23,12,18,15,8,166,30,26,70,42,25,42,35,65,65,396,1565,3458,2982,1981,1609,929,584,1101,207,14424
SED30065,194,41,501,196,126,111,41,107,12,1335,0,3,3,0,0,3,0,3,0,11,17,31,27,24,23,10,9,9,3,153,44,28,70,26,33,44,13,40,47,336,2235,4087,2634,1836,1566,1108,420,937,215,15028
SED30066,125,39,375,194,142,125,75,104,10,1179,0,4,0,4,7,3,8,4,0,32,31,49,30,28,45,12,34,19,4,253,34,39,54,49,48,39,36,56,74,439,2275,5931,2937,2040,2816,1131,769,1125,266,19293
SED30067,88,31,355,157,138,81,45,100,8,1008,0,0,0,0,6,3,5,8,0,27,24,27,18,43,31,7,23,26,15,215,21,31,74,48,49,35,40,60,82,438,2023,3885,3299,2183,2413,980,820,955,241,16806
SED30068,84,19,248,129,77,77,46,104,10,794,0,0,0,0,0,7,6,10,0,21,17,13,18,22,23,12,25,18,11,149,21,27,77,56,35,40,45,84,62,439,1031,2058,2094,1757,1225,781,695,1152,189,10986
SED30069,86,24,283,155,96,70,40,88,17,865,0,0,0,3,3,3,4,8,0,22,26,28,21,18,28,12,22,18,8,175,23,36,55,37,46,38,43,58,61,406,1567,3152,2442,1785,1694,824,558,901,240,13161
SED30070,101,18,294,141,126,99,30,68,17,900,0,4,0,3,3,3,0,3,0,26,32,40,25,27,25,13,10,22,4,195,42,32,63,35,38,35,30,48,62,396,2098,3365,3028,1861,1932,928,623,942,229,14999
SED30071,72,17,278,117,81,87,56,87,13,805,0,3,6,11,4,0,3,5,3,33,15,25,19,14,23,0,28,12,6,150,20,14,65,44,22,29,44,69,53,366,1058,3063,2673,1747,1344,613,785,782,158,12218
SED30072,106,28,292,154,108,86,66,82,8,927,3,0,8,7,5,8,3,4,0,38,29,44,27,18,37,20,10,18,6,210,29,30,50,41,44,17,22,58,62,353,1921,4774,2531,1932,2345,908,683,967,228,16290
SED30073,109,44,406,180,110,72,18,72,5,1021,3,3,3,13,12,6,0,7,0,46,44,108,32,40,55,26,18,22,10,355,24,69,36,45,46,22,9,41,62,352,3148,10395,2221,2150,2645,1278,422,1188,339,23791
SED30074,97,10,264,109,57,77,50,123,4,790,5,3,0,3,0,3,3,3,3,24,26,17,13,6,17,3,16,24,3,128,72,18,76,53,33,46,50,125,56,530,1830,2195,1959,1406,1074,599,723,1245,152,11188
SED30075,144,44,474,253,129,150,40,152,13,1403,0,3,3,5,5,7,4,9,3,45,24,37,26,14,19,27,17,9,12,181,26,26,71,42,37,40,40,77,78,445,1811,4486,2796,2285,1858,1471,627,1263,273,16877
SED30076,100,28,245,136,123,118,52,75,5,883,0,3,3,0,0,0,0,0,3,13,39,43,23,33,40,11,23,24,7,246,26,31,62,32,49,36,27,51,65,377,2076,4758,3032,1794,2277,1044,643,915,222,16750
SED30077,99,23,279,141,117,82,25,64,4,828,0,0,5,7,0,4,0,8,0,26,30,58,26,21,42,19,15,18,4,238,30,39,36,26,40,25,14,34,52,298,2596,7363,2214,1656,2320,973,378,732,220,18458
SED30078,105,30,324,97,82,91,69,111,13,913,7,0,3,9,4,4,4,15,0,47,26,46,28,21,27,16,22,29,6,224,28,29,41,41,37,26,31,36,67,340,2251,6250,2302,1926,2556,1427,849,1224,307,19092
SED30079,95,18,303,144,67,73,52,115,6,882,0,3,7,3,6,8,8,15,3,43,25,29,27,25,35,19,32,39,7,237,21,23,53,45,37,20,34,68,77,375,1553,4630,2130,1844,1908,1204,827,1411,321,15818
SED30080,228,58,532,291,149,177,54,137,12,1625,3,0,13,3,4,7,0,11,0,53,34,39,25,40,24,26,25,19,5,233,62,35,60,46,50,51,21,69,82,474,2746,4873,2513,2238,2004,1845,473,1399,327,18420
SED30081,93,27,301,182,87,100,68,93,10,957,3,0,0,3,0,3,0,4,0,24,33,33,26,37,23,7,32,15,3,202,25,29,63,45,46,28,35,57,50,377,1336,3062,3106,2295,1735,765,835,885,176,14202
SED30082,103,28,302,156,95,110,40,94,8,932,3,0,8,8,3,3,0,6,0,29,14,33,6,27,19,7,18,18,3,156,33,35,61,42,27,31,36,52,38,354,1660,4446,2499,1845,1674,819,588,865,142,14531
SED30083,91,22,325,167,92,89,21,86,3,899,0,3,0,3,3,0,0,7,0,24,28,31,17,32,25,11,14,12,3,168,28,25,50,46,33,36,17,61,38,328,1480,4628,2389,1885,1800,826,487,906,146,14552
SED30084,109,24,319,183,102,71,41,81,11,935,0,4,3,3,0,4,4,3,0,22,36,46,22,34,25,12,19,24,5,220,20,32,39,44,27,33,43,52,49,343,1800,5122,2569,1968,1681,736,625,798,181,15492
SED30085,102,11,209,82,65,55,35,90,6,657,3,0,3,3,0,0,0,8,0,21,19,20,12,16,19,5,16,22,4,145,86,22,62,59,40,43,62,87,47,503,2135,1959,1838,1097,1056,475,697,989,152,10400
SED30086,91,41,303,160,124,152,78,143,10,1093,4,0,3,3,0,3,0,10,0,23,18,27,28,25,27,3,42,26,14,206,37,27,88,47,43,36,103,113,94,590,1303,2871,3102,2267,1991,1039,1149,1462,249,15432
SED30087,168,45,489,251,144,131,94,129,15,1483,8,7,4,0,0,3,0,3,0,19,35,28,27,18,24,11,33,13,4,198,65,38,106,48,35,65,82,65,64,571,2327,3958,4432,1943,1728,958,1380,1164,257,18142
SED30088,59,26,242,110,78,89,70,107,10,791,4,3,7,7,10,4,6,13,0,49,17,25,26,21,24,9,50,36,14,218,19,29,73,75,39,35,112,125,115,620,889,2082,2164,1982,1576,805,1251,1373,262,12372
SED30089,81,28,248,119,103,59,26,67,8,735,3,3,3,10,7,6,3,0,0,33,47,57,28,35,41,18,13,16,13,266,37,47,24,26,42,23,21,33,39,288,2570,8527,2138,1699,2340,973,493,887,221,19842
SED39494,10,4,46,22,16,11,3,34,0,143,0,0,0,0,0,0,0,3,0,4,3,6,7,3,0,0,4,0,3,31,4,11,11,9,0,7,7,19,21,81,163,407,308,245,129,83,129,441,58,1957
SED39797,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,9,0,4,3,0,4,0,33
SED40001,75,19,226,111,57,34,13,45,5,578,0,0,0,3,0,8,0,3,0,14,46,58,14,26,31,18,4,7,7,207,29,45,23,14,23,22,8,21,35,217,2254,6320,1184,1243,1572,771,222,541,175,14278
SED40002,66,28,230,86,68,45,19,46,11,594,0,0,4,3,0,0,0,5,0,20,12,43,11,23,32,5,16,13,5,164,23,33,33,26,22,20,7,25,30,219,1549,4466,1503,1480,1461,686,303,641,166,12259
SED40003,58,13,111,40,34,30,3,22,6,323,0,0,0,0,0,0,0,0,0,3,35,47,3,18,16,11,4,5,4,134,17,40,19,15,20,16,3,3,26,151,2219,5971,807,831,1222,585,118,283,153,12194
SED40004,65,16,185,80,68,69,14,40,3,537,0,0,0,3,0,0,0,0,0,9,15,37,19,17,19,13,6,3,3,127,10,26,40,22,35,22,8,21,32,217,1562,3827,1684,1309,1401,657,249,442,147,11281
SED40005,80,9,198,82,41,58,22,92,3,585,0,0,4,0,4,0,0,8,3,18,11,4,9,7,3,4,18,5,0,67,70,30,45,40,25,33,41,83,37,401,1372,1633,1307,1108,768,444,404,916,111,8065
SED40006,66,17,275,119,76,74,24,70,0,727,0,7,0,3,0,0,3,5,0,23,19,30,21,20,29,10,11,15,5,157,19,14,49,42,29,26,40,61,28,305,1094,2811,1922,1503,1459,651,491,815,141,10888
SED40007,65,19,226,97,79,66,23,28,8,611,3,3,0,0,3,0,0,3,0,17,18,25,10,18,16,10,10,8,0,127,30,32,43,31,31,37,18,25,23,268,1581,3536,1540,1162,1340,617,279,434,122,10614
SED40008,64,14,244,103,57,64,29,66,3,645,0,0,4,8,0,0,0,4,3,26,25,34,15,30,28,12,9,14,7,171,21,40,28,38,26,33,12,28,41,258,1167,3548,1476,1297,1309,627,419,693,165,10702
SED40009,71,18,173,72,57,54,11,38,4,502,0,0,0,0,4,3,0,0,0,6,28,31,14,21,32,9,13,3,6,158,15,26,20,18,16,19,11,14,29,169,1715,4765,1529,1358,1435,601,211,427,136,12162
SED40010,80,13,215,67,54,46,12,51,3,548,4,0,4,0,3,3,0,0,0,14,35,68,6,32,19,8,5,6,10,190,20,40,16,20,31,15,3,18,28,197,1900,5857,1198,1132,1473,668,201,518,183,13126
SED40011,61,10,210,84,53,59,15,54,6,549,0,3,0,3,3,3,0,3,0,14,24,25,17,30,27,7,9,7,3,149,15,22,42,24,30,16,16,36,27,223,1054,3426,1493,1534,1349,695,304,606,123,10580
SED40012,67,15,228,90,55,57,30,64,8,609,4,3,3,0,0,8,3,11,0,27,14,17,22,25,25,14,18,29,7,173,28,33,34,31,16,22,32,57,49,302,1098,3268,1551,1457,1193,648,519,920,177,10827
SED40013,75,8,201,84,35,61,18,53,11,533,0,0,0,3,0,0,0,3,0,14,13,16,19,13,7,6,4,12,3,93,45,19,46,46,20,28,24,42,18,294,1179,1664,1385,1211,757,490,304,667,109,7764
SED40014,72,23,257,89,83,70,29,50,6,675,0,3,0,3,0,0,0,4,0,17,20,20,19,24,28,4,8,9,0,130,17,15,44,22,19,21,17,18,34,220,1308,2965,2162,1563,1550,694,380,552,150,11320
SED40015,65,15,200,74,49,64,33,59,3,559,0,3,3,0,0,4,0,0,0,11,11,12,11,9,8,3,7,6,8,77,71,30,38,39,27,32,30,61,36,374,1363,1822,1492,1109,834,438,375,747,126,8305
SED40016,37,11,196,69,60,67,26,59,3,532,0,0,0,0,0,0,0,4,3,9,7,21,5,19,13,10,18,8,3,115,11,17,37,25,27,14,21,33,28,218,836,2223,1681,1322,1228,559,384,664,119,9023
SED40017,52,9,169,51,40,50,39,64,4,477,0,0,0,0,0,0,0,6,3,12,10,4,8,13,6,3,7,10,5,67,52,20,56,27,14,34,47,53,24,325,1240,1788,1401,1183,758,423,534,696,103,8121
SED40018,49,4,151,64,34,54,46,49,7,452,3,0,0,4,0,3,7,3,0,18,5,3,13,5,3,6,20,10,7,80,34,23,56,39,21,31,60,48,34,353,872,1814,1926,1054,680,325,889,520,187,8260
SED40019,65,9,166,52,36,45,19,65,4,468,0,5,3,0,0,0,3,3,0,15,12,9,6,5,3,0,13,9,4,67,56,13,48,38,24,34,47,63,31,354,1096,1215,1319,1009,634,379,390,696,114,6849
SED40020,60,13,156,73,41,45,21,79,4,503,0,0,0,0,5,0,0,6,0,21,11,5,8,6,8,3,20,16,4,81,32,13,42,44,19,39,24,97,29,346,899,1125,1203,1166,712,481,373,975,109,7047
SED40021,65,13,229,83,55,61,16,34,3,557,0,0,0,0,3,3,0,5,0,13,22,43,16,17,25,19,13,15,4,173,16,13,25,21,23,19,15,20,38,189,1377,4145,1321,1207,1397,634,282,554,167,11072
SED40022,83,14,191,66,55,59,16,47,5,533,0,0,0,0,0,3,0,0,0,5,32,46,18,23,20,6,11,7,3,166,35,29,44,33,31,29,30,33,18,276,1821,4296,1776,1251,1220,632,340,551,132,12009
SED40023,65,15,286,107,59,90,21,70,4,713,0,5,0,0,0,3,0,3,0,16,10,23,27,19,20,0,12,14,4,134,15,15,53,35,24,35,21,46,43,289,1041,2290,2230,1795,1199,719,428,724,139,10557
SED40024,80,16,294,90,68,68,26,64,4,709,3,0,3,0,3,0,0,3,0,13,20,29,11,14,16,8,11,10,6,128,42,34,66,44,40,28,34,62,23,374,1628,3129,2113,1574,1411,691,434,736,138,11852
SED40025,66,20,211,93,73,57,13,49,3,583,0,3,3,0,0,0,0,0,0,11,32,26,9,23,16,13,10,7,4,137,28,20,42,31,40,26,16,28,39,257,1479,3084,1635,1317,1304,607,335,475,168,10404
SED40026,61,20,236,89,77,79,35,74,5,681,4,0,0,0,0,4,0,3,3,17,16,17,18,18,12,5,16,11,11,118,21,21,38,29,29,25,29,44,33,281,1182,2162,2110,1634,1250,649,491,742,165,10389
SED40027,51,10,164,64,62,53,26,74,8,521,0,3,0,3,0,3,0,5,3,16,7,7,14,15,7,4,10,7,0,76,15,12,46,32,25,22,44,51,32,280,750,1398,1475,1320,948,538,451,688,123,7693
SED40028,75,9,161,60,49,61,16,103,6,536,0,3,3,3,0,0,0,18,0,30,19,11,10,5,7,3,9,11,4,81,79,19,53,32,18,46,33,98,27,390,1835,1420,1339,892,773,509,408,1094,102,8361
SED40029,61,24,251,82,56,87,21,49,9,648,0,0,0,0,0,0,0,7,3,9,15,17,12,13,16,7,10,12,3,109,25,21,48,34,40,40,26,44,25,302,1070,1967,1876,1472,1176,659,400,648,136,9391
SED40030,60,19,288,121,81,76,18,61,3,725,0,4,3,4,0,3,0,0,0,11,12,23,11,15,25,4,16,8,3,121,19,18,49,36,27,30,11,41,46,279,1127,2946,2075,1763,1419,719,325,663,142,11174
SED40031,54,17,244,74,67,54,20,46,3,586,0,0,0,0,0,0,0,3,0,10,22,33,15,19,24,8,12,4,6,151,43,21,36,24,39,30,25,26,29,280,1568,3937,1715,1187,1411,664,275,507,160,11431
SED40032,89,13,176,78,69,57,16,40,4,553,0,3,3,0,0,0,0,0,0,6,24,36,15,31,26,13,8,4,7,159,26,25,23,27,23,28,6,15,28,199,1721,3813,1388,1281,1379,660,211,401,155,11002
SED40033,74,13,208,105,51,75,23,76,11,640,0,3,0,5,0,0,0,3,0,14,8,16,7,11,4,9,16,10,4,82,36,14,26,43,19,21,44,59,27,288,1062,1964,1721,1283,894,559,514,699,106,8808
SED40034,49,13,192,85,56,57,25,94,4,571,0,0,0,0,0,0,3,0,0,12,21,16,10,20,6,4,15,17,3,106,16,20,51,47,29,31,37,53,37,317,710,1349,1653,1505,948,556,496,728,132,8084
SED40035,46,19,209,87,74,63,24,43,4,573,0,3,0,3,4,0,0,0,0,7,9,20,12,8,24,5,8,8,4,97,30,14,58,35,25,21,18,23,38,248,1125,2821,2155,1478,1428,596,373,507,132,10617
SED40036,61,15,196,82,56,87,21,75,10,596,0,0,3,0,4,0,0,3,0,9,14,22,9,16,18,9,12,13,7,120,12,10,56,24,30,24,29,48,36,276,820,2012,1737,1470,1161,575,516,788,154,9234
SED40037,61,12,282,105,71,68,36,58,6,702,0,0,0,4,3,0,0,4,0,20,16,18,15,23,24,9,21,20,5,161,22,22,37,47,33,29,43,54,40,326,1292,3030,1980,1656,1412,689,575,798,166,11607
SED40038,36,3,171,69,46,56,25,87,7,499,0,0,0,3,3,3,3,3,3,19,6,13,17,6,14,12,15,17,0,94,12,11,47,31,27,34,41,58,43,296,473,1219,1406,1404,881,524,534,823,149,7413
SED40039,60,7,222,85,57,77,26,75,3,611,0,0,0,3,0,5,3,0,0,14,5,20,12,15,27,6,15,11,8,114,11,8,43,42,23,26,15,52,40,262,649,1315,1738,1552,972,565,409,693,117,8022
SED40040,84,12,245,90,50,63,22,102,3,669,0,0,3,3,0,0,0,4,0,14,18,19,16,11,14,3,18,15,3,124,52,28,77,33,36,29,40,93,22,413,1585,2146,1889,1190,1021,538,468,1098,105,10045
SED40041,49,4,152,55,34,29,24,45,3,396,3,3,0,0,0,0,0,0,0,8,14,9,6,10,11,0,15,12,3,88,54,18,44,42,25,22,29,51,46,332,1226,1553,1349,1132,697,303,492,661,125,7531
SED40042,62,6,211,98,58,68,47,71,3,622,3,0,0,0,0,0,4,6,0,17,6,11,12,22,16,6,28,18,7,127,38,13,42,37,24,33,39,61,40,320,810,1257,1834,1639,1042,609,687,881,160,8906
SED40043,74,21,280,99,55,50,21,70,4,679,0,0,3,0,0,0,0,3,0,12,18,34,29,32,18,12,12,18,4,178,13,26,22,25,22,16,23,33,42,231,1372,4207,1692,1564,1565,722,437,824,149,12538
SED40044,68,23,178,64,46,33,6,21,4,450,4,0,0,0,0,0,0,0,0,4,23,51,14,19,23,14,0,3,7,151,16,28,14,16,21,19,8,11,21,148,2162,6182,867,948,1312,656,114,346,139,12728
SED40045,55,21,121,56,45,24,3,24,6,351,0,0,0,0,3,0,0,3,0,7,26,39,13,16,26,8,3,0,3,139,32,33,11,25,22,11,11,10,14,168,1868,5396,1153,1102,1350,567,144,377,128,12084
SED40046,78,14,281,115,66,53,23,67,9,702,0,0,3,3,0,3,0,6,3,23,11,35,17,19,29,17,10,21,0,152,19,26,31,29,29,26,18,25,23,232,1349,3854,1624,1507,1455,729,405,776,130,11839
SED40047,57,18,217,69,83,84,23,62,3,615,0,0,3,10,0,0,0,7,0,22,14,18,21,22,11,4,17,12,10,115,19,13,38,25,25,23,12,25,25,202,1264,2641,1920,1462,1492,668,390,519,142,10500
SED49494,3,0,6,0,0,7,0,8,0,30,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,3,0,0,0,8,10,3,25,35,96,77,32,34,20,36,109,7,444
SED49797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SED50106,69,18,203,82,63,57,35,68,4,588,0,0,0,3,0,4,0,3,0,16,11,22,19,20,12,3,13,16,3,114,32,27,45,41,36,26,37,45,38,321,1244,2365,1918,1489,1047,588,489,801,147,10088
SED50205,62,13,115,70,61,42,12,21,9,412,0,0,0,0,3,0,3,0,0,10,26,35,8,19,24,10,5,3,7,129,21,27,27,9,21,9,4,15,43,166,2377,5147,1182,903,1458,725,182,345,193,12502
SED50302,58,10,209,104,84,88,70,90,3,722,0,0,3,0,0,0,3,5,0,22,8,13,22,19,21,9,27,15,3,137,18,14,58,51,30,26,62,71,46,379,815,1786,2428,1745,1327,681,940,900,145,10771
SED50404,94,24,314,122,86,71,37,55,3,808,0,3,3,0,4,0,0,7,0,26,14,25,25,15,23,11,9,17,3,139,20,24,48,28,29,33,11,26,42,264,1660,4557,2324,1428,1699,914,521,784,175,14060
SED50502,60,16,249,98,92,52,45,53,4,673,3,0,6,3,0,5,0,3,0,18,13,23,16,20,22,6,8,6,0,123,28,33,58,42,40,25,33,42,49,348,1107,2749,2254,1435,1427,647,573,692,174,11065
SED50605,37,18,140,61,54,50,16,37,7,407,6,0,3,0,0,3,0,0,0,16,17,21,18,12,15,10,3,5,4,104,19,18,24,15,17,16,10,15,30,166,1730,4800,1356,958,1410,640,280,463,132,11776
SED50702,75,24,321,139,94,69,63,87,6,880,3,3,6,0,3,0,4,0,0,17,15,30,21,25,25,10,19,24,12,172,29,16,51,55,39,22,32,45,45,331,1400,3415,2556,1554,1560,739,737,916,199,13078
SED50806,50,10,232,88,71,58,37,105,5,658,0,0,0,3,0,3,0,9,0,15,10,31,25,11,13,9,11,7,3,127,21,9,46,33,23,23,24,59,38,279,977,2452,2190,1157,974,582,565,880,126,9907
SED50904,137,44,607,283,233,186,84,157,9,1754,0,4,9,4,4,9,3,11,0,48,29,38,44,53,16,19,30,26,5,259,52,47,149,82,70,79,78,90,85,730,2102,4373,5426,3244,2661,1397,1162,1666,321,22352
SED51005,70,16,387,137,76,78,90,93,7,946,0,0,10,4,3,3,3,18,3,45,11,20,24,32,12,14,33,35,3,192,20,16,65,37,39,27,38,64,73,374,1160,3595,2576,1883,1619,915,921,1268,251,14181
SED51104,57,15,124,60,72,55,17,25,0,419,0,0,3,0,0,0,0,0,0,10,29,29,15,14,21,6,8,4,3,129,16,29,18,23,15,19,5,13,29,173,2042,4912,1645,1031,1413,618,233,339,170,12403
SED51201,39,11,101,69,44,38,26,47,5,386,3,3,0,0,0,3,0,3,0,15,13,16,9,12,8,3,12,8,0,88,66,15,60,32,33,26,50,76,35,385,1494,1400,1399,864,777,338,500,661,104,7530
SED51304,62,14,173,60,49,35,10,31,0,427,0,0,0,0,3,3,3,14,0,25,29,46,8,17,26,7,7,14,7,169,28,29,25,23,32,17,8,11,27,193,2860,7066,1230,1054,1628,770,233,614,196,15654
SED51405,102,32,357,152,140,115,57,88,10,1067,0,3,8,3,0,5,0,7,0,31,13,26,35,27,20,7,18,9,9,169,29,29,80,29,41,31,31,57,63,402,1817,4179,3580,1681,2030,897,785,891,263,16118
SED51506,48,12,211,89,63,65,52,84,7,636,0,0,0,0,7,0,0,4,3,18,9,22,18,15,12,5,21,6,7,122,36,21,61,28,32,29,55,62,35,359,1058,2330,2828,1323,1151,579,863,799,160,11103
SED51604,59,11,115,41,29,26,3,22,0,314,0,4,0,0,0,0,0,0,0,4,50,65,10,11,22,13,3,3,7,194,36,42,15,10,16,20,4,16,31,178,2783,6909,805,874,1276,659,116,274,234,13943
SED51702,121,34,376,169,164,137,114,98,6,1225,3,0,5,6,3,3,4,3,0,26,27,23,40,42,30,11,39,9,8,233,41,33,85,39,57,39,60,45,50,451,2311,4884,4583,2245,2561,1161,1290,1049,278,20361
SED51806,81,19,208,116,65,69,67,72,12,697,0,0,0,5,3,3,9,0,0,18,5,17,20,11,3,10,19,4,3,92,7,15,45,33,37,18,35,34,31,255,1047,2120,2392,1236,988,644,677,647,146,9890
SED51903,83,24,247,106,98,75,119,72,6,827,0,6,7,3,3,0,3,3,0,26,7,12,31,25,9,15,52,10,9,169,52,32,105,47,33,39,121,98,74,597,1724,2913,3703,1325,1261,600,1530,883,221,14160
SED52002,74,15,278,122,122,66,68,92,10,839,0,0,0,0,3,5,11,0,0,28,12,22,30,16,18,11,22,10,8,152,22,17,73,24,45,33,56,33,58,354,1202,2360,2951,1470,1635,651,938,765,211,12184
SED52105,107,34,227,89,61,52,12,48,7,635,0,0,0,3,3,6,0,0,0,12,34,84,24,27,21,9,4,9,13,220,39,53,30,38,19,13,14,21,50,277,2340,6347,1922,1353,1392,706,325,525,214,15129
SED52201,61,17,209,97,61,68,22,67,8,617,3,0,3,0,0,3,0,4,0,15,9,24,11,29,5,10,11,15,7,122,26,29,60,38,19,27,46,41,34,323,1110,2430,2229,1283,1041,516,565,726,176,10082
SED52304,89,24,298,147,130,112,45,95,6,940,0,0,3,3,0,0,4,9,0,19,17,30,23,26,20,8,16,18,9,166,17,24,62,30,28,36,40,53,60,358,1519,3380,2745,1720,1817,901,644,895,224,13840
SED52402,58,25,231,111,85,72,59,71,12,721,0,4,6,4,0,0,5,3,0,25,13,12,17,23,17,7,23,14,4,136,19,21,69,26,34,39,51,51,45,360,811,2045,2419,1428,1343,686,807,851,183,10572
