SED_CODE_2016,D_21_24_FPT_MPET,D_21_24_FPT_MPULFTW,D_21_24_FPT_MPULPTW,D_21_24_FPT_MPUT,D_21_24_FPT_MPTLF,D_21_24_FPT_MPNLF,D_21_24_FPT_MPLFSNS,D_21_24_FPT_T,TDCF_FPEFT_MPEFT,TDCF_FPEFT_MPEPT,TDCF_FPEFT_MPEAW,TDCF_FPEFT_MPEHNS,TDCF_FPEFT_MPET,TDCF_FPEFT_MPULFTW,TDCF_FPEFT_MPULPTW,TDCF_FPEFT_MPUT,TDCF_FPEFT_MPTLF,TDCF_FPEFT_MPNLF,TDCF_FPEFT_MPLFSNS,TDCF_FPEFT_T,TDCF_FPEPT_MPEFT,TDCF_FPEPT_MPEPT,TDCF_FPEPT_MPEAW,TDCF_FPEPT_MPEHNS,TDCF_FPEPT_MPET,TDCF_FPEPT_MPULFTW,TDCF_FPEPT_MPULPTW,TDCF_FPEPT_MPUT,TDCF_FPEPT_MPTLF,TDCF_FPEPT_MPNLF,TDCF_FPEPT_MPLFSNS,TDCF_FPEPT_T,TDCF_FPEAW_MPEFT,TDCF_FPEAW_MPEPT,TDCF_FPEAW_MPEAW,TDCF_FPEAW_MPEHNS,TDCF_FPEAW_MPET,TDCF_FPEAW_MPULFTW,TDCF_FPEAW_MPULPTW,TDCF_FPEAW_MPUT,TDCF_FPEAW_MPTLF,TDCF_FPEAW_MPNLF,TDCF_FPEAW_MPLFSNS,TDCF_FPEAW_T,TDCF_FPHNS_MPEFT,TDCF_FPHNS_MPEPT,TDCF_FPHNS_MPEAW,TDCF_FPHNS_MPEHNS,TDCF_FPHNS_MPET,TDCF_FPHNS_MPULFTW,TDCF_FPHNS_MPULPTW,TDCF_FPHNS_MPUT,TDCF_FPHNS_MPTLF,TDCF_FPHNS_MPNLF,TDCF_FPHNS_MPLFSNS,TDCF_FPHNS_T,TDCF_FPET_MPEFT,TDCF_FPET_MPEPT,TDCF_FPET_MPEAW,TDCF_FPET_MPEHNS,TDCF_FPET_MPET,TDCF_FPET_MPULFTW,TDCF_FPET_MPULPTW,TDCF_FPET_MPUT,TDCF_FPET_MPTLF,TDCF_FPET_MPNLF,TDCF_FPET_MPLFSNS,TDCF_FPET_T,TDCF_FPULFTW_MPEFT,TDCF_FPULFTW_MPEPT,TDCF_FPULFTW_MPEAW,TDCF_FPULFTW_MPEHNS,TDCF_FPULFTW_MPET,TDCF_FPULFTW_MPULFTW,TDCF_FPULFTW_MPULPTW,TDCF_FPULFTW_MPUT,TDCF_FPULFTW_MPTLF,TDCF_FPULFTW_MPNLF,TDCF_FPULFTW_MPLFSNS,TDCF_FPULFTW_T,TDCF_FPULPTW_MPEFT,TDCF_FPULPTW_MPEPT,TDCF_FPULPTW_MPEAW,TDCF_FPULPTW_MPEHNS,TDCF_FPULPTW_MPET,TDCF_FPULPTW_MPULFTW,TDCF_FPULPTW_MPULPTW,TDCF_FPULPTW_MPUT,TDCF_FPULPTW_MPTLF,TDCF_FPULPTW_MPNLF,TDCF_FPULPTW_MPLFSNS,TDCF_FPULPTW_T,TDCF_FPUT_MPEFT,TDCF_FPUT_MPEPT,TDCF_FPUT_MPEAW,TDCF_FPUT_MPEHNS,TDCF_FPUT_MPET,TDCF_FPUT_MPULFTW,TDCF_FPUT_MPULPTW,TDCF_FPUT_MPUT,TDCF_FPUT_MPTLF,TDCF_FPUT_MPNLF,TDCF_FPUT_MPLFSNS,TDCF_FPUT_T,TDCF_FPTLF_MPEFT,TDCF_FPTLF_MPEPT,TDCF_FPTLF_MPEAW,TDCF_FPTLF_MPEHNS,TDCF_FPTLF_MPET,TDCF_FPTLF_MPULFTW,TDCF_FPTLF_MPULPTW,TDCF_FPTLF_MPUT,TDCF_FPTLF_MPTLF,TDCF_FPTLF_MPNLF,TDCF_FPTLF_MPLFSNS,TDCF_FPTLF_T,TDCF_FPNLF_MPEFT,TDCF_FPNLF_MPEPT,TDCF_FPNLF_MPEAW,TDCF_FPNLF_MPEHNS,TDCF_FPNLF_MPET,TDCF_FPNLF_MPULFTW,TDCF_FPNLF_MPULPTW,TDCF_FPNLF_MPUT,TDCF_FPNLF_MPTLF,TDCF_FPNLF_MPNLF,TDCF_FPNLF_MPLFSNS,TDCF_FPNLF_T,TDCF_FPLFSNS_MPEFT,TDCF_FPLFSNS_MPEPT,TDCF_FPLFSNS_MPEAW,TDCF_FPLFSNS_MPEHNS,TDCF_FPLFSNS_MPET,TDCF_FPLFSNS_MPULFTW,TDCF_FPLFSNS_MPULPTW,TDCF_FPLFSNS_MPUT,TDCF_FPLFSNS_MPTLF,TDCF_FPLFSNS_MPNLF,TDCF_FPLFSNS_MPLFSNS,TDCF_FPLFSNS_T,TDCF_FPT_MPEFT,TDCF_FPT_MPEPT,TDCF_FPT_MPEAW,TDCF_FPT_MPEHNS,TDCF_FPT_MPET,TDCF_FPT_MPULFTW,TDCF_FPT_MPULPTW,TDCF_FPT_MPUT,TDCF_FPT_MPTLF,TDCF_FPT_MPNLF,TDCF_FPT_MPLFSNS,TDCF_FPT_T
SED10083,208,3,6,9,218,29,0,247,2313,372,36,20,2744,49,9,54,2798,157,7,2958,4333,427,65,39,4855,60,19,77,4939,174,3,5123,374,35,50,7,465,0,0,0,469,22,0,487,45,0,0,33,81,7,0,7,86,3,3,97,7063,829,159,91,8143,111,31,144,8288,352,20,8661,86,9,0,0,104,3,4,8,107,7,0,112,216,21,3,6,246,17,0,17,266,11,0,276,308,31,4,7,352,21,4,28,371,17,0,388,7371,858,163,100,8495,130,34,168,8661,368,20,9049,1902,284,53,35,2273,63,22,84,2361,348,3,2707,15,0,0,8,21,0,0,0,21,4,10,36,9284,1143,221,142,10792,197,56,251,11042,717,32,11793
SED10084,110,4,0,4,113,26,0,144,1950,352,36,14,2356,50,13,66,2423,136,3,2560,3682,624,59,33,4403,65,22,87,4487,169,0,4660,238,47,40,3,330,3,3,7,329,4,0,335,49,4,0,36,88,0,0,0,89,5,3,98,5921,1028,135,86,7174,121,42,161,7337,317,6,7659,55,21,0,0,75,17,0,17,88,11,0,97,174,26,0,4,208,13,3,14,217,12,0,232,230,47,0,4,277,29,3,32,306,24,0,330,6147,1071,139,92,7451,147,45,193,7644,337,6,7990,1630,354,41,27,2049,79,16,92,2145,361,4,2508,8,0,0,9,22,0,0,0,22,4,25,59,7790,1429,179,125,9523,228,59,281,9805,705,40,10555
SED10085,77,0,0,0,80,10,0,91,2467,226,57,24,2778,40,15,57,2833,124,0,2956,4258,457,74,59,4846,56,12,69,4908,108,0,5019,340,30,45,9,420,0,0,0,420,12,0,431,50,6,0,66,124,8,0,8,133,17,3,152,7118,716,171,152,8167,103,23,133,8297,259,3,8558,78,19,3,3,101,29,0,29,130,20,0,149,235,29,0,12,274,15,3,17,286,10,3,299,318,47,5,13,375,41,3,47,423,28,3,451,7433,761,175,166,8546,144,32,176,8716,287,9,9013,2519,316,109,93,3042,139,12,152,3191,439,8,3638,25,3,0,8,33,0,0,0,32,0,37,69,9978,1082,286,264,11613,284,45,334,11941,728,51,12722
SED10086,443,11,0,15,455,40,0,501,2875,294,14,18,3201,70,16,81,3288,154,8,3442,4084,437,22,31,4570,55,11,73,4640,97,3,4743,345,21,39,3,410,5,0,5,417,16,0,436,58,0,0,46,115,0,0,0,112,0,4,117,7366,753,81,97,8300,132,29,158,8463,262,11,8735,62,4,0,4,68,7,3,9,78,3,0,81,154,24,0,0,177,13,0,13,186,8,0,193,218,25,0,4,251,17,3,20,263,14,0,275,7585,780,81,97,8550,149,32,179,8727,271,11,9010,2671,263,37,57,3032,61,10,74,3106,234,0,3341,18,0,0,24,40,0,0,0,40,0,16,56,10276,1047,120,182,11615,209,43,248,11871,510,29,12406
SED10087,95,0,0,0,97,8,0,109,3319,294,48,20,3682,41,21,59,3745,185,4,3926,4409,396,37,46,4886,35,11,48,4934,120,0,5060,436,44,54,3,532,0,0,0,534,13,0,542,40,6,4,26,81,0,0,0,81,9,4,95,8207,746,137,94,9180,78,36,112,9294,319,11,9621,95,10,0,0,111,13,0,14,123,14,4,140,160,12,0,3,180,3,11,11,193,8,4,197,257,24,0,3,287,17,9,28,313,20,3,334,8460,767,143,99,9468,94,43,138,9609,338,13,9958,1852,190,66,35,2146,107,10,115,2263,472,5,2739,8,0,0,4,17,0,0,0,13,3,23,42,10323,960,207,133,11628,200,57,256,11887,810,49,12742
SED10088,391,11,3,10,405,29,4,436,4245,414,34,23,4707,77,22,94,4807,214,7,5022,6568,573,67,33,7240,69,16,84,7322,121,3,7442,485,43,67,4,600,0,0,0,606,15,0,619,49,13,0,41,105,0,0,0,108,3,5,115,11352,1035,168,102,12659,145,36,178,12837,348,12,13201,68,11,0,0,82,11,3,11,94,3,0,97,170,10,3,9,193,6,7,12,209,10,0,218,238,21,4,9,274,16,9,23,300,10,0,313,11587,1056,171,113,12928,162,44,207,13136,361,12,13510,2480,249,50,46,2825,63,9,73,2897,234,7,3133,15,0,0,9,25,0,0,0,25,3,34,62,14081,1308,220,168,15781,222,56,277,16054,596,55,16709
SED10089,225,6,5,11,237,35,0,274,2510,332,49,13,2900,76,15,86,2985,189,3,3178,4514,479,62,24,5083,82,15,101,5186,156,3,5347,415,66,52,6,547,12,0,12,556,20,0,583,35,5,0,46,82,4,0,4,89,11,6,106,7480,883,161,87,8609,179,30,208,8819,378,10,9208,76,22,0,0,103,26,3,27,133,9,0,140,166,28,5,8,204,23,9,36,242,27,0,267,247,53,5,8,309,49,15,60,369,33,0,402,7721,935,169,96,8915,224,48,269,9186,414,16,9617,1972,301,55,65,2385,113,36,152,2537,594,8,3137,15,9,0,8,28,0,0,0,28,16,28,69,9703,1242,217,160,11327,337,85,426,11750,1024,43,12820
SED10090,471,12,3,15,484,71,3,562,4235,402,26,12,4684,129,25,155,4837,285,3,5122,4695,482,44,37,5252,66,8,78,5324,140,3,5468,544,39,65,0,644,17,0,17,663,19,0,679,69,5,0,57,132,3,0,5,140,0,5,147,9541,927,135,111,10715,216,37,251,10966,443,11,11416,146,10,0,3,160,36,0,36,190,6,0,197,256,23,0,4,284,23,3,30,314,10,0,326,398,33,0,12,449,54,3,60,505,18,0,526,9945,966,135,117,11159,269,45,315,11471,457,11,11941,3483,328,51,44,3913,83,11,100,4015,315,9,4336,13,0,0,13,26,0,0,0,26,0,16,39,13442,1295,190,176,15099,356,58,412,15508,776,38,16318
SED10091,221,0,0,3,224,17,0,237,3416,273,57,19,3759,31,6,38,3795,160,5,3963,5102,474,87,37,5698,53,11,57,5756,101,11,5868,389,20,66,8,480,0,0,0,480,16,0,496,50,4,3,56,116,0,0,0,116,6,3,122,8954,768,204,124,10051,83,15,96,10146,279,26,10454,90,11,0,0,100,9,0,9,105,6,0,111,165,30,5,3,195,0,0,3,200,21,0,222,251,36,5,3,298,9,0,13,307,29,0,332,9210,803,215,126,10346,94,17,108,10452,307,27,10788,2483,261,59,68,2867,55,10,63,2930,299,13,3243,21,3,0,18,35,0,0,0,35,0,31,65,11707,1059,274,207,13247,147,27,175,13422,607,66,14099
SED10092,277,8,7,8,285,56,0,348,2088,323,35,6,2443,35,28,66,2515,204,3,2720,3369,463,42,24,3901,49,9,60,3958,164,3,4124,298,31,41,13,382,7,0,8,393,6,0,401,13,4,0,37,61,0,0,0,61,5,4,69,5774,814,124,80,6792,91,39,134,6926,380,11,7315,68,21,3,12,96,6,8,13,111,29,0,145,177,36,3,6,230,23,11,34,262,9,0,271,241,58,8,19,327,30,20,49,373,46,0,413,6013,874,131,97,7118,124,59,182,7295,425,11,7731,1886,422,48,82,2436,114,82,194,2633,949,16,3596,6,5,0,4,15,3,0,3,19,0,34,51,7914,1304,175,181,9575,247,137,376,9950,1373,57,11379
SED10093,172,3,0,3,173,29,0,201,2474,271,37,17,2796,50,17,66,2859,199,3,3066,4003,425,60,25,4517,67,13,76,4596,186,4,4779,356,52,55,3,459,22,8,25,486,19,0,503,57,10,3,55,121,9,0,7,133,11,0,141,6895,750,149,102,7901,142,35,180,8076,404,11,8495,78,15,0,3,87,19,4,21,111,17,0,125,218,21,3,0,245,8,3,7,253,24,0,273,299,32,3,3,333,18,4,26,361,38,0,400,7190,781,158,104,8235,163,42,204,8442,440,11,8895,2410,355,83,76,2930,98,21,126,3048,481,3,3542,3,3,0,6,10,0,0,0,10,3,26,43,9612,1142,235,181,11173,266,63,326,11503,925,46,12473
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED20106,154,9,0,9,157,31,0,193,1664,173,12,12,1867,43,12,57,1917,136,0,2052,1937,215,19,20,2194,34,6,40,2241,48,4,2290,309,21,25,5,366,4,0,8,373,3,0,377,19,4,4,19,42,0,0,0,42,0,0,41,3921,418,64,63,4470,83,17,104,4576,191,4,4771,61,7,0,0,71,10,0,16,82,3,0,88,67,12,0,0,74,9,3,8,85,6,0,89,126,16,4,0,146,15,3,23,169,11,0,177,4053,436,71,63,4615,104,22,124,4747,200,4,4947,1284,120,8,21,1433,38,8,45,1483,191,0,1671,11,0,0,3,13,0,0,0,13,0,10,20,5341,558,75,89,6065,141,34,173,6242,387,11,6638
SED20207,446,18,7,20,465,57,4,527,4586,480,39,28,5135,140,23,158,5297,254,4,5555,5395,747,60,46,6241,109,28,135,6376,187,6,6571,559,56,55,4,677,7,0,8,682,28,0,707,72,7,0,93,163,3,0,3,168,7,8,180,10605,1286,150,174,12215,259,47,309,12527,476,20,13018,302,28,0,4,337,42,3,39,376,23,0,402,521,37,3,3,567,70,11,79,642,36,0,678,826,63,4,10,897,110,7,117,1017,59,0,1074,11436,1349,154,184,13119,364,58,421,13543,529,20,14095,4484,635,85,80,5278,207,62,269,5545,719,5,6270,12,0,0,38,45,3,0,3,45,5,33,88,15924,1982,241,295,18443,575,118,692,19133,1255,68,20458
SED20302,122,0,0,3,123,19,0,141,2303,318,30,17,2666,43,6,47,2713,159,5,2877,4337,510,63,38,4950,75,0,75,5030,157,3,5195,367,45,71,3,484,8,0,8,494,23,0,522,68,7,0,67,146,5,0,5,152,15,3,166,7074,882,166,125,8254,132,6,135,8389,364,14,8765,70,17,0,3,89,24,0,21,108,13,0,119,214,41,3,3,264,15,3,19,279,12,3,300,290,57,3,3,349,38,5,38,395,23,3,419,7360,937,169,130,8600,162,14,176,8782,386,14,9186,2609,424,92,94,3217,98,15,110,3327,404,7,3739,29,3,0,14,45,0,0,0,45,9,52,103,9999,1367,259,244,11864,260,27,290,12155,800,73,13026
SED20401,312,3,3,9,314,37,0,354,1819,243,36,25,2115,38,16,56,2171,145,0,2318,4066,401,72,31,4563,41,16,50,4617,142,0,4761,398,49,48,0,491,9,0,10,502,14,0,509,21,9,0,28,52,0,0,0,55,3,4,63,6296,697,145,81,7232,86,36,115,7348,296,6,7652,43,18,0,3,55,14,0,16,76,12,0,84,175,23,0,5,207,4,3,8,218,6,0,225,217,42,0,11,265,20,3,24,289,20,0,305,6518,735,145,95,7496,106,38,142,7632,317,6,7955,2141,315,40,45,2546,60,10,76,2619,252,0,2875,8,4,0,16,24,0,4,4,28,0,10,35,8672,1057,190,156,10066,163,51,216,10287,569,16,10870
SED20508,173,4,4,8,180,14,0,192,1560,294,27,16,1900,35,5,38,1942,117,10,2065,3981,538,66,43,4627,54,10,56,4684,124,0,4811,303,31,47,0,370,4,0,4,375,7,0,378,37,11,0,39,83,0,0,0,83,3,0,90,5872,866,142,102,6985,89,14,104,7081,253,12,7349,40,16,0,3,55,6,0,6,62,6,0,67,130,4,3,0,140,4,8,13,153,0,0,151,171,17,8,3,190,13,8,15,209,11,0,222,6041,885,146,105,7177,99,23,119,7291,262,12,7571,1701,208,37,32,1983,45,17,66,2045,175,3,2225,13,4,0,11,20,0,0,0,20,0,17,42,7754,1101,179,147,9182,150,37,180,9364,438,33,9832
SED20604,73,0,0,0,74,4,0,77,2144,281,43,24,2499,15,11,24,2521,130,3,2654,3733,457,76,45,4317,30,6,35,4346,154,12,4512,347,32,44,7,426,5,0,5,436,9,0,446,53,4,0,58,116,0,0,0,118,0,0,116,6278,773,165,136,7352,51,12,66,7418,295,14,7725,61,9,4,0,75,18,0,18,92,16,0,111,112,5,3,6,123,16,3,20,144,12,0,155,173,13,4,6,200,27,5,38,231,32,0,271,6457,786,165,142,7552,84,22,101,7652,327,14,7997,1689,214,67,57,2020,63,8,72,2101,290,6,2399,14,0,0,6,21,4,0,4,22,3,20,46,8155,999,234,205,9593,148,32,183,9773,622,41,10432
SED20704,133,3,0,6,138,10,0,148,1988,279,36,3,2311,42,12,51,2357,90,3,2458,4282,503,79,62,4929,40,11,49,4973,128,0,5105,367,75,63,3,509,0,0,4,514,4,0,516,62,3,0,30,91,0,0,0,95,5,3,107,6699,855,178,98,7837,85,16,100,7942,235,9,8183,54,9,0,5,68,9,0,9,75,5,0,83,126,15,0,0,139,18,7,24,166,20,0,189,185,23,0,5,205,25,7,40,245,29,0,273,6886,876,184,102,8050,114,30,137,8187,263,9,8454,1761,292,42,30,2127,79,28,109,2238,368,0,2605,13,0,0,0,13,0,0,0,13,0,12,24,8657,1172,221,132,10185,191,59,249,10436,629,21,11086
SED20804,87,0,0,0,90,7,0,97,1421,229,24,11,1683,25,13,40,1723,142,5,1867,2992,485,67,24,3569,33,5,39,3612,146,11,3767,276,41,27,6,355,4,0,4,362,3,0,367,28,8,0,31,60,0,0,0,65,3,0,66,4716,768,116,71,5669,68,22,83,5758,297,18,6068,54,6,0,0,59,6,0,6,66,0,0,69,143,13,3,7,162,3,4,8,169,9,0,183,194,23,3,7,222,13,4,13,241,11,0,249,4911,787,120,78,5893,80,22,102,5996,309,18,6321,1597,270,38,46,1948,68,26,95,2038,312,9,2362,17,0,0,0,16,0,0,0,16,3,12,32,6521,1055,156,128,7863,149,50,192,8058,618,34,8711
SED20906,404,12,0,13,418,44,0,465,3096,341,33,18,3496,74,14,88,3585,182,3,3774,4800,451,37,55,5342,75,7,82,5426,128,5,5560,341,30,52,4,429,5,0,5,433,9,0,439,50,0,0,44,98,7,0,7,107,0,9,114,8283,826,126,125,9359,167,28,193,9551,320,18,9892,77,4,0,0,84,28,0,30,110,4,0,114,244,24,3,3,268,6,6,12,283,4,0,292,321,25,3,3,353,39,5,44,393,8,0,403,8601,852,128,129,9711,206,27,235,9946,333,18,10294,2024,184,34,27,2263,66,3,70,2337,206,0,2543,12,3,0,4,20,0,0,0,20,0,16,37,10636,1039,161,162,11993,273,36,309,12301,544,31,12875
SED21001,539,14,0,16,553,60,3,621,2714,315,34,11,3074,86,22,110,3186,218,0,3412,4780,492,33,30,5339,81,12,93,5438,172,0,5616,286,47,50,0,382,6,0,6,388,16,0,409,44,3,0,30,82,3,0,3,84,9,3,99,7822,855,124,79,8884,180,33,216,9101,419,4,9527,76,16,8,0,97,19,3,18,120,5,0,124,164,15,0,3,183,13,11,22,209,12,0,221,237,32,8,3,284,32,15,41,326,24,0,346,8062,894,130,83,9169,206,51,259,9422,440,4,9871,2288,306,42,20,2660,81,13,92,2755,270,3,3033,13,3,0,10,19,3,0,3,20,3,13,38,10365,1205,169,110,11848,289,63,354,12203,714,23,12939
SED21106,520,8,3,13,540,54,0,588,2596,292,18,17,2928,64,17,78,3007,156,5,3169,4515,345,29,16,4908,45,4,51,4959,105,0,5065,263,41,33,0,341,7,0,7,345,9,0,357,61,9,0,38,110,0,0,0,106,0,4,117,7445,689,83,68,8286,118,17,138,8420,273,17,8709,60,7,3,0,71,22,0,22,94,9,0,102,221,7,0,7,239,12,0,12,252,8,0,256,281,18,3,7,311,35,0,35,341,8,0,357,7726,710,84,71,8597,152,17,171,8763,286,17,9061,2201,194,19,43,2454,53,10,59,2517,185,4,2706,10,7,0,3,19,0,0,0,19,0,6,27,9942,904,105,115,11068,203,25,225,11298,470,27,11797
SED21203,316,27,9,33,352,189,9,545,1272,312,10,18,1614,85,15,98,1714,248,0,1960,1658,459,36,22,2172,75,27,103,2278,254,15,2539,129,20,16,0,166,4,0,3,172,17,0,191,42,14,0,83,136,6,0,6,147,22,6,172,3104,807,56,120,4096,170,43,211,4305,540,22,4866,67,59,3,5,132,53,0,57,191,31,9,224,170,87,0,8,267,67,27,93,356,42,5,406,241,141,6,11,399,124,32,149,549,70,10,634,3343,948,64,133,4490,290,73,362,4856,605,32,5496,3525,1556,105,243,5426,466,156,625,6053,3411,76,9537,47,13,0,36,98,4,3,9,104,17,99,227,6913,2519,165,414,10016,759,232,991,11015,4037,205,15255
SED21303,228,4,3,7,234,36,0,268,1691,289,27,10,2026,56,17,74,2098,139,6,2240,3139,424,45,19,3629,45,17,63,3690,116,4,3807,327,48,40,3,410,3,0,4,417,6,0,422,29,6,3,9,42,0,0,0,42,11,0,49,5187,766,115,36,6100,106,36,139,6241,263,18,6522,51,10,0,0,58,20,0,24,79,0,0,79,103,24,0,0,126,20,6,23,151,24,0,176,156,28,0,0,185,41,10,47,230,26,0,258,5340,795,115,36,6284,147,41,186,6478,287,18,6780,1301,220,21,46,1583,49,20,70,1648,272,10,1927,8,0,0,8,17,0,0,0,17,0,13,28,6650,1013,129,88,7884,200,60,254,8139,560,29,8739
SED21401,554,20,3,19,573,85,0,664,2208,271,12,9,2499,83,13,96,2600,171,5,2771,3341,486,29,35,3893,58,14,75,3970,150,0,4124,258,29,28,0,311,3,0,3,316,6,3,331,31,5,0,52,91,3,0,3,98,11,4,112,5836,795,73,100,6804,149,33,180,6986,334,16,7339,88,13,0,0,102,15,0,15,117,3,0,124,163,30,5,0,200,38,6,42,245,11,0,254,253,38,5,0,303,54,6,58,360,12,0,379,6087,834,78,106,7110,201,46,240,7350,349,16,7715,2109,252,26,40,2430,85,9,93,2524,354,4,2876,17,4,0,11,25,0,0,0,25,0,13,47,8214,1090,102,154,9566,282,52,332,9897,706,32,10637
SED21503,342,10,3,16,361,47,0,407,1947,278,18,12,2253,49,18,68,2323,103,4,2429,3742,438,33,31,4244,40,9,51,4303,138,0,4442,337,35,26,8,407,11,0,11,420,11,3,433,49,4,0,46,98,0,0,0,102,13,0,118,6083,760,79,87,7010,106,28,133,7145,264,9,7422,77,12,0,0,84,22,3,23,109,8,0,114,157,23,0,5,186,23,7,33,217,16,0,237,232,36,0,5,270,45,14,56,323,25,0,346,6311,798,79,95,7284,148,42,187,7475,292,9,7774,1899,293,34,61,2297,69,32,103,2398,453,8,2853,18,0,0,7,23,0,0,0,23,0,16,41,8232,1093,115,160,9604,219,73,295,9898,741,31,10665
SED21608,140,0,0,0,143,17,3,157,1668,265,25,16,1967,31,10,44,2016,136,11,2164,3696,444,54,29,4220,37,18,54,4273,157,3,4429,296,32,53,15,390,3,0,5,397,18,0,413,35,5,7,50,94,3,0,3,92,8,3,104,5682,741,136,106,6662,74,31,111,6774,324,20,7114,51,13,0,0,64,5,3,10,76,4,0,79,126,22,9,4,159,7,4,9,166,18,0,185,179,32,9,4,223,13,9,22,243,23,0,267,5864,767,141,110,6889,93,40,128,7017,347,20,7382,1793,234,59,33,2114,92,7,94,2212,359,14,2583,11,0,4,4,17,0,3,3,21,0,20,40,7669,1001,206,152,9018,183,43,225,9251,706,49,10000
SED21706,516,27,4,30,548,61,0,608,2893,326,15,20,3263,104,12,116,3372,191,5,3567,4620,468,44,33,5170,83,25,102,5272,116,0,5391,326,25,39,3,395,4,0,4,399,3,0,407,61,4,0,38,106,0,0,0,106,3,0,109,7908,828,100,92,8933,186,38,225,9155,313,8,9479,118,3,0,0,121,23,4,30,147,12,0,156,199,10,0,3,212,13,13,30,236,11,0,254,316,12,0,3,327,41,14,58,388,26,0,409,8220,840,100,97,9262,225,51,281,9544,339,8,9887,2053,210,33,25,2324,67,24,91,2412,267,10,2690,5,0,0,3,13,0,0,0,13,0,15,27,10284,1054,140,130,11601,296,73,368,11967,602,26,12604
SED21805,194,0,5,5,203,33,0,239,2129,261,21,16,2429,52,8,60,2491,155,7,2649,4095,408,41,40,4585,51,6,56,4642,144,0,4789,369,26,76,5,479,9,0,9,487,12,3,493,24,3,0,33,63,3,0,3,64,0,0,64,6620,703,137,92,7557,104,17,122,7682,314,12,8003,96,18,0,6,119,18,0,18,134,0,0,141,203,16,0,6,220,7,0,8,236,6,0,243,299,34,3,12,341,24,0,29,367,7,0,378,6920,733,144,105,7897,134,20,150,8050,320,12,8379,2313,248,42,54,2659,77,19,96,2753,287,19,3060,15,3,0,10,29,0,0,0,27,0,34,60,9246,989,183,163,10580,206,37,247,10830,614,62,11497
SED21906,440,6,11,18,457,43,0,499,2325,290,25,7,2650,77,15,92,2743,107,4,2848,4425,565,24,50,5065,81,17,91,5157,162,7,5323,317,53,37,7,413,12,0,12,422,14,0,437,43,22,0,52,115,4,0,4,121,9,3,132,7117,926,79,116,8234,168,34,198,8435,291,15,8743,73,10,3,0,79,3,0,3,86,9,0,91,179,22,0,0,207,14,6,17,222,3,0,227,250,36,3,0,286,13,8,21,303,11,0,317,7361,958,83,111,8522,186,36,221,8742,304,15,9061,1989,319,25,85,2414,40,7,47,2467,238,0,2707,11,3,0,25,44,0,0,0,44,0,19,62,9362,1277,114,222,10979,221,44,272,11244,545,34,11828
SED22005,370,9,4,17,386,87,3,471,2493,345,33,20,2882,65,21,89,2973,198,0,3172,3142,531,26,20,3723,78,8,85,3803,166,0,3976,260,29,46,0,338,9,0,9,348,13,0,362,45,10,0,41,93,0,3,3,99,0,6,108,5937,917,101,83,7041,147,31,178,7214,386,14,7613,130,31,0,4,162,29,3,33,198,23,0,228,193,47,3,3,241,20,9,27,270,10,0,282,326,74,3,3,410,49,16,65,471,38,0,506,6257,993,109,88,7447,194,48,244,7687,425,16,8124,2238,480,59,71,2847,85,37,120,2967,929,11,3908,11,4,0,21,39,0,0,0,39,3,31,65,8505,1478,163,178,10329,286,78,364,10693,1359,54,12099
SED22105,345,11,5,14,361,66,3,433,4744,602,49,43,5433,124,37,158,5592,245,9,5847,5987,860,80,69,6999,99,22,125,7118,220,16,7354,590,90,83,9,777,4,0,7,782,20,0,804,102,29,0,74,208,16,3,20,230,10,11,252,11428,1579,211,195,13409,249,67,310,13724,505,35,14254,314,42,3,10,369,42,3,45,417,37,4,455,479,68,0,9,552,40,11,52,602,22,3,632,794,107,4,20,921,81,14,96,1018,62,3,1085,12219,1683,217,216,14332,329,78,410,14740,560,37,15341,5262,825,98,138,6324,167,32,195,6520,853,24,7397,35,6,0,28,67,0,0,4,70,6,66,139,17513,2517,313,380,20727,494,112,605,21331,1422,126,22871
