SED_CODE_2016,D_15_17_FPEAW_MPEFT,D_15_17_FPEAW_MPEPT,D_15_17_FPEAW_MPEAW,D_15_17_FPEAW_MPEHNS,D_15_17_FPEAW_MPET,D_15_17_FPEAW_MPULFTW,D_15_17_FPEAW_MPULPTW,D_15_17_FPEAW_MPUT,D_15_17_FPEAW_MPTLF,D_15_17_FPEAW_MPNLF,D_15_17_FPEAW_MPLFSNS,D_15_17_FPEAW_T,D_15_17_FPHNS_MPEFT,D_15_17_FPHNS_MPEPT,D_15_17_FPHNS_MPEAW,D_15_17_FPHNS_MPEHNS,D_15_17_FPHNS_MPET,D_15_17_FPHNS_MPULFTW,D_15_17_FPHNS_MPULPTW,D_15_17_FPHNS_MPUT,D_15_17_FPHNS_MPTLF,D_15_17_FPHNS_MPNLF,D_15_17_FPHNS_MPLFSNS,D_15_17_FPHNS_T,D_15_17_FPET_MPEFT,D_15_17_FPET_MPEPT,D_15_17_FPET_MPEAW,D_15_17_FPET_MPEHNS,D_15_17_FPET_MPET,D_15_17_FPET_MPULFTW,D_15_17_FPET_MPULPTW,D_15_17_FPET_MPUT,D_15_17_FPET_MPTLF,D_15_17_FPET_MPNLF,D_15_17_FPET_MPLFSNS,D_15_17_FPET_T,D_15_17_FPULFTW_MPEFT,D_15_17_FPULFTW_MPEPT,D_15_17_FPULFTW_MPEAW,D_15_17_FPULFTW_MPEHNS,D_15_17_FPULFTW_MPET,D_15_17_FPULFTW_MPULFTW,D_15_17_FPULFTW_MPULPTW,D_15_17_FPULFTW_MPUT,D_15_17_FPULFTW_MPTLF,D_15_17_FPULFTW_MPNLF,D_15_17_FPULFTW_MPLFSNS,D_15_17_FPULFTW_T,D_15_17_FPULPTW_MPEFT,D_15_17_FPULPTW_MPEPT,D_15_17_FPULPTW_MPEAW,D_15_17_FPULPTW_MPEHNS,D_15_17_FPULPTW_MPET,D_15_17_FPULPTW_MPULFTW,D_15_17_FPULPTW_MPULPTW,D_15_17_FPULPTW_MPUT,D_15_17_FPULPTW_MPTLF,D_15_17_FPULPTW_MPNLF,D_15_17_FPULPTW_MPLFSNS,D_15_17_FPULPTW_T,D_15_17_FPUT_MPEFT,D_15_17_FPUT_MPEPT,D_15_17_FPUT_MPEAW,D_15_17_FPUT_MPEHNS,D_15_17_FPUT_MPET,D_15_17_FPUT_MPULFTW,D_15_17_FPUT_MPULPTW,D_15_17_FPUT_MPUT,D_15_17_FPUT_MPTLF,D_15_17_FPUT_MPNLF,D_15_17_FPUT_MPLFSNS,D_15_17_FPUT_T,D_15_17_FPTLF_MPEFT,D_15_17_FPTLF_MPEPT,D_15_17_FPTLF_MPEAW,D_15_17_FPTLF_MPEHNS,D_15_17_FPTLF_MPET,D_15_17_FPTLF_MPULFTW,D_15_17_FPTLF_MPULPTW,D_15_17_FPTLF_MPUT,D_15_17_FPTLF_MPTLF,D_15_17_FPTLF_MPNLF,D_15_17_FPTLF_MPLFSNS,D_15_17_FPTLF_T,D_15_17_FPNLF_MPEFT,D_15_17_FPNLF_MPEPT,D_15_17_FPNLF_MPEAW,D_15_17_FPNLF_MPEHNS,D_15_17_FPNLF_MPET,D_15_17_FPNLF_MPULFTW,D_15_17_FPNLF_MPULPTW,D_15_17_FPNLF_MPUT,D_15_17_FPNLF_MPTLF,D_15_17_FPNLF_MPNLF,D_15_17_FPNLF_MPLFSNS,D_15_17_FPNLF_T,D_15_17_FPLFSNS_MPEFT,D_15_17_FPLFSNS_MPEPT,D_15_17_FPLFSNS_MPEAW,D_15_17_FPLFSNS_MPEHNS,D_15_17_FPLFSNS_MPET,D_15_17_FPLFSNS_MPULFTW,D_15_17_FPLFSNS_MPULPTW,D_15_17_FPLFSNS_MPUT,D_15_17_FPLFSNS_MPTLF,D_15_17_FPLFSNS_MPNLF,D_15_17_FPLFSNS_MPLFSNS,D_15_17_FPLFSNS_T,D_15_17_FPT_MPEFT,D_15_17_FPT_MPEPT,D_15_17_FPT_MPEAW,D_15_17_FPT_MPEHNS,D_15_17_FPT_MPET,D_15_17_FPT_MPULFTW,D_15_17_FPT_MPULPTW,D_15_17_FPT_MPUT,D_15_17_FPT_MPTLF,D_15_17_FPT_MPNLF,D_15_17_FPT_MPLFSNS,D_15_17_FPT_T,D_18_20_FPEFT_MPEFT,D_18_20_FPEFT_MPEPT,D_18_20_FPEFT_MPEAW,D_18_20_FPEFT_MPEHNS,D_18_20_FPEFT_MPET,D_18_20_FPEFT_MPULFTW,D_18_20_FPEFT_MPULPTW,D_18_20_FPEFT_MPUT,D_18_20_FPEFT_MPTLF,D_18_20_FPEFT_MPNLF,D_18_20_FPEFT_MPLFSNS,D_18_20_FPEFT_T,D_18_20_FPEPT_MPEFT,D_18_20_FPEPT_MPEPT,D_18_20_FPEPT_MPEAW,D_18_20_FPEPT_MPEHNS,D_18_20_FPEPT_MPET,D_18_20_FPEPT_MPULFTW,D_18_20_FPEPT_MPULPTW,D_18_20_FPEPT_MPUT,D_18_20_FPEPT_MPTLF,D_18_20_FPEPT_MPNLF,D_18_20_FPEPT_MPLFSNS,D_18_20_FPEPT_T,D_18_20_FPEAW_MPEFT,D_18_20_FPEAW_MPEPT,D_18_20_FPEAW_MPEAW,D_18_20_FPEAW_MPEHNS,D_18_20_FPEAW_MPET,D_18_20_FPEAW_MPULFTW,D_18_20_FPEAW_MPULPTW,D_18_20_FPEAW_MPUT,D_18_20_FPEAW_MPTLF,D_18_20_FPEAW_MPNLF,D_18_20_FPEAW_MPLFSNS,D_18_20_FPEAW_T,D_18_20_FPHNS_MPEFT,D_18_20_FPHNS_MPEPT,D_18_20_FPHNS_MPEAW,D_18_20_FPHNS_MPEHNS,D_18_20_FPHNS_MPET,D_18_20_FPHNS_MPULFTW,D_18_20_FPHNS_MPULPTW,D_18_20_FPHNS_MPUT,D_18_20_FPHNS_MPTLF,D_18_20_FPHNS_MPNLF,D_18_20_FPHNS_MPLFSNS,D_18_20_FPHNS_T,D_18_20_FPET_MPEFT,D_18_20_FPET_MPEPT,D_18_20_FPET_MPEAW,D_18_20_FPET_MPEHNS,D_18_20_FPET_MPET,D_18_20_FPET_MPULFTW,D_18_20_FPET_MPULPTW,D_18_20_FPET_MPUT,D_18_20_FPET_MPTLF,D_18_20_FPET_MPNLF,D_18_20_FPET_MPLFSNS,D_18_20_FPET_T,D_18_20_FPULFTW_MPEFT,D_18_20_FPULFTW_MPEPT,D_18_20_FPULFTW_MPEAW,D_18_20_FPULFTW_MPEHNS,D_18_20_FPULFTW_MPET,D_18_20_FPULFTW_MPULFTW,D_18_20_FPULFTW_MPULPTW,D_18_20_FPULFTW_MPUT,D_18_20_FPULFTW_MPTLF,D_18_20_FPULFTW_MPNLF,D_18_20_FPULFTW_MPLFSNS,D_18_20_FPULFTW_T,D_18_20_FPULPTW_MPEFT,D_18_20_FPULPTW_MPEPT,D_18_20_FPULPTW_MPEAW,D_18_20_FPULPTW_MPEHNS,D_18_20_FPULPTW_MPET,D_18_20_FPULPTW_MPULFTW,D_18_20_FPULPTW_MPULPTW,D_18_20_FPULPTW_MPUT
SED30033,3,0,0,0,5,0,0,0,5,0,0,3,4,0,0,0,3,0,0,0,3,0,0,3,669,64,16,0,744,9,3,10,756,36,0,790,0,0,0,0,3,3,0,3,8,0,0,8,12,0,0,3,10,0,0,3,17,4,0,17,13,3,0,3,14,0,3,5,19,4,0,23,673,66,16,4,759,9,4,11,771,39,0,808,104,8,4,8,121,0,0,0,127,14,0,143,0,0,0,0,0,0,0,0,0,0,0,0,784,75,18,11,886,8,4,12,898,55,0,954,166,16,0,3,181,3,0,6,187,14,0,203,148,9,0,0,165,3,0,3,166,6,0,170,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0,3,0,0,8,329,24,0,3,359,9,0,6,367,23,0,387,3,0,0,0,3,3,0,3,6,0,0,6,5,0,0,0,7,0,0,0
SED30034,7,3,0,0,11,0,0,0,15,3,0,17,5,0,0,5,15,0,0,0,15,0,0,15,431,25,13,14,492,13,0,13,502,19,0,524,3,0,0,3,11,3,0,3,9,0,0,10,12,0,0,0,12,6,0,6,11,0,0,15,14,0,0,3,17,6,0,6,25,3,0,30,447,25,13,22,509,21,0,21,527,18,0,552,79,8,5,3,94,0,0,0,94,16,0,109,0,0,0,0,0,0,0,0,0,0,0,0,527,36,16,18,601,21,0,22,628,37,0,666,9,0,0,0,17,0,0,0,17,0,0,17,5,4,0,0,8,0,0,0,8,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,4,0,0,25,0,0,0,25,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30035,8,3,3,0,12,0,0,0,12,3,0,11,0,3,0,3,5,0,0,0,5,0,0,5,487,89,10,9,595,23,0,19,612,57,0,669,8,0,0,0,8,3,4,5,13,0,0,13,17,3,0,0,19,0,5,5,20,0,0,22,22,3,0,0,26,3,6,13,34,0,0,42,510,92,10,9,618,21,4,28,651,62,0,712,95,20,5,3,132,11,0,11,143,63,0,209,0,0,0,0,0,0,0,0,0,0,3,5,609,111,15,13,751,35,10,40,794,124,3,924,25,0,0,0,29,0,0,0,25,0,0,31,25,7,0,3,38,0,0,0,40,5,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,10,0,3,63,0,0,0,64,6,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30036,10,4,0,0,12,0,0,0,12,0,0,18,0,0,0,3,3,0,0,0,3,0,0,3,457,73,17,10,557,36,5,40,596,48,0,647,3,3,0,0,8,4,0,4,9,0,0,9,13,5,0,0,18,0,0,0,22,3,0,23,19,6,0,0,28,4,0,5,30,6,0,33,469,79,17,8,577,34,7,43,621,56,0,675,71,31,3,0,100,9,3,10,112,68,3,185,0,0,0,0,0,0,0,0,0,0,3,4,541,107,21,10,682,47,10,54,735,127,6,863,19,3,0,0,25,0,0,0,25,3,0,25,19,3,0,0,24,0,0,0,29,8,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,3,43,8,3,0,55,0,0,0,54,8,0,65,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
SED30037,13,0,0,0,16,0,0,0,16,0,0,14,0,0,0,5,5,0,0,0,5,0,0,5,651,92,18,13,767,21,3,24,787,28,0,820,6,0,0,0,8,12,0,12,19,3,0,18,10,0,0,0,11,0,0,0,15,6,0,17,14,3,0,0,16,10,0,10,30,10,0,41,665,96,18,13,783,33,3,33,817,37,0,858,94,8,3,6,108,8,0,8,120,29,0,152,3,0,0,0,3,0,0,0,3,0,0,3,758,105,19,12,896,41,3,44,942,70,3,1016,56,0,3,0,60,0,0,0,63,0,0,64,19,5,0,0,24,0,0,0,24,3,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,0,3,73,7,3,3,93,0,0,0,92,7,0,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30038,12,0,4,0,20,0,0,0,20,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,523,109,14,8,659,23,3,27,683,66,0,743,13,5,3,4,22,10,0,10,33,9,0,38,17,7,0,0,27,8,3,8,29,3,0,33,25,19,3,4,46,16,3,13,64,16,0,74,556,126,12,11,708,35,8,41,742,77,0,821,178,45,5,9,236,25,10,31,270,132,3,411,0,0,0,0,0,0,0,0,0,0,3,3,728,173,18,25,944,58,18,69,1015,213,5,1230,122,20,3,0,148,15,3,15,165,14,0,175,85,25,0,0,113,0,5,3,119,18,0,136,4,0,0,0,4,0,0,0,4,0,0,7,0,0,0,3,3,0,0,0,3,0,0,9,211,45,6,5,268,13,6,20,291,35,0,327,3,3,0,0,8,5,0,5,16,0,0,17,4,0,0,0,4,3,0,3
SED30039,18,0,0,0,20,0,0,0,16,0,0,16,6,0,0,0,7,0,0,0,7,0,0,7,647,52,7,6,712,18,3,22,739,14,0,752,10,0,0,0,9,0,0,0,10,0,0,10,9,0,0,0,13,0,0,3,11,0,0,13,20,0,0,3,19,3,0,4,25,0,0,26,666,52,7,3,733,21,3,27,763,15,0,778,158,18,3,3,184,11,0,11,194,12,0,211,0,0,0,0,0,0,0,0,0,0,0,0,830,70,14,7,922,34,3,33,956,32,0,992,174,15,3,0,198,7,0,11,203,14,0,215,162,13,0,0,175,6,0,6,183,7,0,193,5,0,0,0,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,348,31,4,3,379,16,0,22,400,13,0,419,7,0,0,0,7,7,0,7,12,0,0,11,6,0,0,0,6,3,0,3
SED30040,16,3,4,0,22,0,0,0,20,0,0,27,0,3,0,3,10,0,0,0,10,0,0,9,581,57,15,5,660,8,6,12,676,38,0,710,7,4,0,0,16,6,0,6,19,3,0,22,15,3,0,0,16,0,0,0,23,0,0,23,24,5,0,0,33,4,0,4,37,3,0,44,604,68,15,5,697,15,6,21,714,43,0,755,119,29,5,4,165,8,0,8,169,43,0,214,0,0,0,0,0,0,0,0,0,0,5,3,731,95,20,13,856,24,6,28,883,86,5,973,111,7,0,0,118,0,0,0,120,15,0,135,79,7,0,0,89,0,0,0,92,4,0,94,3,0,0,0,11,0,0,0,11,0,0,12,0,0,0,0,3,0,0,0,3,0,0,3,194,17,3,3,219,0,0,0,222,17,0,239,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0
SED30041,11,5,3,3,19,0,0,0,19,0,0,19,3,0,0,9,11,0,0,0,11,0,0,11,729,62,14,15,821,7,0,13,833,50,4,884,6,0,0,0,11,0,0,0,9,3,0,11,14,3,0,0,19,0,0,0,22,0,0,21,23,7,0,0,25,3,0,3,26,0,0,32,754,70,15,20,847,8,0,12,864,53,4,918,142,20,3,3,173,8,0,4,177,52,0,230,0,0,0,0,0,0,0,0,0,0,4,4,896,88,14,21,1025,18,3,16,1041,108,4,1155,119,10,3,0,132,3,0,3,133,6,0,144,86,11,0,0,102,0,0,4,101,6,0,108,4,0,0,0,3,0,0,0,3,0,0,3,0,0,0,3,3,0,0,0,3,0,0,3,205,22,5,4,236,3,0,6,244,13,0,257,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0
SED30042,9,3,0,0,14,0,0,0,14,0,0,14,3,0,0,9,11,5,0,5,15,0,0,14,657,73,19,14,762,18,0,17,780,40,0,817,17,3,0,0,22,0,0,0,22,3,0,22,26,4,0,0,32,4,0,4,31,0,0,35,41,3,0,0,51,4,0,4,55,4,0,59,702,81,16,13,814,22,0,25,832,37,0,876,159,21,0,0,175,3,0,3,183,28,0,210,0,0,0,0,0,0,0,0,0,0,0,0,856,101,17,15,989,26,0,30,1019,71,0,1085,118,13,4,0,129,3,0,0,134,16,0,143,100,7,0,0,105,0,0,0,112,4,0,113,4,3,0,0,7,0,0,0,7,0,0,7,3,0,0,0,3,0,0,0,3,0,0,3,219,22,7,0,248,3,0,7,254,15,0,268,4,0,0,0,4,0,0,0,12,0,0,12,0,0,0,0,5,0,0,0
SED30043,7,0,7,0,11,0,0,0,11,0,0,16,0,0,0,4,3,0,0,0,3,0,0,3,788,91,18,13,908,16,3,24,930,37,0,968,8,4,0,0,13,9,0,9,19,0,0,20,21,3,0,0,22,0,0,0,22,0,0,23,32,8,0,0,36,9,0,9,43,3,0,49,817,97,18,16,952,25,3,29,976,38,0,1017,103,14,5,4,124,3,0,5,128,30,0,167,0,0,0,0,0,0,0,0,0,0,0,0,921,107,21,20,1079,28,6,30,1110,73,0,1186,74,7,0,0,91,0,0,3,92,0,0,92,95,17,0,0,113,6,0,6,115,6,0,124,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,171,26,4,0,204,4,0,6,208,3,0,217,3,3,0,0,6,0,0,0,6,0,0,8,0,0,0,0,0,0,0,0
SED30044,14,6,6,0,24,0,0,0,20,0,0,22,3,0,0,3,12,0,0,0,12,0,0,12,769,71,17,12,871,18,4,22,896,55,0,948,16,0,0,0,14,5,0,5,19,0,0,22,16,3,0,0,17,4,0,4,22,0,0,23,28,3,0,0,33,10,0,10,45,3,0,46,801,76,18,12,908,29,4,31,943,54,0,998,98,10,9,0,118,0,0,3,124,25,0,145,0,0,0,0,0,0,0,0,0,0,0,0,899,85,29,12,1025,30,3,39,1066,74,0,1140,88,15,3,3,109,0,0,0,109,14,0,124,52,3,3,0,58,0,0,0,58,9,0,71,3,0,3,0,10,0,0,0,10,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,146,23,4,3,180,0,0,0,180,21,0,201,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0
SED30045,20,3,4,0,28,0,0,0,28,5,0,37,5,0,0,5,9,0,0,0,9,5,0,19,785,82,26,22,912,14,4,16,935,51,0,988,7,0,0,0,13,0,0,0,12,0,0,13,10,4,0,3,20,0,0,0,19,3,0,19,22,6,0,4,31,3,0,3,32,3,0,33,805,87,26,27,944,18,4,19,964,54,0,1025,180,33,8,0,227,6,0,10,231,55,0,291,3,0,0,0,5,0,0,0,5,0,3,11,992,119,36,26,1176,27,4,26,1202,117,3,1322,99,9,0,0,111,3,0,9,115,6,0,125,52,17,0,3,75,0,3,3,83,3,0,89,8,0,0,0,8,0,0,0,8,0,0,8,3,0,0,0,3,0,0,0,3,0,0,6,165,28,4,3,194,9,3,9,206,14,0,218,0,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0
SED30046,7,0,0,0,8,0,0,0,13,0,0,8,8,0,0,8,14,0,0,0,14,0,0,14,773,87,11,11,882,18,4,21,902,52,0,945,12,3,0,0,10,3,0,3,16,0,0,22,27,4,0,0,32,0,0,0,32,0,0,29,33,7,0,0,45,3,0,3,47,5,0,51,803,89,11,15,919,18,3,22,948,53,0,996,172,45,0,6,227,4,0,8,230,66,0,300,0,0,0,0,0,0,0,0,0,0,3,4,980,135,17,23,1148,26,7,32,1176,119,4,1308,137,13,0,3,151,0,0,3,156,11,0,167,85,20,3,3,110,4,0,4,108,4,0,115,3,0,0,0,6,0,0,0,6,0,0,5,3,0,0,0,3,0,0,0,3,0,0,3,232,30,6,3,271,6,0,8,275,13,0,290,5,0,0,0,5,0,0,0,5,0,0,7,7,3,0,0,13,0,0,0
SED30047,12,7,0,0,22,0,0,0,20,0,0,20,3,0,0,0,5,0,0,0,5,0,0,4,721,93,5,6,826,30,3,33,862,30,0,893,12,0,0,0,12,0,0,0,12,0,0,13,6,0,0,0,6,0,0,0,6,0,0,6,20,0,0,0,17,0,0,0,16,0,0,23,737,93,5,4,846,32,3,34,879,36,0,909,87,15,0,6,105,7,3,10,113,18,0,133,0,0,0,0,0,0,0,0,0,0,0,3,825,100,13,12,953,34,3,38,992,53,0,1045,190,11,4,0,202,8,0,8,211,11,0,222,108,12,4,0,124,8,0,8,129,3,0,133,4,0,0,0,8,0,0,0,8,0,0,5,0,0,0,3,5,0,0,0,5,0,0,5,303,25,10,3,338,12,0,12,352,21,0,368,8,0,0,0,8,0,0,0,8,0,0,8,4,0,0,0,3,0,0,0
SED30048,8,0,4,0,14,0,0,0,14,0,0,14,0,0,0,0,3,0,0,0,3,0,0,3,450,47,23,4,520,15,0,12,530,16,0,546,8,0,0,0,12,0,0,0,10,6,0,18,14,0,0,0,16,0,0,0,21,3,0,23,22,3,0,0,26,4,0,4,29,7,0,34,472,49,23,4,546,15,0,14,563,23,0,579,121,13,0,3,129,7,0,7,139,17,0,160,3,0,0,0,3,0,0,0,3,0,0,3,593,59,23,4,677,24,0,20,700,36,0,739,28,0,3,0,32,0,0,0,33,0,0,38,40,0,0,0,42,0,0,0,43,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,3,3,0,79,4,0,4,80,0,0,85,0,0,0,3,5,0,0,0,5,0,0,5,3,0,0,0,3,0,0,0
SED30049,12,3,0,0,19,0,0,0,21,0,0,21,5,0,0,0,4,0,0,0,4,0,0,5,824,80,8,7,910,21,3,23,938,41,0,975,9,0,0,0,10,5,0,5,19,0,0,18,6,3,0,0,10,7,0,5,22,3,0,25,17,8,0,0,26,7,0,8,34,5,0,43,839,85,8,7,939,32,3,33,972,47,3,1019,138,24,3,3,168,4,0,3,176,45,3,222,0,0,0,0,0,0,0,0,0,0,0,0,982,105,10,10,1108,33,4,39,1146,87,10,1240,237,15,3,0,258,12,0,10,269,13,0,279,160,30,0,0,196,10,0,10,200,11,0,209,9,3,4,0,14,0,0,0,14,0,0,14,3,0,0,0,7,0,0,0,7,0,0,9,412,51,9,0,472,18,0,17,485,27,0,513,3,0,0,0,6,0,0,0,10,0,0,8,10,0,0,0,11,0,0,0
SED30050,9,0,5,0,7,0,0,0,7,0,0,7,3,0,0,3,8,0,0,0,8,0,0,8,492,64,11,9,578,12,0,12,587,17,0,605,5,0,0,0,3,0,0,0,7,0,0,7,7,3,0,0,9,0,0,3,14,0,0,14,10,3,0,0,11,3,0,6,18,0,0,21,504,66,11,9,594,14,0,14,604,21,0,630,72,17,3,0,97,8,0,8,103,19,0,124,0,0,0,0,0,0,0,0,0,0,0,0,576,89,7,10,685,17,0,18,710,38,0,747,65,10,3,0,80,0,0,0,78,10,0,86,50,10,0,6,65,3,0,3,67,3,0,68,0,0,3,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,118,16,3,7,141,5,0,5,150,11,0,154,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0
SED30051,7,3,6,0,12,0,0,0,14,3,0,14,3,0,0,12,11,0,0,0,11,3,0,17,465,88,11,16,581,13,5,17,601,69,0,672,5,5,0,4,11,8,0,8,25,10,0,32,6,0,0,0,6,0,0,0,11,6,0,17,14,5,0,4,24,8,0,8,32,12,0,41,480,91,11,23,602,23,5,31,635,84,0,718,89,22,3,6,114,13,3,15,130,78,6,212,0,0,0,0,0,0,0,0,0,0,0,3,566,113,18,22,720,36,10,47,765,163,3,936,23,3,0,0,24,0,0,0,24,3,0,24,18,6,0,0,26,0,0,0,25,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,8,0,0,49,0,0,0,54,3,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30052,9,0,0,0,8,0,0,0,8,0,0,11,3,0,0,7,3,0,0,0,5,0,0,5,662,85,14,8,768,20,3,22,795,31,0,820,7,3,0,0,14,4,0,4,14,0,0,19,13,3,0,0,13,0,0,0,13,0,0,15,18,8,0,0,28,4,0,3,33,0,0,30,682,94,13,7,801,25,7,25,827,27,0,851,144,20,3,0,170,4,3,3,179,36,0,211,0,0,0,0,0,0,0,0,0,0,0,0,821,115,17,11,972,25,6,32,1000,61,0,1068,151,15,0,0,163,4,0,4,168,13,3,181,131,19,0,0,154,7,0,3,157,15,0,173,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,282,32,4,4,325,9,0,11,332,24,3,358,3,0,0,0,3,0,0,0,3,0,0,3,3,0,0,0,3,0,0,0
SED30053,11,0,5,0,18,0,0,0,18,0,0,18,12,0,0,4,19,0,0,0,17,0,0,17,673,36,22,12,748,17,0,14,759,33,0,797,15,0,0,0,15,4,0,4,18,3,0,21,23,0,0,0,28,0,0,0,25,0,0,25,38,0,0,0,42,4,0,3,42,3,0,43,706,38,22,12,782,20,0,22,807,32,0,841,155,12,10,7,179,10,0,9,196,19,0,216,0,0,0,0,0,0,0,0,0,0,3,4,866,55,33,22,970,31,0,28,999,56,4,1060,49,3,0,0,48,0,0,0,50,3,0,48,36,3,3,0,46,0,0,0,48,3,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,8,3,0,92,0,0,3,94,7,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30054,18,0,4,0,20,0,0,0,20,0,0,20,0,0,0,10,13,0,0,0,13,0,0,13,1044,105,27,19,1192,34,4,38,1227,37,0,1267,10,3,0,0,17,0,0,0,18,0,0,18,19,0,0,0,25,0,6,5,29,0,0,29,33,8,0,0,37,0,6,3,44,0,0,44,1075,113,25,19,1227,42,6,46,1275,37,0,1313,187,19,3,3,214,11,0,7,224,20,0,242,3,0,0,0,5,0,0,0,5,0,0,5,1265,130,32,18,1442,44,6,57,1502,56,0,1559,314,15,3,0,342,8,0,5,350,11,0,360,258,34,3,4,288,15,0,12,306,16,0,321,10,0,4,0,12,0,0,0,12,0,0,10,0,0,0,0,3,0,0,0,3,0,0,3,578,49,13,3,647,16,3,23,668,27,0,692,4,0,0,0,4,0,0,0,3,0,0,3,12,3,0,0,16,0,0,0
SED30055,21,7,8,0,33,0,0,0,33,3,0,39,4,0,0,9,8,0,0,0,8,3,0,11,886,84,23,13,1009,24,0,28,1037,61,5,1101,8,3,3,0,16,0,0,0,16,0,0,17,18,0,0,3,27,0,0,0,27,8,0,29,26,6,3,3,40,0,0,0,40,13,0,54,912,89,30,18,1049,29,0,29,1079,70,5,1153,201,26,3,10,237,14,0,14,243,45,0,291,0,0,0,3,3,0,0,0,3,0,3,5,1110,116,29,32,1291,36,0,42,1330,119,4,1447,133,5,3,0,146,6,0,6,146,14,0,161,113,18,0,0,135,10,0,10,137,5,0,148,3,0,0,0,5,0,0,0,5,0,0,5,0,0,0,4,3,0,0,0,3,0,0,7,251,21,5,3,284,12,0,12,296,20,0,315,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0
SED30056,9,0,0,0,9,0,0,0,9,0,0,9,3,3,0,0,3,0,0,0,8,0,0,8,486,60,6,3,560,11,4,14,575,19,0,601,4,0,0,0,5,0,0,0,5,3,0,7,3,3,0,0,5,0,0,0,5,0,0,5,9,4,0,0,15,0,0,0,15,3,0,14,495,61,6,3,575,11,4,14,586,22,0,613,70,7,0,0,73,4,0,4,75,8,0,85,0,0,0,0,0,0,0,0,0,0,0,0,563,66,6,5,648,18,4,20,669,36,0,703,136,9,5,0,154,6,0,5,164,9,0,176,125,19,0,0,139,0,0,0,142,3,0,146,4,0,0,0,4,0,0,0,4,0,0,4,3,0,0,3,4,0,0,0,6,0,0,6,272,30,5,3,308,11,0,12,315,17,0,330,0,0,0,0,0,0,0,0,0,5,0,5,7,0,0,0,7,0,0,0
SED30057,4,0,0,0,8,0,0,0,8,0,0,8,0,0,0,0,3,0,0,0,3,0,0,7,254,19,5,3,286,6,0,6,295,16,0,307,5,0,0,0,3,4,0,4,6,3,0,14,0,0,0,0,3,3,0,3,7,0,0,7,5,3,0,0,9,5,0,5,13,3,0,20,262,22,7,6,301,12,0,11,307,17,0,327,34,7,3,3,46,7,0,7,56,10,0,64,0,0,0,0,0,0,0,0,0,0,0,0,298,26,9,6,346,17,0,13,364,26,0,391,7,0,0,0,7,0,0,0,7,0,0,7,8,0,0,0,4,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,13,0,0,0,13,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
