SED_CODE_2016,D_5_9_FPET_MPTLF,D_5_9_FPET_MPNLF,D_5_9_FPET_MPLFSNS,D_5_9_FPET_T,D_5_9_FPULFTW_MPEFT,D_5_9_FPULFTW_MPEPT,D_5_9_FPULFTW_MP_EAW,D_5_9_FPULFTW_MP_E_HNS,D_5_9_FPULFTW_MPET,D_5_9_FPULFTW_MPULFTW,D_5_9_FPULFTW_MPULPTW,D_5_9_FPULFTW_MPUT,D_5_9_FPULFTW_MPTLF,D_5_9_FPULFTW_MPNLF,D_5_9_FPULFTW_MPLFSNS,D_5_9_FPULFTW_T,D_5_9_FPULPTW_MPEFT,D_5_9_FPULPTW_MPEPT,D_5_9_FPULPTW_MPEAW,D_5_9_FPULPTW_MP_E_HNS,D_5_9_FPULPTW_MPET,D_5_9_FPULPTW_MPULFTW,D_5_9_FPULPTW_MPULPTW,D_5_9_FPULPTW_MPUT,D_5_9_FPULPTW_MPTLF,D_5_9_FPULPTW_MPNLF,D_5_9_FPULPTW_MPLFSNS,D_5_9_FPULPTW_T,D_5_9_FPUT_MPEFT,D_5_9_FPUT_MPEPT,D_5_9_FPUT_MPEAW,D_5_9_FPUT_MPEHNS,D_5_9_FPUT_MPET,D_5_9_FPUT_MPULFTW,D_5_9_FPUT_MPULPTW,D_5_9_FPUT_MPUT,D_5_9_FPUT_MPTLF,D_5_9_FPUT_MPNLF,D_5_9_FPUT_MPLFSNS,D_5_9_FPUT_T,D_5_9_FPTLF_MPEFT,D_5_9_FPTLF_MPEPT,D_5_9_FPTLF_MPEAW,D_5_9_FPTLF_MPEHNS,D_5_9_FPTLF_MPET,D_5_9_FPTLF_MPULFTW,D_5_9_FPTLF_MPULPTW,D_5_9_FPTLF_MPUT,D_5_9_FPTLF_MPTLF,D_5_9_FPTLF_MPNLF,D_5_9_FPTLF_MPLFSNS,D_5_9_FPTLF_T,D_5_9_FPNLF_MPEFT,D_5_9_FPNLF_MPEPT,D_5_9_FPNLF_MPEAW,D_5_9_FPNLF_MPEHNS,D_5_9_FPNLF_MPET,D_5_9_FPNLF_MPULFTW,D_5_9_FPNLF_MPULPTW,D_5_9_FPNLF_MPUT,D_5_9_FPNLF_MPTLF,D_5_9_FPNLF_MPNLF,D_5_9_FPNLF_MPLFSNS,D_5_9_FPNLF_T,D_5_9_FPLFSNS_MPEFT,D_5_9_FPLFSNS_MPEPT,D_5_9_FPLFSNS_MPEAW,D_5_9_FPLFSNS_MPEHNS,D_5_9_FPLFSNS_MPET,D_5_9_FPLFSNS_MPULFTW,D_5_9_FPLFSNS_MPULPTW,D_5_9_FPLFSNS_MPUT,D_5_9_FPLFSNS_MPTLF,D_5_9_FPLFSNS_MPNLF,D_5_9_FPLFSNS_MPLFSNS,D_5_9_FPLFSNS_T,D_5_9_FPT_MPEFT,D_5_9_FPT_MPEPT,D_5_9_FPT_MPEAW,D_5_9_FPT_MPEHNS,D_5_9_FPT_MPET,D_5_9_FPT_MPULFTW,D_5_9_FPT_MPULPTW,D_5_9_FPT_MPUT,D_5_9_FPT_MPTLF,D_5_9_FPT_MPNLF,D_5_9_FPT_MPLFSNS,D_5_9_FPT_T,D_10_12_FPEFT_MPEFT,D_10_12_FPEFT_MPEPT,D_10_12_FPEFT_MPEAW,D_10_12_FPEFT_MPEHNS,D_10_12_FPEFT_MPET,D_10_12_FPEFT_MPULFTW,D_10_12_FPEFT_MPULPTW,D_10_12_FPEFT_MPUT,D_10_12_FPEFT_MPTLF,D_10_12_FPEFT_MPNLF,D_10_12_FPEFT_MPLFSNS,D_10_12_FPEFT_T,D_10_12_FPEPT_MPEFT,D_10_12_FPEPT_MPEPT,D_10_12_FPEPT_MPEAW,D_10_12_FPEPT_MPEHNS,D_10_12_FPEPT_MPET,D_10_12_FPEPT_MPULFTW,D_10_12_FPEPT_MPULPTW,D_10_12_FPEPT_MPUT,D_10_12_FPEPT_MPTLF,D_10_12_FPEPT_MPNLF,D_10_12_FPEPT_MPLFSNS,D_10_12_FPEPT_T,D_10_12_FPEAW_MPEFT,D_10_12_FPEAW_MPEPT,D_10_12_FPEAW_MPEAW,D_10_12_FPEAW_MPEHNS,D_10_12_FPEAW_MPET,D_10_12_FPEAW_MPULFTW,D_10_12_FPEAW_MPULPTW,D_10_12_FPEAW_MPUT,D_10_12_FPEAW_MPTLF,D_10_12_FPEAW_MPNLF,D_10_12_FPEAW_MPLFSNS,D_10_12_FPEAW_T,D_10_12_FPHNS_MPEFT,D_10_12_FPHNS_MPEPT,D_10_12_FPHNS_MPEAW,D_10_12_FPHNS_MPEHNS,D_10_12_FPHNS_MPET,D_10_12_FPHNS_MPULFTW,D_10_12_FPHNS_MPULPTW,D_10_12_FPHNS_MPUT,D_10_12_FPHNS_MPTLF,D_10_12_FPHNS_MPNLF,D_10_12_FPHNS_MPLFSNS,D_10_12_FPHNS_T,D_10_12_FPET_MPEFT,D_10_12_FPET_MPEPT,D_10_12_FPET_MPEAW,D_10_12_FPET_MPEHNS,D_10_12_FPET_MPET,D_10_12_FPET_MPULFTW,D_10_12_FPET_MPULPTW,D_10_12_FPET_MPUT,D_10_12_FPET_MPTLF,D_10_12_FPET_MPNLF,D_10_12_FPET_MPLFSNS,D_10_12_FPET_T,D_10_12_FPULFTW_MPEFT,D_10_12_FPULFTW_MPEPT,D_10_12_FPULFTW_MPEAW,D_10_12_FPULFTW_MPEHNS,D_10_12_FPULFTW_MPET,D_10_12_FPULFTW_MPULFTW,D_10_12_FPULFTW_MPULPTW,D_10_12_FPULFTW_MPUT,D_10_12_FPULFTW_MPTLF,D_10_12_FPULFTW_MPNLF,D_10_12_FPULFTW_MPLFSNS,D_10_12_FPULFTW_T,D_10_12_FPULPTW_MPEFT,D_10_12_FPULPTW_MPEPT,D_10_12_FPULPTW_MPEAW,D_10_12_FPULPTW_MPEHNS,D_10_12_FPULPTW_MPET,D_10_12_FPULPTW_MPULFTW,D_10_12_FPULPTW_MPULPTW,D_10_12_FPULPTW_MPUT,D_10_12_FPULPTW_MPTLF,D_10_12_FPULPTW_MPNLF,D_10_12_FPULPTW_MPLFSNS,D_10_12_FPULPTW_T,D_10_12_FPUT_MPEFT,D_10_12_FPUT_MPEPT,D_10_12_FPUT_MPEAW,D_10_12_FPUT_MPEHNS,D_10_12_FPUT_MPET,D_10_12_FPUT_MPULFTW,D_10_12_FPUT_MPULPTW,D_10_12_FPUT_MPUT,D_10_12_FPUT_MPTLF,D_10_12_FPUT_MPNLF,D_10_12_FPUT_MPLFSNS,D_10_12_FPUT_T,D_10_12_FPTLF_MPEFT,D_10_12_FPTLF_MPEPT,D_10_12_FPTLF_MPEAW,D_10_12_FPTLF_MPEHNS,D_10_12_FPTLF_MPET,D_10_12_FPTLF_MPULFTW,D_10_12_FPTLF_MPULPTW,D_10_12_FPTLF_MPUT,D_10_12_FPTLF_MPTLF,D_10_12_FPTLF_MPNLF,D_10_12_FPTLF_MPLFSNS,D_10_12_FPTLF_T,D_10_12_FPNLF_MPEFT,D_10_12_FPNLF_MPEPT,D_10_12_FPNLF_MPEAW,D_10_12_FPNLF_MPEHNS
SED30011,899,70,0,967,20,0,0,0,22,3,4,5,28,0,0,30,29,5,0,3,37,0,0,0,34,0,0,34,51,4,0,3,57,3,4,5,66,0,0,65,732,138,10,20,896,43,17,65,960,68,0,1033,296,71,9,6,378,32,9,45,423,120,0,543,0,0,0,0,0,0,0,0,0,0,0,3,1030,208,19,24,1279,76,28,108,1382,187,3,1573,206,42,0,3,252,4,0,7,260,15,0,276,228,51,6,0,280,11,0,9,293,18,0,313,5,0,0,0,9,0,0,0,9,0,0,9,0,0,0,6,5,0,0,0,5,0,0,5,447,100,6,7,553,11,3,19,569,30,0,602,7,3,0,0,11,3,0,3,16,3,0,14,15,3,0,6,24,0,4,4,29,0,0,29,24,3,0,6,35,4,4,10,41,3,0,43,466,100,6,9,588,16,5,27,613,33,0,644,109,23,7,4
SED30012,2783,135,12,2931,95,12,3,9,115,31,0,31,144,7,0,155,115,16,0,4,136,13,6,22,159,4,3,166,212,27,7,11,255,44,6,52,300,14,3,318,2472,335,39,57,2903,146,30,179,3085,150,12,3248,975,205,20,43,1245,73,5,80,1327,205,6,1538,8,0,0,0,12,0,0,0,12,0,17,30,3454,543,61,106,4160,218,39,260,4418,360,32,4817,557,68,9,6,642,27,6,30,668,56,3,729,562,78,4,3,646,17,4,20,665,32,0,694,24,0,3,0,29,0,0,0,28,9,0,33,8,0,0,12,19,0,0,0,19,3,3,22,1148,143,17,15,1330,40,13,50,1381,99,3,1486,41,8,0,0,52,17,0,17,72,11,0,81,31,8,0,3,42,3,5,12,49,5,0,60,74,15,0,3,92,22,5,29,121,14,0,140,1221,160,17,23,1424,65,14,77,1504,111,5,1621,383,103,11,25
SED30013,1361,40,4,1405,23,4,0,0,26,3,0,3,30,4,3,33,43,0,0,0,47,7,5,12,57,0,0,57,64,4,0,0,68,10,5,19,82,4,3,92,1248,108,33,18,1409,29,7,35,1442,44,3,1495,290,35,11,11,343,20,0,19,367,63,0,430,0,0,0,0,0,0,0,0,0,0,4,11,1543,141,44,30,1751,49,13,55,1813,112,9,1932,332,24,8,0,364,11,0,16,377,10,0,388,380,44,9,8,446,5,0,10,452,5,0,455,11,3,3,0,15,0,0,0,15,0,0,13,4,0,3,10,13,0,0,0,13,4,0,15,730,68,24,13,838,16,3,20,856,17,0,873,11,3,0,0,11,7,0,7,18,0,3,22,16,0,0,0,14,0,0,0,22,0,0,22,26,3,0,4,29,9,0,9,41,0,3,46,759,68,24,16,869,24,3,32,897,18,0,923,139,18,8,4
SED30014,1608,49,0,1652,7,0,0,0,13,3,0,3,12,0,0,12,44,7,0,0,49,5,0,5,55,0,0,62,58,4,0,0,61,11,0,11,74,0,0,75,1392,202,23,25,1643,27,5,34,1678,50,0,1726,357,40,4,5,409,19,0,19,434,34,0,468,0,0,0,0,0,0,0,0,3,0,0,3,1749,243,34,34,2060,51,5,58,2115,84,3,2201,286,45,3,0,333,6,4,9,350,14,3,369,409,73,6,0,491,3,0,3,495,22,0,520,10,7,3,0,18,0,0,0,18,3,0,16,3,0,0,3,6,0,0,0,6,0,0,8,708,126,15,5,851,10,4,17,864,38,5,906,6,0,0,0,7,3,0,3,12,0,0,12,12,4,0,0,16,3,0,3,22,0,0,23,25,4,0,0,30,3,0,3,30,3,0,37,734,124,15,5,878,19,4,23,896,46,5,945,158,29,3,0
SED30015,1233,84,0,1318,21,4,3,0,28,7,4,9,36,4,0,33,35,9,4,0,41,4,4,6,51,4,0,56,51,10,6,0,66,8,9,13,81,4,0,89,1087,159,18,11,1271,40,12,51,1318,91,0,1410,363,56,18,11,442,34,5,43,489,103,0,593,9,4,0,3,10,0,0,0,10,0,6,22,1452,212,33,28,1727,77,16,89,1815,195,10,2023,279,41,0,0,320,8,0,8,332,23,0,346,398,58,7,4,468,7,9,12,474,28,0,505,12,3,0,0,13,0,0,0,13,0,0,15,5,0,0,3,8,0,0,0,7,0,0,11,691,103,9,8,814,14,9,21,832,49,0,885,19,3,0,0,18,8,0,8,28,7,0,33,10,3,3,0,20,0,0,0,20,0,0,21,29,13,3,0,43,8,0,8,47,6,0,55,718,115,15,4,851,17,9,22,881,56,0,933,151,21,4,3
SED30016,1273,74,7,1360,20,4,0,0,22,7,0,7,33,5,0,37,30,3,0,4,42,4,0,4,51,3,0,48,49,8,0,4,67,13,0,16,81,5,0,89,1069,175,28,24,1285,53,15,65,1356,82,7,1445,282,73,11,16,381,18,11,34,410,97,0,512,0,0,0,3,3,0,0,0,3,0,5,10,1346,248,31,39,1669,73,25,96,1769,180,13,1961,276,38,5,0,321,7,3,12,333,18,0,352,296,51,0,6,360,18,4,16,380,26,3,407,5,3,3,0,16,0,0,0,16,0,0,16,6,0,0,5,10,0,0,0,10,0,0,16,588,95,17,10,711,19,3,30,738,49,3,784,13,0,0,0,14,5,0,5,19,8,0,27,11,5,0,4,18,0,6,6,22,4,0,28,25,7,0,4,31,10,6,15,47,9,0,59,610,104,17,15,742,34,9,43,781,63,3,844,120,28,3,5
SED30017,1315,52,3,1374,11,0,0,0,9,4,0,4,20,8,0,24,18,5,3,3,29,4,3,6,41,8,0,41,28,5,5,3,44,12,3,14,58,9,0,67,1170,100,26,37,1332,25,6,38,1371,68,3,1438,389,55,17,15,480,29,9,41,515,132,3,655,4,0,0,0,3,0,0,0,3,0,8,15,1562,159,40,49,1819,62,14,72,1891,203,21,2109,337,35,4,0,374,11,0,13,384,25,0,406,363,44,4,7,411,3,0,8,420,20,0,440,10,3,0,0,13,0,0,0,15,3,0,21,8,3,0,15,26,0,0,0,26,3,0,27,715,79,6,24,831,18,4,19,851,45,0,895,3,0,0,0,7,0,0,4,7,6,0,18,8,0,0,3,8,3,4,6,14,0,0,18,9,4,0,3,15,4,4,6,25,12,0,30,725,86,6,20,843,19,5,29,870,60,0,932,172,24,7,13
SED30018,1452,72,0,1517,19,3,0,0,25,0,0,3,23,3,0,23,44,4,0,3,50,8,0,6,59,4,0,65,61,10,0,3,74,4,3,8,81,8,0,86,1257,191,25,17,1496,25,10,35,1530,79,0,1611,371,57,15,11,459,25,6,25,486,55,0,537,0,0,0,0,3,0,0,0,3,0,3,10,1628,250,40,31,1950,47,14,61,2014,129,11,2156,268,30,8,4,310,9,0,8,319,23,0,344,441,71,6,0,523,11,0,11,536,22,0,558,11,3,3,0,21,0,0,0,26,0,0,21,8,3,0,3,17,0,0,0,17,0,0,18,731,108,16,12,873,17,0,19,888,42,0,940,7,4,0,0,11,3,0,3,15,7,0,20,27,0,0,0,28,0,0,0,33,3,0,30,37,9,0,0,43,0,0,4,44,3,0,53,771,116,16,9,911,22,3,25,935,50,0,993,197,29,12,4
SED30019,1727,48,8,1779,24,3,0,0,26,3,0,3,26,4,0,30,54,7,0,0,60,0,0,0,61,0,0,61,75,8,0,0,82,3,0,3,85,4,0,88,1585,151,24,16,1780,31,3,36,1815,51,8,1869,379,45,3,11,443,12,3,14,452,44,0,500,3,0,0,0,4,3,0,3,8,0,7,11,1967,198,31,32,2223,47,5,48,2273,92,11,2373,311,33,3,0,349,4,4,5,356,31,4,386,455,35,0,8,503,0,0,0,506,10,0,515,11,0,0,0,14,0,0,0,14,4,0,15,12,0,0,6,18,0,0,0,17,0,0,17,784,72,6,16,883,5,7,11,895,38,6,936,10,0,0,0,10,3,0,3,12,0,0,15,21,3,0,3,32,3,0,3,33,0,0,34,36,3,0,3,39,6,0,6,47,3,0,46,821,82,6,18,923,12,7,15,940,47,6,986,203,32,0,3
SED30020,2236,35,0,2278,10,0,0,0,15,3,0,3,18,0,0,18,58,0,0,0,60,3,0,3,61,0,0,62,68,0,0,0,70,7,0,7,79,0,0,78,2089,137,25,25,2272,34,3,43,2314,38,0,2353,452,36,7,5,502,20,5,19,521,44,0,567,0,0,0,0,0,0,0,0,0,0,6,7,2543,172,28,35,2781,55,7,58,2841,80,7,2929,490,47,10,0,546,16,0,16,562,18,0,582,566,29,5,3,608,11,3,10,621,8,0,626,21,3,3,0,21,3,0,3,27,0,0,27,5,3,0,3,11,0,0,0,11,4,0,17,1082,84,13,9,1187,27,6,28,1217,26,0,1246,8,0,4,0,12,0,0,0,12,0,0,9,18,0,0,0,15,0,0,0,15,0,0,16,27,0,4,0,29,0,0,0,29,3,0,28,1110,86,20,9,1216,27,6,28,1245,34,0,1277,196,23,3,0
SED30021,1508,55,0,1567,13,0,0,0,13,4,0,4,12,3,0,21,35,0,0,0,41,3,0,8,45,0,0,47,50,0,0,0,54,6,0,8,57,3,0,61,1381,118,16,11,1526,42,8,44,1573,64,0,1634,379,44,9,10,439,11,3,16,449,46,0,495,0,0,0,3,3,0,0,0,3,0,4,7,1756,163,23,21,1969,54,6,58,2024,111,5,2138,368,27,0,3,397,6,4,10,409,11,0,421,448,29,3,11,486,0,3,8,487,16,0,506,8,0,0,0,15,0,0,0,15,0,0,15,11,0,0,3,17,0,0,0,17,0,0,19,834,54,9,18,911,14,6,13,928,30,0,960,12,0,0,0,12,3,0,3,9,0,0,9,12,0,0,0,18,3,0,5,21,3,0,19,22,0,0,0,28,6,0,5,33,3,0,36,854,56,8,18,940,18,5,23,958,30,0,994,183,17,3,0
SED30022,1617,37,0,1649,17,4,0,0,22,3,0,3,22,0,0,26,45,3,0,0,54,0,0,0,51,0,0,51,65,8,0,0,72,4,0,4,79,0,0,80,1512,116,26,12,1664,23,4,26,1692,36,0,1728,401,29,14,4,455,4,0,4,458,24,0,486,3,0,0,0,7,0,0,0,7,0,0,3,1913,151,35,20,2120,26,4,38,2156,62,6,2225,423,42,3,4,466,7,0,11,479,23,0,501,557,43,9,6,620,11,3,12,631,18,0,648,14,8,3,0,20,0,0,0,20,0,0,20,4,0,0,3,7,0,0,0,7,0,0,7,996,96,18,14,1115,15,5,20,1135,38,0,1172,9,0,0,0,13,0,0,0,12,0,0,14,27,0,0,0,33,0,0,0,36,0,0,36,34,3,0,0,41,3,0,3,42,0,0,46,1031,98,19,14,1159,19,5,25,1181,35,0,1224,182,19,5,0
SED30023,2192,80,4,2271,21,3,3,0,23,11,0,11,33,3,0,41,37,3,0,0,43,0,0,0,49,4,0,47,63,7,3,0,72,9,0,15,79,6,0,92,1982,171,35,35,2228,40,6,42,2274,92,4,2360,638,59,17,17,734,36,15,50,783,125,0,910,6,4,0,3,12,0,0,0,12,0,3,13,2627,238,47,59,2973,72,21,90,3067,213,3,3279,457,31,10,3,501,6,3,6,508,23,0,529,659,66,8,0,736,9,0,9,741,40,0,781,17,3,3,0,26,0,0,0,26,0,0,27,10,0,0,3,12,0,0,0,12,0,0,15,1147,104,19,7,1271,15,3,18,1291,59,0,1354,16,3,0,0,16,7,0,7,21,0,0,22,26,0,0,0,32,3,0,3,33,3,0,36,48,4,0,0,52,8,0,11,60,4,0,61,1191,107,19,13,1325,23,5,25,1349,60,0,1417,271,28,10,8
SED30024,1473,100,4,1580,26,9,0,0,38,41,0,41,83,10,0,97,18,3,3,5,31,13,6,22,50,10,0,59,49,19,3,3,68,56,6,69,139,22,0,154,1202,214,34,49,1496,100,14,115,1614,123,4,1737,357,111,11,20,499,69,6,76,576,302,6,881,4,0,0,4,5,0,0,0,11,5,30,38,1564,326,45,69,2000,175,19,194,2195,424,34,2656,358,39,3,3,413,11,3,9,424,29,0,453,267,84,4,15,366,8,3,11,376,38,0,415,4,4,11,0,14,0,0,0,17,0,0,17,3,3,3,9,23,0,0,0,23,0,0,26,630,128,22,29,810,21,6,25,836,69,0,907,12,3,0,0,12,24,0,24,33,4,0,42,10,3,0,4,17,4,6,7,24,4,0,31,16,11,0,4,30,23,6,30,61,12,0,68,649,135,24,32,842,44,10,56,895,77,0,977,153,40,5,9
SED30025,2281,106,4,2388,46,5,0,3,51,14,0,16,69,4,0,71,91,22,0,0,110,17,3,16,131,4,0,138,139,25,0,3,164,29,6,29,196,5,0,205,2072,253,35,35,2392,75,8,89,2476,115,4,2593,833,130,17,26,999,40,4,45,1044,127,0,1165,3,0,0,7,8,0,0,0,8,0,9,15,2902,382,51,61,3399,117,15,126,3530,239,12,3779,529,50,10,3,589,15,3,20,610,21,0,637,642,81,4,3,729,5,0,5,733,35,0,769,19,5,3,0,25,0,0,0,30,4,0,38,14,0,0,6,19,0,0,0,19,3,0,22,1201,140,18,11,1370,22,6,29,1398,60,0,1461,23,7,0,0,28,9,0,7,43,7,0,44,44,7,0,0,54,8,3,11,65,7,0,63,70,8,0,4,85,15,7,22,101,10,0,108,1267,147,19,15,1450,40,6,49,1495,73,0,1569,369,51,12,4
SED30026,1431,42,0,1478,10,0,0,0,12,5,0,5,15,0,0,15,38,3,0,0,38,0,0,0,43,0,0,43,50,3,0,0,54,5,0,5,60,0,0,60,1250,166,22,15,1454,27,16,37,1488,42,0,1534,279,43,8,4,337,8,0,11,348,41,0,389,3,0,0,0,5,0,0,0,5,0,3,11,1537,208,25,24,1789,34,17,50,1845,85,3,1937,229,28,3,4,266,3,0,7,269,9,0,281,403,66,4,4,477,6,3,9,484,12,0,495,13,0,3,0,14,0,0,0,14,0,0,16,0,0,0,3,3,0,0,0,3,0,0,3,640,100,13,10,758,9,3,16,773,22,0,795,6,0,0,0,10,0,0,0,12,0,0,12,17,3,0,0,25,0,4,4,25,0,0,32,22,5,0,3,34,3,4,7,34,4,0,39,667,105,11,15,791,11,5,17,816,24,0,839,152,21,3,5
SED30027,1466,68,4,1537,25,0,0,3,30,11,0,14,44,3,0,47,44,5,0,0,56,9,0,9,63,3,0,64,72,9,0,3,84,21,0,21,103,7,0,107,1317,129,45,28,1526,41,3,46,1572,73,4,1646,397,57,30,13,491,35,0,35,520,47,9,580,3,0,0,3,10,0,0,0,10,0,7,14,1715,186,77,44,2022,73,3,75,2098,123,16,2240,300,31,10,3,345,7,3,11,353,22,0,375,405,62,4,4,474,14,0,14,493,22,0,510,15,0,4,0,20,0,0,0,20,0,0,23,3,3,0,9,16,0,0,0,16,3,0,19,717,100,21,20,858,21,3,22,878,54,0,930,14,0,0,0,19,3,0,3,25,0,0,27,26,3,0,0,32,3,0,3,34,0,0,39,45,3,0,0,55,3,0,3,60,0,0,64,759,110,21,21,908,31,3,32,937,57,0,992,158,34,6,3
SED30028,2001,51,0,2052,10,3,0,0,10,3,0,3,18,0,0,18,56,3,0,0,60,0,3,5,57,0,0,57,63,4,0,0,72,3,3,6,72,0,0,72,1853,149,19,18,2041,31,7,39,2075,51,0,2129,391,28,7,3,428,6,0,8,435,28,0,465,4,0,0,4,3,0,0,0,3,0,0,3,2244,175,26,25,2472,34,12,47,2521,80,0,2599,425,44,6,4,475,7,3,14,490,23,0,511,626,38,8,6,669,9,0,9,678,11,0,692,22,0,0,0,27,0,0,0,27,0,0,27,8,0,0,3,9,0,0,0,9,0,0,12,1083,78,15,13,1178,12,3,20,1203,39,0,1240,10,0,0,0,10,3,0,3,14,0,0,14,18,5,3,3,25,4,0,3,28,0,0,28,31,5,3,3,41,9,0,8,43,0,0,43,1108,78,16,16,1218,20,4,30,1246,39,0,1286,178,13,8,0
SED30029,2107,64,0,2173,31,0,0,0,29,3,3,7,37,0,0,37,44,0,0,0,49,3,0,3,48,3,0,52,74,3,3,0,81,4,3,10,85,3,0,91,1909,197,28,14,2145,49,3,50,2194,65,0,2265,479,34,20,8,541,12,4,8,554,34,0,588,4,0,0,0,4,0,0,0,4,0,0,4,2393,234,46,18,2690,55,3,62,2755,108,0,2857,404,55,9,4,468,13,0,12,477,16,0,497,600,57,5,3,668,5,0,5,673,23,0,695,22,4,0,0,24,0,0,0,24,0,0,24,4,5,0,4,17,0,0,0,17,0,0,13,1029,124,15,13,1174,15,0,20,1197,35,0,1232,11,0,0,0,11,0,0,3,12,0,0,17,22,0,0,0,27,0,0,0,27,0,0,27,35,0,0,0,35,3,0,5,39,3,0,43,1059,126,15,13,1210,19,3,21,1238,36,0,1275,227,21,3,8
SED30030,2132,79,3,2210,26,6,0,0,35,12,0,12,48,7,0,47,74,7,0,0,86,4,0,3,93,3,0,95,106,13,0,5,122,15,0,17,134,9,0,142,1918,227,31,21,2194,56,16,70,2266,87,3,2351,526,88,11,14,636,11,3,12,652,62,0,717,0,0,0,0,0,0,0,0,0,0,8,10,2447,313,42,37,2831,71,13,87,2921,143,14,3078,410,66,3,0,478,9,3,11,492,32,0,522,554,73,3,5,638,13,0,15,645,29,0,674,11,0,7,0,24,0,0,0,27,0,0,23,7,3,0,7,17,0,0,0,17,0,0,20,986,142,11,12,1154,28,4,31,1186,59,0,1243,13,0,0,0,14,5,0,5,21,3,0,25,23,9,0,0,32,0,0,0,32,0,0,39,36,9,0,0,46,5,0,6,53,3,0,57,1024,148,14,12,1206,34,3,33,1242,60,0,1303,233,42,8,4
SED30031,1781,55,4,1834,50,5,0,4,58,27,8,32,93,3,0,95,118,3,0,0,121,6,0,10,130,0,0,135,165,9,0,4,180,36,7,40,222,8,0,228,1701,104,51,31,1889,106,7,116,1999,60,4,2061,757,64,19,28,869,92,0,88,957,77,0,1032,6,0,0,3,8,0,0,0,8,0,8,18,2464,170,71,66,2761,198,6,200,2969,130,18,3117,443,19,11,3,478,18,0,20,497,8,0,509,544,33,21,14,610,22,0,22,635,11,0,648,18,3,14,0,35,0,0,0,35,0,0,35,9,0,0,4,12,3,0,3,15,0,0,14,1020,53,40,21,1133,46,0,49,1180,20,5,1210,29,7,0,3,40,7,0,7,50,3,0,52,56,0,0,0,62,3,0,6,69,0,0,69,85,6,0,5,101,15,0,18,112,6,0,120,1107,63,46,21,1231,64,3,63,1296,32,5,1327,303,26,11,10
SED30032,1688,93,5,1787,12,3,0,0,17,5,0,5,20,8,0,24,50,7,4,0,64,0,0,0,63,8,0,70,64,12,4,0,84,5,0,8,89,9,0,98,1442,223,39,23,1726,35,12,49,1777,102,5,1884,488,70,24,12,601,35,0,38,637,95,0,727,3,3,0,0,7,0,0,0,7,0,4,9,1937,299,66,31,2336,70,15,86,2419,196,6,2621,361,56,4,0,423,4,3,10,433,36,0,465,513,79,15,0,612,3,4,10,616,36,0,651,25,0,9,0,36,3,0,3,33,6,0,38,5,0,0,13,17,0,0,0,17,0,0,17,906,143,25,18,1084,17,4,22,1107,75,0,1180,5,9,0,0,11,0,0,0,16,0,0,14,19,7,0,0,28,0,0,4,30,4,0,30,26,10,0,0,39,3,0,5,45,3,0,46,930,151,25,18,1128,16,4,24,1148,73,0,1224,227,53,11,14
SED30033,1777,42,0,1814,4,3,0,0,6,3,0,7,13,0,0,13,33,0,0,0,35,4,0,8,37,3,0,42,37,3,0,0,41,7,4,12,48,3,0,55,1603,152,21,9,1780,35,12,48,1829,40,0,1872,347,34,13,9,405,10,7,10,414,45,0,466,0,0,0,0,3,0,0,0,3,0,0,3,1954,185,32,19,2192,46,11,59,2245,87,0,2333,373,52,0,0,432,7,3,8,439,12,3,452,470,53,3,0,523,8,0,5,526,3,0,533,7,0,3,0,14,0,0,0,14,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,854,107,5,0,968,15,4,14,979,13,3,1002,10,0,0,0,11,0,3,3,17,0,0,17,12,3,0,0,16,0,0,0,13,4,0,16,20,3,0,0,27,3,3,3,30,4,0,31,873,106,5,0,989,11,4,20,1013,17,3,1029,149,15,5,8
SED30034,1605,40,3,1648,22,3,0,0,28,0,0,0,23,3,0,27,51,3,3,0,56,0,0,0,56,0,0,56,69,11,3,0,83,3,0,3,82,3,0,85,1506,96,40,31,1673,18,3,16,1691,45,3,1733,538,35,22,11,607,18,7,16,624,51,0,681,7,0,0,0,5,0,0,0,5,0,8,13,2047,128,62,40,2283,29,8,40,2321,100,12,2427,332,11,6,0,355,11,0,10,364,9,0,373,374,39,19,9,437,0,0,3,441,16,0,463,20,0,4,0,25,0,0,0,25,3,0,26,9,0,0,3,12,0,0,0,12,0,0,12,739,53,28,15,831,11,4,10,845,24,0,874,15,0,0,0,15,0,0,0,20,0,0,23,15,0,0,0,17,0,0,0,18,0,0,18,37,0,0,0,34,0,0,0,37,0,0,41,770,56,28,15,868,11,4,16,883,29,0,918,173,22,9,7
